BOR;AN;FI;FI_EJ;PHARMA_A1;PHARMA_A2;PHARMA_A3;PHARMA_A4;PHARMA_A5;PHARMA_A6;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A8;PHARMA_B8;PHARMA_C8;PHARMA_D8;PHARMA_E8;PHARMA_A9;PHARMA_B9;PHARMA_C9;PHARMA_D9;PHARMA_E9;PHARMA_A10;PHARMA_A11;PHARMA_A12;PHARMA_A13;PHARMA_A14;PHARMA_A15;PHARMA_A16;PHARMA_A17;PHARMA_A18;PHARMA_A19;PHARMA_A20;PHARMA_A21;PHARMA_A22;PHARMA_A23;PHARMA_A24;PHARMA_A25;PHARMA_A26;PHARMA_A27;PHARMA_A28;PHARMA_A29;PHARMA_A30;PHARMA_A31;PHARMA_A32;PHARMA_A33;PHARMA_A34;PHARMA_A35;PHARMA_B29;PHARMA_B30;PHARMA_B31;PHARMA_B32;PHARMA_B33;PHARMA_B34;PHARMA_B35;PHARMA_C29;PHARMA_C30;PHARMA_C31;PHARMA_C32;PHARMA_C33;PHARMA_C34;PHARMA_C35;PHARMA_D29;PHARMA_E29
PHARMA;2014;160000279;160000212;0;;;;0;0;78;;;;;0;0;0;0;0;0;0;0;0;0;176795;1;75;32;10;1;0;0;0;1;1;0;0;;;1;0;0;0;0;;;1;1;;;1;;;1;;;;0.83;;;1.57;1;;;0;0
PHARMA;2014;160000303;160006037;0;;;;1;0;53;;112;80;136;1;1;1;1;1;0;0;0;0;0;378292;1;381;381;248;1;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;2;;;1;;;;3;;;1.3;;;;3.6;;;0;1
PHARMA;2014;160000311;160000485;0;;;;1;0;27;;19;30;120;0;0;0;0;0;0;0;0;0;0;232000;1;194;194;194;1;0;0;0;1;1;1;0;;;0;0;0;1;1;0;0;0;4;0;0;0;0;0;0;1;0;0;1.06;;;;4.15;;;0;0
PHARMA;2014;160000337;160000493;0;;;;1;0;35;;35;;63;1;1;1;1;1;0;0;0;0;0;105300;1;133;133;63;1;0;0;0;0;1;1;0;;;1;0;0;0;2;;;;;;;;;;;2;;;1.37;;;;1.85;;;0;0
PHARMA;2014;160000345;160000501;0;;;;1;1;;259;;;33;0;0;0;0;0;0;0;0;0;0;355481;1;292;292;0;0;0;0;0;0;1;1;0;;;0;0;0;0;2;0;0;0;2;;1;;;;;1;1;;2;0;0;0;2.8;0.5;1;0;1
PHARMA;2014;160000360;160000519;0;;;;1;;0;;6;65;51;1;1;1;1;1;0;0;0;0;0;66308;1;132;132;0;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;1;;;;;;;1.08;;;;1;;;0;0
PHARMA;2014;160006110;860000348;0;;;;0;0;18;;;;;0;0;0;0;0;0;0;0;0;0;93822;1;18;18;;1;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;;;;;;;;0.2;;;;;0.4;;0;1
PHARMA;2014;160008231;160001038;0;;;;1;0;;38;;;;1;1;1;1;1;1;1;1;1;1;;1;38;38;38;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;160009080;160001574;0;;;;0;0;;;85;;;0;0;0;0;0;0;0;0;0;0;107854;1;85;85;85;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;2;;;0.75;;;;1.26;;;0;0
PHARMA;2014;160012159;860000348;0;;;;0;0;14;;;;;0;0;0;0;0;0;0;0;0;0;25696;1;14;14;;1;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;;;;;;;;0.1;;;;;0.2;;0;1
PHARMA;2014;160013207;160001632;0;;;;;;232;;;;;1;1;1;1;1;0;0;0;0;0;3721956;1;192;192;32;1;1;0;0;1;1;0;0;;;1;1;0;0;2;;;;5;9;;;1;1;;;2;;2;0.2;0.5;;5;10.59;;0;0
PHARMA;2014;160015368;160014411;0;;;;1;0;118;;40;37;223;0;0;0;0;0;0;0;0;0;0;2761647;1;418;201;186;1;1;0;0;1;1;1;0;;;0;0;0;0;2;;;;4;;2;2;;;;6;1;;3.12;0.3;;;7.62;0.91;2;0;1
PHARMA;2014;170000038;170780050;0;;;;0;0;88;84;45;;158;0;0;0;0;0;0;0;0;0;0;917599;1;368;30;226;1;1;0;0;1;1;1;0;;;1;0;0;2;2;2;1;1;4;1;1;;;;;2;1;;2;0.25;0.25;0.3;5.6;1.48;0.5;0;0
PHARMA;2014;170000061;170780118;1;3;0;;0;0;;;70;;;1;1;1;1;1;0;0;0;0;0;60400;1;70;70;70;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;;;;1;;;;1;;;0.2;;;;0.5;;;0;1
PHARMA;2014;170000079;170780142;0;;;;1;0;11;0;15;0;163;0;0;0;0;0;0;0;0;0;0;321005;1;189;189;163;1;0;0;0;0;1;1;1;20;0;0;0;0;1;;;;;1;;;1;;;;;;;0.6;;;;1;;;0;0
PHARMA;2014;170000087;170023279;0;;;;1;;590;;;;155;0;0;0;0;0;0;0;0;0;0;16271158;1;430;375;164;1;1;0;1;1;1;1;1;85;0;1;1;1;1;8;2;1;2;23;22;5;4;;;;11;3;;9.82;1.35;0.48;1.69;27.9;25.54;4.33;0;0
PHARMA;2014;170000095;170780167;0;;;;0;0;111;0;61;0;223;0;1;0;0;0;1;1;1;1;1;1644020;1;29;300;300;1;0;0;0;1;1;1;0;;;1;0;0;2;0;0;;0;2;2;1;2;1;;1;4;2;0;1.2;0.05;;0.4;3.3;2.75;1;0;1
PHARMA;2014;170000103;170780175;0;;;;1;1;309;57;30;45;258;0;0;0;0;0;0;0;0;0;0;10725530;1;344;536;206;1;1;0;1;1;1;1;0;;;1;0;0;2;4;0;;2;8;4;;4;1;;;11;4;;5.85;0.2;;1.1;13.47;7.26;;0;1
PHARMA;2014;170000111;170023279;0;;;;1;;3;;27;;163;0;0;0;0;0;0;0;0;0;0;72060;1;193;193;163;1;1;0;1;1;1;1;0;;;1;1;1;1;;;;;;;;;;;;;;;0.24;0.01;;0.01;0.12;0.11;0.02;0;0
PHARMA;2014;170000129;170780191;0;;;;;;125;;60;50;70;0;0;0;0;0;0;0;0;0;0;703303;1;;164;156;1;1;0;0;1;1;1;0;;;0;0;0;0;2;;1;;7;1;1;1;;;;;;;2.6;;1;;5.92;1;1;0;1
PHARMA;2014;170000137;170780209;0;;;;;;;;21;;185;0;0;0;0;0;0;0;0;0;0;94742;1;206;206;21;;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;;;;;;;;;;0.5;;;;0.5;;;0;0
PHARMA;2014;170000152;170780225;0;;;;0;0;264;;60;50;96;0;0;0;0;0;0;0;0;0;0;1818450;1;536;511;257;1;1;0;0;1;1;1;0;;;1;0;0;0;3;1;1;1;9;9;2;3;;;;2;1;;5.18;0.3;0.5;1.21;8.91;10.92;2;0;1
PHARMA;2014;170000178;170780266;0;;;;1;;10;;70;;119;1;1;1;1;1;0;0;0;0;0;206674;1;199;199;119;1;0;0;0;0;1;1;0;;;0;0;0;0;;;;;1;;;1;;;;1;;;0.6;;;;1.38;;;0;0
PHARMA;2014;170780043;750721334;0;;;;;;;;93;;;1;1;1;1;1;0;0;0;0;0;163743;1;93;93;;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;1;;;1;;;;;;;0.86;;;;1.2;;;0;0
PHARMA;2014;170780100;310021357;0;;;;0;0;;;65;;;0;0;0;0;0;0;0;0;0;0;32160;1;65;65;65;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.25;;;0;0
PHARMA;2014;170780282;170000186;0;;;;;;;57;;;;0;0;0;0;0;0;0;0;0;0;121202;1;57;57;57;0;;;;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2014;170780290;170000194;1;3;;;;;;56;;;;0;0;0;0;0;0;0;0;0;0;114022;0;56;56;56;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2014;170780563;170000251;0;;;;;;111;;;;;1;1;1;1;1;0;0;0;0;0;251840;1;111;111;111;1;0;0;0;1;1;0;0;;;1;1;0;1;1;;;;;;;1;;;;2;11;1;1.17;;;;2;11;1;0;0
PHARMA;2014;170780613;170000277;0;;;;;;78;;;;;0;0;0;0;0;0;0;0;0;0;342097;1;97;97;0;1;0;0;0;1;1;0;0;;;1;1;0;0;1;;;;1;;;;;;;;;;1;;;;1.13;;;0;0
PHARMA;2014;170780621;170000285;0;;;;1;0;35;;60;;;0;0;0;0;0;0;0;0;0;0;96378;1;35;95;60;1;0;0;0;1;1;0;0;;;1;0;0;0;;;;;;1;;2;1;0;;;;;1.12;0.25;;;;0.43;;0;0
PHARMA;2014;170780647;170000301;0;;;;0;0;40;;;;;0;0;0;0;0;0;0;0;0;0;;1;66;40;40;1;0;0;0;1;1;0;0;;;1;1;0;2;;;;;1;;;1;;;;;;;0.8;;;;1;;;0;0
PHARMA;2014;170780662;170024053;0;;;;;;51;;;;;0;0;0;0;0;0;0;0;0;0;186382;1;;51;51;1;0;0;0;1;1;0;0;;;1;0;0;0;1;;;;;;;;;;;;;;1;;;;;;;0;0
PHARMA;2014;170780803;170017321;0;;;;1;0;;;40;;109;1;1;1;1;1;0;0;0;0;0;125082;1;40;40;40;0;0;0;0;1;1;0;0;;;0;0;0;2;;;;;;;;2;;;;1;;;0.22;;;;0.2;;;0;0
PHARMA;2014;170781199;170000400;0;;;;;;;;50;;;1;1;1;1;1;0;0;0;0;0;28551;1;50;50;50;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;1;1
PHARMA;2014;170782981;170023279;0;;;;1;;;267;;;;0;0;0;0;0;0;0;0;0;0;398866;1;250;14;25;1;1;0;1;1;1;1;0;;;1;1;1;1;;;;;;;;;;;;;;;0.25;0.03;0.01;0.04;0.68;0.63;0.11;0;0
PHARMA;2014;170784110;170023279;0;;;;1;;;;53;;;0;0;0;0;0;0;0;0;0;0;61477;1;53;53;53;1;1;0;1;1;1;1;0;;;1;1;1;1;;;;;;;;;;;;;;;0.04;0.01;;0.01;0.11;0.1;0.02;0;0
PHARMA;2014;170785059;170000988;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;104917;1;14;14;14;1;0;0;0;0;1;0;1;0;1;0;0;0;1;;;;;;1;;2;;;;1;;;0.16;;;;0.09;0.17;;0;0
PHARMA;2014;170791321;170023279;0;;;;1;;;;;92;;0;0;0;0;0;0;0;0;0;0;54358;1;92;92;92;1;1;0;1;1;1;1;0;;;1;1;1;1;;;;;;;;;;;;;;;0.03;;;0.01;0.09;0.09;0.01;0;0
PHARMA;2014;170792212;170000988;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;82935;1;14;14;0;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;1;;2;;;;1;;;0.16;;;;0.09;0.17;;0;0
PHARMA;2014;170794929;170000988;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;45833;1;14;14;0;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;1;;2;;;;1;;;0.16;;;;0.09;0.17;;0;0
PHARMA;2014;170795165;170000988;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;17128;1;6;6;0;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;1;;2;;;;1;;;0.16;;;;0.09;0.17;;0;0
PHARMA;2014;170802656;170000988;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;33945;1;6;6;6;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;1;;2;;;;1;;;0.16;;;;0.09;0.17;;0;0
PHARMA;2014;170803431;750043994;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;;75;75;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.5;;;;0.5;;;0;0
PHARMA;2014;170804090;170000988;0;;;;1;0;;;;;;0;0;0;0;0;0;0;0;0;0;15079;1;;6;6;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;1;;2;;;;1;;;0.16;;;;0.09;0.17;;0;0
PHARMA;2014;180000010;180000028;0;;;;;;515;0;113;60;149;0;0;0;0;0;0;0;0;0;0;7932527;1;661;714;714;1;1;0;1;1;1;1;0;;;1;1;0;1;7;1;1;1;11;4;3;0;;;1;5;2;;7.75;0.25;0.75;1.5;14.4;5.6;3;0;1
PHARMA;2014;180000176;180001158;0;;;;1;;0;575;0;100;224;0;0;0;0;0;0;0;0;0;0;883800;1;899;899;899;0;0;0;0;0;1;0;0;;;0;0;0;0;2;;;1;9;2;2;1;;;;;1;;2.26;;;0.46;9.42;2.74;2;0;1
PHARMA;2014;180000200;180000051;1;1;0;48;;;132;;92;46;193;0;0;0;0;0;0;1;0;0;1;1311656;1;461;461;2;1;1;0;0;1;1;1;0;;;1;0;0;2;3;1;;1;5;8;1;;;;;;2;;3;0.1;;0.4;5.25;8.3;1;0;1
PHARMA;2014;180000283;180000069;0;;;;1;1;95;;74;41;299;0;0;0;0;0;0;0;0;0;0;417000;1;509;509;260;1;0;0;0;0;1;1;0;;;0;0;0;2;2;;;;4;1;1;1;;;;1;;1;1.94;;;;4.8;1;1.4;0;1
PHARMA;2014;180000333;180000093;1;1;0;;;;;;;;;1;1;1;1;1;0;0;0;0;0;173000;1;100;297;297;0;0;0;0;0;1;0;0;;;0;0;0;2;1;;;;2;1;;1;;;;;;;1.5;;;;2;1;;0;0
PHARMA;2014;180000358;180000739;0;;;;;;68;;;;;0;0;0;0;0;1;0;0;0;0;208882;1;2;2;2;1;0;0;0;0;1;0;0;;;1;0;0;2;1;;0;;3;3;;1;1;0;;2;1;;1;0.1;0;;1.6;3;;0;0
PHARMA;2014;180000598;180000887;0;;;;1;;;;75;;;0;0;0;0;0;1;0;0;0;0;;1;0;75;75;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;1;;;0.25;;;;1;;;0;1
PHARMA;2014;180004145;180000887;0;;;;1;;169;;;;;0;0;0;0;0;0;0;0;0;0;;1;158;158;;1;1;0;0;1;1;0;0;;;1;1;1;1;2;;1;;2;;1;;;;;3;;;2;;1;;5.05;;1;0;0
PHARMA;2014;180005662;370001067;0;;;;0;0;10;;;;;1;1;1;1;1;0;0;0;0;0;38447;1;10;10;10;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;;;;;;;;0.04;;;;;;;0;0
PHARMA;2014;180005811;370001067;0;;;;0;0;5;;;;;1;1;1;1;1;0;0;0;0;0;10423;1;5;5;5;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;;;;;;;;0.05;;;;;;;0;0
PHARMA;2014;180005829;370001067;0;;;;0;0;14;;;;;1;1;1;1;1;0;0;0;0;0;74539;1;14;14;14;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;;;;;;;;0.09;;;;;;;0;0
PHARMA;2014;180006397;370001067;0;;;;0;0;5;;;;;1;1;1;1;1;0;0;0;0;0;15333;1;5;5;5;1;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;;;;;;;;0.02;;;;;;;0;0
PHARMA;2014;190000018;190000042;0;;;;;;414;42;83;47;;0;0;0;0;0;0;0;0;0;0;16253417;1;324;271;67;1;1;0;1;1;1;1;0;0;0;1;1;0;1;8;1;2;2;17;13;5;;;;;1;1;1;6.66;0.5;1.16;1.23;17.32;13.65;5.08;0;1
PHARMA;2014;190000026;190000059;0;;;;;;231;30;60;53;;1;1;1;1;1;0;0;0;0;0;2578722;1;322;332;10;1;0;0;0;1;1;1;1;35;0;1;1;0;0;3;1;;1;2;9;1;1;;;1;2;;1;2.8;0.5;;1.1;4.35;8.9;1.8;0;1
PHARMA;2014;190000034;190000067;0;;;;;;19;;20;30;;0;0;0;0;0;0;0;0;0;0;108954;1;140;140;140;1;0;0;0;0;1;0;0;;;0;0;0;1;1;;;;2;;;;;;;;;;0.92;;;;1.6;;;0;0
PHARMA;2014;190000091;190000075;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;1865145;1;92;323;154;1;1;0;0;1;1;1;0;;;1;0;0;0;2;;;;5;;;;;;;2;;1;2;;;;4.29;;0.86;0;0
PHARMA;2014;190000117;190000117;0;;;;1;;;194;;;;1;1;1;1;1;0;0;0;0;0;211762;1;;194;179;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;2;;;1;;;;;;;1.26;;;;2;;;0;0
PHARMA;2014;190000224;190000901;0;;;;0;0;145;;;;;1;1;1;1;1;0;0;0;0;0;642906;1;197;197;0;1;0;0;0;1;1;0;0;;;1;1;0;0;1;;;;4;8;;2;1;;;1;3;;2.29;0.53;;;4.4;9.41;;0;0
PHARMA;2014;190000257;190001131;0;;;;;;99;;;;;0;0;0;0;0;0;0;0;0;0;;1;81;99;0;1;0;0;0;1;1;0;0;;;1;1;0;2;;;;;1;1;;2;;;;;;;1.35;;;;1;1;;0;0
PHARMA;2014;190005140;190002485;0;;;;1;0;;;;30;108;0;0;0;0;0;0;0;0;0;0;75000;1;100;138;138;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;1;;;;2;;;;1;;;1;;;0.5;0.35;;;0;0
PHARMA;2014;190005165;190002519;0;;;;;;;;;60;264;0;0;0;0;0;0;0;0;0;0;44270;1;60;60;0;0;0;0;0;0;1;0;0;;;0;0;0;;;;;;1;1;;2;;;;1;;;0.19;;;;0.35;0.19;;0;0
PHARMA;2014;190005694;750056335;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;70000;1;81;81;81;0;0;0;0;0;0;0;0;;;0;0;0;0;;;;1;;;;1;;;;1;;;0.5;;;1;0.5;;;0;0
PHARMA;2014;210003059;210987400;0;;;;0;0;;;;;;0;0;0;0;0;0;0;0;0;0;349317;0;;;;1;0;0;0;0;0;0;0;;;0;0;0;;;;;;;;;1;;;;;;;0.3;;;;;;;0;0
PHARMA;2014;210007399;210007308;1;1;1;;0;0;;;23;;;0;0;0;0;0;0;0;0;0;0;9400;1;23;23;23;0;0;0;0;0;1;0;0;;;0;0;0;1;;;;;;;;1;;;;;;1;0.5;;;;;;0.14;0;0
PHARMA;2014;210011847;210011839;0;;;;1;0;129;;;;;0;0;0;0;0;0;0;0;0;0;;1;38;38;129;1;1;0;0;1;1;1;0;;;1;1;0;2;2;;;;4;;1;;1;1;;;1;;2.1;0.1;0.8;;4;0.5;1;0;0
PHARMA;2014;210780110;210000022;0;;;;;;138;;;;;1;1;1;0;1;0;0;0;0;0;592473;1;117;117;117;1;0;0;0;1;1;0;0;;;0;0;0;2;1;1;;;2;;;1;;;;;;1;1.1;0.2;;;2;;0.5;0;0
PHARMA;2014;210780136;210000030;0;;;;;0;77;;;;;1;1;1;1;1;0;0;0;0;0;750020;1;69;69;;1;0;0;0;1;1;0;0;;;0;0;0;2;;;;;1;;;2;;;;3;;;0.85;;;;2.72;;;0;0
PHARMA;2014;210780144;750721235;0;;;;0;0;;;90;;;1;1;1;1;1;0;0;0;0;0;185000;1;100;90;90;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;1;1;;0;;;;;;;0.9;;;;1;0.4;;0;0
PHARMA;2014;210780276;210003208;0;;;;0;0;;;112;;;0;0;0;0;0;0;0;0;0;0;184524;0;;;;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2014;210780789;210003208;0;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;4351376;1;40;60;20;1;1;0;0;1;1;1;1;18;20;0;0;0;0;;;;;6;1;;2;;1;;;;;1.6;;0.5;;6;1;;0;1
PHARMA;2014;210780979;210000295;0;;;;1;0;114;;;;;1;1;1;0;1;0;0;0;0;0;764138;1;114;102;;1;0;0;0;1;1;0;0;;;0;1;0;2;;;;;2;1;;1;;;;1;;;0.92;0.2;;;2.73;1;;0;0
PHARMA;2014;210983466;210011482;0;;;;0;0;;;;30;222;1;1;1;1;1;0;0;0;0;0;;1;250;252;252;0;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;;;;0.6;;;;;;;0;0
PHARMA;2014;210986725;210986717;0;;;;1;0;;;36;;;1;1;1;1;1;0;0;0;0;0;39750;1;36;36;36;0;0;0;0;1;1;0;0;;;0;0;0;0;;;;;;;;1;;;1;;;;0.5;;;0.2;;;;0;0
PHARMA;2014;210986741;210986733;1;1;1;;0;0;;;60;;;0;0;0;0;0;0;0;0;0;0;113889;1;60;60;;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;210987046;210987038;0;;;;;;;;90;;;0;0;0;0;0;0;0;0;0;0;191244;1;90;90;90;1;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;1;0.5;;;;;;0.25;0;0
PHARMA;2014;210987558;210780581;0;;;;1;;995;54;159;;275;1;0;0;0;0;0;0;0;0;0;28628000;1;1060;606;0;1;1;0;1;1;1;1;0;;;0;0;1;0;16;;;2;35;;9;;;;;;;;11.59;;;1.58;33.16;;8.97;0;1
PHARMA;2014;210987574;210780623;1;3;0;3;;;8;;;30;80;1;1;1;1;1;0;0;0;0;0;234035;1;118;118;118;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;1;;;1;;;;;;;0.5;;;;1;;;0;0
PHARMA;2014;210987582;210780631;0;;;;;;8;;12;;97;0;0;0;0;0;0;0;0;0;0;21223;1;117;117;117;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;;;;;1;;;0.9;;;;0.8;;;0;0
PHARMA;2014;210987608;210011482;0;;;;0;0;15;;;;234;1;1;1;1;1;0;0;0;0;0;;1;249;249;249;0;0;0;0;0;1;0;0;;;0;0;0;2;;;;;;;;1;;;;;;;0.6;;;;;;;0;0
PHARMA;2014;210987616;210780656;1;3;0;;0;0;12;;;30;90;1;1;0;1;1;0;0;0;0;0;77000;1;132;132;132;0;0;0;0;0;0;0;0;;;0;0;0;1;;;;;;;;1;;;;1;;;0.5;;;;0.8;;;0;0
PHARMA;2014;210987632;210780607;0;;;;;;18;310;;42;53;0;0;0;0;0;0;0;0;0;0;505682;1;405;405;144;0;0;0;0;0;1;1;0;;;0;0;0;1;2;2;;1;3;;;1;1;;;2;;1;2.71;2.71;;0.5;4.66;;0.8;0;0
PHARMA;2014;210987640;210780672;0;;;;1;0;;;30;;;0;0;0;0;0;0;0;0;0;0;75078;1;30;30;30;1;0;0;0;1;1;1;0;;;0;0;0;0;1;;;;1;;;;;;;;;;0.28;;;;1;;;0;0
PHARMA;2014;210987657;210780714;1;3;0;2;0;1;223;;60;;384;0;0;0;0;0;0;0;0;0;0;1861044;1;221;321;0;1;1;0;0;1;1;1;1;20;0;1;0;0;0;4;;;1;6;5;1;;;;;4;;;4;;;1;8.04;5;1;0;1
PHARMA;2014;210987665;210010070;1;1;0;2;1;0;98;;100;;264;1;1;1;1;1;0;0;0;0;0;469396;1;96;462;462;1;1;0;0;0;1;1;0;;;0;0;0;1;2;;1;1;6;;1;;;;;1;;;2;;0.3;0.33;6.8;;1;0;1
PHARMA;2014;210987681;210011482;0;;;;0;0;25;;42;30;63;1;1;1;1;1;0;0;0;0;0;;1;160;160;93;0;0;0;0;0;1;1;0;;;0;0;0;0;1;;;;;;;;;;;;;;0.4;;;;;;;0;0
PHARMA;2014;210987699;210780706;0;;;;1;0;149;37;;;195;0;0;0;0;0;0;0;0;0;0;892371;1;28;28;;1;1;0;0;1;1;1;0;;;1;0;0;2;2;2;2;0;5;5;1;1;1;1;1;0;0;;1.98;0.29;0.49;0.8;3.36;4.49;0.5;0;1
PHARMA;2014;210987731;210780417;0;;;;1;0;142;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12898282;1;142;142;0;1;1;0;0;1;1;1;0;;;0;1;0;2;3;;3;;6;;1;2;1;;;;;;3.8;0.14;1.71;;6;;1;0;0
PHARMA;2014;220000012;220000020;0;;;;1;0;663;0;30;0;472;0;0;0;0;0;1;1;1;1;1;13170400;1;457;457;0;1;1;0;0;1;1;1;0;;;1;1;0;1;8;1;3;1;20;24;6;2;;0;;4;3;2;9.49;0.5;1.5;1;23.19;24.27;8.23;0;1
PHARMA;2014;220000095;220000046;0;;;;1;1;230;0;65;60;297;1;1;1;1;1;0;0;0;0;0;3185000;1;652;400;418;1;1;0;0;1;1;1;0;;;0;0;0;;3;;1;;6;5;0;1;;;;4;0;0;3.4;;0.5;;7.3;5.67;0.06;0;1
PHARMA;2014;220000210;220000210;0;;;;1;;;18;;;;0;0;0;0;0;0;0;0;0;0;211612;1;183;183;15;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;3;;;;3;1;1;2.04;;;;2.6;1;0.51;0;0
PHARMA;2014;220000236;220017974;1;3;1;;1;0;10;194;15;;;1;1;1;1;1;0;0;0;0;0;223600;1;100;219;0;1;0;;0;0;1;0;0;;;0;0;0;1;1;;;;5;;0;1;;;;;;2;1.4;;;;5;;1.2;0;0
PHARMA;2014;220000269;220000640;0;;;;;;33;;;;;0;0;0;0;0;0;0;0;0;0;5300000;1;33;33;33;1;1;0;0;0;1;1;0;;;0;0;0;;1;;1;;3;;;;;;;;;;1;;1;;3.15;;;0;1
PHARMA;2014;220000285;220000673;0;;;;0;0;84;;;;;0;0;0;0;0;0;0;0;0;0;253814;1;100;78;;1;0;0;0;0;1;1;0;;;1;1;0;1;;;;;;;;;;;;;;;0.8;0;0;0;1;0.33;;1;1
PHARMA;2014;220000301;220000673;0;;;;0;0;134;;;;;0;0;0;0;0;0;0;0;0;0;680000;1;134;134;0;1;0;0;0;0;1;1;0;;;1;1;0;1;1;0;0;0;1;;;;;;;1;1;1;1;;;;1.8;0.66;0.5;1;1
PHARMA;2014;220000319;220000681;0;;;;0;0;;60;;;;1;1;1;1;1;0;0;0;0;0;;1;60;60;0;0;0;0;0;0;0;0;0;;;0;0;0;1;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;220000327;220000699;0;;;;;;;96;;;;1;1;1;1;1;0;0;0;0;0;98980;1;100;96;96;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;;;;1;;;;;;;0.5;;;;;;;0;0
PHARMA;2014;220000343;220000079;1;3;0;;;;226;;103;30;268;0;0;0;0;0;1;0;0;0;0;951449;1;613;245;;1;0;0;0;1;1;1;1;15;0;1;1;1;1;3;;;1;7;7;4;3;1;;;5;2;1;5.18;0.4;;1;9.28;8.56;3.68;0;1
PHARMA;2014;220000368;220000103;0;;;;1;1;210;;128;30;186;1;1;1;1;1;0;0;0;0;0;3146000;1;407;407;272;1;1;0;0;1;1;1;1;27;0;1;1;0;1;4;2;7;1;11;7;1;3;;;2;1;1;;5.67;0.3;0.6;0.54;10.43;7.91;1;0;1
PHARMA;2014;220000467;750043994;0;;;;0;0;;;116;;;1;1;1;1;1;0;0;0;0;0;156045;1;100;116;116;0;0;0;0;0;1;0;0;;;0;0;0;0;1;;;;;;;2;;;;1;;;1.53;;;;0.04;;;0;0
PHARMA;2014;220000541;220000152;0;;;;1;;107;;69;30;258;0;0;0;0;0;0;0;0;0;0;448228;1;243;475;293;1;0;0;0;0;1;1;1;5;0;1;0;0;0;2;;;2;4;3;2;;;;;;1;;1.96;;;1.06;3.34;2.46;2.27;0;1
PHARMA;2014;220000566;220021968;0;;;;0;0;22;;20;30;238;0;0;0;0;0;0;0;0;0;0;170964;1;310;310;310;0;0;0;0;0;1;0;0;;;0;0;0;0;;;;;3;;;1;;;;1;;;0.9;;;;2.85;;;0;0
