BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;ETP_BUD;ETP_MAD;EFFSAL;ETPSAL;EFFLIB
Q20;2014;550000038;550000046;M1090;;;0;;;;;;0.02;;;;;;0.02;;;;0;0.02;
Q20;2014;550000038;550000046;M2070;;2;;;;;;;;1.96;;;;;;1.96;;;2;1.96;
Q20;2014;550000038;550000046;M2080;;0;;;;;;;;0.25;;;;;;0.25;;;0;0.25;
Q20;2014;550000038;550000046;M3050;;1;;;;;;;;1.14;;1;;;;0.14;;;1;1.14;
Q20;2014;550000038;550000046;M3060;;;;1;;;;;;0.4;;;;;;0.4;;;1;0.4;
Q20;2014;550000038;550000046;M3070;;;;1;;;;;;0.2;;;;;0.2;;;;1;0.2;
Q20;2014;550000038;550000046;M9999;2;3;3;3;;;;;2.38;4.13;;3.1;;;0.31;3.1;5.9;0;11;6.51;
Q20;2014;550000178;550000293;M1020;;;;;;;5;1;;;;;;;;;;;;;6
Q20;2014;550000178;550000293;M1030;;;;;2;;2;;;;;;;;;;;;;;4
Q20;2014;550000178;550000293;M1040;;;;;;;4;;;;;;;;;;;;;;4
Q20;2014;550000178;550000293;M1090;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;550000178;550000293;M1160;;;;;;;10;1;;;;;;;;;;;;;11
Q20;2014;550000178;550000293;M2010;;;;;;;2;;;;;;;;;;;;;;2
Q20;2014;550000178;550000293;M2030;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;550000178;550000293;M2040;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;550000178;550000293;M2050;;;;;;;3;;;;;;;;;;;;;;3
Q20;2014;550000178;550000293;M2070;;;;;1;;1;;;;;;;;;;;;;;2
Q20;2014;550000178;550000293;M2080;;;;;;;;1;;;;;;;;;;;;;1
Q20;2014;550000178;550000293;M2110;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;550000178;550000293;M2120;;;;;2;;;;;;;;;;;;;;;;2
Q20;2014;550000178;550000293;M2130;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;550000178;550000293;M3012;;;;;;;4;;;;;;;;;;;;;;4
Q20;2014;550000178;550000293;M3040;;;1;;;;;;0.3;;;;;;;;;;1;0.3;
Q20;2014;550000178;550000293;M3050;;;;2;;;;;;0.99;;;;;;;;;2;0.99;
Q20;2014;550000178;550000293;M9999;;;1;2;8;;36;3;0.3;0.99;;;;;;;;;3;1.29;47
Q20;2014;550000186;550006795;M1010;1;;;1;;;;;1;0.75;;;;;0.15;1.6;;;2;1.75;
Q20;2014;550000186;550006795;M3020;1;1;;1;;;;;1;1.3;;1;;;1.3;;;;3;2.3;
Q20;2014;550000186;550006795;M9999;2;1;;2;;;;;2;2.05;;1;;;1.45;1.6;;;5;4.05;
Q20;2014;550000202;550006795;M1010;;;2;2;;;;;0.8;0.8;;0.6;;;;1;;;4;1.6;
Q20;2014;550000202;550006795;M1160;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;550000202;550006795;M1320;1;;;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;550000202;550006795;M3050;;;;2;;;;;;0.58;;0.5;;;;0.08;;;2;0.58;
Q20;2014;550000202;550006795;M9999;1;;2;4;;;1;;1.4;1.38;;1.7;;;;1.08;;;7;2.78;1
Q20;2014;550000251;550000095;M1010;2;2;1;1;;;;;2;2.5;;3.5;;;1;;;;6;4.5;
Q20;2014;550000251;550000095;M3020;2;3;7;1;;;;;3.77;3.2;;6.88;;;0.09;;;;13;6.97;
Q20;2014;550000251;550000095;M3050;;2;;;;;;;;2;;2;;;;;;;2;2;
Q20;2014;550000251;550000095;M3060;;;;1;;;;;;0.54;;;;;;0.54;;;1;0.54;
Q20;2014;550000251;550000095;M9999;4;7;8;3;;;;;5.77;8.24;;12.38;;;1.09;0.54;;;22;14.01;
Q20;2014;550000434;550003354;M1010;10;4;2;4;;;;;9.68;5.7;;10.1;1.33;;2.12;1.83;;;20;15.38;
Q20;2014;550000434;550003354;M1030;;;4;;;;;;2.3;;;1.2;;;0.48;0.62;;;4;2.3;
Q20;2014;550000434;550003354;M1040;1;1;3;;;;;;2.27;1;;2.2;;;1.07;;;;5;3.27;
Q20;2014;550000434;550003354;M1050;1;;;;;;;;0.98;;;;;;0.98;;;;1;0.98;
Q20;2014;550000434;550003354;M1070;4;;;;;;;;4;0.35;;4;;;;0.35;;;4;4.35;
Q20;2014;550000434;550003354;M1090;;;2;;;;;;1.1;;;1.1;;;;;;;2;1.1;
Q20;2014;550000434;550003354;M1100;1;1;;;;;;;1;1;;1;1;;;;;;2;2;
Q20;2014;550000434;550003354;M1110;;;1;1;;;;;0.02;0.03;;;;;0.05;;;;2;0.05;
Q20;2014;550000434;550003354;M1120;;;1;;;;;;0.2;;;0.2;;;;;;;1;0.2;
Q20;2014;550000434;550003354;M1140;3;;1;;;;;;3.6;;;3.6;;;;;;;4;3.6;
Q20;2014;550000434;550003354;M1150;4;;;;;;;;3.58;;;2;;;1.58;;;;4;3.58;
Q20;2014;550000434;550003354;M1160;1;;2;;;;;;1.8;;;1;;;0.08;0.72;;;3;1.8;
Q20;2014;550000434;550003354;M1180;1;3;1;;;;;;1.18;2.04;;3;;;0.18;0.04;;;5;3.22;
Q20;2014;550000434;550003354;M1190;;;;1;;;;;0.08;0.5;;0.5;0.08;;;;;;1;0.58;
Q20;2014;550000434;550003354;M1320;1;2;;1;;;;;1;2.95;;1.34;1;;1.53;0.08;;;4;3.95;
Q20;2014;550000434;550003354;M2050;3;1;;;;;;;2.83;1.63;;;0.08;;0.17;4.21;;;4;4.46;
Q20;2014;550000434;550003354;M3011;;3;;;;;;;0.5;2.17;;2.5;;;;0.17;;;3;2.67;
Q20;2014;550000434;550003354;M3020;;;;1;;;;;;0.18;;;;;0.18;;;;1;0.18;
Q20;2014;550000434;550003354;M3030;;;1;;;;;;0.3;;;;;;0.3;;;;1;0.3;
Q20;2014;550000434;550003354;M3040;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;550000434;550003354;M3050;1;3;;;;;;;1;3.05;;4.05;;;;;;;4;4.05;
Q20;2014;550000434;550003354;M9999;32;18;18;8;;;;;38.42;20.6;;38.79;3.49;;8.72;8.02;;;76;59.02;
Q20;2014;550002885;540001112;M1110;;;1;2;;;;;0.1;0.2;;;;;;;;;3;0.3;
Q20;2014;550002885;540001112;M9999;;;1;2;;;;;0.1;0.2;;;;;;;;;3;0.3;
Q20;2014;550003362;550006795;M1010;2;;1;;;;;;2.1;;;;1;;1;0.1;;;3;2.1;
Q20;2014;550003362;550006795;M1320;;1;;;;;;;;1.83;;1;;;0.83;;;;1;1.83;
Q20;2014;550003362;550006795;M3020;2;1;;1;;;;;2;1.7;;2;;;0.7;1;;;4;3.7;
Q20;2014;550003362;550006795;M9999;4;2;1;1;;;;;4.1;3.53;;3;1;;2.53;1.1;;;8;7.63;
Q20;2014;550003370;550006795;M1320;1;;;;;;;;0.4;;;0.4;;;;;;;1;0.4;
Q20;2014;550003370;550006795;M9999;1;;;;;;;;0.4;;;0.4;;;;;;;1;0.4;
Q20;2014;550005219;540001112;M1110;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2014;550005219;540001112;M9999;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2014;560000127;560023210;M1010;15;7;4;9;;;;;14.8;12.65;;19;;;1.25;7.2;;;35;27.45;
Q20;2014;560000127;560023210;M1020;1;3;;;;;;;1;3;;3;1;;;;;;4;4;
Q20;2014;560000127;560023210;M1030;9;8;;;;;;;9;8;;14;;;;3;;;17;17;
Q20;2014;560000127;560023210;M1031;6;1;;;;;;;1;5.2;;6.2;;;;;;;7;6.2;
Q20;2014;560000127;560023210;M1040;7;3;6;1;;;;;7.2;3.1;;8.5;1;;0.8;;;;17;10.3;
Q20;2014;560000127;560023210;M1050;;;;1;;;;;;0.15;;;;;0.15;;;;1;0.15;
Q20;2014;560000127;560023210;M1070;;1;;4;;;;;;3.1;;2.6;;;0.5;;;;5;3.1;
Q20;2014;560000127;560023210;M1090;2;5;1;;;;;;2.2;4.3;;4.7;1.6;;0.2;;;;8;6.5;
Q20;2014;560000127;560023210;M1100;5;1;;;;;;;4.8;1;;4;0.8;;;1;;;6;5.8;
Q20;2014;560000127;560023210;M1110;1;4;1;1;;;;;0.7;4.2;;3.5;1;;0.4;;;;7;4.9;
Q20;2014;560000127;560023210;M1120;3;3;;2;;;;;2.6;4.6;;4.6;1;;;1.6;;;8;7.2;
Q20;2014;560000127;560023210;M1130;1;;3;;;;;;1.5;1;;2;;;0.5;;;;4;2.5;
Q20;2014;560000127;560023210;M1140;4;6;;8;;;;;4;8.7;;10.8;0.6;;0.8;0.5;;;18;12.7;
Q20;2014;560000127;560023210;M1150;2;2;;2;;;;;1.6;3.6;;4.4;;;;0.8;;;6;5.2;
Q20;2014;560000127;560023210;M1160;8;1;;4;;;;;7.8;3.4;;9.9;0.9;;;0.4;;;13;11.2;
Q20;2014;560000127;560023210;M1180;;3;;1;;;;;;3.6;;3.6;;;;;;;4;3.6;
Q20;2014;560000127;560023210;M1190;;3;2;;;;;;0.2;2.6;;2.6;;;0.2;;;;5;2.8;
Q20;2014;560000127;560023210;M1200;;3;5;6;;;;;1.1;4.65;;3;;;2;0.75;;;14;5.75;
Q20;2014;560000127;560023210;M1320;5;9;;2;;;;;1.04;5.6;;4.54;1;;0.1;1;;;16;6.64;
Q20;2014;560000127;560023210;M2030;6;;;;;;;;6;;;5;;;1;;;;6;6;
Q20;2014;560000127;560023210;M2050;3;6;;2;;;;;2.6;5.9;;6.4;1.9;;0.2;;;;11;8.5;
Q20;2014;560000127;560023210;M2070;1;2;;;;;;;1;2;;2;1;;;;;;3;3;
Q20;2014;560000127;560023210;M2080;4;1;;;;;;;4;1;;4;1;;;;;;5;5;
Q20;2014;560000127;560023210;M2100;3;;;;;;;;2.4;;;1.6;;;;0.8;;;3;2.4;
Q20;2014;560000127;560023210;M2120;4;1;;;;;;;4;1;;4;;;;1;;;5;5;
Q20;2014;560000127;560023210;M2130;;;4;;;;;;1.6;;;1.6;;;;;;;4;1.6;
Q20;2014;560000127;560023210;M3012;3;3;;;;;;;3;3;;6;;;;;;;6;6;
Q20;2014;560000127;560023210;M3030;;;1;1;;;;;0.3;0.8;;;;;0.3;0.8;;;2;1.1;
Q20;2014;560000127;560023210;M3040;;3;;2;;;;;;3.25;;3.15;;;0.1;;;;5;3.25;
Q20;2014;560000127;560023210;M3050;2;5;1;;;;;;2.3;5;;7;;;0.3;;;;8;7.3;
Q20;2014;560000127;560023210;M9999;95;84;28;46;;;;;87.74;104.4;;151.69;12.8;;8.8;18.85;;10.1;253;192.14;
Q20;2014;560000135;560005746;M1010;13;15;9;11;;;;;14.62;17.71;;22.92;1;;0.5;7.91;;;48;32.33;
Q20;2014;560000135;560005746;M1030;4;11;1;2;;;;;5.6;13.14;;15.04;0.17;;;3.53;;;18;18.74;
Q20;2014;560000135;560005746;M1031;7;1;;;;;;;7;0.33;;7;;;;0.33;;;8;7.33;
Q20;2014;560000135;560005746;M1040;8;2;3;1;;;;;7.97;2.6;;7.6;1;;0.8;1.17;;;14;10.57;
Q20;2014;560000135;560005746;M1050;;;1;1;;;;;0.23;0.8;;0.8;;;0.23;;;;2;1.03;
Q20;2014;560000135;560005746;M1070;;5;;2;;;;;0.1;5.7;;4;;;0.2;1.6;;;7;5.8;
Q20;2014;560000135;560005746;M1090;2;3;1;;;;;;2.9;3.67;;3.57;;;;3;;;6;6.57;
Q20;2014;560000135;560005746;M1100;1;;;1;;;;;1.84;0.8;;0.8;1.67;;;0.17;;;2;2.64;
Q20;2014;560000135;560005746;M1110;2;1;1;;;;;;1.55;1;;1;0.33;;0.83;0.39;;;4;2.55;
Q20;2014;560000135;560005746;M1120;2;1;2;1;;;;;4.13;1.44;;4.23;;;;1.34;;;6;5.57;
Q20;2014;560000135;560005746;M1130;;3;;;;;;;;2.94;;2.94;;;;;;;3;2.94;
Q20;2014;560000135;560005746;M1140;2;5;2;10;;;;;3.07;8.85;;9.07;1.33;;1.45;0.07;;;19;11.92;
Q20;2014;560000135;560005746;M1150;3;1;2;1;;;;;3.55;1.8;;4.3;;;0.05;1;;;7;5.35;
Q20;2014;560000135;560005746;M1160;4;1;3;5;;;;;6.03;4.5;;7.8;1.83;;;0.9;;;13;10.53;
Q20;2014;560000135;560005746;M1170;3;1;;;;;;;3;1;;3;;;;1;;;4;4;
Q20;2014;560000135;560005746;M1180;;1;1;1;;;;;0.2;1.65;;1.65;;;0.2;;;;3;1.85;
Q20;2014;560000135;560005746;M1190;2;;2;1;;;;;2.8;0.98;;2.6;0.83;;0.2;0.15;;;5;3.78;
Q20;2014;560000135;560005746;M1320;;3;;2;;;;;;3.85;;0.93;;;;2.92;;;5;3.85;
Q20;2014;560000135;560005746;M1330;1;2;;1;;;;;1;2.8;;3.8;;;;;;;4;3.8;
Q20;2014;560000135;560005746;M2030;5;;2;;;;;;5.97;;;4.91;;;;1.06;;;7;5.97;
Q20;2014;560000135;560005746;M2050;6;8;3;4;;;;;6.4;9.1;;12.8;2;;0.7;;;;21;15.5;
Q20;2014;560000135;560005746;M2070;;4;2;1;;;;;0.6;3.68;;3.08;0.58;;0.2;0.42;;;7;4.28;
Q20;2014;560000135;560005746;M2080;3;2;4;2;;;;;3.54;3.26;;5.46;1;;0.34;;;;11;6.8;
Q20;2014;560000135;560005746;M2120;3;1;;1;;;;;3;1.02;;4;;;0.02;;;;5;4.02;
Q20;2014;560000135;560005746;M3011;1;1;;;;;;;1;1;;2;;;;;;;2;2;
Q20;2014;560000135;560005746;M3012;2;2;;1;;;;;2;2.38;;2.92;1;;;0.46;;;5;4.38;
Q20;2014;560000135;560005746;M3040;1;1;;1;;;;;1;1.8;;2.8;;;;;;;3;2.8;
Q20;2014;560000135;560005746;M3050;3;3;;2;;;;;3;3.8;;5.8;1;;;;;;8;6.8;
Q20;2014;560000135;560005746;M3070;1;3;5;4;;;;;2.8;3.9;;5.49;;;0.5;0.71;;;13;6.7;
Q20;2014;560000135;560005746;M9999;79;81;44;56;;;;;94.9;105.5;;152.31;13.74;;6.22;28.13;208.78;9.8;260;200.4;
Q20;2014;560000143;560014748;M1010;9;5;5;6;;;;;11.85;8;;14.75;;;2.1;3;;;25;19.85;
Q20;2014;560000143;560014748;M1030;1;3;;;;;;;1;3;;3;;;1;;;;4;4;
Q20;2014;560000143;560014748;M1040;2;2;2;3;;;;;2.8;2.5;;2.8;;;1.5;1;;;9;5.3;
Q20;2014;560000143;560014748;M1050;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;560000143;560014748;M1090;2;;1;2;;;;;2.2;0.7;;2;;;0.9;;;;5;2.9;
Q20;2014;560000143;560014748;M1100;;;;1;;;;;;0.9;;0.9;;;;;;;1;0.9;
Q20;2014;560000143;560014748;M1110;3;;;;;;;;3;;;3;;;;;;;3;3;
Q20;2014;560000143;560014748;M1120;3;;;;;;;;3;;;2;;;1;;;;3;3;
Q20;2014;560000143;560014748;M1130;;;3;;;;;;0.1;;;;;;0.1;;;;3;0.1;
Q20;2014;560000143;560014748;M1140;4;1;;;;;;;3.6;1;;2.6;;;;2;;;5;4.6;
Q20;2014;560000143;560014748;M1150;5;;1;;;;;;5.2;;;2;;;2;1.2;;;6;5.2;
Q20;2014;560000143;560014748;M1160;4;1;;;;;;;3.5;2;;4;;;;1.5;;;5;5.5;
Q20;2014;560000143;560014748;M1320;1;;;;;;;;1;;;;;;;1;;;1;1;
Q20;2014;560000143;560014748;M2010;4;;;;;;;;4;;;4;;;;;;;4;4;
Q20;2014;560000143;560014748;M2020;;;1;;;;;;0.6;;;;;;0.6;;;;1;0.6;
Q20;2014;560000143;560014748;M2030;3;;;;;;;;3;;;3;;;;;;;3;3;
Q20;2014;560000143;560014748;M2050;2;3;2;;;;;;2.52;3;;4;;;1.13;0.39;;;7;5.52;
Q20;2014;560000143;560014748;M2070;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2014;560000143;560014748;M2080;3;;;;;;;;3;;;2;;;1;;;;3;3;
Q20;2014;560000143;560014748;M3011;2;1;;;;;;;2;1;;3;;;;;;;3;3;
Q20;2014;560000143;560014748;M3020;;1;;;;;;;;0.6;;0.6;;;;;;;1;0.6;
Q20;2014;560000143;560014748;M3030;;;1;1;;;;;0.6;0.4;;;;;0.6;0.4;;;2;1;
Q20;2014;560000143;560014748;M3040;;1;;1;;;;;;1.6;;1;;;0.6;;;;2;1.6;
Q20;2014;560000143;560014748;M3050;2;2;;2;;;;;1.04;3.23;;4.23;0.04;;;;;;6;4.27;
Q20;2014;560000143;560014748;M3060;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;560000143;560014748;M3070;;;1;;;;;;0.4;;;0.4;;;;;;;1;0.4;
Q20;2014;560000143;560014748;M9999;51;20;18;17;;;;;55.51;28.03;;60.28;0.04;;12.73;10.49;83.54;83.54;106;83.54;
Q20;2014;560000184;560006017;M1090;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2014;560000184;560006017;M1140;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
Q20;2014;560000184;560006017;M1200;1;1;2;2;;;;;2.1;2.1;;;;;;;;;6;4.2;
Q20;2014;560000184;560006017;M1320;;3;5;4;;;;;3.25;5.32;;;;;;;;;12;8.57;
Q20;2014;560000184;560006017;M2030;1;;;;;;;;1;;;;;;;;;;1;1;
Q20;2014;560000184;560006017;M2050;;;1;;;;;;0.71;;;;;;;;;;1;0.71;
Q20;2014;560000184;560006017;M2070;;;2;;;;;;1.7;;;;;;;;;;2;1.7;
Q20;2014;560000184;560006017;M3050;;;;1;;;;;;0.8;;;;;;;;;1;0.8;
Q20;2014;560000184;560006017;M3070;;;2;1;;;;;0.25;0.2;;;;;;;;;3;0.45;
Q20;2014;560000184;560006017;M9999;2;4;13;9;;;;;9.51;8.92;;;;;;;;;28;18.43;
Q20;2014;560000192;560000044;M1010;4;4;2;3;;;;;5.5;6.13;;8.33;;;1.09;2.21;;;13;11.63;
Q20;2014;560000192;560000044;M1030;1;3;;1;;;;;1;3.6;;1;;;2.18;1.42;;;5;4.6;
Q20;2014;560000192;560000044;M1040;1;;4;;;;;;2.6;0.88;;2.98;;;0.5;;;;5;3.48;
Q20;2014;560000192;560000044;M1090;2;;1;;;;;;2.9;;;2.9;;;;;;;3;2.9;
Q20;2014;560000192;560000044;M1150;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;560000192;560000044;M1160;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;560000192;560000044;M1180;1;;;;;;;;1;;;1;;;;;;;1;1;
Q20;2014;560000192;560000044;M1320;;;;1;;;;;;0.5;;;;;;0.5;;;1;0.5;
Q20;2014;560000192;560000044;M2030;2;;1;;;;;;2.8;;;2.8;;;;;;;3;2.8;
Q20;2014;560000192;560000044;M2050;3;1;;1;;;;;3;1.3;;4;;;0.3;;;;5;4.3;
Q20;2014;560000192;560000044;M2080;;;1;1;;;;;0.6;0.6;;1.2;;;;;;;2;1.2;
Q20;2014;560000192;560000044;M2120;3;;;;;;;;3;;;2;;;;1;;;3;3;
Q20;2014;560000192;560000044;M3030;;;1;;;;;;0.1;;;;;;0.1;;;;1;0.1;
Q20;2014;560000192;560000044;M3050;2;1;;;;;;;2;0.6;;2.6;;;;;;;3;2.6;
Q20;2014;560000192;560000044;M3060;;;1;;;;;;0.8;;;;;;;0.8;;;1;0.8;
Q20;2014;560000192;560000044;M9999;20;10;11;7;;;;;26.3;14.61;;30.81;;;4.17;5.93;42.28;1;48;40.91;
Q20;2014;560000200;560023210;M1010;;4;1;;;;;;2.5;6;;8.5;;;;;;;5;8.5;
Q20;2014;560000200;560023210;M1090;;;;;;;;;0.1;0.1;;0.2;;;;;;;;0.2;
Q20;2014;560000200;560023210;M1160;;;;;;;;;0.8;0.4;;1.1;;;;0.1;;;;1.2;
Q20;2014;560000200;560023210;M1180;1;;;1;;;;;1;0.5;;1.5;;;;;;;2;1.5;
Q20;2014;560000200;560023210;M1200;;1;1;1;;;;;0.5;1.85;;1.6;;;0.5;0.25;;;3;2.35;
Q20;2014;560000200;560023210;M1320;3;1;;1;;;;;1.83;1.6;;3.07;;;0.36;;;;5;3.43;
Q20;2014;560000200;560023210;M2050;;;;1;;;;;0.5;1.4;;1.6;0.1;;0.2;;;;1;1.9;
Q20;2014;560000200;560023210;M2070;;;;;;;;;0.1;0.1;;0.1;;;;0.1;;;;0.2;
Q20;2014;560000200;560023210;M2080;;;;;;;;;0.3;;;0.2;0.1;;;;;;;0.3;
Q20;2014;560000200;560023210;M9999;4;6;2;4;;;;;7.63;11.95;;17.87;0.2;;1.06;0.45;;0.5;16;19.58;
Q20;2014;560000242;560022246;M3020;3;1;;;;;;;3;1;;;;;;;;;4;4;
Q20;2014;560000242;560022246;M3050;1;;;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2014;560000242;560022246;M9999;4;1;;;;;;;3.5;1;;;;;;;;;5;4.5;
Q20;2014;560000275;560005746;M1010;1;1;;;;;;;1.09;0.38;;;;;0.09;1.38;;;2;1.47;
Q20;2014;560000275;560005746;M1180;;;;;;;;;;0.25;;0.25;;;;;;;;0.25;
Q20;2014;560000275;560005746;M1320;2;2;2;5;;;;;1.45;4.6;;5.05;;;;1;;;11;6.05;
Q20;2014;560000275;560005746;M3050;;;;;;;;;;0.08;;0.08;;;;;;;;0.08;
Q20;2014;560000275;560005746;M9999;3;3;2;5;;;;;2.54;5.31;;5.38;;;0.09;2.38;7.92;;13;7.85;
Q20;2014;560000283;560000077;M1010;;;1;;;;;;0.7;;;;;;0.7;;;;1;0.7;
Q20;2014;560000283;560000077;M3050;;;1;;;;;;0.6;;;0.6;;;;;;;1;0.6;
Q20;2014;560000283;560000077;M9999;;;2;;;;;;1.3;;;0.6;;;0.7;;;;2;1.3;
Q20;2014;560000291;560000085;M1320;;1;;;;;;;;0.1;;0.1;;;;;;;1;0.1;
Q20;2014;560000291;560000085;M9999;;1;;;;;;;;0.1;;0.1;;;;;;;1;0.1;
Q20;2014;560000366;560000259;M1010;1;;;;;;3;1;1;;;;1;;;;;;1;1;4
Q20;2014;560000366;560000259;M1040;;;;1;;;;;;0.05;;;;;;0.05;;;1;0.05;
Q20;2014;560000366;560000259;M1180;;;1;;;;;;0.05;;;;;;;0.05;;;1;0.05;
Q20;2014;560000366;560000259;M3050;;;1;;;;;;0.36;;;;;;;0.36;;;1;0.36;
Q20;2014;560000366;560000259;M9999;1;;2;1;;;3;1;1.41;0.05;;;1;;;0.46;;;4;1.46;4
Q20;2014;560000382;560002032;M1010;3;4;;2;;;;;2.67;4.9;;4.6;0.67;;0.3;2;;;9;7.57;
Q20;2014;560000382;560002032;M3020;16;16;4;10;;;;;17.43;21.9;;36.48;;;0.73;2.12;;;46;39.33;
Q20;2014;560000382;560002032;M3030;;;1;1;;;;;0.3;0.2;;;;;0.5;;;;2;0.5;
Q20;2014;560000382;560002032;M3040;;;1;;;;;;0.5;;;0.5;;;;;;;1;0.5;
Q20;2014;560000382;560002032;M3050;1;1;;;;;;;1;1;;2;;;;;;;2;2;
Q20;2014;560000382;560002032;M3060;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;560000382;560002032;M9999;20;22;6;13;;;;;21.9;29;;44.58;0.67;;1.53;4.12;54;3.15;61;50.9;
Q20;2014;560000390;560006074;M1010;;;;1;;;;;;0.6;;;;;;;;;1;0.6;
Q20;2014;560000390;560006074;M3020;;;;1;;;;;;0.1;;;;;;;;;1;0.1;
Q20;2014;560000390;560006074;M9999;;;;2;;;;;;0.7;;;;;;;0.7;;2;0.7;
Q20;2014;560000408;560002065;M1010;;;1;;;;;;0.06;;;;;;0.06;;;;1;0.06;
Q20;2014;560000408;560002065;M3050;;1;;;;;;;;1;;1;;;;;;;1;1;
Q20;2014;560000408;560002065;M3070;;;;1;;;;;;0.05;;;;;0.05;;;;1;0.05;
Q20;2014;560000408;560002065;M9999;;1;1;1;;;;;0.06;1.05;;1;;;0.11;;;;3;1.11;
Q20;2014;560000424;560006074;M1010;;;;2;;;;;;1.1;;;;;;;;;2;1.1;
Q20;2014;560000424;560006074;M3050;;;;1;;;;;;0.2;;;;;;;;;1;0.2;
Q20;2014;560000424;560006074;M9999;;;;3;;;;;;1.3;;;;;;;;;3;1.3;
Q20;2014;560000465;560002198;M1010;;;2;;;;;;0.8;;;;;;;0.8;;;2;0.8;
Q20;2014;560000465;560002198;M1320;;;3;;;;;;0.67;;;0.3;;;0.2;0.17;;;3;0.67;
Q20;2014;560000465;560002198;M9999;;;5;;;;;;1.47;;;0.3;;;0.2;0.97;1.7;0;5;1.47;
Q20;2014;560000473;560002206;M1010;1;;;;;;;;1;0.06;;1;;;;0.06;;;1;1.06;
Q20;2014;560000473;560002206;M9999;1;;;;;;;;1;0.06;;1;;;;0.06;;;1;1.06;
Q20;2014;560000499;560002222;M1010;1;2;;;;;;;0.24;0.69;;0.93;;;;;;;3;0.93;
Q20;2014;560000499;560002222;M3050;;;;1;;;;;;0.31;;0.31;;;;;;;1;0.31;
Q20;2014;560000499;560002222;M9999;1;2;;1;;;;;0.24;1;;1.24;;;;;1.24;;4;1.24;
Q20;2014;560000697;560002677;M1010;1;1;;;;;;;1;1;;2;;;;;;;2;2;
Q20;2014;560000697;560002677;M1120;;;1;;;;;;0.2;;;;;;0.2;;;;1;0.2;
Q20;2014;560000697;560002677;M1160;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2014;560000697;560002677;M3020;8;13;4;9;;;;;9.7;18.5;;27.3;;;0.9;;;;34;28.2;
Q20;2014;560000697;560002677;M3030;;;;1;;;;;;0.1;;;;;0.1;;;;1;0.1;
Q20;2014;560000697;560002677;M9999;9;14;5;11;;;;;10.9;19.7;;29.3;;;1.3;;38.48;0.12;39;30.6;
Q20;2014;560002024;560006074;M1010;;;1;1;;;;;0.5;0.44;;;;;;;;;2;0.94;
Q20;2014;560002024;560006074;M1040;;1;2;;;;;;0.22;1;;;;;;;;;3;1.22;
Q20;2014;560002024;560006074;M1150;;;1;;;;;;0.09;;;;;;;;;;1;0.09;
Q20;2014;560002024;560006074;M1180;5;1;4;7;;;;;8.09;4.84;;;;;;;;;17;12.93;
Q20;2014;560002024;560006074;M1190;;;1;;;;;;0.02;;;;;;;;;;1;0.02;
Q20;2014;560002024;560006074;M1200;;;;1;;;;;;0.11;;;;;;;;;1;0.11;
Q20;2014;560002024;560006074;M2030;;;3;;;;;;0.11;;;;;;;;;;3;0.11;
Q20;2014;560002024;560006074;M2040;;;3;;;;;;0.03;;;;;;;;;;3;0.03;
Q20;2014;560002024;560006074;M2060;;;1;;;;;;0.06;;;;;;;;;;1;0.06;
Q20;2014;560002024;560006074;M2070;;;1;;;;;;0.12;;;;;;;;;;1;0.12;
Q20;2014;560002024;560006074;M3040;;;1;;;;;;0.5;;;;;;;;;;1;0.5;
Q20;2014;560002024;560006074;M3050;;;;3;;;;;;1.25;;;;;;;;;3;1.25;
Q20;2014;560002024;560006074;M9999;5;2;18;12;;;;;9.74;7.64;;;;;;;;;37;17.38;
Q20;2014;560002081;560000416;M1010;;;;;;;1;;;;;;;;;;;;;;1
Q20;2014;560002081;560000416;M3020;;;;;3;;;;;;;;;;;;;;;;3
Q20;2014;560002081;560000416;M3050;;;;1;;;;;;0.5;;;;;;;;;1;0.5;
