"";"id";"finess";"nom_etab_1";"nom_etab_2";"nom_etab_long";"compl_etab";"compl_distr";"achemin";"comm";"dept";"lib_dept";"num_voie";"typ_voie";"lib_voie";"categ_etab";"lib_categ_etab";"categ_etab_agr";"lib_etab";"siret";"code_ape";"code_mft";"lib_mft";"code_sph";"lib_sph";"date_ouv";"date_autor";"date_maj";"num_educ"
"56";"120004569G1";"120004569";"CH MILLAU";"CH MILLAU";"CENTRE HOSPITALIER COMMUNAL DE MILLAU";"PUITS DE CALES";NA;"12101 MILLAU CEDEX";"145";"12";"AVEYRON";"265";"BD";"ACHILLE SOUQUES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26120014100016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2008-01-01";"2007-02-20";"2024-03-07";NA
"57";"120004668G1";"120004668";"CH EMILE BOREL ST AFFRIQUE";"CH EMILE BOREL ST AFFRIQUE";"CENTRE HOSPITALIER EMILE BOREL SAINT AFFRIQUE";NA;NA;"12402 ST AFFRIQUE CEDEX";"208";"12";"AVEYRON";"88";"AV";"DR LUCIEN GALTIER";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26120015800010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2008-01-01";"2007-02-20";"2018-10-10";NA
"58";"130000409A1";"130000409";"CHI SITE D AIX EN PROVENCE";"CHI SITE D'AIX EN PROVENCE";"CHI SITE D'AIX EN PROVENCE";NA;NA;"13616 AIX EN PROVENCE CEDEX 1";"1";"13";"BOUCHES DU RHONE";NA;"AV";"DES TAMARIS";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20002932000013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1971-01-01";"1971-01-01";"2024-01-29";NA
"59";"130000409P1";"130000409";"CHI SITE D AIX EN PROVENCE";"CHI SITE D'AIX EN PROVENCE";"CHI SITE D'AIX EN PROVENCE";NA;NA;"13616 AIX EN PROVENCE CEDEX 1";"1";"13";"BOUCHES DU RHONE";NA;"AV";"DES TAMARIS";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20002932000013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1971-01-01";"1971-01-01";"2024-01-29";NA
"60";"130000565G1";"130000565";"CENTRE HOSPITALIER GENERAL D AUBAGNE";"CENTRE HOSPITALIER GENERAL D'AUBAGNE";"CENTRE HOSPITALIER GENERAL D'AUBAGNE";NA;NA;"13400 AUBAGNE";"5";"13";"BOUCHES DU RHONE";"179";"AV";"DES SOEURS GASTINE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26130002400013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2019-06-13";"1971-12-14";"2023-02-15";NA
"61";"130001225G1";"130001225";"HOPITAL DU PAYS SALONAIS";"HOPITAL DU PAYS SALONAIS";"HOPITAL DU PAYS SALONAIS";NA;NA;"13658 SALON DE PROVENCE CEDEX";"103";"13";"BOUCHES DU RHONE";"207";"AV";"JULIEN FABRE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26130020600016";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2023-01-23";NA
"62";"130002215G1";"130002215";"CENTRE HOSPITALIER GENERAL LA CIOTAT";"CENTRE HOSPITALIER GENERAL LA CIOTAT";"CENTRE HOSPITALIER GENERAL LA CIOTAT";NA;NA;"13708 LA CIOTAT CEDEX";"28";"13";"BOUCHES DU RHONE";NA;"BD";"LAMARTINE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26130004000019";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2019-07-15";NA
"63";"130002827G1";"130002827";"CH JOSEPH IMBERT D ARLES";"CH JOSEPH IMBERT D'ARLES";"CENTRE HOSPITALIER JOSEPH IMBERT D'ARLES";NA;NA;"13637 ARLES CEDEX";"4";"13";"BOUCHES DU RHONE";NA;"QUA";"FOURCHON";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26130022200013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-04-01";"1974-04-01";"2011-06-15";NA
"64";"130002835G1";"130002835";"CH DE MARTIGUES HOPITAL DES RAYETTES";"CH DE MARTIGUES HOPITAL DES RAYETTES";"CH DE MARTIGUES HOPITAL DES RAYETTES";NA;NA;"13698 MARTIGUES CEDEX";"56";"13";"BOUCHES DU RHONE";"3";"BD";"DES RAYETTES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26130019800015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-10-01";"1974-10-01";"2011-06-14";NA
"65";"130043664G1";"130043664";"HOPITAL EUROPEEN";"HOPITAL EUROPEEN";"HOPITAL EUROPEEN";NA;NA;"13003 MARSEILLE";"203";"13";"BOUCHES DU RHONE";"6";"R";"DESIREE CLARY";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"78287995100047";"8610Z";"15";"ARS privé hors PSPH sous dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"2013-08-01";"2009-07-15";"2024-10-30";NA
"66";"130780521A1";"130780521";"APHM HOPITAL NORD";"APHM HOPITAL NORD";"APHM HOPITAL NORD";NA;NA;"13015 MARSEILLE";"215";"13";"BOUCHES DU RHONE";NA;"CHE";"DES BOURRELY";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26130008100153";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1983-03-16";"1983-03-16";"2024-10-10";NA
"67";"130780521P1";"130780521";"APHM HOPITAL NORD";"APHM HOPITAL NORD";"APHM HOPITAL NORD";NA;NA;"13015 MARSEILLE";"215";"13";"BOUCHES DU RHONE";NA;"CHE";"DES BOURRELY";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26130008100153";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1983-03-16";"1983-03-16";"2024-10-10";NA
"68";"130781479G1";"130781479";"HOPITAL PRIVE LA CASAMANCE";"HOPITAL PRIVE LA CASAMANCE";"HOPITAL PRIVE LA CASAMANCE";NA;NA;"13675 AUBAGNE CEDEX";"5";"13";"BOUCHES DU RHONE";"33";"BD";"DES FARIGOULES";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"5680311700011";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1977-01-06";"1976-01-06";"2022-07-08";NA
"69";"130782071G1";"130782071";"CLINIQUE DE L ETANG DE L OLIVIER";"CLINIQUE DE L'ETANG DE L'OLIVIER";"CLINIQUE DE L'ETANG DE L'OLIVIER";NA;NA;"13801 ISTRES CEDEX";"47";"13";"BOUCHES DU RHONE";"4";"R";"ROGER CARPENTIER";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"30057293000034";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1967-11-15";"1967-11-15";"2024-10-25";NA
"70";"130782147G1";"130782147";"CLINIQUE GENERALE DE MARIGNANE";"CLINIQUE GENERALE DE MARIGNANE";"CLINIQUE GENERALE DE MARIGNANE";NA;NA;"13721 MARIGNANE CEDEX";"54";"13";"BOUCHES DU RHONE";NA;"AV";"GENERAL RAOUL SALAN";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"71162102900018";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1971-01-01";"1971-01-01";"2024-10-28";NA
"71";"130783293A1";"130783293";"APHM HOPITAL LA TIMONE";"APHM HOPITAL LA TIMONE";"APHM HOPITAL LA TIMONE";NA;NA;"13005 MARSEILLE";"205";"13";"BOUCHES DU RHONE";"264";"R";"SAINT PIERRE";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26130008100096";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-01-01";"1974-01-01";"2024-10-10";NA
"72";"130783293P1";"130783293";"APHM HOPITAL LA TIMONE";"APHM HOPITAL LA TIMONE";"APHM HOPITAL LA TIMONE";NA;NA;"13005 MARSEILLE";"205";"13";"BOUCHES DU RHONE";"264";"R";"SAINT PIERRE";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26130008100096";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-01-01";"1974-01-01";"2024-10-10";NA
"73";"130784713G1";"130784713";"HP MARSEILLE BEAUREGARD VERT COTEAU";"HP MARSEILLE BEAUREGARD VERT COTEAU";"HOPITAL PRIVE MARSEILLE BEAUREGARD VERT COTEAU";NA;NA;"13012 MARSEILLE";"212";"13";"BOUCHES DU RHONE";"12";"IMP";"DU LIDO";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"43797085800019";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1940-01-01";"1940-01-01";"2023-09-11";NA
"74";"130785652A1";"130785652";"HOPITAL SAINT JOSEPH";"HOPITAL SAINT JOSEPH";"HOPITAL SAINT JOSEPH";NA;NA;"13008 MARSEILLE";"208";"13";"BOUCHES DU RHONE";"26";"BD";"DE LOUVAIN";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"44517467500014";"8610Z";"15";"ARS privé hors PSPH sous dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"1921-01-01";"1921-01-01";"2021-09-01";NA
"75";"130785652P1";"130785652";"HOPITAL SAINT JOSEPH";"HOPITAL SAINT JOSEPH";"HOPITAL SAINT JOSEPH";NA;NA;"13008 MARSEILLE";"208";"13";"BOUCHES DU RHONE";"26";"BD";"DE LOUVAIN";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"44517467500014";"8610Z";"15";"ARS privé hors PSPH sous dotation globale";"6";"Etablissement de santé privé d'intérêt collectif";"1921-01-01";"1921-01-01";"2021-09-01";NA
"76";"130786361G1";"130786361";"POLYCLIN PARC RAMBOT HOP PRIV PROVENCE";"HOPITAL PRIVE DE PROVENCE";"HOPITAL PRIVE DE PROVENCE";NA;NA;"13595 AIX EN PROVENCE CEDEX 3";"1";"13";"BOUCHES DU RHONE";"235";"ALL";"NICOLAS DE STAEL";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"30358905500035";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1976-02-12";"1976-02-12";"2024-10-18";NA
"77";"130786742G1";"130786742";"HIA LAVERAN";"HIA LAVERAN";"HOPITAL D'INSTRUCTION DES ARMEES LAVERAN";NA;NA;"13384 MARSEILLE CEDEX 13";"213";"13";"BOUCHES DU RHONE";"34";"BD";"LAVERAN";"114";"Hôpital des armées";"2205";"Etab.de soins relevant du service de santé des armées";"15100002300300";"8610Z";"2";"Autorité Ministérielle";"1";"Etablissement public de santé";"1963-10-01";"1963-10-01";"2024-12-09";NA
"78";"140000027A1";"140000027";"CENTRE HOSPITALIER DE LISIEUX";"CENTRE HOSPITALIER DE LISIEUX";"CENTRE HOSPITALIER ROBERT BISSON";NA;NA;"14107 LISIEUX CEDEX";"366";"14";"CALVADOS";"4";"R";"ROGER AINI";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26140091500011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2010-08-25";NA
"79";"140000027P1";"140000027";"CENTRE HOSPITALIER DE LISIEUX";"CENTRE HOSPITALIER DE LISIEUX";"CENTRE HOSPITALIER ROBERT BISSON";NA;NA;"14107 LISIEUX CEDEX";"366";"14";"CALVADOS";"4";"R";"ROGER AINI";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26140091500011";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2010-08-25";NA
"80";"140000209A1";"140000209";"CHU COTE DE NACRE - CAEN";"CHU CAEN";"CENTRE HOSPITALIER UNIVERSITAIRE  COTE DE NACRE";NA;NA;"14033 CAEN CEDEX 9";"118";"14";"CALVADOS";NA;"AV";"COTE DE NACRE";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26140093100018";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-01-01";"1974-01-01";"2024-02-14";NA
"81";"140000209P1";"140000209";"CHU COTE DE NACRE - CAEN";"CHU CAEN";"CENTRE HOSPITALIER UNIVERSITAIRE  COTE DE NACRE";NA;NA;"14033 CAEN CEDEX 9";"118";"14";"CALVADOS";NA;"AV";"COTE DE NACRE";"101";"Centre Hospitalier Régional (C.H.R.)";"1101";"Centres Hospitaliers Régionaux";"26140093100018";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1974-01-01";"1974-01-01";"2024-02-14";NA
"82";"140000233A1";"140000233";"CENTRE HOSPITALIER DE FALAISE";"CH  FALAISE";NA;NA;NA;"14700 FALAISE";"258";"14";"CALVADOS";NA;"BD";"DES BERCAGNES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26140100400013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-02-16";NA
"83";"140000233P1";"140000233";"CENTRE HOSPITALIER DE FALAISE";"CH  FALAISE";NA;NA;NA;"14700 FALAISE";"258";"14";"CALVADOS";NA;"BD";"DES BERCAGNES";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26140100400013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-02-16";NA
"84";"140000373G1";"140000373";"CENTRE HOSPITALIER DE VIRE";"CENTRE HOSPITALIER DE VIRE";"CENTRE HOSPITALIER DE VIRE";NA;NA;"14504 VIRE CEDEX";"762";"14";"CALVADOS";"4";"R";"EMILE DESVAUX";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26140097200012";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1931-01-01";"1931-01-01";"2024-01-10";NA
"85";"140016759G1";"140016759";"POLYCLINIQUE DU PARC - CAEN";"POLYCLINIQUE DU PARC";"POLYCLINIQUE DU PARC CAEN";NA;NA;"14052 CAEN CEDEX 4";"118";"14";"CALVADOS";"20";"AV";"GEORGES GUYNEMER";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"95050546100026";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1991-06-24";"1991-06-24";"2024-02-15";NA
"86";"140017237G1";"140017237";"HOPITAL PRIVE ST MARTIN-CAEN";"HOPITAL PRIVE ST MARTIN";"HOPITAL PRIVE ST MARTIN CAEN";NA;NA;"14050 CAEN CEDEX 4";"118";"14";"CALVADOS";"18";"R";"DES ROQUEMONTS";"365";"Etablissement de Soins Pluridisciplinaire";"1110";"Etablissements de Soins de Courte Durée";"39821962600015";"8610Z";"7";"ARS établissements de santé non financés dotation globale";"0";"Non concerné";"1986-01-01";"1986-01-01";"2024-02-15";NA
"87";"140024886G1";"140024886";"CENTRE HOSPITALIER - AUNAY-BAYEUX";"CENTRE HOSPITALIER - AUNAY-BAYEUX";NA;NA;NA;"14400 BAYEUX";"47";"14";"CALVADOS";"13";"R";"DE NESMOND";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26140092300015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2001-01-23";"2000-06-01";"2018-02-09";NA
"88";"140026410G1";"140026410";"CH COTE FLEURIE - SITE DE CRICQUEBOEUF";"CH COTE FLEURIE - SITE DE CRICQUEBOEUF";NA;NA;"LA BRECHE DU BOIS";"14113 CRICQUEBOEUF";"202";"14";"CALVADOS";NA;"RTE";"DEPARTEMENTALE 62";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20001798600015";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2009-10-12";"2007-09-18";"2015-12-23";NA
"89";"150000032G1";"150000032";"CH DE SAINT-FLOUR";"CH DE SAINT-FLOUR";"CENTRE HOSPITALIER DE SAINT-FLOUR";NA;NA;"15102 ST FLOUR CEDEX";"187";"15";"CANTAL";NA;"AV";"DOCTEUR MALLET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26150013600013";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2020-02-04";NA
"90";"150000040G1";"150000040";"CH HENRI MONDOR";"CH HENRI MONDOR";"CENTRE HOSPITALIER HENRI MONDOR - AURILLAC";NA;NA;"15002 AURILLAC CEDEX";"14";"15";"CANTAL";"50";"AV";"DE LA REPUBLIQUE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26150284300012";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-02-04";"0150656G"
"91";"150000164G1";"150000164";"CH DE MAURIAC";"CH DE MAURIAC";"CENTRE HOSPITALIER DE MAURIAC";NA;NA;"15200 MAURIAC";"120";"15";"CANTAL";NA;"AV";"FERNAND TALANDIER";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26150005200012";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1904-04-04";"1904-04-04";"2020-02-04";NA
"92";"160000253A1";"160000253";"CENTRE HOSPITALIER D ANGOULEME";"CENTRE HOSPITALIER D'ANGOULEME";"CENTRE HOSPITALIER D'ANGOULEME";NA;NA;"16959 ANGOULEME CEDEX 9";"341";"16";"CHARENTE";NA;"RPT";"DE GIRAC";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26160034000010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1936-01-19";"1936-01-19";"2025-05-12";NA
"93";"160000253P1";"160000253";"CENTRE HOSPITALIER D ANGOULEME";"CENTRE HOSPITALIER D'ANGOULEME";"CENTRE HOSPITALIER D'ANGOULEME";NA;NA;"16959 ANGOULEME CEDEX 9";"341";"16";"CHARENTE";NA;"RPT";"DE GIRAC";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26160034000010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1936-01-19";"1936-01-19";"2025-05-12";NA
"94";"160000303G1";"160000303";"CH HOPITAUX SUD-CHARENTE";"CH HOPITAUX SUD-CHARENTE";"CH HOPITAUX SUD-CHARENTE";NA;NA;"16300 BARBEZIEUX ST HILAIRE";"28";"16";"CHARENTE";NA;"RTE";"DE SAINT BONNET";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26161071100010";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1902-01-01";"1902-01-01";"2020-10-20";NA
"95";"160000311G1";"160000311";"CENTRE HOSPITALIER CONFOLENS";"CENTRE HOSPITALIER CONFOLENS";"CENTRE HOSPITALIER CONFOLENS";NA;NA;"16500 CONFOLENS";"106";"16";"CHARENTE";NA;"R";"MARCEL PERROT";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26160022500062";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-01-21";NA
"96";"160000337G1";"160000337";"CENTRE HOSPITALIER DE RUFFEC";"CENTRE HOSPITALIER DE RUFFEC";"CENTRE HOSPITALIER DE RUFFEC";NA;NA;"16700 RUFFEC";"292";"16";"CHARENTE";"15";"R";"DE L HOPITAL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26160028200014";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2020-10-20";NA
"97";"160015368G1";"160015368";"HOPITAUX DU GRAND COGNAC";"HOPITAUX DU GRAND COGNAC";"HOPITAUX DU GRAND COGNAC";NA;NA;"16112 COGNAC CEDEX";"102";"16";"CHARENTE";"65";"AV";"D ANGOULEME";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20001870300104";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"2013-05-17";"2012-03-20";"2020-10-19";NA
"98";"170000038G1";"170000038";"CENTRE HOSPITALIER JONZAC";"CENTRE HOSPITALIER JONZAC";"CENTRE HOSPITALIER JONZAC";NA;NA;"17503 JONZAC CEDEX";"197";"17";"CHARENTE MARITIME";NA;"AV";"WINSTON CHURCHILL";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26170027200014";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1969-01-01";"1969-01-01";"2020-10-20";NA
"99";"170000087G1";"170000087";"HOPITAL SAINT-LOUIS - LA ROCHELLE";"HOPITAL SAINT-LOUIS - LA ROCHELLE";"HOPITAL SAINT-LOUIS - LA ROCHELLE";NA;NA;"17019 LA ROCHELLE CEDEX 1";"300";"17";"CHARENTE MARITIME";NA;"R";"DU DR SCHWEITZER";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"20004783500018";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1900-01-01";"1900-01-01";"2021-09-22";"0171498L"
"100";"170000095G1";"170000095";"CENTRE HOSPITALIER ST-JEAN D ANGELY";"CENTRE HOSPITALIER ST JEAN D'ANGELY";"CENTRE HOSPITALIER ST JEAN D'ANGELY";NA;NA;"17415 ST JEAN D ANGELY CEDEX";"347";"17";"CHARENTE MARITIME";"18";"AV";"DU PORT";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26170002500487";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-02-27";NA
"101";"170000103A1";"170000103";"CTRE HOSP. DE SAINTONGE - SAINTES";"CH DE SAINTONGE - SAINTES";"CH DE SAINTONGE - SAINTES";NA;NA;"17108 SAINTES CEDEX";"415";"17";"CHARENTE MARITIME";"11";"BD";"AMBROISE PARE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26170002500339";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-02-27";NA
"102";"170000103P1";"170000103";"CTRE HOSP. DE SAINTONGE - SAINTES";"CH DE SAINTONGE - SAINTES";"CH DE SAINTONGE - SAINTES";NA;NA;"17108 SAINTES CEDEX";"415";"17";"CHARENTE MARITIME";"11";"BD";"AMBROISE PARE";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26170002500339";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2024-02-27";NA
"103";"170000152G1";"170000152";"CENTRE HOSPITALIER ROCHEFORT";"CENTRE HOSPITALIER ROCHEFORT";"CENTRE HOSPITALIER ROCHEFORT";NA;NA;"17301 ROCHEFORT CEDEX";"299";"17";"CHARENTE MARITIME";"1";"AV";"BELIGON";"355";"Centre Hospitalier (C.H.)";"1102";"Centres Hospitaliers";"26170033000135";"8610Z";"3";"ARS établissements Publics de santé dotation globale";"1";"Etablissement public de santé";"1901-01-01";"1901-01-01";"2021-09-22";NA
"104";"170022065G1";"170022065";"GCS URGENCES PAYS ROYANNAIS - ROYAN";"GCS URGENCES PAYS ROYANNAIS - ROYAN";"GCS URGENCES PAYS ROYANNAIS - ROYAN";NA;NA;"17640 VAUX SUR MER";"461";"17";"CHARENTE MARITIME";"20";"AV";"SAINT-SORDELIN";"697";"Groupement de coopération sanitaire - Etablissement de santé";"1205";"Autres Etablissements Relevant de la Loi Hospitalière";"13000579600045";"8610Z";"32";"Echelle tarifaire publique";"1";"Etablissement public de santé";"2008-05-19";"2008-05-19";"2017-12-14";NA
