an;fi;rs;catr;stjr;reg;dep;nomcom;cpo;urg;regulation;passu;dt_hosp;stap;lit_uhcd;hmed_tot;hmed_urg;hide_tot;hide_urg;hamb_tot;hmr_tot;hmramu_tot;arm_tot;osnp_tot;com_smur_su;etpsal_tot;etpsal_urg;efflib_tot;efflib_urg;intmed;docju_med;inturg;docju_urg
2024;760000141;HOPITAL SAINT JULIEN CHU ROUEN;PUB1;1;28;76;LE PETIT QUEVILLY;76141;GEN;NA;17996;3253;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,00;1,00;NA;NA;5;NA;NA;NA
2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;PUB1;1;28;76;ROUEN;76038;GEN;NA;83314;34770;0;16;NA;NA;2780;2210;524;NA;NA;NA;NA;NA;61,34;36,31;NA;NA;428;122;NA;NA
2024;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;PUB1;1;28;76;ROUEN;76038;PED;NA;38510;6479;NA;4;NA;NA;2780;2210;524;NA;NA;NA;NA;NA;61,34;36,31;NA;NA;428;122;NA;NA
2024;760000364;CHI DU PAYS DES HAUTES FALAISES FECAMP;PUB2;1;28;76;FECAMP;76400;GEN;2;23185;4446;1;4;406;238;636;464;172;NA;NA;NA;NA;1;12,22;6,92;NA;NA;1;1;2;NA
2024;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;PUB2;1;28;76;LILLEBONNE;76170;GEN;2;19113;859;1;4;336;168;336;168;168;NA;NA;NA;NA;1;7,04;5,00;NA;NA;NA;NA;NA;NA
2024;760000463;CH LES FEUGRAIS CHI ELBEUF;PUB2;1;28;76;ELBEUF;76503;GEN;3;67005;7671;1;12;1003;787;1348;1120;228;NA;NA;NA;NA;1;24,63;19,63;NA;NA;26;12;0;1
2024;760021329;HOPITAL PRIVE DE L'ESTUAIRE;PLU4;2;28;76;LE HAVRE;76620;GEN;NA;26919;NA;NA;6;366;366;602;602;NA;NA;NA;NA;NA;NA;1,65;1,65;6;6;NA;NA;NA;NA
2024;760780510;CLINIQUE DU CEDRE;PLU4;2;28;76;BOIS GUILLAUME;76230;GEN;1;26062;1167;1;4;252;252;420;420;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;1;NA
2024;760780791;CLINIQUE LES ORMEAUX;PLU4;2;28;76;LE HAVRE;76600;GEN;2;28542;1392;1;4;241;241;431;431;NA;0;0;0;0;NA;0,57;0,57;6;6;NA;NA;NA;NA
2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;PUB2;1;28;76;MONTIVILLIERS;76290;GEN;NA;45895;14310;NA;8;840;336;1832;1272;560;336;168;768;NA;NA;44,01;33,32;NA;NA;67;14;9;3
2024;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;PUB2;1;28;76;MONTIVILLIERS;76290;PED;3;34012;4924;NA;2;840;336;1832;1272;560;336;168;768;NA;NA;44,01;33,32;NA;NA;67;14;9;3
2024;760921809;CLINIQUE DE L'EUROPE;PLU4;2;28;76;ROUEN;76040;GEN;NA;53535;2289;1;7;370;370;1395;1395;NA;NA;NA;NA;NA;NA;NA;NA;9;9;NA;NA;NA;NA
2024;770000131;CH DE COULOMMIERS;PUB2;1;11;77;COULOMMIERS;77527;GEN;3;27613;5130;NA;2;554;386;756;588;168;NA;NA;NA;NA;1;12,26;11,16;NA;NA;NA;NA;NA;NA
2024;770000131;CH DE COULOMMIERS;PUB2;1;11;77;COULOMMIERS;77527;PED;3;8246;500;NA;NA;554;386;756;588;168;NA;NA;NA;NA;1;12,26;11,16;NA;NA;NA;NA;NA;NA
2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;PUB2;1;11;77;FONTAINEBLEAU;77305;GEN;3;26628;1631;1;6;504;336;1720;1531;504;NA;NA;NA;NA;NA;24,33;22,00;NA;NA;30;11;8;2
2024;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;PUB2;1;11;77;FONTAINEBLEAU;77305;PED;3;16621;688;NA;2;504;336;1720;1531;504;NA;NA;NA;NA;NA;24,33;22,00;NA;NA;30;11;8;2
2024;770000156;CH DE MELUN SITE SANTEPOLE;PUB2;1;11;77;MELUN;77000;GEN;3;59786;12307;1;18;2127;1651;210;210;476;NA;NA;NA;NA;1;47,73;47,73;NA;NA;6;0;12;8
2024;770000156;CH DE MELUN SITE SANTEPOLE;PUB2;1;11;77;MELUN;77000;PED;1;21171;1770;NA;4;2127;1651;210;210;476;NA;NA;NA;NA;1;47,73;47,73;NA;NA;6;0;12;8
2024;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;PUB2;1;11;77;MONTEREAU FAULT YONNE;77875;GEN;3;21657;1509;1;6;504;336;1134;945;504;0;0;0;0;1;13,22;12,00;NA;NA;6;1;7;4
2024;770000172;CH DE PROVINS LEON BINET;PUB2;1;11;77;PROVINS;77488;GEN;3;26645;7154;1;5;652;517;855;654;293;NA;NA;NA;NA;1;21,21;16,81;NA;NA;NA;NA;NA;NA
2024;770000172;CH DE PROVINS LEON BINET;PUB2;1;11;77;PROVINS;77488;PED;3;9222;967;NA;1;652;517;855;654;293;NA;NA;NA;NA;1;21,21;16,81;NA;NA;NA;NA;NA;NA
2024;770000214;CH SUD SEINE ET MARNE SITE DE NEMOURS;PUB2;1;11;77;NEMOURS;77796;GEN;3;16347;1638;1;6;504;336;803;614;504;NA;NA;NA;NA;1;9,74;7,74;NA;NA;5;2;1;2
2024;770000446;CH DE MEAUX SITE SAINT FARON;PUB2;1;11;77;MEAUX;77100;GEN;3;41064;7989;1;12;743;406;1093;756;337;NA;NA;NA;NA;1;29,08;25,87;NA;NA;8;1;1;NA
2024;770000446;CH DE MEAUX SITE SAINT FARON;PUB2;1;11;77;MEAUX;77100;PED;3;19699;1888;NA;2;743;406;1093;756;337;NA;NA;NA;NA;1;29,08;25,87;NA;NA;8;1;1;NA
2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;PUB2;1;11;77;JOSSIGNY;77600;GEN;3;69382;12526;NA;12;994;574;1680;1344;420;NA;NA;NA;NA;1;40,07;38,17;NA;NA;25;9;5;NA
2024;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;PUB2;1;11;77;JOSSIGNY;77600;PED;3;13351;NA;NA;2;994;574;1680;1344;420;NA;NA;NA;NA;1;40,07;38,17;NA;NA;25;9;5;NA
2024;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;PLU4;2;11;77;BROU SUR CHANTEREINE;77177;GEN;3;42939;NA;1;4;294;294;595;595;NA;NA;NA;NA;NA;NA;NA;NA;8;8;NA;NA;NA;NA
2024;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;PLU4;2;11;77;MELUN;77007;GEN;3;26486;540;1;3;251;251;321;321;NA;NA;NA;NA;NA;NA;NA;NA;8;8;NA;NA;NA;NA
2024;770790707;CLINIQUE DE TOURNAN;PLU4;2;11;77;TOURNAN EN BRIE;77220;GEN;NA;18585;NA;1;5;NA;NA;420;420;NA;NA;NA;NA;NA;NA;NA;NA;6;6;NA;NA;NA;NA
2024;780000287;CH FRANCOIS QUESNAY MANTES;PUB2;1;11;78;MANTES LA JOLIE;78201;GEN;3;36573;5666;1;8;660;503;1368;1176;192;NA;NA;NA;NA;1;33,77;31,07;NA;NA;4;NA;NA;NA
2024;780000287;CH FRANCOIS QUESNAY MANTES;PUB2;1;11;78;MANTES LA JOLIE;78201;PED;3;19335;3442;NA;4;660;503;1368;1176;192;NA;NA;NA;NA;1;33,77;31,07;NA;NA;4;NA;NA;NA
2024;780000295;CHI DE MEULAN LES MUREAUX;PUB2;1;11;78;MEULAN EN YVELINES;78250;GEN;1;19612;2831;0;8;398;398;553;553;NA;NA;NA;NA;NA;0;10,30;10,30;NA;NA;17;NA;4;1
2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;PUB2;1;11;78;POISSY;78303;GEN;3;47218;11964;NA;14;1554;1050;3528;3024;504;0;0;0;0;1;28,08;21,63;NA;NA;48;7;NA;NA
2024;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;PUB2;1;11;78;POISSY;78303;PED;NA;16099;2980;NA;6;1554;1050;3528;3024;504;0;0;0;0;1;28,08;21,63;NA;NA;48;7;NA;NA
2024;780000329;CH DE RAMBOUILLET;PUB2;1;11;78;RAMBOUILLET;78514;GEN;3;26549;6881;1;11;644;476;1176;1008;168;NA;NA;NA;NA;NA;19,24;14,41;NA;NA;NA;NA;NA;NA
2024;780000329;CH DE RAMBOUILLET;PUB2;1;11;78;RAMBOUILLET;78514;PED;3;8897;741;NA;2;644;476;1176;1008;168;NA;NA;NA;NA;NA;19,24;14,41;NA;NA;NA;NA;NA;NA
2024;780022737;POLYCLINIQUE DE MAISONS LAFFITTE;PLU4;2;11;78;MAISONS LAFFITTE;78600;GEN;3;14817;338;1;2;168;168;252;252;NA;NA;NA;NA;NA;NA;NA;NA;3;3;NA;NA;NA;NA
2024;780300323;HOPITAL PRIVE FRANCISCAINES;PLU4;2;11;78;VERSAILLES;78000;GEN;3;23788;NA;1;4;168;168;504;504;NA;NA;NA;NA;NA;0;NA;NA;5;5;NA;NA;NA;NA
2024;780300406;HOPITAL PRIVE DE PARLY II;PLU4;2;11;78;LE CHESNAY ROCQUENCOURT;78150;GEN;NA;11359;453;1;4;168;168;231;231;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA
2024;780300414;CH PRIVE DE L EUROPE;PLU4;2;11;78;LE PORT MARLY;78560;GEN;3;19049;1608;1;4;168;168;420;420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;PLU4;2;11;78;TRAPPES;78190;GEN;3;56099;3611;1;8;378;378;756;756;NA;NA;NA;NA;NA;0;NA;NA;15;15;NA;NA;NA;NA
2024;780300455;CH PRIVE DU MONTGARDE;PLU4;2;11;78;AUBERGENVILLE;78410;GEN;3;25339;3882;1;4;168;168;168;168;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA
2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;PUB2;1;11;78;LE CHESNAY ROCQUENCOURT;78157;GEN;3;57805;11686;1;13;1912;1358;3127;2563;624;1204;586;1886;212;1;54,13;18,68;NA;NA;109;20;9;4
2024;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;PUB2;1;11;78;LE CHESNAY ROCQUENCOURT;78157;PED;3;28806;2643;NA;4;1912;1358;3127;2563;624;1204;586;1886;212;1;54,13;18,68;NA;NA;109;20;9;4
2024;790000087;CENTRE HOSPITALIER DE NIORT;PUB2;1;75;79;NIORT;79021;GEN;2;60135;11089;1;12;792;456;1596;1344;420;344;168;588;35;NA;24,65;10,85;NA;NA;30;6;12;4
2024;790009948;POLYCLINIQUE D'INKERMANN;PLU4;2;75;79;NIORT;79006;GEN;3;15242;1647;1;4;168;168;381;381;NA;NA;NA;NA;NA;NA;NA;NA;5;5;NA;NA;NA;NA
2024;790019848;SITE HOSPITALIER FAYE L'ABBESSE;PUB2;1;75;79;FAYE L ABBESSE;79350;GEN;NA;29720;NA;1;12;644;308;924;588;336;NA;NA;NA;NA;NA;15,29;11,36;NA;NA;NA;1;NA;NA
2024;800000143;CH ABBEVILLE;PUB2;1;32;80;ABBEVILLE;80142;GEN;3;46218;13180;1;8;644;308;1428;1260;336;NA;NA;NA;NA;1;19,00;19,00;NA;NA;NA;NA;NA;NA
2024;800000226;CH DOULLENS;PUB2;1;32;80;DOULLENS;80600;GEN;NA;14853;1910;0;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,62;4,94;NA;NA;NA;NA;NA;NA
2024;800000390;CH CHIMR MONTDIDIER;PUB2;1;32;80;MONTDIDIER;80500;GEN;3;16651;1798;0;3;336;168;588;420;168;0;0;0;0;1;8,16;4,23;0;0;0;0;0;0
2024;800000432;CH PÉRONNE;PUB2;1;32;80;PERONNE;80201;GEN;3;17137;3341;1;2;504;336;1064;728;399;NA;NA;NA;NA;1;7,82;7,32;NA;NA;NA;NA;NA;NA
2024;800006124;CHU AMIENS SUD;PUB1;1;32;80;AMIENS;80054;GEN;3;75835;17486;1;12;2084;1305;3268;2512;756;611;275;708;NA;0;30,33;17,31;NA;NA;333;97;16;8
2024;800006124;CHU AMIENS SUD;PUB1;1;32;80;AMIENS;80054;PED;3;27912;4849;NA;8;2084;1305;3268;2512;756;611;275;708;NA;0;30,33;17,31;NA;NA;333;97;16;8
2024;800015729;SAS DE CARDIOLOGIES ET URGENCES;PLU4;2;32;80;AMIENS;80090;GEN;2;23133;6149;1;9;228;228;585;585;NA;NA;NA;NA;NA;NA;NA;NA;7;7;NA;NA;NA;NA
2024;810000224;CL CLAUDE BERNARD ALBI;PLU4;2;76;81;ALBI;81000;GEN;2;14800;4328;1;5;140;140;168;168;NA;NA;NA;NA;NA;NA;2,40;2,40;5;5;NA;NA;NA;NA
2024;810000505;CH ALBI;PUB2;1;76;81;ALBI;81013;GEN;2;30263;8843;1;8;644;308;2307;2139;336;336;NA;540;NA;NA;20,61;13,24;NA;NA;28;3;NA;NA
2024;810000521;CHIC CASTRES MAZAMET SITE AUTAN;PUB2;1;76;81;CASTRES;81108;GEN;1;41194;9503;NA;6;941;441;1344;1008;336;NA;NA;NA;NA;1;23,84;11,07;NA;NA;12;5;3;NA
2024;810000562;CH LAVAUR SITE GUIRAUD;PUB2;1;76;81;LAVAUR;81500;GEN;3;13830;1943;0;4;336;168;588;420;168;NA;NA;NA;NA;1;12,79;9,92;NA;NA;2;NA;2;NA
2024;810101444;POLYCLINIQUE DU SIDOBRE CASTRES;PLU4;2;76;81;CASTRES;81100;GEN;3;16573;1667;1;5;168;168;251;251;0;0;0;0;0;0;1,23;1,23;4;4;NA;NA;NA;NA
2024;820000032;CH MONTAUBAN;PUB2;1;76;82;MONTAUBAN;82013;GEN;1;31115;10318;1;9;737;400;1092;840;252;168;299;522;NA;1;15,64;8,00;NA;NA;24;5;7;NA
2024;820000057;CL PONT DE CHAUME MONTAUBAN;PLU4;2;76;82;MONTAUBAN;82000;GEN;2;12214;3338;1;6;168;168;550;550;NA;NA;NA;NA;NA;NA;1,30;1,30;5;5;NA;NA;NA;NA
2024;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;PUB2;1;76;82;MOISSAC;82201;GEN;1;7915;1353;1;4;336;168;457;255;173;NA;NA;NA;NA;1;2,90;2,90;NA;NA;NA;NA;NA;NA
2024;830000279;CH JEAN MARCEL DE BRIGNOLES;PUB2;1;93;83;BRIGNOLES;83175;GEN;NA;41482;5488;NA;10;504;336;672;504;168;NA;NA;NA;NA;NA;15,30;10,71;10;10;NA;NA;NA;NA
2024;830000287;CH LA DRACENIE DE DRAGUIGNAN;PUB2;1;93;83;DRAGUIGNAN;83007;GEN;3;31617;7237;1;6;481;296;1344;1008;504;NA;NA;NA;NA;1;10,02;7,13;NA;NA;1;1;0;NA
2024;830000295;CH DE HYERES MARIE JOSEE TREFFOT;PUB2;1;93;83;HYERES;83407;GEN;1;30847;10779;1;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2024;830000311;CHI DE FREJUS SAINT RAPHAEL;PUB2;1;93;83;FREJUS;83608;GEN;1;51172;13118;1;4;731;487;2674;2475;199;NA;NA;NA;NA;1;18,45;14,12;0;0;0;0;0;0
2024;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;PUB2;1;93;83;GASSIN;83580;GEN;3;18671;3029;0;8;350;182;744;576;85;NA;NA;NA;NA;1;11,14;5,81;NA;NA;NA;NA;0;NA
2024;830000345;CHITS CH SAINTE MUSSE;PUB2;1;93;83;TOULON;83056;GEN;3;88709;20889;1;15;1219;883;2352;1932;504;714;238;1524;NA;1;66,92;44,97;NA;NA;36;9;11;6
2024;830100574;HOP INSTRUC DES ARMEES SAINTE ANNE;PUB10;1;93;83;TOULON;83800;GEN;3;34351;3717;1;11;528;528;1225;1225;NA;NA;NA;NA;NA;NA;11,30;11,30;NA;NA;57;8;1;NA
2024;830100608;CHITS CH GEORGE SAND;PUB2;1;93;83;LA SEYNE SUR MER;83507;GEN;3;24170;5972;1;3;300;230;742;672;70;NA;NA;NA;NA;1;3,98;3,98;NA;NA;8;NA;NA;NA
2024;830200523;POLYCLINIQUE MUTUALISTE MALARTIC;PNL4;3;93;83;OLLIOULES;83196;GEN;1;13597;2654;1;5;168;168;420;420;NA;NA;NA;NA;NA;0;4,08;4,08;1;1;NA;NA;NA;NA
2024;840000343;CENTRE HOSPITALIER DU PAYS D'APT;PUB2;1;93;84;APT;84405;GEN;3;18464;3766;1;3;168;168;168;168;NA;NA;NA;NA;NA;1;4,45;4,45;NA;NA;NA;NA;1;NA
2024;840000392;CENTRE HOSPITALIER DE CARPENTRAS;PUB2;1;93;84;CARPENTRAS;84208;GEN;2;22187;5649;1;6;252;168;771;600;171;NA;NA;NA;NA;1;10,23;10,23;NA;NA;4;NA;NA;NA
2024;840000418;CHI DE CAVAILLON LAURIS;PUB2;1;93;84;CAVAILLON;84304;GEN;NA;30098;5926;1;5;504;336;504;336;168;NA;NA;NA;NA;NA;12,05;6,65;NA;NA;NA;NA;NA;NA
2024;840000483;CH LOUIS GIORGI D'ORANGE;PUB2;1;93;84;ORANGE;84106;GEN;1;34692;7280;0;10;574;406;1176;1008;168;NA;NA;NA;NA;1;18,52;13,10;NA;NA;NA;NA;NA;NA
2024;840000491;CHI SITE DE PERTUIS;PUB2;1;93;84;PERTUIS;84123;GEN;2;11659;2496;1;4;504;336;447;280;167;NA;NA;NA;NA;1;7,21;3,91;NA;NA;NA;NA;NA;NA
2024;840000525;CH VAISON LA ROMAINE;PUB2;1;93;84;VAISON LA ROMAINE;84110;GEN;3;11562;2027;1;6;70;70;420;420;NA;NA;NA;NA;NA;0;1,00;1,00;0;0;NA;NA;1;NA
2024;840000533;CH JULES NIEL DE VALREAS;PUB2;1;93;84;VALREAS;84600;GEN;3;13673;1648;1;4;168;168;336;336;NA;NA;NA;NA;NA;0;5,65;5,65;NA;NA;1;NA;NA;NA
2024;840001861;CH D'AVIGNON HENRI DUFFAUT;PUB2;1;93;84;AVIGNON;84902;GEN;3;127087;28474;1;6;1368;1032;2173;1837;420;588;252;691;60;1;33,91;21,38;NA;NA;18;7;3;6
2024;850000118;CLINIQUE SAINT CHARLES;PLU4;2;52;85;LA ROCHE SUR YON;85016;GEN;NA;16600;474;1;6;168;168;336;336;NA;NA;NA;NA;NA;0;0,45;0,45;4;4;NA;NA;NA;NA
2024;850000142;CHD SITE LA ROCHE SUR YON;PUB2;1;52;85;LA ROCHE SUR YON;85925;GEN;2;43312;11347;1;NA;829;493;1649;1313;336;637;248;1164;124;1;33,95;19,40;NA;NA;63;24;15;8
2024;850000142;CHD SITE LA ROCHE SUR YON;PUB2;1;52;85;LA ROCHE SUR YON;85925;PED;3;12000;2823;NA;NA;829;493;1649;1313;336;637;248;1164;124;1;33,95;19,40;NA;NA;63;24;15;8
2024;850000175;CH LVO - SITE DE CHALLANS;PUB2;1;52;85;CHALLANS;85302;GEN;1;25992;10026;1;NA;236;201;1043;875;168;NA;NA;NA;NA;1;8,90;5,20;NA;NA;NA;1;NA;NA
2024;850000209;CHD-SITE DE LUCON;PUB2;1;52;85;LUCON;85407;GEN;2;9725;1847;1;NA;336;168;504;336;0;NA;NA;NA;NA;1;3,58;2,62;NA;NA;NA;NA;NA;NA
2024;850000225;CHD - SITE DE MONTAIGU;PUB2;1;52;85;MONTAIGU VENDEE;85602;GEN;2;7229;1051;1;0;183;99;279;195;0;NA;NA;NA;NA;1;3,14;2,60;NA;NA;NA;1;NA;NA
2024;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;PUB2;1;52;85;LES SABLES D OLONNE;85340;GEN;2;24597;6081;1;11;539;371;712;534;174;NA;NA;NA;NA;1;7,64;7,01;NA;NA;NA;1;NA;NA
2024;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;PUB2;1;52;85;FONTENAY LE COMTE;85201;GEN;NA;16400;7458;1;4;336;168;469;301;168;NA;NA;NA;NA;1;7,52;4,31;NA;NA;NA;NA;NA;NA
2024;860000025;CHU DE POITIERS - SITE CHATELLERAULT;PUB1;1;75;86;CHATELLERAULT;86106;GEN;3;21194;4125;1;6;392;224;700;525;175;NA;NA;NA;NA;1;16,15;10,77;NA;NA;3;NA;NA;NA
2024;860000058;CHU DE POITIERS - SITE DE MONTMORILLON;PUB1;1;75;86;MONTMORILLON;86500;GEN;3;8777;1543;1;1;336;168;504;336;168;NA;NA;NA;NA;1;10,04;5,02;NA;NA;NA;NA;NA;NA
2024;860000223;CHU LA MILETRIE;PUB1;1;75;86;POITIERS;86021;GEN;3;44170;16087;1;2;1476;860;2220;1736;508;493;168;672;NA;1;51,80;26,46;NA;NA;276;88;9;8
2024;860000223;CHU LA MILETRIE;PUB1;1;75;86;POITIERS;86021;PED;3;17352;3397;NA;4;1476;860;2220;1736;508;493;168;672;NA;1;51,80;26,46;NA;NA;276;88;9;8
2024;860010321;POLYCLINIQUE DE POITIERS;PLU4;2;75;86;POITIERS;86000;GEN;2;14106;2389;1;4;168;168;401;401;NA;NA;NA;NA;NA;NA;NA;NA;4;4;NA;NA;NA;NA
2024;870000064;C H U DUPUYTREN LIMOGES;PUB1;1;75;87;LIMOGES;87042;GEN;1;48478;11676;1;11;1278;774;336;NA;336;NA;NA;475;79;1;40,14;18,80;3;NA;224;80;5;9
2024;870000098;CENTRE HOSPITALIER SAINT JUNIEN;PUB2;1;75;87;SAINT JUNIEN;87205;GEN;3;13989;3081;1;3;168;168;284;284;NA;NA;NA;NA;NA;1;3,85;3,85;NA;NA;4;NA;NA;NA
2024;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;PUB2;1;75;87;SAINT YRIEIX LA PERCHE;87500;GEN;3;10459;1732;1;1;84;84;168;168;NA;NA;NA;NA;NA;1;7,70;7,70;NA;NA;2;1;0;0
2024;870000288;CLINIQUE FRANCOIS CHENIEUX;PLU4;2;75;87;LIMOGES;87039;GEN;2;25411;7445;1;6;266;266;809;809;NA;NA;NA;NA;NA;NA;NA;NA;5;5;2;NA;NA;NA
2024;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;PUB1;1;75;87;LIMOGES;87000;PED;NA;26805;2515;NA;6;168;168;NA;NA;NA;NA;NA;NA;NA;NA;6,23;6,23;NA;NA;35;10;NA;NA
2024;880000021;CHI E.DURKHEIM - PLATEAU DE LA JUSTICE;PUB2;1;44;88;EPINAL;88021;GEN;2;44005;6529;1;12;759;506;1092;756;252;240;168;564;0;1;41,85;16,35;NA;NA;39;11;8;1
2024;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;PUB2;1;44;88;SAINT DIE DES VOSGES;88100;GEN;NA;28241;7139;1;4;406;238;840;672;168;NA;NA;NA;NA;NA;12,60;10,80;NA;NA;13;4;6;1
2024;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;PUB2;1;44;88;NEUFCHATEAU;88307;GEN;3;18400;5789;1;4;672;336;832;416;168;NA;NA;NA;NA;1;8,32;5,71;NA;NA;NA;NA;NA;NA
2024;880000062;CENTRE HOSPITALIER DE REMIREMONT;PUB2;1;44;88;REMIREMONT;88204;GEN;3;13876;1764;0;4;177;177;588;420;168;0;0;0;0;1;6,11;5,41;NA;NA;NA;NA;NA;NA
2024;880000070;CHI DE L'OUEST VOSGIEN SITE DE VITTEL;PUB2;1;44;88;VITTEL;88804;GEN;3;6502;1015;1;2;168;112;252;168;168;NA;NA;NA;NA;1;2,19;1,44;NA;NA;NA;NA;NA;NA
2024;890975527;CH AUXERRE;PUB2;1;27;89;AUXERRE;89011;GEN;2;45810;8780;1;11;1022;686;1689;1185;336;276;168;400;76;NA;26,46;10,99;NA;NA;26;1;4;2
2024;890975527;CH AUXERRE;PUB2;1;27;89;AUXERRE;89011;PED;1;17778;1594;NA;3;1022;686;1689;1185;336;276;168;400;76;NA;26,46;10,99;NA;NA;26;1;4;2
2024;890975535;CH AVALLON;PUB2;1;27;89;AVALLON;89206;GEN;3;13218;2107;1;2;336;168;235;151;NA;NA;NA;NA;NA;1;6,89;3,47;NA;NA;NA;NA;NA;NA
2024;890975543;CH JOIGNY;PUB2;1;27;89;JOIGNY;89306;GEN;1;21278;3413;1;3;336;168;336;168;NA;NA;NA;NA;NA;NA;24,36;12,18;NA;NA;1;NA;2;NA
2024;890975550;CH SENS;PUB2;1;27;89;SENS;89108;GEN;3;37315;2947;1;10;722;386;168;NA;168;NA;NA;NA;NA;1;18,35;12,30;NA;NA;1;NA;2;NA
2024;890975550;CH SENS;PUB2;1;27;89;SENS;89108;PED;3;17977;979;NA;NA;722;386;168;NA;168;NA;NA;NA;NA;1;18,35;12,30;NA;NA;1;NA;2;NA
2024;890975568;CENTRE HOSPITALIER DU TONNERROIS;PUB2;1;27;89;TONNERRE;89700;GEN;3;12994;389;1;2;105;100;420;252;168;NA;NA;NA;NA;NA;5,42;4,42;NA;NA;NA;NA;NA;NA
2024;900003039;HNFC SITE TREVENANS;PUB2;1;27;90;TREVENANS;90400;GEN;3;107739;22661;1;10;1288;952;1932;1596;336;NA;NA;NA;NA;1;24,44;20,62;0;0;34;12;4;0
2024;910000272;CH D ARPAJON;PUB2;1;11;91;ARPAJON;91294;GEN;3;31612;6140;0;6;599;496;1290;1081;168;NA;NA;NA;NA;0;15,34;12,70;NA;NA;NA;NA;6;NA
2024;910000272;CH D ARPAJON;PUB2;1;11;91;ARPAJON;91294;PED;3;14576;1489;NA;1;599;496;1290;1081;168;NA;NA;NA;NA;0;15,34;12,70;NA;NA;NA;NA;6;NA
2024;910000280;CH DOURDAN ETAMPES SITE DOURDAN;PUB2;1;11;91;DOURDAN;91415;GEN;3;17393;1872;1;4;316;316;646;646;NA;NA;NA;NA;NA;NA;4,92;4,92;NA;NA;NA;NA;NA;NA
2024;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;PUB2;1;11;91;LONGJUMEAU;91160;GEN;1;38365;4594;NA;14;584;416;840;672;168;NA;NA;NA;NA;0;23,62;18,52;NA;NA;NA;NA;4;NA
2024;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;PUB2;1;11;91;LONGJUMEAU;91160;PED;1;15453;809;NA;0;584;416;840;672;168;NA;NA;NA;NA;0;23,62;18,52;NA;NA;NA;NA;4;NA
2024;910000306;CH D ORSAY;PUB2;1;11;91;ORSAY;91401;GEN;1;11525;1742;NA;0;672;504;756;588;168;NA;NA;NA;NA;1;10,60;7,73;NA;NA;NA;NA;NA;NA
2024;910000306;CH D ORSAY;PUB2;1;11;91;ORSAY;91401;PED;2;1621;55;NA;NA;672;504;756;588;168;NA;NA;NA;NA;1;10,60;7,73;NA;NA;NA;NA;NA;NA
2024;910001973;CH DOURDAN ETAMPES SITE ETAMPES;PUB2;1;11;91;ETAMPES;91152;GEN;3;23879;3714;1;5;395;227;805;805;170;0;0;0;0;1;8,30;3,68;NA;NA;NA;1;NA;NA
2024;910018423;CENTRE HOSPITALIER DE JUVISY SUR ORGE;PUB2;1;11;91;JUVISY SUR ORGE;91260;GEN;NA;10651;949;NA;0;672;504;840;672;168;NA;NA;NA;NA;1;8,26;3,78;NA;NA;NA;NA;NA;NA
2024;910020254;CH SUD FRANCILIEN SITE JEAN JAURES;PUB2;1;11;91;CORBEIL ESSONNES;91106;GEN;NA;87221;19215;1;24;413;413;NA;NA;NA;NA;NA;NA;NA;NA;29,41;29,41;NA;NA;39;8;18;2
