BOR;AN;FI;FI_EJ;CAEH;CAEF;CUIH;CUIF;CAPH;CAPF;CAVH;CAVF;CAUH;CAUF
Q25;2014;320000102;320780133;;;;;;;1;1;;
Q25;2014;320000110;320004310;;;;;;;;3;;
Q25;2014;320000128;320780158;;2;;;;1;;;;
Q25;2014;320000144;320780174;;1;;;;;;;;
Q25;2014;320000151;320780182;;1;;;;;;5;;
Q25;2014;320000177;320780208;;;;;;;1;1;;
Q25;2014;320000185;320780216;;;;;;;1;;;
Q25;2014;320780067;320000052;;;1;;;;1;;;
Q25;2014;320780323;750810590;;2;;;;;1;2;;
Q25;2014;330000217;330780347;1;1;;;;1;;;;
Q25;2014;330000332;330780545;1;1;;;;;;;;
Q25;2014;330000340;330780552;;;;;1;1;;1;;
Q25;2014;330000431;330000431;;1;;;;;;;;
Q25;2014;330000555;330781204;;;;;1;;;;;
Q25;2014;330000571;330781220;1;2;;;;;8;;;
Q25;2014;330000589;330027509;7;16;0;0;0;0;2;10;0;0
Q25;2014;330000597;330027509;0;8;0;0;0;0;0;0;0;0
Q25;2014;330000605;330781253;1;;;;;;7;47;;
Q25;2014;330000613;330781261;7;14;;;;;;1;;
Q25;2014;330000639;330781287;;2;;;4;1;12;7;;
Q25;2014;330000647;330781295;2;13;;;;;6;4;;
Q25;2014;330000662;330781329;8;7;;;1;1;3;3;;
Q25;2014;330005182;330792862;0;0;0;1;0;0;0;0;0;0
Q25;2014;330780040;330000027;;;;;;1;;;;
Q25;2014;330780081;330000043;;;;;1;;;;;
Q25;2014;330780115;330000076;;;;;;1;;;;
Q25;2014;330780263;330000134;0;0;0;0;0;0;2;0;0;
Q25;2014;330780479;330000274;;;;;1;6;;;;
Q25;2014;330780487;330000282;;;;;;;;1;;
Q25;2014;330780495;330796392;;;;;;1;;;;
Q25;2014;330780503;330000308;;;;;;3;;;;
Q25;2014;330780529;330796392;;;;;2;1;;;;
Q25;2014;330780719;310020383;;;;;;1;;;;
Q25;2014;330780743;330056540;;1;;;;;;;;
Q25;2014;330781121;930019484;;;;;;;1;3;;
Q25;2014;330781170;330785072;;;;;;;1;;;
Q25;2014;330781303;750821092;;;;;;2;;;;
Q25;2014;330781352;330781196;1;;;;;;;2;;
Q25;2014;330781360;330781196;;2;;;;1;;10;;
Q25;2014;330781402;330000670;;;;;;2;;;;
Q25;2014;330782582;330000928;;;;;;4;;;;
Q25;2014;330783614;330785072;;;;;;;;1;;
Q25;2014;330783648;330781196;;;;;;;2;2;;
Q25;2014;330783721;330781253;;;;;;;3;10;;
Q25;2014;330804501;330781212;7;4;;;;;;;;
Q25;2014;340000025;340780048;1;1;;;;;;;;
Q25;2014;340000033;340780055;2;10;0;0;0;0;7;6;0;0
Q25;2014;340000173;340780451;3;21;;;1;;1;3;;
Q25;2014;340000181;340780469;;10;;;;;;2;;
Q25;2014;340000207;340780493;4;8;;;;;;5;;
Q25;2014;340000215;340780519;6;3;;;;;;;;
Q25;2014;340000223;340011295;1;2;0;0;0;0;0;0;0;0
Q25;2014;340000231;340780535;;4;;;;;1;1;;
Q25;2014;340000249;340780543;;10;;;;;1;7;;
Q25;2014;340000439;340780881;;1;;;;1;;;;
Q25;2014;340008275;340780477;0;2;0;0;0;0;0;0;0;0
Q25;2014;340009885;340009877;;;;;;1;;;;
Q25;2014;340015502;340000512;;;;;;2;;;;
Q25;2014;340015965;340000074;;;;;;1;;;;
Q25;2014;340780121;340000082;;;;;;2;;;;
Q25;2014;340780154;340000116;;;;;;1;;;;
Q25;2014;340780196;340798123;;;;;1;1;;;;
Q25;2014;340780212;340796069;;;;;1;1;;;;
Q25;2014;340780220;340796358;1;8;;;;;2;2;;
Q25;2014;340780436;340011295;0;1;0;0;1;1;0;0;0;0
Q25;2014;340780444;340009893;3;5;0;;0;0;0;2;0;0
Q25;2014;340780634;340000272;0;0;0;0;1;1;0;0;0;0
Q25;2014;340780642;340785856;;;;;;1;;;;1
Q25;2014;340780667;340000280;;2;;;2;5;;;;
Q25;2014;340780675;340000298;0;0;0;0;0;1;0;0;0;0
Q25;2014;340780717;340008150;;;;;;1;;;;
Q25;2014;340780741;340000348;;;;;;1;;;;
Q25;2014;340780758;340000355;;;;;;1;;;;
Q25;2014;340780766;340000363;;;;;;1;;;;
Q25;2014;340780782;340000371;;;;;1;;;;;
Q25;2014;340780790;340000389;;;;1;;;;;;
Q25;2014;340780816;340008291;;2;;;1;1;;;;
Q25;2014;340780824;340000405;;;;;1;2;;;;
Q25;2014;340781608;340015171;2;6;;;1;;1;2;;
Q25;2014;340782036;340780477;1;15;0;0;1;0;2;6;0;0
Q25;2014;340782085;340780477;0;18;0;0;0;0;1;0;0;0
Q25;2014;340785161;340780477;0;18;0;0;0;2;2;6;0;0
Q25;2014;340789379;340001825;;;;;2;1;;;;
Q25;2014;340789981;340001866;;;;;;1;;;;
Q25;2014;340796663;340780477;3;26;0;0;0;1;4;12;0;0
Q25;2014;350000014;350005179;0;0;0;0;0;0;0;2;0;0
Q25;2014;350000071;750000218;1;0;;;;;;;;
Q25;2014;350000121;350000303;;;;;;1;;;;
Q25;2014;350000139;350001137;;;;;;1;;;;
Q25;2014;350000147;350000022;3;9;;;3;;3;;;
Q25;2014;350000154;350000030;2;11;;;;;1;;;
Q25;2014;350000162;350000048;0;0;0;0;0;0;2;5;0;0
Q25;2014;350000188;350000055;0;0;0;0;0;0;1;2;0;0
Q25;2014;350000204;350023248;;;;;;;;1;;
Q25;2014;350000212;350000089;1;4;0;0;0;0;0;0;0;0
Q25;2014;350000337;350000246;;;1;4;;;;;;1
Q25;2014;350000360;350048518;1;3;;;;;;;;
Q25;2014;350000410;350002291;1;3;;;;;1;1;;
Q25;2014;350000428;350002309;;1;;;;;1;1;;
Q25;2014;350000436;350002317;;;;;;;;1;;
Q25;2014;350000444;350048518;4;3;;;;;;;;
Q25;2014;350000451;350002333;;;;;;;;2;;
Q25;2014;350000741;350005179;0;0;0;0;0;1;11;17;0;0
Q25;2014;350002192;220020739;;;;;1;;2;3;;
Q25;2014;350002564;350046199;3;;;;;;;;;
Q25;2014;350002812;350023503;;;;;2;2;4;3;;
Q25;2014;350002911;220020739;;2;;;;1;;;;
Q25;2014;350005021;440042844;0;2;;;;;;;;
Q25;2014;350005146;350000733;;;;;;2;;;;
Q25;2014;350005278;350023586;;2;;;;2;;;;
Q25;2014;350006771;350005179;0;0;0;0;0;0;1;2;0;0
Q25;2014;350007084;350005179;;;;;;;;8;;
Q25;2014;350008579;350039673;;4;;;;;;;;
Q25;2014;350013629;350000022;1;2;;;;;;3;;
Q25;2014;350040499;350040291;;1;;;;;;;;
Q25;2014;360000038;360000046;5;18;;;;1;1;1;;
Q25;2014;360000137;360000053;5;68;;;;;13;21;;
Q25;2014;360000145;360000061;2;8;;;;;;;;
Q25;2014;360000160;360000079;1;10;;;;;;;;
Q25;2014;360000178;360000087;;2;;;;;;;;
Q25;2014;360000186;360000095;1;11;;;;;;1;;
Q25;2014;360000202;360000103;1;4;0;0;0;0;1;4;0;0
Q25;2014;360002232;360000541;;;;;1;;;;;
Q25;2014;360004618;360000046;0;3;;;;;;;;
Q25;2014;360006688;360000392;;5;;;;;;1;;
Q25;2014;370000051;370000028;;;;;;1;;;;
Q25;2014;370000085;370000077;;;;;;3;;;;
Q25;2014;370000093;370000192;;;;;;2;;;;
Q25;2014;370000218;450018106;;1;;;;;;;;
Q25;2014;370000341;750804114;;2;;;;;1;1;;
Q25;2014;370000374;750721334;1;1;;;;;2;8;;
Q25;2014;370000499;370000481;1;4;;;0;1;0;2;;
Q25;2014;370000515;370000481;0;3;;;;;;;;
Q25;2014;370000531;370000606;5;26;0;0;0;0;4;0;0;0
Q25;2014;370000580;370000564;1;5;;;;;;;;
Q25;2014;370000861;370000481;6;14;;;0;1;0;9;;
Q25;2014;370000879;370000564;;10;;;;;;;;
Q25;2014;370000903;370000614;3;2;;;;;2;2;;
Q25;2014;370000986;370000713;4;13;;;;;3;;0;0
Q25;2014;370001109;370002701;2;2;;;;;1;1;;
Q25;2014;370001158;370004327;;1;;;;;;;;
Q25;2014;370004467;370000481;6;8;;;0;2;4;3;;
Q25;2014;370007569;370007528;;;;;0;10;;;;
Q25;2014;370013062;370013062;;1;;;;;;;;
Q25;2014;370100539;370100935;1;1;;;;;1;;;
Q25;2014;380000018;380780023;;6;;;;1;1;1;;
Q25;2014;380000026;380780031;;1;;;;;1;2;;
Q25;2014;380000034;380780049;;;;;1;2;;;;
Q25;2014;380000059;380780072;;4;;;;;1;;;
Q25;2014;380000067;380780080;0;9;;;2;;2;2;;
Q25;2014;380000075;380780098;2;2;;;;;2;1;;
Q25;2014;380000091;380780171;1;11;;;1;;2;5;;
Q25;2014;380000125;380780239;;;;;;;;2;;
Q25;2014;380000133;380780247;0;2;0;0;0;0;7;0;0;0
Q25;2014;380000166;380781351;0;5;;;;;1;1;;
Q25;2014;380000174;380781435;1;6;;;;;;4;;
Q25;2014;380000356;380782698;;;;1;;;2;12;;
Q25;2014;380000364;380782771;;1;;;;;;;;1
Q25;2014;380000406;380784751;1;3;;;;;;;;
Q25;2014;380000828;690002225;;;;;;1;;;;
Q25;2014;380012658;380012609;0;0;0;0;;1;7;3;0;0
Q25;2014;380017095;380017087;;1;;;;1;1;1;;
Q25;2014;380780197;380798173;;2;;;;1;;;;
Q25;2014;380781369;010783009;;1;;;;;;;;
Q25;2014;380782722;380780080;;;;;;1;2;1;;
Q25;2014;380785956;380795211;;;;;1;1;;;;
Q25;2014;380794297;380794297;2;;;;;1;1;;;
Q25;2014;380802512;380793265;;3;;;;;;;;
Q25;2014;390000040;390780146;2;4;;;;;;2;;
Q25;2014;390000057;390780153;2;1;;;;;;1;;
Q25;2014;390000065;390780161;3;1;;;;;;1;;
Q25;2014;390000073;390780179;;9;;;;;;1;;
Q25;2014;390000164;390780476;6;6;;;;;;3;;
Q25;2014;390000172;250006335;1;4;;;;1;;;;
Q25;2014;390000214;390780591;;3;;;;;;;;
Q25;2014;390000222;390780609;2;21;;;;;;;;
Q25;2014;390006161;390781177;;1;;;;;;;;
Q25;2014;390780369;210010294;;;;;;;;1;;
Q25;2014;390780575;250017803;;2;;;;;1;;;
Q25;2014;390781193;390000768;;;;;1;;;;;
Q25;2014;400000105;400780193;2;30;;;3;;5;8;;
Q25;2014;400000113;400011177;0;6;0;0;0;0;0;1;0;0
Q25;2014;400000139;400011177;24;49;0;0;0;0;5;11;0;0
Q25;2014;400000261;400780458;5;7;;;;;;2;;
Q25;2014;400006607;400790663;;2;;;;;;2;;
Q25;2014;400008199;400008108;;;;;;;1;;;
Q25;2014;400780250;400011177;0;4;0;0;0;0;0;0;0;0
Q25;2014;400780284;400000154;;;;;;1;;;;
Q25;2014;400780383;640010328;1;1;;;;;;1;;
Q25;2014;400781043;400780193;;1;;;;;;2;;
Q25;2014;400782769;400001764;0;0;0;0;0;1;0;0;0;0
Q25;2014;400787354;400780193;;6;;;;;;1;;
Q25;2014;400791018;400790994;1;;;;;;;;;
Q25;2014;410000020;410000087;0;6;0;0;1;0;0;4;0;0
Q25;2014;410000038;410000095;3;6;;;1;;2;13;;
Q25;2014;410000046;410000103;5;14;;;;;;;;
Q25;2014;410000053;410000111;3;12;;;;;;;;
Q25;2014;410000202;410000319;;;;;;1;;;;
Q25;2014;410000210;410000145;1;3;;;;;;;;
Q25;2014;410000244;410000152;1;;;;;;;;;
Q25;2014;410000285;410000475;;;;;;1;;;;
Q25;2014;410000293;410000491;0;0;0;0;4;0;0;0;0;0
Q25;2014;410000442;750005068;;;;;;;;1;;
Q25;2014;410003768;410000095;;;;;;;;4;;
Q25;2014;410004998;410000871;;;;;;1;;;;
Q25;2014;410005391;410000905;1;;;;;;;;;
Q25;2014;410007553;330030958;;;;;1;0;;;;
Q25;2014;420000010;420780033;0;0;0;0;1;1;0;0;0;0
Q25;2014;420000028;420780041;;1;;;;;;;;
Q25;2014;420000036;420780058;;8;;;;;;4;;
Q25;2014;420000192;750034589;;2;;;;;;;;
Q25;2014;420000226;420013831;9;27;0;0;0;0;2;5;0;0
Q25;2014;420000234;420780652;8;32;;;;1;6;15;;
Q25;2014;420000242;420780660;7;6;;;;1;4;21;;
Q25;2014;420000267;420013831;0;10;0;0;0;0;0;1;0;0
Q25;2014;420000275;420780694;;3;;;;;;3;;
Q25;2014;420000317;420780736;1;5;0;;0;0;0;5;0;0
Q25;2014;420000556;420781791;1;1;;;;;;;;
Q25;2014;420002479;420002438;;1;;;;;;;;
Q25;2014;420002669;420784878;0;2;0;0;0;0;0;0;0;0
Q25;2014;420011413;420011405;;;2;1;1;3;;;;
Q25;2014;420780546;420000168;1;4;;;;;;1;;
Q25;2014;420780637;420002495;4;2;;;;;2;2;;
Q25;2014;420780744;420000325;0;0;0;5;0;0;0;0;0;0
Q25;2014;420782096;420787061;1;2;;;;;;;;
Q25;2014;420782559;420784878;7;22;0;0;0;0;4;1;0;0
Q25;2014;420782567;420784878;0;2;0;0;0;0;0;0;0;0
Q25;2014;420782591;420000887;;;;;;1;;;;
Q25;2014;420785354;420784878;4;15;0;0;0;0;0;2;0;0
Q25;2014;420788440;420001794;;;;;;1;;;;
Q25;2014;420789067;420780710;;1;;;;;;;;
Q25;2014;430000026;630786754;1;11;;;1;4;;9;;
Q25;2014;430000117;430000018;2;16;0;0;0;0;7;5;0;0
Q25;2014;430000141;430005843;1;2;;;;;;;;
Q25;2014;430000166;430005843;;4;;;;;;;;
Q25;2014;430000174;430006890;1;;;;;;;;;
Q25;2014;430000190;430000034;1;4;;;;;1;;;
Q25;2014;430000216;750811820;;1;;;;;;;;
Q25;2014;430000299;430000059;;1;;;;;;1;;
Q25;2014;430000307;430000067;1;;;;;;;;1;3
Q25;2014;430000356;430000091;0;0;0;4;0;0;0;0;0;0
Q25;2014;430007419;630786754;;3;;;;;1;1;;
Q25;2014;440000016;440000057;5;26;;;;;;;;
Q25;2014;440000024;440000065;0;5;;;;;;;;
Q25;2014;440000180;440000263;3;4;;;;;0;9;;
Q25;2014;440000255;440042844;;2;;;;;;;;
Q25;2014;440000271;440000289;0;2;;;1;1;;;;
Q25;2014;440000396;440000297;;3;;;;;;;;
Q25;2014;440000404;440000925;;;;;;1;;;;
Q25;2014;440000412;440000941;;;;;1;1;;;;
Q25;2014;440000503;440000313;3;4;;;;;;;;
Q25;2014;440000552;440042141;;1;;;;1;;;;
Q25;2014;440000560;850009010;1;1;;;;;;;;
Q25;2014;440000644;440000347;2;5;;;;;;;;
Q25;2014;440000677;440000313;;;1;;;;;;;
Q25;2014;440000693;440041895;;;;;;;1;1;;
Q25;2014;440000719;440018729;;1;;;;;;;;
Q25;2014;440000883;440042141;;;;;;1;;;;
Q25;2014;440001113;490017258;;;;;;2;;1;;
Q25;2014;440001188;440018661;;2;;;;1;;;;
Q25;2014;440001253;440028538;;1;;;;;;;;
Q25;2014;440001287;440041531;1;1;;;;;;;;
Q25;2014;440001295;440000859;1;2;;;;;;;;
Q25;2014;440001964;440003267;;2;;;;;;;;
Q25;2014;440001972;440003309;;;;;;;;1;;
Q25;2014;440002020;440001386;;;;1;1;;;;;
Q25;2014;440002459;440001501;1;;;;;;;2;;
Q25;2014;440002939;440001758;3;9;;;;;;1;;
Q25;2014;440003291;440000289;0;1;0;0;3;1;0;0;0;0
Q25;2014;440005080;440002590;;;;;1;;;;;
Q25;2014;440012128;440003960;2;;;;;;;;;
Q25;2014;440017598;440000289;0;0;0;0;2;0;0;0;0;0
Q25;2014;440021392;440000289;0;1;0;0;0;0;0;0;0;0
Q25;2014;440024669;440042844;0;2;;;;;1;;;
Q25;2014;440029338;440041895;;;;;;1;;;;
Q25;2014;440041580;440041572;;;;;1;1;;;;
Q25;2014;440048239;440041895;;;;;;;;1;;
Q25;2014;440050433;440041895;;;;;;;1;2;;
Q25;2014;450000021;450000088;;;;;;;2;;;
Q25;2014;450000047;450000096;;;;;4;6;;;;
Q25;2014;450000062;450000104;1;11;;;;1;;;;
Q25;2014;450000070;450000112;2;5;;;;;1;3;;
Q25;2014;450000120;450000138;2;4;;;;;;;;
Q25;2014;450000187;450000146;1;1;;;;;1;1;;
Q25;2014;450000245;450000542;;;;;;2;;;;
Q25;2014;450000260;450000161;1;;;;;;1;;;
Q25;2014;450000336;450000179;;2;;;;;;2;;
Q25;2014;450000526;930019484;;6;;;;1;;;;
Q25;2014;450000930;450002423;3;24;0;0;0;0;2;1;0;0
Q25;2014;450002613;450000088;;;;;;2;5;1;;
Q25;2014;450010079;450000195;;;;;1;;;;;
Q25;2014;450014956;450000849;2;8;;;;;1;6;;
Q25;2014;450018460;330057597;;;;;;;;;;2
Q25;2014;460000045;460780083;4;18;0;0;0;0;0;0;0;0
Q25;2014;460000060;460780117;2;8;;;;;1;5;;
Q25;2014;460000102;460780208;;1;;;;;;2;;
Q25;2014;460000110;460780216;6;16;0;0;0;0;3;2;0;0
Q25;2014;460006075;460006067;0;0;0;0;0;0;0;1;0;0
Q25;2014;460785090;460785090;;;1;4;1;;;;;
Q25;2014;460785595;460780216;1;0;0;0;0;0;0;0;0;0
Q25;2014;460785900;460002207;;;;1;;;;;;
Q25;2014;470000027;470014069;;;;;;4;;;;
Q25;2014;470000142;470000795;;;;;;1;;;;
Q25;2014;470000308;930019484;;4;;;;;;;;
Q25;2014;470000423;470000316;10;9;0;0;0;0;0;0;0;0
Q25;2014;470000431;470000324;9;18;;;;;1;;;
Q25;2014;470000480;470001660;8;29;0;0;0;0;4;3;0;0
Q25;2014;470000530;470000357;;;;;;;;1;;
Q25;2014;470000548;470000365;3;17;;;;;1;6;;
Q25;2014;470000555;470001660;0;2;0;0;0;0;0;1;0;0
Q25;2014;470000563;470000381;3;4;;;;;;;;
Q25;2014;470000571;470000407;;;;;;;1;;;
Q25;2014;470008780;470000316;0;1;0;0;0;0;0;0;0;0
Q25;2014;470012931;470001660;0;3;0;0;0;0;0;1;0;0
Q25;2014;480000017;480780097;2;2;;;;;;2;;
Q25;2014;480000041;480780139;1;3;;;;;1;2;;
Q25;2014;480000058;480780147;2;5;;;;;1;;;
Q25;2014;480000074;480780162;6;;;;;2;;1;;
Q25;2014;480000793;480782101;;1;;;;;;;;
Q25;2014;480780543;480782101;1;1;;;;;;;;
Q25;2014;490000049;490000031;;;;;;;1;21;1;
Q25;2014;490000106;490000163;;1;;;;;;;;
Q25;2014;490000155;490017258;;2;;;;2;;1;;
Q25;2014;490000239;490015765;1;;;;1;;;;;
Q25;2014;490000254;490015765;;1;;;;;;;;
Q25;2014;490000338;490000403;;;;;;;2;4;;
Q25;2014;490000494;490000429;;;;;;;1;;;
Q25;2014;490000569;440000313;1;2;;;;;;;;
Q25;2014;490000601;490015856;1;;;;;;;;;
Q25;2014;490000635;490000676;3;5;;;1;;;;;
Q25;2014;490000643;440042844;0;2;0;0;0;0;0;0;0;0
Q25;2014;490000700;490000692;2;5;;;;;;;;
Q25;2014;490001765;490528452;5;11;;;;;2;4;;
Q25;2014;490002037;490000890;;;;;;2;;;;
Q25;2014;490004256;490001716;;2;;;;;;;;
Q25;2014;490008604;490001070;;9;;;;;;2;;
Q25;2014;490014909;490008109;;;;;1;2;;1;;
Q25;2014;490016334;490016326;;;;;;1;;;;
Q25;2014;490016870;440048643;;;;;;1;;;;
Q25;2014;490529005;490000031;;;;;;;;4;;
Q25;2014;490543675;490009529;;;;;1;;;;;
Q25;2014;500000021;500000054;;3;;;;;;;;
Q25;2014;500000146;500000500;0;0;0;0;0;1;0;0;0;0
Q25;2014;500000187;500000013;8;24;;;1;;;1;;
Q25;2014;500000195;500000039;2;19;;;;;;9;;
Q25;2014;500000260;500000054;1;3;;;;;2;1;;
Q25;2014;500000435;500000104;3;7;;;;;;;;
Q25;2014;500000450;500000112;4;13;;;;;;;;
Q25;2014;500000468;500000013;2;4;;;;;;;;
Q25;2014;500000476;500000138;2;8;;;;;;;;
Q25;2014;500000575;500000245;2;3;;;;;;;;
Q25;2014;500000591;500000393;3;18;0;0;0;0;0;0;0;0
Q25;2014;500010384;500010384;1;10;;;3;4;2;;;
Q25;2014;500015185;500015185;;19;;;;;;;;
Q25;2014;510000169;510000037;3;9;0;0;0;2;0;0;0;0
Q25;2014;510000177;100006279;2;3;;;;;1;;;
Q25;2014;510000201;750034589;;;;;0;1;;;;
Q25;2014;510000219;510000052;1;4;;;;;;;;
Q25;2014;510000250;510000078;4;11;0;0;0;0;0;0;0;0
Q25;2014;510000292;750720534;2;2;;;;;;;;
Q25;2014;510000359;510000086;1;1;;;;;1;;;
Q25;2014;510000466;510000102;;2;;;;;;;;
Q25;2014;510000516;510000136;3;6;0;0;0;0;0;0;0;0
Q25;2014;510000813;510000854;1;;;;;;;;;
Q25;2014;510002447;510000029;0;1;0;0;0;0;3;6;0;0
Q25;2014;510002454;510000029;0;1;0;0;0;0;1;2;0;0
Q25;2014;510004302;510000029;0;0;0;0;0;0;1;0;0;0
Q25;2014;510011679;510000029;1;2;0;0;0;0;0;3;0;0
Q25;2014;510012040;510000557;;;;;;;;1;;
Q25;2014;510024466;510000128;2;;;;;;;;;
Q25;2014;520000019;520780024;2;12;0;0;0;0;1;0;0;0
Q25;2014;520000027;520780032;0;0;0;0;2;0;11;20;0;0
Q25;2014;520000035;520780040;3;15;;;;;;1;;
Q25;2014;520000043;520780057;;8;;;;;1;;;
Q25;2014;520000050;520780065;;12;;;;;;;;
Q25;2014;520000068;520780073;4;5;;;;;9;8;;
Q25;2014;520000076;520780081;3;18;0;0;0;0;1;3;0;0
Q25;2014;520000084;520780099;1;8;;;;;;;;
Q25;2014;520782939;520780032;0;0;0;0;0;0;0;1;0;0
Q25;2014;530000017;530000025;;4;;;;;1;3;;
Q25;2014;530000140;530000058;0;1;0;0;0;0;0;0;0;0
Q25;2014;530000173;530000074;;;;;;;5;8;;
Q25;2014;530000181;530007202;;;;;;;;1;;
Q25;2014;530000264;530000371;2;0;;;;;;;;
Q25;2014;530000611;530002591;;3;;;;;;;;
Q25;2014;530031384;530000074;;;;;;;;1;;
Q25;2014;530032788;530000025;;1;;;;;;;;
Q25;2014;540000023;540000049;1;6;;;;;;2;;
Q25;2014;540000072;540014081;1;2;;;;;;;;
Q25;2014;540000148;540019007;2;10;;;;;1;2;;
Q25;2014;540000155;540000080;;;;;;;5;;;
Q25;2014;540000163;540020112;;;;;1;;;;;
Q25;2014;540000270;540003399;;;;;;;1;1;;
Q25;2014;540000288;540018710;;;;;;1;;;;
Q25;2014;540000296;540000106;1;;;;;;;;;
Q25;2014;540000452;540000908;0;0;0;0;0;1;0;0;0;0
Q25;2014;540000460;540000916;;;;;;1;;;;
Q25;2014;540000486;540000932;;;;;2;2;;;;
Q25;2014;540000668;540006707;;;;;1;;;;;
Q25;2014;540000726;750721334;;2;;;;1;;;;
Q25;2014;540000981;540001112;;;;;;1;;;;
Q25;2014;540001070;540000767;1;4;;;;3;;;;
Q25;2014;540001286;540003019;1;13;;;;5;;;;
Q25;2014;540008364;540000049;;1;;;;;;1;;
Q25;2014;540013224;540000536;;;;;1;1;;;;
Q25;2014;540014073;540000056;;;;;;1;;;;
Q25;2014;540023256;540020963;0;0;0;0;0;0;0;0;0;1
Q25;2014;550000012;550006795;;1;;;;1;;;;
Q25;2014;550000038;550000046;1;3;;;;;;;;
Q25;2014;550000202;550006795;2;;;;;;1;;;
Q25;2014;550000251;550000095;2;2;;;;;2;;;
Q25;2014;550000434;550003354;8;11;;;;;4;8;;
Q25;2014;560000127;560023210;7;20;0;0;0;0;1;0;0;0
Q25;2014;560000135;560005746;7;24;;;;;3;;;
Q25;2014;560000143;560014748;1;8;0;0;0;0;3;8;4;16
Q25;2014;560000184;560006017;1;;;;;2;;13;;
Q25;2014;560000192;560000044;;;;;;;;2;;
Q25;2014;560000200;560023210;2;7;;;;;;1;;
Q25;2014;560000275;560005746;;;;;;;;1;;
Q25;2014;560000291;560000085;;;;;;;;2;;
Q25;2014;560000382;560002032;4;7;;;;;;3;;
Q25;2014;560000465;560002198;1;2;;;;;;4;;
Q25;2014;560000473;560002206;;2;;;;;;;;
Q25;2014;560000697;560002677;;1;;;;;1;2;;
Q25;2014;560002024;560006074;;3;;;1;2;1;3;;
Q25;2014;560002123;750043994;;;;;;1;;;;
Q25;2014;560002933;560006074;;;;;1;;;;;
Q25;2014;560002974;830013678;;;;;2;;1;10;;
Q25;2014;560003055;440042844;0;5;0;0;0;0;0;0;0;0
Q25;2014;560003980;560005746;;;;;;;1;4;;
Q25;2014;560010092;560002032;;1;;;;;;;;
Q25;2014;560012122;560002677;;;;;;;;1;;
Q25;2014;560015422;560002214;3;39;;;;;;1;;
Q25;2014;570000059;570025254;4;2;0;0;0;1;0;0;0;0
Q25;2014;570000091;750050759;;1;;;;1;;;;
Q25;2014;570000109;570000034;;2;;;;;;;;
Q25;2014;570000117;570015099;2;23;;;;;1;1;;
Q25;2014;570000125;570015099;;1;;;;;;;;
Q25;2014;570000216;570010173;5;3;;;;1;;;;
Q25;2014;570000380;570000034;;4;;;;;1;3;;
Q25;2014;570000448;750050759;;10;;;;1;;;;
Q25;2014;570000455;570010173;2;4;;;;;;1;;
Q25;2014;570000489;750050759;1;13;;;;;;3;;
Q25;2014;570000547;540019726;2;4;;;;;1;3;;
Q25;2014;570000562;570011353;1;1;;;;;;;;
Q25;2014;570000596;750821092;;;;;;1;;;;
Q25;2014;570000646;570001115;;;;;1;1;;;;
Q25;2014;570000661;570000158;;;;1;;;;;;
Q25;2014;570000687;570025254;0;0;1;0;1;0;0;0;0;0
Q25;2014;570000828;570011452;1;1;0;0;0;0;1;0;0;0
Q25;2014;570000885;570000133;1;3;;;;;;;;
Q25;2014;570000893;570000141;;;;;1;;;;;
Q25;2014;570000901;570000158;;;;;1;;;;;
Q25;2014;570000968;570000430;2;2;;;1;2;;;;
Q25;2014;570000992;570000497;;11;;;;;;;;
Q25;2014;570001057;570023630;;;;;;1;;;;
Q25;2014;570003103;540019726;0;4;;;;;1;6;;
Q25;2014;570009670;570000307;;;;;;;;2;;
Q25;2014;570012633;540019726;1;2;;;;;;1;;
Q25;2014;570026252;570023630;1;;;;;;;;;
Q25;2014;580780138;580000024;;;;;1;;;;;
Q25;2014;580971646;580780039;;1;;;;;;;;
Q25;2014;580972610;580780054;;2;;;;1;;;;
Q25;2014;580972636;580780971;2;6;;;;1;;;;
Q25;2014;580972644;580781136;;2;;;;;;5;;
Q25;2014;580972651;580780047;;;;;;;;2;;
Q25;2014;580972669;580780070;;1;;;;;1;1;;
Q25;2014;580972677;580780088;;;;;;;1;;;
Q25;2014;580972685;580780096;8;10;;;;;2;6;;
Q25;2014;580972693;580780039;6;8;;;;2;1;;;
Q25;2014;590000014;590780052;;;;;;;1;3;;
Q25;2014;590000097;590780185;;;;;;;;3;;
Q25;2014;590000113;590053120;4;5;;;0;1;1;0;;
Q25;2014;590000121;590780227;;;;;;;5;11;;
Q25;2014;590000188;590780334;0;8;0;0;2;3;0;0;0;0
Q25;2014;590000337;590781415;;;;;;;2;2;;
Q25;2014;590000428;590781605;;3;;;;;2;;;
Q25;2014;590000436;590781621;4;12;;;;;5;23;;
Q25;2014;590000444;590781639;;10;;;1;;;1;;
Q25;2014;590000451;590781647;1;1;;;;;;2;;
Q25;2014;590000469;590781662;0;6;0;0;0;0;2;5;0;0
Q25;2014;590000477;590781670;;12;;;;;;1;;
Q25;2014;590000527;590781795;5;11;;;;;2;5;;
Q25;2014;590000535;590781803;2;7;;;3;1;1;6;;
Q25;2014;590000543;590781811;2;2;;;;;;;;
Q25;2014;590000592;590782165;7;70;0;0;0;0;0;5;0;0
Q25;2014;590000600;590782207;;;;;;;2;2;;
Q25;2014;590000618;590782215;28;50;;;;4;12;19;;
Q25;2014;590000691;590782439;;;;;;1;4;3;;
