BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2014;750814824;330030859;1140X;;;;5;2;390;;;;;
DIALYSE;2014;750814824;330030859;TOT;0;;;;;;0;0;;28;0
DIALYSE;2014;750828618;750806853;1140X;;;;8;20;2988;;;;;
DIALYSE;2014;750828618;750806853;TOT;0;;;;;;;;;4;
DIALYSE;2014;750829053;750000655;1140X;;;;14;;;;;;;
DIALYSE;2014;750829053;750000655;122AX;;;;1;0;;;;0;;
DIALYSE;2014;750829053;750000655;TOT;0;;;;;;0;0;;0;0
DIALYSE;2014;750831067;750831059;1130X;;;;16;95;13515;;;;;
DIALYSE;2014;760000018;760780023;112BA;;;;16;61;8591;;;;;
DIALYSE;2014;760000018;760780023;122AX;;;;1;1;;;;33;;
DIALYSE;2014;760000018;760780023;TOT;0;;;;;;771;1;;25;4
DIALYSE;2014;760000018;760780023;VACAN;;;;;;12;;;;;
DIALYSE;2014;760000158;760780239;112BA;;;;3;2;298;;;;;
DIALYSE;2014;760000158;760780239;112BE;;;;4;2;331;;;;;
DIALYSE;2014;760000158;760780239;121CE;;;;1;1;;;;52;;
DIALYSE;2014;760000158;760780239;TOT;0;;;;;;672;;;3;0
DIALYSE;2014;760000463;760024042;112BA;;;;12;52;7289;;;;;
DIALYSE;2014;760000463;760024042;121AA;;;;;0;;;;413;;
DIALYSE;2014;760000463;760024042;121CA;;;;2;0;;;;148;;
DIALYSE;2014;760000463;760024042;122AX;;;;1;0;;;;1;;
DIALYSE;2014;760000463;760024042;TOT;0;;;;;;571;1;;32;5
DIALYSE;2014;760021329;760000448;112AX;;;;2;0;42;;;;;
DIALYSE;2014;760021329;760000448;112BA;;;;30;130;20520;;;;;
DIALYSE;2014;760021329;760000448;121AA;;;;;10;;;;;;
DIALYSE;2014;760021329;760000448;121CA;;;;;7;;;;;;
DIALYSE;2014;760021329;760000448;122AX;;;;1;0;;;;38;;
DIALYSE;2014;760021329;760000448;122BA;;;;;2;;;;;;
DIALYSE;2014;760021329;760000448;TOT;0;;;;;;1448;2;;38;11
DIALYSE;2014;760025619;140000852;1140X;;;;10;19;2482;;;;;
DIALYSE;2014;760025668;140000852;1140X;;;;10;22;3502;;;;;
DIALYSE;2014;760025668;140000852;121AA;;;;;7;;;;305;;
DIALYSE;2014;760025668;140000852;121CA;;;;3;3;;;;146;;
DIALYSE;2014;760025668;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;760025718;140000852;1140X;;;;5;6;846;;;;;
DIALYSE;2014;760025759;140000852;1140X;;;;5;10;1341;;;;;
DIALYSE;2014;760025809;140000852;1140X;;;;10;23;3313;;;;;
DIALYSE;2014;760025858;140000852;1140X;;;;10;25;3452;;;;;
DIALYSE;2014;760025908;140000852;1140X;;;;22;32;4819;;;;;
DIALYSE;2014;760025908;140000852;1150A;;;;2;2;337;;;;;
DIALYSE;2014;760025908;140000852;121AA;;;;;28;;;;1269;;
DIALYSE;2014;760025908;140000852;121CA;;;;16;16;;;;749;;
DIALYSE;2014;760025908;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;760026088;140000852;1130X;;;;10;30;4053;;;;;
DIALYSE;2014;760026088;140000852;121AA;;;;;6;;;;235;;
DIALYSE;2014;760026088;140000852;121CA;;;;6;6;;;;264;;
DIALYSE;2014;760026088;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;760026138;140000852;1130X;;;;10;38;5531;;;;;
DIALYSE;2014;760780668;760000331;1130X;;;;12;42;5558;;;;;
DIALYSE;2014;760780668;760000331;TOT;0;;;;;;2;0;;15;0
DIALYSE;2014;760783035;750721334;112BA;;;;18;65;10184;;;;;
DIALYSE;2014;760783035;750721334;AUTRE;;;;;1;24;;;;;
DIALYSE;2014;760783035;750721334;TOT;0;;;;;;10;2;;;
DIALYSE;2014;760783522;760780239;112BA;;;;27;103;13086;;;;;
DIALYSE;2014;760783522;760780239;122BA;;;;0;0;;;;36;;
DIALYSE;2014;760783522;760780239;TOT;0;;;;;;1100;6;;44;
DIALYSE;2014;760805770;760780726;112AX;;;;4;3;491;;;;;
DIALYSE;2014;760805770;760780726;112BA;;;;16;58;8730;;;;;
DIALYSE;2014;760805770;760780726;1130X;;;;4;20;2400;;;;;
DIALYSE;2014;760805770;760780726;121AA;;;;;1;;;;;;
DIALYSE;2014;760805770;760780726;122AX;;;;2;1;;;;81;;
DIALYSE;2014;760805770;760780726;122BA;;;;14;2;;;;452;;
DIALYSE;2014;760805770;760780726;TOT;0;;;;;;1587;1;;32;6
DIALYSE;2014;760917773;140000852;1140X;;;;10;19;2678;;;;;
DIALYSE;2014;760921106;140000852;112AX;;;;4;0;387;;;;;
DIALYSE;2014;760921106;140000852;122AX;;;;2;25;;;;389;;
DIALYSE;2014;760921106;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;760921718;140000852;1130X;;;;14;52;7682;;;;;
DIALYSE;2014;760921718;140000852;1150A;;;;1;1;217;;;;;
DIALYSE;2014;760921718;140000852;121AA;;;;;16;;;;750;;
DIALYSE;2014;760921718;140000852;121CA;;;;11;11;;;;525;;
DIALYSE;2014;760921718;140000852;TOT;0;;;;;;;;;;
DIALYSE;2014;760921809;760000273;112AX;;;;1;1;28;;;;;
DIALYSE;2014;760921809;760000273;112BA;;;;29;115;16185;;;;;
DIALYSE;2014;760921809;760000273;1150A;;;;1;1;96;;;;;
DIALYSE;2014;760921809;760000273;121AA;;;;;2;;;;1;;
DIALYSE;2014;760921809;760000273;122AX;;;;1;2;;;;28;;
DIALYSE;2014;760921809;760000273;TOT;0;;;;;;1126;2;;61;4
DIALYSE;2014;760921809;760000273;VACAN;;;;1;16;134;;;;;
DIALYSE;2014;770000156;770110054;112BA;;;;12;57;7150;;;;;
DIALYSE;2014;770000156;770110054;1130X;;;;6;28;3754;;;;;
DIALYSE;2014;770000156;770110054;1140X;;;;6;16;1960;;;;;
DIALYSE;2014;770000156;770110054;121AA;;;;;;;;;194;;
DIALYSE;2014;770000156;770110054;122AX;;;;1;1;;;;16;;
DIALYSE;2014;770000156;770110054;122BA;;;;2;4;;;;202;;
DIALYSE;2014;770000156;770110054;TOT;0;;;;;;890;;;;
DIALYSE;2014;770000446;770700185;112BA;;;;12;70;10473;;;;;
DIALYSE;2014;770000446;770700185;1130X;;;;2;8;877;;;;;
DIALYSE;2014;770000446;770700185;1140X;;;;6;22;3300;;;;;
DIALYSE;2014;770000446;770700185;122AX;;;;1;0;;;;6;;
DIALYSE;2014;770000446;770700185;122BA;;;;1;0;;;;24;;
DIALYSE;2014;770000446;770700185;TOT;0;;;;;;744;2;;58;3
DIALYSE;2014;770000446;770700185;VACAN;;;;;;7;;;;;
DIALYSE;2014;770001873;940000060;1140X;;;;12;17;2804;;;;;
DIALYSE;2014;770016087;770016137;112BA;;;;16;60;8863;;;;;
DIALYSE;2014;770016087;770016137;1130X;;;;16;19;3113;;;;;
DIALYSE;2014;770016087;770016137;TOT;0;;;;;;0;;;;
DIALYSE;2014;770016160;750806853;1140X;;;;8;15;1888;;;;;
DIALYSE;2014;770016160;750806853;TOT;0;;;;;;;;;6;
DIALYSE;2014;770016160;750806853;VACAN;;;;;;76;;;;;
DIALYSE;2014;770020055;770000271;112AX;;;;3;0;239;;;;;
DIALYSE;2014;770020055;770000271;112BA;;;;32;120;16656;;;;;
DIALYSE;2014;770020055;770000271;1130X;;;;24;30;2864;;;;;
DIALYSE;2014;770020055;770000271;1140X;;;;6;13;;;;;;
DIALYSE;2014;770020055;770000271;TOT;0;;;;;;0;;;0;0
DIALYSE;2014;770790707;770000719;112BA;;;;24;70;11217;;;;;
DIALYSE;2014;770790707;770000719;1130X;;;;24;12;2644;;;;;
DIALYSE;2014;770790707;770000719;TOT;0;;;;;;360;1;;26;
DIALYSE;2014;770803708;750806853;1140X;;;;8;22;2774;;;;;
DIALYSE;2014;770803708;750806853;TOT;0;;;;;;;;;11;
DIALYSE;2014;770803708;750806853;VACAN;;;;;;214;;;;;
DIALYSE;2014;770809028;770815777;1140X;;;;17;31;4496;;;;;
DIALYSE;2014;770809028;770815777;1150A;;;;2;2;156;;;;;
DIALYSE;2014;770813426;770813418;1140X;;;;18;20;3300;;;;;
DIALYSE;2014;770813459;940000060;1140X;;;;6;11;1402;;;;;
DIALYSE;2014;770814986;940000060;1140X;;;;6;8;1466;;;;;
DIALYSE;2014;770814986;940000060;TOT;0;;;;;;;;;1;
DIALYSE;2014;780000311;780001236;112AX;;;;1;0;0;;;;;
DIALYSE;2014;780000311;780001236;112BA;;;;16;61;8661;;;;;
DIALYSE;2014;780000311;780001236;1130X;;;;8;18;1510;;;;;
DIALYSE;2014;780000311;780001236;121AA;;;;;4;;;;163;;
DIALYSE;2014;780000311;780001236;121CA;;;;1;3;;;;162;;
DIALYSE;2014;780000311;780001236;122AX;;;;1;2;;;;6;;
DIALYSE;2014;780000311;780001236;122BA;;;;1;2;;;;;;
DIALYSE;2014;780000311;780001236;TOT;0;;;;;;624;2;;35;2
DIALYSE;2014;780000329;780110052;112BA;;;;8;32;4689;;;;;
DIALYSE;2014;780000329;780110052;TOT;0;;;;;;73;1;;7;
DIALYSE;2014;780001558;780001509;1140X;;;;11;19;2893;;;;;
DIALYSE;2014;780001707;780822920;1140X;;;;8;12;1714;;;;;
DIALYSE;2014;780017802;780002010;112BA;;;;19;71;10384;;;;;
DIALYSE;2014;780017802;780002010;1130X;;;;8;30;4362;;;;;
DIALYSE;2014;780017802;780002010;1140X;;;;5;14;2411;;;;;
DIALYSE;2014;780017802;780002010;TOT;0;;;;;;0;1;;26;0
DIALYSE;2014;780018727;780018719;112BA;;;;18;227;11544;;;;;
DIALYSE;2014;780018727;780018719;TOT;0;;;;;;0;;;;
DIALYSE;2014;780150017;750005068;112AX;;;;1;38;188;;;;;
DIALYSE;2014;780150017;750005068;112BA;;;;12;47;6951;;;;;
DIALYSE;2014;780150017;750005068;1130X;;;;8;25;3775;;;;;
DIALYSE;2014;780150017;750005068;1140X;;;;8;;4244;;;;;
DIALYSE;2014;780150017;750005068;1150A;;;;2;;385;;;;;
DIALYSE;2014;780150017;750005068;121AA;;;;;4;;;;156;;
DIALYSE;2014;780150017;750005068;121CA;;;;3;10;;;;432;;
DIALYSE;2014;780150017;750005068;122AX;;;;;1;;;;0;;
DIALYSE;2014;780150017;750005068;TOT;0;;;;;;204;;;0;0
DIALYSE;2014;780300414;780000675;112AX;;;;8;8;96;;;;;
DIALYSE;2014;780300414;780000675;112BA;;;;16;216;14080;;;;;
DIALYSE;2014;780300414;780000675;TOT;0;;;;;;885;2;;;
DIALYSE;2014;780300422;780002259;112BA;;;;24;104;13326;;;;;
DIALYSE;2014;780300422;780002259;1130X;;;;12;15;1420;;;;;
DIALYSE;2014;780300422;780002259;121CA;;;;1;1;;;;305;;
DIALYSE;2014;780300422;780002259;122AX;;;;1;1;;;;4;;
DIALYSE;2014;780300422;780002259;TOT;0;;;;;;431;;;57;4
DIALYSE;2014;780808234;780822920;1150A;;;;4;0;0;;;;;
DIALYSE;2014;780822631;780822920;1140X;;;;10;7;850;;;;;
DIALYSE;2014;780823134;780822920;1140X;;;;8;15;2019;;;;;
DIALYSE;2014;780826145;750806853;112AX;;;;1;1;46;;;;;
DIALYSE;2014;780826145;750806853;1130X;;;;9;8;1005;;;;;
DIALYSE;2014;780826145;750806853;1140X;;;;;5;499;;;;;
DIALYSE;2014;780826145;750806853;TOT;0;;;;;;;;;7;
DIALYSE;2014;780826145;750806853;VACAN;;;;;;172;;;;;
DIALYSE;2014;780826152;780822920;1140X;;;;9;16;2134;;;;;
DIALYSE;2014;790000087;790000012;112AX;;;;2;2;177;;;;;
DIALYSE;2014;790000087;790000012;112BA;;;;20;76;11363;;;;;
DIALYSE;2014;790000087;790000012;112BE;;;;0;0;6;;;;;
DIALYSE;2014;790000087;790000012;121CA;;;;2;1;;;;55;;
DIALYSE;2014;790000087;790000012;122AX;;;;2;1;;;;79;;
DIALYSE;2014;790000087;790000012;122BA;;;;;1;;;;127;;
DIALYSE;2014;790000087;790000012;TOT;0;;;;;;1046;1;;52;2
DIALYSE;2014;790000087;790000012;VACAN;;;;;0;16;;;;;
DIALYSE;2014;790007306;860000348;1130X;;;;12;28;3795;;;;;
DIALYSE;2014;790007306;860000348;1140X;;;;4;9;1576;;;;;
DIALYSE;2014;790007306;860000348;121AA;;;;;7;;;;399;;
DIALYSE;2014;790007306;860000348;121CA;;;;6;6;;;;299;;
DIALYSE;2014;790007306;860000348;TOT;0;;;;;;;;;26;5
DIALYSE;2014;790016786;860000348;1140X;;;;5;8;1346;;;;;
DIALYSE;2014;790016794;860000348;1130X;;;;6;12;1519;;;;;
DIALYSE;2014;790016794;860000348;1140X;;;;4;2;268;;;;;
DIALYSE;2014;800000192;800000044;TOT;0;;;;;;90;;;;
DIALYSE;2014;800002503;800001141;112AX;;;;2;3;156;;;;;
DIALYSE;2014;800002503;800001141;112BA;;;;20;349;20899;;;;;
DIALYSE;2014;800002503;800001141;1130X;;;;8;26;1301;;;;;
DIALYSE;2014;800002503;800001141;1140X;;;;8;12;618;;;;;
DIALYSE;2014;800002503;800001141;TOT;0;;;;;;3;;;;
DIALYSE;2014;800002610;800000044;TOT;0;;;;;;6;;;;
DIALYSE;2014;800006124;800000044;112AX;;;;4;8;1248;;;;;
DIALYSE;2014;800006124;800000044;112BA;;;;30;133;18572;;;;;
DIALYSE;2014;800006124;800000044;112BE;;;;0;1;157;;;;;
DIALYSE;2014;800006124;800000044;1150A;;;;4;4;711;;;;;
DIALYSE;2014;800006124;800000044;121AA;;;;;0;;;;11;;
DIALYSE;2014;800006124;800000044;121CA;;;;1;0;;;;36;;
DIALYSE;2014;800006124;800000044;AUTRE;;;;;3;204;;;;;
DIALYSE;2014;800006124;800000044;TOT;1;5;28;;;;1809;;;53;4
DIALYSE;2014;800010159;590799995;1140X;;;;12;22;3405;;;;;
DIALYSE;2014;800010324;590799995;1130X;;;;12;28;4327;;;;;
DIALYSE;2014;800010324;590799995;1140X;;;;24;40;6060;;;;;
DIALYSE;2014;810000224;810000471;112AX;;;;1;1;13;;;;;
DIALYSE;2014;810000224;810000471;112BA;;;;50;153;22899;;;;;
DIALYSE;2014;810000224;810000471;1150A;;;;1;1;61;;;;;
DIALYSE;2014;810000224;810000471;121AA;;;;;6;;;;453;;
DIALYSE;2014;810000224;810000471;122AX;;;;1;2;;;;44;;
DIALYSE;2014;810000224;810000471;TOT;0;;;;;;346;6;;74;14
DIALYSE;2014;810003368;810000471;1140X;;;;6;9;899;;;;;
DIALYSE;2014;810008698;810000471;1140X;;;;6;9;923;;;;;
DIALYSE;2014;810101741;810000471;1140X;;;;12;25;3476;;;;;
DIALYSE;2014;810101758;810000471;1140X;;;;6;7;2131;;;;;
DIALYSE;2014;810102947;810000471;1140X;;;;12;22;2601;;;;;
DIALYSE;2014;820000057;820000131;112BA;;;;30;119;17717;;;;;
DIALYSE;2014;820000057;820000131;TOT;0;;;;;;731;;;;
DIALYSE;2014;820005791;820000131;1140X;;;;8;12;1741;;;;;
DIALYSE;2014;820007920;820000131;1140X;;;;9;11;1656;;;;;
DIALYSE;2014;830000345;830100616;112BA;;;;18;69;9601;;;;;
DIALYSE;2014;830000345;830100616;121AA;;;;;0;;;;45;;
DIALYSE;2014;830000345;830100616;121CA;;;;1;1;;;;6;;
DIALYSE;2014;830000345;830100616;122AX;;;;2;4;;;;45;;
DIALYSE;2014;830000345;830100616;122BA;;;;2;8;;;;51;;
DIALYSE;2014;830000345;830100616;TOT;0;;;;;;1101;;;50;9
DIALYSE;2014;830012548;830002119;112AX;;;;2;4;404;;;;;
DIALYSE;2014;830012548;830002119;112BA;;;;19;58;7820;;;;;
DIALYSE;2014;830012548;830002119;1130X;;;;17;48;7009;;;;;
DIALYSE;2014;830012548;830002119;122AX;;;;1;0;;;;138;;
DIALYSE;2014;830012548;830002119;TOT;0;;;;;;;;;;
DIALYSE;2014;830012589;830003695;112BA;;;;18;30;5218;;;;;
DIALYSE;2014;830012589;830003695;1130X;;;;6;1;171;;;;;
DIALYSE;2014;830012589;830003695;1140X;;;;6;2;188;;;;;
DIALYSE;2014;830012589;830003695;TOT;0;;;;;;;;;14;
DIALYSE;2014;830012688;830012639;112AX;;;;1;0;103;;;;;
DIALYSE;2014;830012688;830012639;112BA;;;;47;117;19617;;;;;
DIALYSE;2014;830012688;830012639;1130X;;;;24;20;3097;;;;;
DIALYSE;2014;830012688;830012639;1140X;;;;6;7;1067;;;;;
DIALYSE;2014;830012688;830012639;121AA;;;;;12;;;;560;;
DIALYSE;2014;830012688;830012639;121CA;;;;1;2;;;;59;;
DIALYSE;2014;830012688;830012639;122AX;;;;1;0;;;;75;;
DIALYSE;2014;830012688;830012639;122BA;;;;2;0;;;;17;;
DIALYSE;2014;830012688;830012639;TOT;0;;;;;;314;0;;35;5
DIALYSE;2014;830013819;830002119;1130X;;;;10;20;3082;;;;;
DIALYSE;2014;830015970;830003695;1130X;;;;18;17;3515;;;;;
DIALYSE;2014;830015970;830003695;TOT;0;;;;;;;;;3;
DIALYSE;2014;830016671;830003695;1130X;;;;18;5;469;;;;;
DIALYSE;2014;830016671;830003695;TOT;0;;;;;;;;;11;
DIALYSE;2014;830017505;830002119;112BA;;;;15;33;7338;;;;;
DIALYSE;2014;830017505;830002119;121AA;;;;;0;;;;12;;
DIALYSE;2014;830017505;830002119;TOT;0;;;;;;;;;;
DIALYSE;2014;830100103;830000022;112BA;;;;42;84;16384;;;;;
DIALYSE;2014;830100103;830000022;TOT;0;;;;;;642;;;;
DIALYSE;2014;830100319;750052425;TOT;0;;;;;;18;;;;
DIALYSE;2014;830100574;750821092;112BA;;;;10;60;2028;;;;;
DIALYSE;2014;830100574;750821092;TOT;0;;;;;;492;1;;10;1
DIALYSE;2014;830208351;830002119;1130X;;;;12;11;4530;;;;;
DIALYSE;2014;830208351;830002119;1140X;;;;6;17;2570;;;;;
DIALYSE;2014;830210977;830002119;1140X;;;;10;24;3520;;;;;
DIALYSE;2014;830210977;830002119;1150A;;;;15;15;3352;;;;;
DIALYSE;2014;830210977;830002119;121AA;;;;;19;;;;2202;;
DIALYSE;2014;830210977;830002119;121CA;;;;1;8;;;;1218;;
DIALYSE;2014;830210977;830002119;122AX;;;;1;0;;;;8;;
DIALYSE;2014;830210977;830002119;TOT;0;;;;;;;;;;
DIALYSE;2014;830213617;830002119;1130X;;;;11;21;3466;;;;;
DIALYSE;2014;830213617;830002119;1140X;;;;3;5;827;;;;;
DIALYSE;2014;830215687;830003521;112BA;;;;25;105;19094;;;;;
DIALYSE;2014;830215687;830003521;1130X;;;;3;13;2069;;;;;
DIALYSE;2014;830215687;830003521;1140X;;;;0;3;161;;;;;
DIALYSE;2014;830215687;830003521;121CA;;;;2;3;;;;1212;;
DIALYSE;2014;830215687;830003521;122AX;;;;2;0;;;;27;;
DIALYSE;2014;830215687;830003521;122BA;;;;1;0;;;;2;;
DIALYSE;2014;830215687;830003521;TOT;0;;;;;;;;;36;3
DIALYSE;2014;830216495;830003695;121AA;;;;;13;;;;769;;
DIALYSE;2014;830216495;830003695;121CA;;;;40;8;;;;552;;
DIALYSE;2014;830216495;830003695;TOT;0;;;;;;;;;38;9
DIALYSE;2014;840001861;840006597;112BA;;;;18;79;11947;;;;;
DIALYSE;2014;840001861;840006597;122AX;;;;1;;;;;79;;
DIALYSE;2014;840001861;840006597;TOT;0;;;;;;1972;2;;;
DIALYSE;2014;840007850;840002844;112AX;;;;4;1;655;;;;;
DIALYSE;2014;840007850;840002844;1130X;;;;12;45;6979;;;;;
DIALYSE;2014;840007850;840002844;1140X;;;;12;20;3328;;;;;
DIALYSE;2014;840007850;840002844;1150A;;;;6;6;837;;;;;
DIALYSE;2014;840007850;840002844;121AA;;;;;17;;;;868;;
DIALYSE;2014;840007850;840002844;121CA;;;;22;16;;;;928;;
DIALYSE;2014;840007850;840002844;122BA;;;;0;0;;;;36;;
DIALYSE;2014;840007850;840002844;TOT;0;;;;;;0;;;35;10
DIALYSE;2014;840011043;840002844;112BA;;;;24;116;17909;;;;;
DIALYSE;2014;840011043;840002844;TOT;0;;;;;;0;;;;
DIALYSE;2014;840012538;840002844;1140X;;;;6;8;1295;;;;;
DIALYSE;2014;840012546;840002844;1140X;;;;6;7;1206;;;;;
DIALYSE;2014;840012546;840002844;TOT;0;;;;;;;;;3;
DIALYSE;2014;840015200;130006794;1140X;;;;7;9;1748;;;;;
DIALYSE;2014;840015200;130006794;TOT;0;;;;;;;;;1;
DIALYSE;2014;840017222;840002844;112BA;;;;21;62;8842;;;;;
DIALYSE;2014;840017222;840002844;1130X;;;;9;42;6190;;;;;
DIALYSE;2014;840017222;840002844;TOT;0;;;;;;0;;;;
DIALYSE;2014;840017230;840002844;1140X;;;;6;7;1156;;;;;
DIALYSE;2014;840017461;840002844;112BA;;;;15;59;9327;;;;;
DIALYSE;2014;840017461;840002844;1130X;;;;18;38;5345;;;;;
DIALYSE;2014;840017461;840002844;TOT;0;;;;;;0;;;;
DIALYSE;2014;850000142;850000019;112AX;;;;4;33;1038;;;;;
DIALYSE;2014;850000142;850000019;112BA;;;;21;280;11562;;;;;
DIALYSE;2014;850000142;850000019;121AA;;;;;2;;;;152;;
DIALYSE;2014;850000142;850000019;121CA;;;;;21;;;;1098;;
DIALYSE;2014;850000142;850000019;122AX;;;;;11;;;;110;;
DIALYSE;2014;850000142;850000019;122BA;;;;2;23;;;;94;;
DIALYSE;2014;850000142;850000019;TOT;0;;;;;;1834;2;;126;11
DIALYSE;2014;850000209;850000019;TOT;;;;;;;1;;;;
DIALYSE;2014;850000225;850000019;TOT;;;;;;;1;;;;
DIALYSE;2014;850009333;440002590;1130X;;;;28;64;8918;;;;;
DIALYSE;2014;850009333;440002590;1140X;;;;28;9;2733;;;;;
DIALYSE;2014;850009333;440002590;TOT;0;;;;;;0;;;22;
DIALYSE;2014;850009762;440002590;VACAN;;;;6;0;586;;;;;
DIALYSE;2014;850011271;440002590;1130X;;;;12;33;4776;;;;;
DIALYSE;2014;850011271;440002590;1140X;;;;12;9;1619;;;;;
DIALYSE;2014;850011271;440002590;TOT;0;;;;;;0;;;15;
DIALYSE;2014;850022047;440002590;1130X;;;;4;3;291;;;;;
DIALYSE;2014;850022047;440002590;TOT;0;;;;;;0;;;2;
DIALYSE;2014;850023151;440002590;1130X;;;;12;24;3293;;;;;
DIALYSE;2014;850023151;440002590;1140X;;;;12;3;75;;;;;
DIALYSE;2014;850023151;440002590;TOT;0;;;;;;0;;;12;
DIALYSE;2014;850025156;440002590;112BA;;;;30;46;6814;;;;;
DIALYSE;2014;850025156;440002590;1130X;;;;8;9;2735;;;;;
DIALYSE;2014;850025156;440002590;1140X;;;;6;7;1375;;;;;
DIALYSE;2014;850025156;440002590;TOT;0;;;;;;0;;;10;
DIALYSE;2014;860000223;860013077;112BA;;;;19;120;16153;;;;;
DIALYSE;2014;860000223;860013077;121AA;;;;;1;;;;;;
DIALYSE;2014;860000223;860013077;122AX;;;;1;0;;;;82;;
DIALYSE;2014;860000223;860013077;TOT;0;;;;;;1179;2;;63;7
DIALYSE;2014;860005768;860000348;112AX;;;;1;0;108;;;;;
DIALYSE;2014;860005768;860000348;1130X;;;;9;19;3051;;;;;
DIALYSE;2014;860005768;860000348;1140X;;;;2;3;417;;;;;
DIALYSE;2014;860782598;860000348;112AX;;;;1;1;133;;;;;
DIALYSE;2014;860782598;860000348;1130X;;;;17;43;5960;;;;;
DIALYSE;2014;860782598;860000348;1140X;;;;6;8;1499;;;;;
DIALYSE;2014;860782598;860000348;1150A;;;;1;1;25;;;;;
DIALYSE;2014;860782598;860000348;121AA;;;;;15;;;;683;;
DIALYSE;2014;860782598;860000348;121CA;;;;5;3;;;;216;;
DIALYSE;2014;860782598;860000348;TOT;0;;;;;;;;;32;6
DIALYSE;2014;870000064;870000015;112BA;;;;30;125;16518;;;;;
DIALYSE;2014;870000064;870000015;112BE;;;;0;0;2;;;;;
DIALYSE;2014;870000064;870000015;121AA;;;;;0;;;;71;;
DIALYSE;2014;870000064;870000015;122BA;;;;0;2;;;;0;;
DIALYSE;2014;870000064;870000015;AUTRE;;;;;3;194;;;;;
DIALYSE;2014;870000064;870000015;TOT;0;;;;;;2076;4;;56;2
DIALYSE;2014;870000080;870000700;112AX;;;;4;7;701;;;;;
DIALYSE;2014;870000080;870000700;112BA;;;;12;53;7806;;;;;
DIALYSE;2014;870000080;870000700;112BE;;;;1;0;59;;;;;
DIALYSE;2014;870000080;870000700;1150A;;;;1;1;158;;;;;
DIALYSE;2014;870000080;870000700;121AA;;;;;23;;;;1323;;
DIALYSE;2014;870000080;870000700;121CA;;;;54;23;;;;1085;;
DIALYSE;2014;870000080;870000700;122AX;;;;4;0;;;;48;;
DIALYSE;2014;870000080;870000700;TOT;0;;;;;;0;4;;46;21
DIALYSE;2014;870014792;870000700;1130X;;;;16;64;10053;;;;;
DIALYSE;2014;870014792;870000700;1140X;;;;6;24;3792;;;;;
DIALYSE;2014;870014859;870000015;TOT;0;;;;;;32;0;;;
DIALYSE;2014;880000021;880007059;TOT;0;;;;;;25;;;;
DIALYSE;2014;880001458;540001112;1140X;;;;8;3;667;;;;;
DIALYSE;2014;880001730;540001112;1140X;;;;8;5;963;;;;;
DIALYSE;2014;880785019;540001112;1130X;;;;8;20;2208;;;;;
DIALYSE;2014;880785019;540001112;1140X;;;;8;10;1685;;;;;
DIALYSE;2014;880785548;540001112;1140X;;;;8;7;1080;;;;;
DIALYSE;2014;880788591;880780150;112AX;;;;2;0;0;;;;;
DIALYSE;2014;880788591;880780150;112BA;;;;18;97;14033;;;;;
DIALYSE;2014;880788591;880780150;TOT;0;;;;;;18;;;100;
DIALYSE;2014;890003130;670005834;1130X;;;;8;15;1712;;;;;
DIALYSE;2014;890003130;670005834;1140X;;;;4;3;410;;;;;
DIALYSE;2014;890008295;670005834;112AX;;;;1;0;28;;;;;
DIALYSE;2014;890008295;670005834;1130X;;;;16;54;7776;;;;;
DIALYSE;2014;890008295;670005834;1140X;;;;4;2;456;;;;;
DIALYSE;2014;890972862;670005834;1150A;;;;1;1;158;;;;;
DIALYSE;2014;890972862;670005834;121AA;;;;;8;;;;486;;
DIALYSE;2014;890972862;670005834;121CA;;;;3;3;;;;199;;
DIALYSE;2014;890972862;670005834;TOT;0;;;;;;;;;;
DIALYSE;2014;890973431;670005834;112AX;;;;4;4;679;;;;;
DIALYSE;2014;890973431;670005834;121AA;;;;;2;;;;104;;
DIALYSE;2014;890973431;670005834;121CA;;;;6;6;;;;363;;
DIALYSE;2014;890973431;670005834;TOT;0;;;;;;;;;;
DIALYSE;2014;890975527;890000037;112BA;;;;12;55;8288;;;;;
DIALYSE;2014;890975527;890000037;122AX;;;;1;0;;;;7;;
DIALYSE;2014;890975527;890000037;TOT;0;;;;;;561;;;;
DIALYSE;2014;890975550;890970569;112BA;;;;16;61;8707;;;;;
DIALYSE;2014;890975550;890970569;121AA;;;;;;;;;9;;
DIALYSE;2014;890975550;890970569;121CA;;;;0;0;;;;2;;
DIALYSE;2014;890975550;890970569;TOT;0;;;;;;332;2;;28;1
DIALYSE;2014;900001728;670005834;1130X;;;;8;15;1860;;;;;
DIALYSE;2014;900001728;670005834;1140X;;;;2;2;332;;;;;
DIALYSE;2014;910000090;750806853;1140X;;;;8;10;1615;;;;;
DIALYSE;2014;910000090;750806853;TOT;0;;;;;;;;;1;
DIALYSE;2014;910000090;750806853;VACAN;;;;;;64;;;;;
DIALYSE;2014;910002609;910008259;112BA;;;;12;63;9596;;;;;
DIALYSE;2014;910002609;910008259;1130X;;;;3;12;2209;;;;;
