BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;EFF_LIB
Q21;2014;190000034;190000067;2400;0.6;;;;5
Q21;2014;190000034;190000067;2500;0.5;;;;3
Q21;2014;190000034;190000067;9999;1.72;;;;13
Q21;2014;190000091;190000075;2000;45.19;;5.5;11.4;
Q21;2014;190000091;190000075;2100;39.83;;5.5;11.4;
Q21;2014;190000091;190000075;2200;2;;;;
Q21;2014;190000091;190000075;2400;3;;;;
Q21;2014;190000091;190000075;2500;0.36;;;;
Q21;2014;190000091;190000075;9999;45.19;;5.5;11.4;
Q21;2014;190000117;190000117;2000;11.83;;;;
Q21;2014;190000117;190000117;2100;3.58;;;;
Q21;2014;190000117;190000117;2200;8.25;;;;
Q21;2014;190000117;190000117;9999;11.83;;;;
Q21;2014;190000224;190000901;1000;0.5;;;;
Q21;2014;190000224;190000901;2000;2.43;;;;82
Q21;2014;190000224;190000901;2100;2.43;;;;82
Q21;2014;190000224;190000901;9999;2.93;;;;82
Q21;2014;190000257;190001131;2000;1.55;;;;44
Q21;2014;190000257;190001131;2100;1.55;;;;44
Q21;2014;190000257;190001131;9999;1.55;;;;44
Q21;2014;190002493;190000059;2000;1.77;;;;
Q21;2014;190002493;190000059;2400;1.13;;;;
Q21;2014;190002493;190000059;2500;0.64;;;;
Q21;2014;190002493;190000059;9999;1.77;;;;
Q21;2014;190005140;190002485;2000;0.76;;;;
Q21;2014;190005140;190002485;2500;0.76;;;;
Q21;2014;190005140;190002485;9999;0.76;;;;
Q21;2014;190005165;190002519;2000;0.59;;;;
Q21;2014;190005165;190002519;2500;0.59;;;;
Q21;2014;190005165;190002519;9999;0.59;;;;
Q21;2014;190005694;750056335;2000;3.5;;;;
Q21;2014;190005694;750056335;2400;3.5;;;;
Q21;2014;190005694;750056335;9999;3.5;;;;
Q21;2014;190010512;870000700;2000;0.04;;;;
Q21;2014;190010512;870000700;2100;0.04;;;;
Q21;2014;190010512;870000700;9999;0.04;;;;
Q21;2014;190010553;870000700;2000;1.52;;;;
Q21;2014;190010553;870000700;2100;1.52;;;;
Q21;2014;190010553;870000700;9999;1.52;;;;
Q21;2014;190010629;190010579;2000;0.8;;;;
Q21;2014;190010629;190010579;2300;0.8;;;;
Q21;2014;190010629;190010579;9999;0.8;;;;
Q21;2014;190011197;190000059;2000;2.76;;;;
Q21;2014;190011197;190000059;2400;2.76;;;;
Q21;2014;190011197;190000059;9999;2.76;;;;
Q21;2014;190011601;190000042;2000;10.31;;;0.34;
Q21;2014;190011601;190000042;2200;10.31;;;0.34;
Q21;2014;190011601;190000042;9999;10.31;;;0.34;
Q21;2014;210001889;670005834;2000;2.1;;0.6;;
Q21;2014;210001889;670005834;2100;2.1;;0.6;;
Q21;2014;210001889;670005834;9999;2.1;;0.6;;
Q21;2014;210001939;670005834;2000;2.1;;0.6;;
Q21;2014;210001939;670005834;2100;2.1;;0.6;;
Q21;2014;210001939;670005834;9999;2.1;;0.6;;
Q21;2014;210003059;210987400;2000;1.14;;0.33;;
Q21;2014;210003059;210987400;2300;1.14;;0.33;;
Q21;2014;210003059;210987400;9999;1.14;;0.33;;
Q21;2014;210005559;210010773;2000;1;;;;6
Q21;2014;210005559;210010773;2100;1;;;;6
Q21;2014;210005559;210010773;9999;1;;;;6
Q21;2014;210007399;210007308;2000;2.1;;;;0
Q21;2014;210007399;210007308;2400;2.1;;;;0
Q21;2014;210007399;210007308;9999;2.1;;;;0
Q21;2014;210010443;210000337;2000;0.53;;;;
Q21;2014;210010443;210000337;2400;0.53;;;;
Q21;2014;210010443;210000337;9999;0.53;;;;
Q21;2014;210010484;670005834;2000;1;;;;
Q21;2014;210010484;670005834;2100;1;;;;
Q21;2014;210010484;670005834;9999;1;;;;
Q21;2014;210011847;210011839;1000;2.4;;;;
Q21;2014;210011847;210011839;2000;;;;;68
Q21;2014;210011847;210011839;2100;;;;;68
Q21;2014;210011847;210011839;9999;2.4;;;;68
Q21;2014;210780110;210000022;2000;1.1;1.1;;1;67
Q21;2014;210780110;210000022;2100;1.1;1.1;;1;67
Q21;2014;210780110;210000022;9999;1.1;1.1;;1;67
Q21;2014;210780136;210000030;2000;0.85;0.85;;1;52
Q21;2014;210780136;210000030;2100;0.85;0.85;;1;52
Q21;2014;210780136;210000030;9999;0.85;0.85;;1;52
Q21;2014;210780144;750721235;2000;6.9;;;1;
Q21;2014;210780144;750721235;2400;6.9;;;1;
Q21;2014;210780144;750721235;9999;6.9;;;1;
Q21;2014;210780276;210003208;2000;4.3;;;;2
Q21;2014;210780276;210003208;2400;4.3;;;;2
Q21;2014;210780276;210003208;9999;4.3;;;;2
Q21;2014;210780292;210000105;2000;7.25;;;;
Q21;2014;210780292;210000105;2400;7.25;;;;
Q21;2014;210780292;210000105;9999;7.25;;;;
Q21;2014;210780425;210781282;2000;0.63;;;;
Q21;2014;210780425;210781282;2200;0.63;;;;
Q21;2014;210780425;210781282;9999;0.63;;;;
Q21;2014;210780789;210003208;1000;2.2;;;;
Q21;2014;210780789;210003208;2000;1.97;;;;68
Q21;2014;210780789;210003208;2100;0.97;;;;67
Q21;2014;210780789;210003208;2300;1;;;;1
Q21;2014;210780789;210003208;9999;4.17;;;;68
Q21;2014;210780979;210000295;2000;0.92;;;2;50
Q21;2014;210780979;210000295;2100;0.92;;;2;50
Q21;2014;210780979;210000295;9999;0.92;;;2;50
Q21;2014;210781621;210780581;2000;9.51;1.45;;8.98;
Q21;2014;210781621;210780581;2100;4.38;0.3;;;
Q21;2014;210781621;210780581;2200;5.13;1.15;;8.98;
Q21;2014;210781621;210780581;9999;9.51;1.45;;8.98;
Q21;2014;210983466;210011482;1000;0.1;;;;
Q21;2014;210983466;210011482;2000;0.5;;;;
Q21;2014;210983466;210011482;2500;0.5;;;;
Q21;2014;210983466;210011482;9999;0.6;;;;
Q21;2014;210983565;210011482;1000;0.2;;;;
Q21;2014;210983565;210011482;2000;0.5;;;;
Q21;2014;210983565;210011482;2500;0.5;;;;
Q21;2014;210983565;210011482;9999;0.7;;;;
Q21;2014;210986089;210780581;2000;11.33;1.69;;10.5;
Q21;2014;210986089;210780581;2100;7.05;1.69;;7.34;
Q21;2014;210986089;210780581;2400;4.28;;;3.16;
Q21;2014;210986089;210780581;9999;11.33;1.69;;10.5;
Q21;2014;210986329;750043713;2000;0.68;;;;
Q21;2014;210986329;750043713;2500;0.68;;;;
Q21;2014;210986329;750043713;9999;0.68;;;;
Q21;2014;210986360;670005834;2000;0.3;;;;
Q21;2014;210986360;670005834;2100;0.3;;;;
Q21;2014;210986360;670005834;9999;0.3;;;;
Q21;2014;210986725;210986717;2000;0.8;;;;1
Q21;2014;210986725;210986717;2400;0.8;;;;1
Q21;2014;210986725;210986717;9999;0.8;;;;1
Q21;2014;210986741;210986733;2000;2.3;;;;
Q21;2014;210986741;210986733;2400;2.3;;;;
Q21;2014;210986741;210986733;9999;2.3;;;;
Q21;2014;210987046;210987038;2000;2.94;;;1;6
Q21;2014;210987046;210987038;2400;2.94;;;1;6
Q21;2014;210987046;210987038;9999;2.94;;;1;6
Q21;2014;210987558;210780581;1000;0.58;;;46.35;
Q21;2014;210987558;210780581;2000;419.06;89.72;;408.18;
Q21;2014;210987558;210780581;2100;406.12;88.17;;394.5;
Q21;2014;210987558;210780581;2200;6.07;0.33;;4.66;
Q21;2014;210987558;210780581;2400;6.87;1.22;;9.02;
Q21;2014;210987558;210780581;9999;419.64;89.72;;454.53;
Q21;2014;210987574;210780623;2000;0.3;;;;5
Q21;2014;210987574;210780623;2500;0.3;;;;5
Q21;2014;210987574;210780623;9999;0.3;;;;5
Q21;2014;210987582;210780631;2000;0.9;;;;2
Q21;2014;210987582;210780631;2100;0.36;;;;1
Q21;2014;210987582;210780631;2400;0.54;;;;1
Q21;2014;210987582;210780631;9999;0.9;;;;2
Q21;2014;210987590;210780649;2000;;;;;12
Q21;2014;210987590;210780649;2100;;;;;12
Q21;2014;210987590;210780649;9999;;;;;12
Q21;2014;210987608;210011482;1000;0.05;;;;
Q21;2014;210987608;210011482;2000;;;;;4
Q21;2014;210987608;210011482;2100;;;;;4
Q21;2014;210987608;210011482;9999;0.05;;;;4
Q21;2014;210987616;210780656;2000;1.7;;;;
Q21;2014;210987616;210780656;2500;1.7;;;;
Q21;2014;210987616;210780656;9999;1.7;;;;
Q21;2014;210987632;210780607;1000;0.8;;;;
Q21;2014;210987632;210780607;2000;50.92;;;21.6;
Q21;2014;210987632;210780607;2100;1.09;;;3.34;
Q21;2014;210987632;210780607;2200;49.83;;;18.26;
Q21;2014;210987632;210780607;9999;51.72;;;21.6;
Q21;2014;210987640;210780672;2000;1.4;;;;
Q21;2014;210987640;210780672;2400;1.4;;;;
Q21;2014;210987640;210780672;9999;1.4;;;;
Q21;2014;210987657;210780714;1000;1.5;0;;;
Q21;2014;210987657;210780714;2000;53.8;0;;20.49;
Q21;2014;210987657;210780714;2100;53;0;;20.49;
Q21;2014;210987657;210780714;2400;0.8;0;;;
Q21;2014;210987657;210780714;9999;55.3;0;;20.49;
Q21;2014;210987665;210010070;1000;4.46;;;;
Q21;2014;210987665;210010070;2000;12.23;;;;
Q21;2014;210987665;210010070;2100;10.83;;;;
Q21;2014;210987665;210010070;2400;1.4;;;;
Q21;2014;210987665;210010070;9999;16.69;;;;
Q21;2014;210987673;210010070;1000;0.2;;;;
Q21;2014;210987673;210010070;2000;10.74;;;;
Q21;2014;210987673;210010070;2100;7;;;;
Q21;2014;210987673;210010070;2400;3.74;;;;
Q21;2014;210987673;210010070;9999;10.94;;;;
Q21;2014;210987681;210011482;1000;0.8;;;;
Q21;2014;210987681;210011482;2000;4.55;;;;
Q21;2014;210987681;210011482;2100;4.55;;;;
Q21;2014;210987681;210011482;9999;5.35;;;;
Q21;2014;210987699;210780706;1000;4.1;;0;0;
Q21;2014;210987699;210780706;2000;48.63;;0.84;5.33;
Q21;2014;210987699;210780706;2100;42.79;;0.84;4.48;
Q21;2014;210987699;210780706;2200;5.84;;0;0.85;
Q21;2014;210987699;210780706;9999;52.73;;0.84;5.33;
Q21;2014;210987731;210780417;1000;0.25;0.25;;;
Q21;2014;210987731;210780417;2000;53.72;4.75;;28.16;
Q21;2014;210987731;210780417;2100;53.32;4.75;;28.16;
Q21;2014;210987731;210780417;2200;0.2;;;;
Q21;2014;210987731;210780417;2300;0.2;;;;
Q21;2014;210987731;210780417;9999;53.97;5;;28.16;
Q21;2014;210987939;210780607;2000;1.03;;;;
Q21;2014;210987939;210780607;2500;1.03;;;;
Q21;2014;210987939;210780607;9999;1.03;;;;
Q21;2014;220000012;220000020;2000;217.68;;12.93;68.5;6
Q21;2014;220000012;220000020;2100;215.68;;10.93;68.5;6
Q21;2014;220000012;220000020;2200;2;;2;;
Q21;2014;220000012;220000020;9999;217.68;;12.93;68.5;6
Q21;2014;220000095;220000046;2000;65.4;;;16.94;
Q21;2014;220000095;220000046;2100;62.69;;;16.94;
Q21;2014;220000095;220000046;2400;2.71;;;;
Q21;2014;220000095;220000046;9999;65.4;;;16.94;
Q21;2014;220000111;220000376;2000;1;;;;39
Q21;2014;220000111;220000376;2100;1;;;;39
Q21;2014;220000111;220000376;9999;1;;;;39
Q21;2014;220000194;560014748;2000;3;;;;
Q21;2014;220000194;560014748;2100;3;;;;
Q21;2014;220000194;560014748;9999;3;;;;
Q21;2014;220000210;220000210;2000;30.62;8.54;;1;
Q21;2014;220000210;220000210;2100;11.03;;;;
Q21;2014;220000210;220000210;2200;19.59;8.54;;1;
Q21;2014;220000210;220000210;9999;30.62;8.54;;1;
Q21;2014;220000236;220017974;1000;0.5;;;;
Q21;2014;220000236;220017974;2000;15.69;;;;
Q21;2014;220000236;220017974;2100;0.2;;;;
Q21;2014;220000236;220017974;2200;15.09;;;;
Q21;2014;220000236;220017974;2400;0.4;;;;
Q21;2014;220000236;220017974;9999;16.19;;;;
Q21;2014;220000269;220000640;2000;1;;;;3
Q21;2014;220000269;220000640;2100;1;;;;3
Q21;2014;220000269;220000640;9999;1;;;;3
Q21;2014;220000285;220000673;2000;0.8;;;;66
Q21;2014;220000285;220000673;2100;0.8;;;;66
Q21;2014;220000285;220000673;9999;0.8;;;;66
Q21;2014;220000301;220000673;2000;2.23;;;;79
Q21;2014;220000301;220000673;2100;2.23;;;;79
Q21;2014;220000301;220000673;9999;2.23;;;;79
Q21;2014;220000319;220000681;2000;0.5;;;;5
Q21;2014;220000319;220000681;2200;0.5;;;;5
Q21;2014;220000319;220000681;9999;0.5;;;;5
Q21;2014;220000327;220000699;2000;1.65;;;;15
Q21;2014;220000327;220000699;2200;1.65;;;;15
Q21;2014;220000327;220000699;9999;1.65;;;;15
Q21;2014;220000343;220000079;1000;1;;;;
Q21;2014;220000343;220000079;2000;43.91;;3.3;10;27
Q21;2014;220000343;220000079;2100;39.41;;2.9;10;27
Q21;2014;220000343;220000079;2400;4.3;;0.4;;
Q21;2014;220000343;220000079;2500;0.2;;;;
Q21;2014;220000343;220000079;9999;44.91;;3.3;10;27
Q21;2014;220000368;220000103;1000;1.67;;;;
Q21;2014;220000368;220000103;2000;69.81;;1.34;18.42;
Q21;2014;220000368;220000103;2100;68.8;;1.34;18.42;
Q21;2014;220000368;220000103;2300;0.5;;;;
Q21;2014;220000368;220000103;2500;0.51;;;;
Q21;2014;220000368;220000103;9999;71.48;;1.34;18.42;
Q21;2014;220000467;750043994;2000;5.76;;;;
Q21;2014;220000467;750043994;2400;5.76;;;;
Q21;2014;220000467;750043994;9999;5.76;;;;
Q21;2014;220000475;220020531;2000;4;;;;
Q21;2014;220000475;220020531;2400;4;;;;
Q21;2014;220000475;220020531;9999;4;;;;
Q21;2014;220000483;560014748;2000;3.89;;;1;
Q21;2014;220000483;560014748;2100;0.76;;;;
Q21;2014;220000483;560014748;2400;3.13;;;1;
Q21;2014;220000483;560014748;9999;3.89;;;1;
Q21;2014;220000541;220000152;1000;1.35;;;;
Q21;2014;220000541;220000152;2000;30.47;;2.41;4.88;
Q21;2014;220000541;220000152;2100;23.53;;2.14;4.46;
Q21;2014;220000541;220000152;2300;0.41;;;;
Q21;2014;220000541;220000152;2400;6.53;;0.27;0.42;
Q21;2014;220000541;220000152;9999;31.82;;2.41;4.88;
Q21;2014;220000566;220021968;1000;1.06;;;;
Q21;2014;220000566;220021968;2000;3;;;;
Q21;2014;220000566;220021968;2100;1;;;;
Q21;2014;220000566;220021968;2400;1;;;;
Q21;2014;220000566;220021968;2500;1;;;;
Q21;2014;220000566;220021968;9999;4.06;;;;
Q21;2014;220000574;220000186;1000;1.6;;;;
Q21;2014;220000574;220000186;2000;0.3;;;;7
Q21;2014;220000574;220000186;2100;0.1;;;;5
Q21;2014;220000574;220000186;2400;0.2;;;;2
Q21;2014;220000574;220000186;9999;1.9;;;;7
Q21;2014;220000590;220000202;2000;1.15;;0.45;;
Q21;2014;220000590;220000202;2400;1.15;;0.45;;
Q21;2014;220000590;220000202;9999;1.15;;0.45;;
Q21;2014;220001259;220005045;1000;3.2;;;;
Q21;2014;220001259;220005045;2000;6.91;;;1.34;
Q21;2014;220001259;220005045;2100;4.81;;;1.34;
Q21;2014;220001259;220005045;2400;2.1;;;;
Q21;2014;220001259;220005045;9999;10.11;;;1.34;
Q21;2014;220005599;220017842;2000;1;;;;37
Q21;2014;220005599;220017842;2100;1;;;;37
Q21;2014;220005599;220017842;9999;1;;;;37
Q21;2014;220006423;220000152;2000;0.37;;;;
Q21;2014;220006423;220000152;2500;0.37;;;;
Q21;2014;220006423;220000152;9999;0.37;;;;
Q21;2014;220012751;220017974;2000;3.95;;;;
Q21;2014;220012751;220017974;2200;3.95;;;;
Q21;2014;220012751;220017974;9999;3.95;;;;
Q21;2014;220012884;220000103;2000;7.77;;;;
Q21;2014;220012884;220000103;2400;7.77;;;;
Q21;2014;220012884;220000103;9999;7.77;;;;
Q21;2014;220013106;350000626;2000;0.05;;;;
Q21;2014;220013106;350000626;2100;0.05;;;;
Q21;2014;220013106;350000626;9999;0.05;;;;
Q21;2014;220013122;350000626;2000;0.05;;;;
Q21;2014;220013122;350000626;2100;0.05;;;;
Q21;2014;220013122;350000626;9999;0.05;;;;
Q21;2014;220013130;350000626;2000;0.05;;;;
Q21;2014;220013130;350000626;2100;0.05;;;;
Q21;2014;220013130;350000626;9999;0.05;;;;
Q21;2014;220013155;350000626;2000;0.05;;;;
Q21;2014;220013155;350000626;2100;0.05;;;;
Q21;2014;220013155;350000626;9999;0.05;;;;
Q21;2014;220014138;220017974;2000;0.4;;;;
Q21;2014;220014138;220017974;2500;0.4;;;;
Q21;2014;220014138;220017974;9999;0.4;;;;
Q21;2014;220014708;220017974;2000;0.6;;;;
Q21;2014;220014708;220017974;2400;0.6;;;;
Q21;2014;220014708;220017974;9999;0.6;;;;
Q21;2014;220016778;350000626;2000;0.1;;;;
Q21;2014;220016778;350000626;2100;0.1;;;;
Q21;2014;220016778;350000626;9999;0.1;;;;
Q21;2014;220018899;350000626;2000;0.1;;;;
Q21;2014;220018899;350000626;2100;0.1;;;;
Q21;2014;220018899;350000626;9999;0.1;;;;
Q21;2014;220019061;220000020;2000;1.84;0;0;1;0
Q21;2014;220019061;220000020;2400;1.84;0;0;1;0
Q21;2014;220019061;220000020;9999;1.84;0;0;1;0
Q21;2014;220019558;350000626;2000;0.55;;;;
Q21;2014;220019558;350000626;2100;0.55;;;;
Q21;2014;220019558;350000626;9999;0.55;;;;
Q21;2014;220019616;220019608;2000;1.1;;;;
Q21;2014;220019616;220019608;2300;1.1;;;;
Q21;2014;220019616;220019608;9999;1.1;;;;
Q21;2014;220019848;350000626;2000;0.05;;;;
Q21;2014;220019848;350000626;2100;0.05;;;;
Q21;2014;220019848;350000626;9999;0.05;;;;
Q21;2014;220020101;220000020;2000;0.1;0;0;;0
Q21;2014;220020101;220000020;2100;0.1;0;0;;0
Q21;2014;220020101;220000020;9999;0.1;0;0;;0
Q21;2014;220020119;220000020;2000;0.05;;;;
Q21;2014;220020119;220000020;2100;0.05;;;;
Q21;2014;220020119;220000020;9999;0.05;;;;
Q21;2014;220020341;350000626;2000;0.7;;;;
Q21;2014;220020341;350000626;2300;0.7;;;;
Q21;2014;220020341;350000626;9999;0.7;;;;
Q21;2014;220020507;350000626;2000;0.85;;;;
Q21;2014;220020507;350000626;2100;0.85;;;;
Q21;2014;220020507;350000626;9999;0.85;;;;
Q21;2014;220020697;220020895;2000;0;;;;4
Q21;2014;220020697;220020895;2100;0;;;;4
Q21;2014;220020697;220020895;9999;0;;;;4
Q21;2014;220022149;220000020;2000;0.1;;;;
Q21;2014;220022149;220000020;2100;0.1;;;;
Q21;2014;220022149;220000020;9999;0.1;;;;
Q21;2014;230000259;230780041;2000;1;0;0;0;
Q21;2014;230000259;230780041;2500;1;0;0;0;
Q21;2014;230000259;230780041;9999;1;0;0;0;
Q21;2014;230000820;230780041;1000;0.9;0.5;0;0;
Q21;2014;230000820;230780041;2000;72.28;0.5;0;22.14;
Q21;2014;230000820;230780041;2100;69.63;0.5;0;21.48;
Q21;2014;230000820;230780041;2400;2.65;0;0;0.66;
Q21;2014;230000820;230780041;9999;73.18;1;0;22.14;
Q21;2014;230000838;230780058;2000;1.4;;;;
Q21;2014;230000838;230780058;2400;1;;;;
Q21;2014;230000838;230780058;2500;0.4;;;;
Q21;2014;230000838;230780058;9999;1.4;;;;
Q21;2014;230000846;230780066;1000;1;;1;;
Q21;2014;230000846;230780066;2000;5.4;;;0.16;
Q21;2014;230000846;230780066;2100;3.5;;;0.16;
Q21;2014;230000846;230780066;2400;1.5;;;;
Q21;2014;230000846;230780066;2500;0.4;;;;
Q21;2014;230000846;230780066;9999;6.4;;1;0.16;
Q21;2014;230000853;230780074;1000;1;;;;
Q21;2014;230000853;230780074;2000;18.27;;;1.33;
Q21;2014;230000853;230780074;2200;18.27;;;1.33;
Q21;2014;230000853;230780074;9999;19.27;;;1.33;
Q21;2014;230000952;230780512;2000;2.5;;;;
Q21;2014;230000952;230780512;2400;1.87;;;;
Q21;2014;230000952;230780512;2500;0.63;;;;
Q21;2014;230000952;230780512;9999;2.5;;;;
Q21;2014;230000960;230780520;1000;0.94;;;;
Q21;2014;230000960;230780520;2000;3.54;;;;
Q21;2014;230000960;230780520;2400;1.64;;;;
Q21;2014;230000960;230780520;2500;1.9;;;;
Q21;2014;230000960;230780520;9999;4.48;;;;
Q21;2014;230004657;230780058;2000;11.59;;;;
Q21;2014;230004657;230780058;2100;11.59;;;;
Q21;2014;230004657;230780058;9999;11.59;;;;
Q21;2014;230780082;750005068;2000;14.99;;;2.13;0
Q21;2014;230780082;750005068;2100;6.58;;;1.13;0
Q21;2014;230780082;750005068;2400;8.41;;;1;0
Q21;2014;230780082;750005068;9999;14.99;;;2.13;0
Q21;2014;230780157;230000861;2000;;;;;27
Q21;2014;230780157;230000861;2100;;;;;27
Q21;2014;230780157;230000861;9999;;;;;27
Q21;2014;230780181;230000879;2000;0.71;;;;4
Q21;2014;230780181;230000879;2200;0.71;;;;4
Q21;2014;230780181;230000879;9999;0.71;;;;4
Q21;2014;230782617;750000218;2000;6.97;;0.52;1;
Q21;2014;230782617;750000218;2300;0.6;;;;
Q21;2014;230782617;750000218;2400;6.37;;0.52;1;
Q21;2014;230782617;750000218;9999;6.97;;0.52;1;
Q21;2014;240000091;240000034;1000;0.2;;;;
Q21;2014;240000091;240000034;2000;4.93;;;;
Q21;2014;240000091;240000034;2400;4.93;;;;
Q21;2014;240000091;240000034;9999;5.13;;;;
Q21;2014;240000174;240000042;2000;2.17;;;;
Q21;2014;240000174;240000042;2100;0.96;;;;
Q21;2014;240000174;240000042;2400;1.21;;;;
Q21;2014;240000174;240000042;9999;2.17;;;;
Q21;2014;240000190;240000596;2000;7.2;;;;47
Q21;2014;240000190;240000596;2100;7.2;;;;47
Q21;2014;240000190;240000596;9999;7.2;;;;47
Q21;2014;240000208;240000612;1000;1.34;;;;
Q21;2014;240000208;240000612;2000;;;;;19
Q21;2014;240000208;240000612;2100;;;;;19
Q21;2014;240000208;240000612;9999;1.34;;;;19
Q21;2014;240000216;240000620;2000;;;;;26
Q21;2014;240000216;240000620;2100;;;;;26
Q21;2014;240000216;240000620;9999;;;;;26
Q21;2014;240000273;750043994;2000;2.6;;;;
Q21;2014;240000273;750043994;2400;2.6;;;;
Q21;2014;240000273;750043994;9999;2.6;;;;
Q21;2014;240000307;330056540;2000;4.16;;;;0
Q21;2014;240000307;330056540;2400;4.16;;;;0
Q21;2014;240000307;330056540;9999;4.16;;;;0
Q21;2014;240000372;240000059;1000;1.9;;;;
Q21;2014;240000372;240000059;2000;50.53;;;15.87;
Q21;2014;240000372;240000059;2100;49.44;;;15.87;
Q21;2014;240000372;240000059;2500;1.09;;;;
Q21;2014;240000372;240000059;9999;52.43;;;15.87;
Q21;2014;240000414;240000067;1000;0.1;;;;
Q21;2014;240000414;240000067;2000;1.6;;;;1
Q21;2014;240000414;240000067;2100;1.05;;;;
Q21;2014;240000414;240000067;2400;0.55;;;;1
Q21;2014;240000414;240000067;9999;1.7;;;;1
Q21;2014;240000455;240000075;2000;2.49;;;;3
Q21;2014;240000455;240000075;2100;0.5;;;;1
Q21;2014;240000455;240000075;2400;1.99;;;;2
Q21;2014;240000455;240000075;9999;2.49;;;;3
Q21;2014;240000463;240000083;2000;28.5;;;4;
Q21;2014;240000463;240000083;2100;0.11;;;;
Q21;2014;240000463;240000083;2200;27.39;;;4;
Q21;2014;240000463;240000083;2400;1;;;;
Q21;2014;240000463;240000083;9999;28.5;;;4;
Q21;2014;240000471;240000109;2000;2;;;;6
Q21;2014;240000471;240000109;2100;0.1;;;;1
Q21;2014;240000471;240000109;2400;1.2;;;;
Q21;2014;240000471;240000109;2500;0.7;;;;5
Q21;2014;240000471;240000109;9999;2;;;;6
Q21;2014;240000489;240000117;2000;130.31;;2.25;58.74;
Q21;2014;240000489;240000117;2100;130.31;;2.25;58.74;
Q21;2014;240000489;240000117;9999;130.31;;2.25;58.74;
Q21;2014;240000505;240000133;2000;1.42;1.42;;;0
Q21;2014;240000505;240000133;2100;0.71;0.71;;;0
Q21;2014;240000505;240000133;2400;0.71;0.71;;;0
Q21;2014;240000505;240000133;9999;1.42;1.42;;;0
Q21;2014;240000513;240000141;1000;1.13;;;;
Q21;2014;240000513;240000141;2000;1.55;;;;
Q21;2014;240000513;240000141;2100;0.61;;;;
Q21;2014;240000513;240000141;2400;0.94;;;;
Q21;2014;240000513;240000141;9999;2.68;;;;
Q21;2014;240000521;240000158;2000;0;;;;4
Q21;2014;240000521;240000158;2100;0;;;;2
Q21;2014;240000521;240000158;2400;0;;;;2
Q21;2014;240000521;240000158;9999;0;;;;4
Q21;2014;240000539;240000166;2000;3.3;;0.76;;
Q21;2014;240000539;240000166;2400;2.9;;0.59;;
Q21;2014;240000539;240000166;2500;0.4;;0.17;;
Q21;2014;240000539;240000166;9999;3.3;;0.76;;
Q21;2014;240000646;240000265;2000;7.87;;;;
Q21;2014;240000646;240000265;2200;7.87;;;;
Q21;2014;240000646;240000265;9999;7.87;;;;
Q21;2014;240000661;240000281;2000;0.8;;;;
Q21;2014;240000661;240000281;2400;0.8;;;;
Q21;2014;240000661;240000281;9999;0.8;;;;
Q21;2014;240000687;240000448;1000;1.18;;;;
Q21;2014;240000687;240000448;2000;29.35;;;4.16;
Q21;2014;240000687;240000448;2100;24.28;;;3.16;
Q21;2014;240000687;240000448;2200;2.33;;;;
Q21;2014;240000687;240000448;2300;0.33;;;;
Q21;2014;240000687;240000448;2400;1.97;;;1;
Q21;2014;240000687;240000448;2500;0.44;;;;
Q21;2014;240000687;240000448;9999;30.53;;;4.16;
Q21;2014;240002402;240003251;1000;0.1;;;;
Q21;2014;240002402;240003251;2000;8.22;;;;
Q21;2014;240002402;240003251;2400;8.22;;;;
Q21;2014;240002402;240003251;9999;8.32;;;;
Q21;2014;240003293;240013417;2000;;;;;3
Q21;2014;240003293;240013417;2100;;;;;3
Q21;2014;240003293;240013417;9999;;;;;3
Q21;2014;240003301;240013417;2000;;;;;3
Q21;2014;240003301;240013417;2100;;;;;3
Q21;2014;240003301;240013417;9999;;;;;3
Q21;2014;240003392;240000117;2000;16.1;;;3.82;
Q21;2014;240003392;240000117;2200;16.1;;;3.82;
Q21;2014;240003392;240000117;9999;16.1;;;3.82;
Q21;2014;240006734;240000596;2000;;;;;3
Q21;2014;240006734;240000596;2100;;;;;3
Q21;2014;240006734;240000596;9999;;;;;3
Q21;2014;240008318;240002428;2000;1.1;;;;
Q21;2014;240008318;240002428;2400;1.1;;;;
Q21;2014;240008318;240002428;9999;1.1;;;;
Q21;2014;240011668;240000612;2000;1.18;;;;
Q21;2014;240011668;240000612;2300;1.18;;;;
Q21;2014;240011668;240000612;9999;1.18;;;;
Q21;2014;240013219;240013417;2000;;;;;3
Q21;2014;240013219;240013417;2100;;;;;3
Q21;2014;240013219;240013417;9999;;;;;3
Q21;2014;240013466;240013417;2000;;;;;3
Q21;2014;240013466;240013417;2100;;;;;3
Q21;2014;240013466;240013417;9999;;;;;3
Q21;2014;250000023;250000015;1000;3.58;0.5;;;
Q21;2014;250000023;250000015;2000;17.16;4.5;;8.57;
Q21;2014;250000023;250000015;2100;17.03;4.5;;8.57;
Q21;2014;250000023;250000015;2200;0.13;;;;
Q21;2014;250000023;250000015;9999;20.74;5;;8.57;
Q21;2014;250000114;900000365;1000;4;;;;
Q21;2014;250000114;900000365;2000;110.81;;4.45;30.8;34
Q21;2014;250000114;900000365;2100;110.81;;4.45;30.8;34
Q21;2014;250000114;900000365;9999;114.81;;4.45;30.8;34
Q21;2014;250000270;250000643;1000;3.18;;;;
Q21;2014;250000270;250000643;2000;3.37;;;;95
Q21;2014;250000270;250000643;2100;;;;;95
