BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO;SEJ0_NEO;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;JOU_OBS;JOU_NEO;JOU_SIN;JOU_REA;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMUDC;ACCMU;ACCUNDC;ENFTR;TRANS3;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2014;240000489;240000117;NIV2;;34;12;3;0;6;2296;242;285;14;108;8;0;0;9810;2757;906;0;1682;8763;310;2337;9;1639;0;43;3;2;;1725;10555;2478;3003;15;0;1;473;591;215;41;0;15;0;0
PERINAT;2014;240000687;240000448;NIV1;;15;;;;2;489;54;0;0;0;0;0;0;1922;0;0;0;342;1673;97;607;0;340;1;2;4;3;;346;7082;1772;;8;0;1;158;153;112;4;;1;0;0
PERINAT;2014;250000114;900000365;NIV2;;22;4;;;4;2093;239;208;10;0;0;0;0;8174;1039;0;0;1515;7183;227;1517;0;1497;0;18;4;4;;1533;3877;5781;;13;0;1;443;454;200;24;1;0;0;0
PERINAT;2014;250000700;250000452;NIV2;;22;6;0;0;4;1489;104;277;26;0;0;0;0;6124;1678;0;0;1192;5557;211;1401;1;1182;0;10;2;12;;1211;5170;3392;54;21;0;1;234;265;197;3;4;18;0;0
PERINAT;2014;250006954;250000015;NIV3;;56;33;11;10;6;3459;276;1020;12;198;5;329;40;16454;11449;3766;3072;2591;13783;362;3288;55;2517;4;74;33;3;3;2669;5193;8658;903;43;250;1;597;616;245;126;6;21;1;408
PERINAT;2014;250011723;250017126;NIV1;;19;;;;3;497;85;0;0;0;0;0;0;1732;0;0;0;352;1582;43;290;0;350;0;2;1;12;;354;;;;6;0;1;63;73;16;0;0;0;0;0
PERINAT;2014;250011848;250017803;NIV2;;32;6;;;6;2285;224;443;21;0;0;0;0;9558;1857;0;0;1845;9063;339;2231;0;1821;0;24;7;14;;1880;;;;22;1;0;0;;0;0;;4;1;158
PERINAT;2014;260000013;260000021;NIV2;;44;18;3;;4;3215;182;630;8;157;15;0;0;13291;5752;1265;0;2378;11164;520;3625;4;2331;2;47;22;36;67;2438;13714;10594;852;73;251;1;589;615;410;78;2;10;0;0
PERINAT;2014;260000120;260016910;NIV2;;25;6;;;3;1643;163;198;20;0;0;0;0;6114;1401;0;0;1262;5485;242;1546;1;1244;1;18;4;13;;1282;3530;3605;131;85;0;1;303;330;57;34;4;1;0;0
PERINAT;2014;260000138;260000047;NIV2;;33;6;0;0;6;2498;367;183;11;0;0;0;0;9210;1320;0;0;1752;7971;290;1810;0;1725;1;27;5;6;;1779;10482;10873;67;71;3;1;371;334;166;18;2;27;0;0
PERINAT;2014;260000146;260000054;CPPR;;0;;;;;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;100;76;22;3;;0;0;0
PERINAT;2014;260000286;260000104;NIV1;;4;;;;1;154;11;0;0;0;0;0;0;599;0;0;0;120;542;15;98;0;120;0;0;0;3;;120;;;;4;0;1;34;34;15;0;;0;0;0
PERINAT;2014;270000045;270000060;NIV1;;14;;;;2;700;113;0;0;0;0;0;0;2318;0;0;0;474;2094;134;671;1;474;0;0;3;16;;475;7039;34517;;8;0;1;132;114;19;6;;0;0;0
PERINAT;2014;270000359;270023724;NIV2;;34;10;2;0;5;3136;674;429;34;86;34;0;0;10555;2450;490;0;2041;9564;384;2392;0;2005;0;36;16;5;17;2095;6257;6990;45;21;0;1;611;565;430;32;15;23;0;0
PERINAT;2014;270000367;270000086;NIV1;;13;;;;1;682;56;0;0;0;0;0;0;2472;0;0;0;528;2267;89;512;3;524;0;4;3;3;;533;4504;3063;;7;0;1;153;189;110;3;8;2;0;0
PERINAT;2014;270000391;760024042;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;2467;377;;;0;;;;;;;0;
PERINAT;2014;270000425;270000102;CPPR;;;;;;;3;3;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;2;0;0;0;0;;2;1860;2472;35;0;0;0;0;;0;0;;0;0;0
PERINAT;2014;270000441;270000110;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;946;44;;;;0;;;;;;;0;
PERINAT;2014;270000458;270023724;NIV1;;14;;;;4;1259;354;0;0;0;0;0;0;3660;0;0;0;726;3169;129;765;0;723;0;3;2;4;;729;11403;3392;36;15;0;1;304;283;204;17;;7;0;0
PERINAT;2014;280000084;280000183;NIV2;;28;10;;;4;2433;312;354;21;0;0;0;0;8996;2225;0;0;1698;7945;426;2488;0;1678;0;20;6;17;;1718;14856;11898;218;36;1;1;351;365;242;32;;11;1;179
PERINAT;2014;280000662;280500075;NIV1;;15;;;;2;583;59;0;0;0;0;0;0;1984;0;0;0;447;1814;84;455;0;444;0;3;1;1;;450;;;;18;0;1;90;111;54;2;;2;0;0
PERINAT;2014;280502998;280000589;CPPR;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3741;1852;;0;0;0;0;;0;0;;0;0;0
PERINAT;2014;280504267;280000134;NIV2;;45;18;6;;5;3349;309;540;23;124;17;0;0;12974;4122;1138;0;2632;11723;413;2857;6;2576;4;56;20;10;;2688;11678;4375;165;132;0;1;445;445;296;63;4;18;0;0
PERINAT;2014;280505777;280001199;;;0;;;;;27;24;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;43;54;24;2;;0;0;0
PERINAT;2014;290000025;290020700;NIV2;INT;46;15;3;;7;3618;429;426;26;155;26;0;0;12973;3812;529;0;2626;11517;471;2725;1;2592;0;34;19;13;;2665;9890;7043;157;64;70;1;609;672;284;34;1;19;1;0
PERINAT;2014;290000033;290021542;NIV2;;24;4;;;5;895;49;132;24;0;0;0;0;4020;902;0;0;649;3473;126;882;1;642;1;7;5;3;;657;2726;8294;251;8;0;1;173;147;93;10;;7;0;0
PERINAT;2014;290000058;290000017;NIV3;EXT;55;24;6;6;5;2562;205;614;12;164;6;152;5;12778;6196;1608;1609;1865;10410;446;3788;27;1804;2;61;31;0;;1921;16811;11362;116;27;0;1;497;548;223;61;;18;1;178
PERINAT;2014;290000066;290020700;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1247;704;19;;;0;;;;;;;0;
PERINAT;2014;290000140;290000447;NIV1;;0;;;;0;556;84;0;0;0;0;0;0;2215;0;0;0;409;2026;72;466;0;406;0;3;0;4;;412;;;;4;0;1;115;136;63;4;;5;1;581
PERINAT;2014;290000173;290000041;NIV1;;18;;;;1;814;81;0;0;0;0;0;0;3032;0;0;0;627;2759;102;594;0;627;0;0;2;6;;632;2066;4304;289;8;0;1;105;143;62;6;;2;0;0
PERINAT;2014;290000181;290000074;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1694;1775;58;0;0;0;0;;0;0;;0;0;0
PERINAT;2014;290000207;290000520;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;5;10;0;1;;0;0;0
PERINAT;2014;290000256;290000017;NIV1;;12;;;;2;393;31;0;0;0;0;0;0;1607;0;0;0;280;1388;73;516;0;280;0;0;0;0;;280;5397;2720;;10;0;1;78;62;59;1;0;0;0;0
PERINAT;2014;290000785;220020739;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4927;1081;48;;;0;0;;0;0;;0;0;
PERINAT;2014;290000934;290000306;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;
PERINAT;2014;290019777;290022508;NIV2;;45;6;;;9;2868;209;186;34;0;0;0;0;12022;848;0;0;2290;11029;379;2578;0;2255;1;35;14;12;;2332;;;;26;0;1;217;193;158;11;;10;0;0
PERINAT;2014;2A0000022;2A0000014;NIV2;;19;6;6;;3;1581;108;167;4;167;4;0;0;6334;1091;1091;0;1016;4946;232;1525;4;1006;1;10;7;2;;1031;;1871;7;13;0;1;409;428;222;19;8;4;0;0
PERINAT;2014;2A0000154;2A0000204;NIV1;;8;;;;2;369;32;0;0;0;0;0;0;1382;0;0;0;263;1215;59;371;0;263;0;0;0;2;;263;;;;2;0;1;3;;0;0;;0;0;0
PERINAT;2014;2B0000012;2B0000020;NIV2;;24;7;2;0;3;1520;99;163;11;47;11;0;0;6769;1483;424;0;1126;6019;258;1821;11;1105;1;21;11;2;;1154;;;;13;0;1;510;464;370;6;;13;0;0
PERINAT;2014;2B0000145;2B0000053;NIV1;;16;;;;2;699;78;0;0;0;0;0;0;2948;0;0;0;526;2641;174;995;0;518;1;8;5;6;;534;;;;7;0;1;161;188;135;6;0;5;0;0
PERINAT;2014;300000023;300780046;NIV2;;30;6;0;0;3;1818;103;186;12;0;0;0;0;6868;1171;0;0;1368;5912;319;1713;0;1358;0;10;8;9;;1382;7554;6791;62;18;0;1;480;486;275;24;0;0;0;0
PERINAT;2014;300000031;300780053;NIV2;;21;6;;;3;1355;147;295;13;0;0;0;0;5350;1149;0;0;970;4636;116;835;2;952;0;18;5;8;;988;4800;3475;;13;0;1;200;183;79;16;;1;0;0
PERINAT;2014;300780137;920028396;;;;;;;;23;18;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;61;56;34;12;;0;0;0
PERINAT;2014;300780228;300000155;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;42;66;0;0;40;0;0;0
PERINAT;2014;300781465;300000726;NIV2;;24;6;;;3;1361;122;68;4;0;0;0;0;5170;416;0;0;1056;4639;218;1209;1;1047;0;9;3;5;;1065;;;;5;0;1;265;237;197;2;;2;0;0
PERINAT;2014;300782117;300780038;NIV3;INT;37;24;9;6;5;3577;605;493;3;106;0;269;5;15973;5976;1112;3644;2255;12116;652;5214;26;2195;2;60;39;4;;2334;9951;8046;102;40;5;1;506;559;192;76;2;95;1;416
PERINAT;2014;300788502;300788486;NIV1;;35;;;;4;1942;147;0;0;0;0;0;0;7985;0;0;0;1645;7650;348;2218;1;1633;0;12;2;0;;1657;;;;9;0;1;385;368;299;2;;4;0;0
PERINAT;2014;310009279;310780671;NIV1;;14;;;;2;821;90;0;0;0;0;0;0;3287;0;0;0;509;2613;86;606;0;503;0;6;1;5;;516;4415;3525;;7;0;1;73;126;36;5;;0;0;0
PERINAT;2014;310016977;310781406;NIV3;;109;47;24;14;7;7493;1307;1078;41;745;32;488;11;34539;16096;9043;4511;4518;26245;993;9394;162;4355;7;163;87;3;3;4778;11128;14464;229;51;0;1;845;886;261;109;399;121;1;634
PERINAT;2014;310780101;310000039;NIV1;;20;;;;5;1099;127;0;0;0;0;0;0;4578;0;0;0;804;3769;229;1468;1;795;2;9;8;1;;814;;;;28;0;1;309;292;209;5;;7;1;730
PERINAT;2014;310780135;310000054;NIV2;;47;9;;;12;4699;272;514;37;0;0;0;0;19070;2616;0;0;4019;17240;650;4177;22;3965;3;54;23;42;;4079;;;;90;0;1;552;668;366;19;;24;0;0
PERINAT;2014;310780283;310000112;NIV1;;35;;;;2;1254;76;0;0;0;0;0;0;4686;0;0;0;992;4057;188;1041;1;983;0;9;5;9;;1003;;;;8;0;1;32;37;15;3;;2;0;0
PERINAT;2014;310780309;310000120;;;;;;;;26;24;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;94;169;36;5;;0;0;0
PERINAT;2014;310780382;310000179;NIV2;;69;12;3;;;4414;224;414;7;107;6;0;0;20275;3460;352;0;3736;17751;748;5351;26;3692;0;44;31;17;;3780;;;;48;0;1;561;653;335;5;;21;0;0
PERINAT;2014;310781000;310788880;;;0;;;;;8;2;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;20;17;1;0;;0;0;0
PERINAT;2014;310781067;310788898;NIV1;;39;;;;5;2824;198;0;0;0;0;0;0;11060;0;0;0;2332;10412;306;1841;2;2315;0;17;10;25;;2349;7852;18845;42;83;0;1;1146;1117;483;155;;3;0;0
PERINAT;2014;310781505;310000492;NIV1;;20;;;;3;802;56;0;0;0;0;0;0;3282;0;0;0;617;2936;148;908;0;613;0;4;10;0;;621;;;;11;0;1;283;248;176;6;;9;0;0
PERINAT;2014;320000086;320780117;NIV2;;17;4;0;0;5;1332;136;103;13;0;0;0;0;5444;961;0;0;975;4852;180;1354;1;958;1;17;5;10;;996;6381;4273;;33;0;1;207;249;90;17;;0;0;0
PERINAT;2014;320780067;320000052;;;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;59;46;29;1;;2;0;0
PERINAT;2014;330000340;330780552;NIV1;;41;;;;6;2931;239;0;0;0;0;0;0;10897;0;0;0;2398;10244;400;2376;0;2378;3;20;32;11;;2427;14753;5472;1150;56;8;1;403;432;37;31;;72;0;0
PERINAT;2014;330000555;330781204;NIV1;;22;;;;3;1332;150;0;0;0;0;0;0;4852;0;0;0;1010;4448;188;1035;0;1000;0;10;2;6;;1020;4308;4203;;15;0;1;421;391;229;36;;38;0;0
PERINAT;2014;330000571;330781220;NIV1;;15;;;;2;596;66;0;0;0;0;0;0;1941;0;0;0;444;1795;96;500;0;440;0;4;1;8;;448;4160;1153;1410;39;0;1;177;129;61;5;0;3;0;0
PERINAT;2014;330000589;330027509;NIV1;;18;;;;4;1072;92;0;0;0;0;0;0;3571;0;0;0;743;3062;141;744;0;736;0;7;3;6;;757;3247;2747;211;51;61;1;271;286;154;24;2;0;1;2
PERINAT;2014;330000597;330027509;CPPR;;;;;;;;;0;0;0;0;0;0;;0;0;0;;;;;;;;;;;;;29;419;32;;;1;0;7;0;0;;0;0;
PERINAT;2014;330000605;330781253;NIV2;EXT;32;12;3;0;5;2140;160;277;15;145;28;0;0;8626;3374;936;0;1613;7528;358;2336;7;1578;0;35;5;4;32;1648;12149;4325;605;119;0;1;457;520;134;33;3;12;0;0
PERINAT;2014;330780263;330000134;NIV1;;31;;;;6;2020;308;0;0;0;0;0;0;6869;0;0;0;1415;6161;234;1308;0;1410;0;5;3;5;;1422;;;;29;0;1;187;83;0;0;;12;0;0
PERINAT;2014;330780479;330000274;NIV2;;50;6;;;7;3689;455;284;20;0;0;0;0;13925;1829;0;0;2728;12243;640;3933;42;2677;1;51;17;7;;2791;;;;62;0;1;117;107;95;0;;40;0;0
PERINAT;2014;330780495;330796392;NIV1;;11;;;;2;458;44;0;0;0;0;0;0;1688;0;0;0;315;1397;60;361;0;310;0;5;0;11;0;320;7842;632;;5;0;1;153;131;85;11;;0;0;0
PERINAT;2014;330780503;330000308;NIV1;EXT;31;;;;4;602;57;0;0;0;0;0;0;2332;0;0;0;475;2178;86;533;0;474;0;1;0;2;;477;;;;3;0;1;9;0;1;0;;0;0;0
PERINAT;2014;330780537;330000324;NIV1;;13;;;;2;538;66;0;0;0;0;0;0;1929;0;0;0;357;1690;76;482;0;355;0;2;0;0;0;362;;234;;4;0;1;109;144;22;5;0;6;0;0
PERINAT;2014;330781360;330781196;NIV3;EXT;72;58;37;18;13;7920;1394;1232;86;801;123;562;127;35857;16946;11185;4643;5283;30073;1003;8603;45;5106;9;177;97;10;0;5512;;;;166;0;1;1564;1465;437;354;41;129;1;556
PERINAT;2014;330782582;330000928;NIV1;;25;;;;4;1482;300;0;0;0;0;0;0;4783;0;0;0;989;4227;238;1218;0;979;0;10;3;1;;1000;;;;17;0;1;185;167;0;6;;2;1;877
PERINAT;2014;340000033;340780055;NIV2;;26;6;;;3;2014;225;477;49;0;0;0;0;7445;3202;0;0;1414;6321;225;1507;9;1384;2;30;6;12;;1456;;;;43;0;1;782;743;439;68;3;23;0;0
PERINAT;2014;340000223;340011295;NIV2;;19;6;;;3;1268;121;218;24;0;0;0;0;5038;1041;0;0;814;4156;131;856;1;799;0;15;6;8;;834;11101;1692;2985;7;0;1;407;388;208;14;;13;0;0
PERINAT;2014;340009885;340009877;NIV1;;32;;;;4;2038;214;0;0;0;0;0;0;7156;0;0;0;1483;5996;275;1472;1;1470;1;13;13;12;;1500;;795;;20;0;1;165;163;77;7;11;25;0;0
PERINAT;2014;340780436;340011295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2917;602;152;;;0;;;;;;;0;
PERINAT;2014;340780675;340000298;NIV2;;39;6;0;0;7;3070;436;390;14;0;0;0;0;11351;1565;0;0;2345;10683;462;2730;12;2315;0;30;9;12;;2375;;;;42;0;1;750;800;478;25;0;8;0;0
PERINAT;2014;340780683;340000306;NIV2;;71;6;;;7;3957;397;349;32;0;0;0;0;16352;1767;0;0;3143;15226;554;3373;32;3098;1;45;6;18;;3194;;;;21;0;1;804;870;452;23;;4;1;936
PERINAT;2014;340780717;340008150;NIV1;;10;;;;2;374;54;0;0;0;0;0;0;1272;0;0;0;258;1150;39;241;0;255;0;3;0;2;;261;;;;7;0;1;80;119;51;0;;0;0;0
PERINAT;2014;340780741;340000348;NIV1;;25;;;;2;590;40;0;0;0;0;0;0;2195;0;0;0;408;1740;84;504;0;402;1;6;6;3;;414;;;;16;0;1;212;195;131;23;0;4;0;0
PERINAT;2014;340796663;340780477;NIV3;EXT;73;38;18;14;6;4976;671;924;19;586;37;416;11;23293;12666;5928;4994;3607;19659;819;6508;28;3490;8;117;79;8;;3780;;;519;74;0;1;1384;1305;579;31;13;94;1;676
PERINAT;2014;350000121;350000303;NIV2;;48;9;;;5;2994;222;577;134;0;0;0;0;12890;2561;0;0;2370;11660;496;3251;10;2343;1;27;16;15;;2407;;;;46;0;1;64;56;0;4;;14;0;0
PERINAT;2014;350000139;350001137;NIV2;;57;9;;;8;3932;269;479;11;0;0;0;0;17356;3294;0;0;3237;15787;545;3768;2;3169;2;68;36;19;;3242;3596;12477;455;154;0;1;3;2;0;1;;100;1;839
PERINAT;2014;350000147;350000022;NIV2;;24;6;;;4;1866;187;142;9;0;0;0;0;7681;1154;0;0;1374;6857;266;1823;0;1362;0;12;6;3;0;1389;7319;4272;170;14;0;1;373;364;293;8;0;0;0;0
PERINAT;2014;350000154;350000030;NIV2;EXT;18;4;;;4;1211;109;230;2;0;0;0;0;5084;1282;0;0;919;4398;139;855;0;906;0;13;1;5;;934;7893;5519;203;8;0;1;55;85;41;0;0;5;0;0
PERINAT;2014;350000162;350000048;NIV1;;17;0;0;0;2;804;101;0;0;0;0;0;0;3045;0;0;0;596;2819;62;419;0;591;0;5;5;4;;601;5503;1894;;12;0;1;84;115;40;5;;2;0;0
PERINAT;2014;350000188;350000055;NIV1;;19;;;;2;1094;92;0;0;0;0;0;0;4831;0;0;0;838;4337;200;1298;1;830;0;8;5;11;;850;10662;2087;124;2;1;1;68;25;35;3;;2;0;0
PERINAT;2014;350007084;350005179;NIV3;EXT;86;39;21;12;15;5186;325;731;15;375;12;246;9;25323;13703;7783;3986;3918;21966;771;6923;1;3806;5;112;42;3;;4062;13055;9830;201;277;4;1;1944;2017;585;141;26;23;1;417
PERINAT;2014;360000038;360000046;CPPR;;;;;;;7;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1826;1412;7;0;0;1;38;24;38;0;;0;0;0
PERINAT;2014;360000129;360000269;;;0;;;;;7;2;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;3;24;3;0;;1;0;0
PERINAT;2014;360000137;360000053;NIV2;;38;6;;;;2004;138;307;40;0;0;0;0;8765;1650;0;0;1477;7570;277;2037;2;1450;3;27;5;15;;1513;16905;8605;25510;9;0;1;416;390;334;16;;19;0;0
PERINAT;2014;360000160;360000079;NIV1;;13;;;;1;435;51;0;0;0;0;0;0;1583;0;0;0;338;1489;58;332;0;338;0;0;2;2;;340;2064;3086;;4;0;1;54;64;53;4;;3;0;0
PERINAT;2014;370000499;370000481;NIV3;EXT;;24;12;9;;0;0;248;1;191;1;246;6;0;7203;3878;3160;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;0;0;;0;0;;0;0;0
PERINAT;2014;370000531;370000606;NIV1;;12;0;0;0;3;753;110;0;0;0;0;0;0;2674;0;0;0;560;2422;83;447;0;560;0;0;1;7;0;565;4802;3435;133;15;0;1;78;85;41;1;0;0;0;0
PERINAT;2014;370000861;370000481;NIV3;;70;8;;1;7;4963;596;470;29;0;0;195;23;22537;1973;0;396;3674;19093;679;5414;38;3592;5;82;43;149;;3768;;;;318;431;1;1080;1123;205;133;;32;1;591
PERINAT;2014;370000879;370000564;CPPR;;0;;;;;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2281;2648;1058;0;0;1;50;45;20;0;;0;0;0
PERINAT;2014;370007569;370007528;NIV2;;56;6;;;6;3549;301;161;1;0;0;0;0;14609;1185;0;0;2724;12661;547;3339;2;2692;1;32;18;27;;2761;;;;20;0;0;0;;0;0;0;30;1;235
PERINAT;2014;380000026;380780031;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;821;1352;97;;;0;0;;0;0;;0;0;
PERINAT;2014;380000034;380780049;NIV1;;31;;;;1;1526;99;0;0;0;0;0;0;6101;0;0;0;1108;5183;242;1389;0;1100;0;8;4;15;;1119;;;;21;0;1;323;280;35;63;;0;0;0
PERINAT;2014;380000042;380780056;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;41;111;15;;;0;;;;;0;;0;
PERINAT;2014;380000067;380780080;NIV3;;61;26;12;12;6;4317;388;599;22;410;13;301;11;18988;7991;4901;3831;3100;15608;743;4964;9;2999;4;101;48;4;0;3209;11881;15586;72;144;78;1;1427;1488;397;124;23;50;1;438
PERINAT;2014;380000091;380780171;CPPR;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;252;680;39;;;0;;;;;0;;0;
PERINAT;2014;380000174;380781435;NIV2;;30;9;0;0;4;2505;200;302;18;0;0;0;0;9509;2317;0;0;1848;8008;361;2293;15;1817;1;31;7;106;0;1891;8812;17000;608;190;324;1;401;433;95;18;1;6;0;0
PERINAT;2014;380000406;380784751;NIV2;;26;6;;;4;1968;276;142;8;0;0;0;0;7299;1564;0;0;1469;6472;259;1664;2;1452;0;17;17;6;;1491;;;;71;0;1;355;381;209;14;;42;0;0
PERINAT;2014;380012658;380012609;NIV1;;35;;;;5;2251;189;0;0;0;0;0;0;8896;0;0;0;1859;8417;299;1744;0;1854;0;5;15;13;;1872;;;;101;0;1;184;177;139;0;;17;0;0
PERINAT;2014;380780197;380798173;NIV1;;33;;;;4;1681;106;0;0;0;0;0;0;7057;0;0;0;1400;6530;291;1781;0;1387;0;13;5;33;;1420;;;;9;0;0;0;;0;0;0;1;0;0
PERINAT;2014;380780288;380795203;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;22;;0;0;0;0;0;0
PERINAT;2014;380781450;380798140;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;0;0
PERINAT;2014;380785956;380795211;NIV1;;31;;;;8;1579;105;0;0;0;0;0;0;6062;0;0;0;1275;5570;279;1617;1;1263;0;12;5;5;;1287;;;;28;0;1;51;70;0;4;;7;0;0
PERINAT;2014;380786442;380798025;NIV2;;70;6;;;5;2584;242;232;15;0;0;0;0;11717;1543;0;0;2055;10473;464;3126;13;2010;1;45;11;17;;2105;;;;25;0;1;39;64;0;1;;31;1;553
PERINAT;2014;390000040;390780146;NIV2;;19;12;6;;5;1372;94;172;7;109;9;0;0;6004;1919;531;0;1054;4986;132;961;2;1032;4;22;6;2;;1078;960;3939;355;39;0;1;293;346;136;18;3;2;0;0
PERINAT;2014;390000065;390780161;NIV1;;18;;;;3;570;47;0;0;0;0;0;0;2176;0;0;0;387;1781;61;387;0;383;0;4;2;1;;392;5492;2884;209;3;0;1;63;42;54;0;0;0;0;0
PERINAT;2014;390000222;390780609;NIV2;;20;6;;;3;1415;158;176;15;0;0;0;0;5527;1102;0;0;1038;4889;135;886;1;1027;0;11;5;5;16;1048;9394;3246;36;11;0;1;229;230;102;29;0;1;0;0
PERINAT;2014;400000105;400780193;NIV2;;21;4;;;3;1365;109;150;26;0;0;0;0;5566;971;0;0;1073;5102;176;1140;0;1070;1;3;2;4;3;1080;7116;5268;440;9;0;1;286;369;56;15;1;1;0;0
PERINAT;2014;400000139;400011177;NIV2;INT;31;9;3;;4;1779;182;227;10;41;2;0;0;7388;2363;355;0;1359;6598;220;1510;2;1338;0;21;7;3;;1382;6809;6305;4513;20;0;1;334;212;187;44;1;11;1;0
PERINAT;2014;400782769;400001764;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;0;0
PERINAT;2014;410000020;410000087;NIV2;;37;15;3;0;4;2007;149;285;7;82;15;0;0;9207;3380;685;0;1575;8219;248;1841;17;1532;1;43;6;11;;1618;9240;4059;120;11;0;1;742;778;495;44;1;7;0;0
PERINAT;2014;410000046;410000103;NIV1;;14;0;0;0;2;703;63;0;0;0;0;0;0;2774;0;0;0;529;2424;91;530;0;522;0;7;4;4;8;539;4535;1223;244;15;0;1;60;49;51;2;0;0;0;0
PERINAT;2014;410000202;410000319;NIV1;;20;;;;4;1004;67;0;0;0;0;0;0;3646;0;0;0;792;3288;107;510;0;792;0;0;2;3;;792;;;;5;0;0;0;;0;0;;1;0;0
PERINAT;2014;410004998;410000871;NIV1;;22;;;;3;755;64;0;0;0;0;0;0;2570;0;0;0;574;2379;92;530;0;567;0;7;3;12;;584;;;;11;0;1;51;38;29;0;0;0;0;0
PERINAT;2014;420000010;420780033;NIV2;;46;9;3;;5;2451;136;217;7;150;11;0;0;10270;2500;1050;0;1935;9013;433;2709;4;1899;2;36;6;21;;1982;6952;10999;79;14;1;1;349;363;229;19;;1;1;0
PERINAT;2014;420000226;420013831;NIV1;;21;0;0;0;4;1156;140;0;0;0;0;0;0;3871;0;0;0;893;3550;173;919;0;886;0;7;2;11;0;914;3200;2900;53;16;0;1;148;148;88;3;0;1;0;0
PERINAT;2014;420000234;420780652;NIV1;;25;;;;4;1659;97;0;0;0;0;0;0;6125;0;0;0;1396;5610;237;1227;1;1386;0;10;8;24;;1406;4631;5185;365;33;0;1;258;285;134;13;1;1;0;0
PERINAT;2014;420000267;420013831;CPPR;;;;;;;14;10;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1081;894;12;0;0;1;26;35;26;0;0;0;0;0
PERINAT;2014;420011413;420011405;NIV2;;44;16;;;5;2129;131;406;15;0;0;0;0;9423;4354;0;0;1572;7612;370;2490;18;1547;1;25;7;18;;1597;;;;13;2;1;118;175;17;6;;2;0;0
PERINAT;2014;420780637;420002495;NIV1;;24;;;;3;1204;80;0;0;0;0;0;0;4257;0;0;0;940;3870;146;804;0;934;0;6;3;13;;948;;;;12;0;1;144;142;76;5;;10;0;0
PERINAT;2014;420782310;420000853;;;;;;;;18;13;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;22;8;11;0;;3;0;0
