BOR;AN;FI;ORG_E5;ORG_A1;ORG_A2;ORG_A3;FI_EJ;ORG_A4;ORG_A5;ORG_A6;ORG_A7;ORG_A8;ORG_A9;ORG_A10;ORG_A11;ORG_B1;ORG_C1;ORG_D1;ORG_B2;ORG_C2;ORG_D2;ORG_B3;ORG_C3;ORG_D3;ORG_B4;ORG_C4;ORG_D4;ORG_B5;ORG_C5;ORG_D5;ORG_B6;ORG_C6;ORG_D6;ORG_B7;ORG_C7;ORG_D7;ORG_B8;ORG_C8;ORG_D8;ORG_B9;ORG_C9;ORG_D9;ORG_B10;ORG_C10;ORG_D10;ORG_B11;ORG_C11;ORG_D11;ORG_A12;ORG_A13;ORG_A14;ORG_A15
ORG;2014;380000018;;;1;;380780023;;;;;;;4;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;380000026;;;1;;380780031;;;;;;;1;;;;;A;D;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;;;;
ORG;2014;380000042;;;2;;380780056;;;;;;;12;;;;;A;B;;;;;;;;;;;;;;;;;;;;;;;A;C;;;;;0;0;0;0
ORG;2014;380000059;;;1;;380780072;1;;;;;;21;1;;;;A;;;;;;C;;;;;;;;;;;;;;;;;;C;D;;B;;;;;1;2
ORG;2014;380000067;;;9;;380780080;1;;4;;3;;1236;;;;;A;C;B;;;;C;;;;;;B;C;;;;;C;;;;;;E;C;B;;;;5;28.12;27.68;95.93
ORG;2014;380000075;;;;;380780098;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;380000091;;;1;;380780171;1;;1;;;1;19;;;;;C;;;;;;H;;;;;;A;;;;;;;;;A;;;C;;;;;;0.2;0.07;0;0
ORG;2014;380000109;;1;1;;380780213;;;;;;;;;C;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.8;0;0;11.11
ORG;2014;380000125;;;2;;380780239;;;;;;;;;;;;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;380000133;;;4;;380780247;1;;;;;;;1;;;;A;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;;4.95;12.31;9.93
ORG;2014;380000166;;;4;;380781351;;;1;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;380000174;;;2;;380781435;;;;;;;190;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;A;C;D;;;;1.3;6.36;3.59;78.49
ORG;2014;380000406;;;2;;380784751;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1;4;;69
ORG;2014;380000729;;;;;690796552;;;;1;;;2;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.5;0.13;1.5;0.13
ORG;2014;380000968;;;;;690796552;;;;1;;;4;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;;;;;0.5;;0.35;0.13
ORG;2014;380005918;;;;;750056335;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0;0;0;0
ORG;2014;380012658;;;1;;380012609;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;380017095;;;;;380017087;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;D;;;;0.1;;;0.8
ORG;2014;380780197;;;1;;380798173;;;;1;;;3;;;;;C;;;;;;;;;;;;;;;D;;;;;;;;;C;A;D;;;;0.1;;0.5;2
ORG;2014;380780288;;0;0;0;380795203;0;0;0;0;2;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;380780296;;;1;;920019718;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0;0;0.01
ORG;2014;380784801;;1;;;380793802;;;;1;;;1;;A;;;;;;;;;;;;;;;;;;B;;;;;;;;;C;;;;;;;;;
ORG;2014;380786442;;;;;380798025;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;G;;;;1;;;
ORG;2014;380793810;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;380795021;;;;;380780098;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;380797217;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;380797233;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;380804203;;;;;380793802;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;390000040;;;1;;390780146;1;;;;;;;;;;;D;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;1;;;5.68
ORG;2014;390000057;;;;;390780153;1;;;;;;;;;;;;;;;;;A;B;C;;;;A;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;390000065;;;3;1;390780161;1;;3;1;1;4;10;;;;;A;D;C;C;;;A;B;C;;;;A;C;;D;;;C;;;;;;;;;;;;;;;
ORG;2014;390000164;;;1;;390780476;;;1;;;;;;;;;A;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;1.6;;;66
ORG;2014;390000172;;;;;250006335;;;1;;;;25;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;C;D;;;;;0;0;0;0
ORG;2014;390000222;;;3;;390780609;;;3;1;;;58;;;;;A;A;B;;;;;;;;;;B;C;A;D;;;;;;;;;C;C;D;;;;;;;
ORG;2014;390006161;;;;;390781177;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;390780559;;;;;390000180;;;1;;;;3;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;A;;;;;;0;;;
ORG;2014;390786408;;;;;670005834;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;0.2;4.2;1.25
ORG;2014;400000105;;;1;;400780193;1;;;;4;;288;;;;;C;;;;;;H;C;;;;;;;;;;;C;;;;;;C;E;;;;;0.5;;;
ORG;2014;400000113;;;;;400011177;1;;;;1;;;;;;;;;;;;;H;;;;;;;;;;;;C;;;;;;;;;;;;;;;
ORG;2014;400000139;;;;;400011177;1;;;;1;;;;;;;;;;;;;H;;;;;;;;;;;;C;;;;;;;;;;;;;;;
ORG;2014;400000147;;;;1;400780268;1;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;2;1.2
ORG;2014;400780250;;;;;400011177;1;;;;;;;;;;;;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;400780342;;;;;400000196;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;;;;
ORG;2014;410000020;;;2;2;410000087;;;;;;;330;;;;;D;B;;C;B;;;;;;;;;;;;;;;;;;;;C;D;B;;;;1;10;15;35
ORG;2014;410000038;;;2;;410000095;;;;;;;;;;;;C;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;410000046;;2;;;410000103;;;1;;;;8;;A;D;;;;;;;;;;;;;;B;;;;;;;;;;;;C;D;;;;;0;0;0;0
ORG;2014;410000053;;0;0;2;410000111;0;0;0;0;0;0;31;0;;;;;;;A;B;;;;;;;;;;;;;;;;;;;;C;B;A;;;;0;0;0;0
ORG;2014;410000202;;0;2;0;410000319;0;0;0;0;0;2;20;0;;;;B;A;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.1;0;0;0
ORG;2014;410000285;;;1;;410000475;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;410000442;;;1;;750005068;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.87;2.5;
ORG;2014;410005284;;;;;410000947;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;D;B;;;;;;;
ORG;2014;410005391;;;1;;410000905;;;;;;6;7;2;;;;A;;;;;;;;;;;;;;;;;;;;;D;C;;C;F;E;G;;;0.05;0.03;0.01;0.01
ORG;2014;420000010;;;1;;420780033;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;420000028;;;1;;420780041;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;0;0;1.25
ORG;2014;420000036;;1;;;420780058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;420000226;;;1;;420013831;;;;1;;;151;;;;;A;;;;;;;;;;;;;;;D;;;;;;;;;A;C;D;;;;;;;
ORG;2014;420000234;;;3;;420780652;;;;1;1;;10;;;;;C;A;;;;;;;;;;;;;;D;;;C;;;;;;C;E;;;;;;;;
ORG;2014;420000242;;;1;;420780660;;;;;1;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ORG;2014;420000267;;;1;;420013831;;;;1;;;;;;;;A;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;420000556;;;;;420781791;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;420002479;;;;;420002438;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;H;H;;;;0.1;;;
ORG;2014;420010241;;;1;;420013492;;;;1;;;;;;;;A;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;
ORG;2014;420010258;;;;1;420010209;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;420010308;;;;1;420010209;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;420011603;;;;;420001752;;;;1;;;7;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;D;;;;0.04;0;0;0
ORG;2014;420012320;;;1;;420013831;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;420012536;;;;;420001752;;;;1;;;7;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;D;;;;0.04;0;0;0
ORG;2014;420014110;;;1;;420007098;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.3;30.66;0.97
ORG;2014;420780504;;;;;420000135;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;
ORG;2014;420782591;;;;;420000887;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;
ORG;2014;420785354;;1;11;;420784878;;;;3;1;;10;;C;;;A;B;E;;;;;;;;;;;;;D;C;E;C;;;;;;C;C;C;;;;2;12.25;1.75;73.35
ORG;2014;420786808;;;;;420001752;;;;1;;;7;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;D;;;;0.04;0;0;0
ORG;2014;420787525;;;;;420001752;;;;1;;;7;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;D;;;;0.04;0;0;0
ORG;2014;420788689;;;;;420001752;;;;1;;;7;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;D;;;;0.04;0;0;0
ORG;2014;420789067;;;1;;420780710;;;;;;;8;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;;;;0.6
ORG;2014;420789968;;;;;420001752;;;;1;;;7;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;D;;;;0.04;0;0;0
ORG;2014;430000026;;;;;630786754;;;1;1;;;9;;;;;;;;;;;;;;;;;B;;;A;;;;;;;;;C;;;;;;1;1.07;7.95;15
ORG;2014;430000109;;;1;;430000372;;;;;;;9;4;;;;C;;;;;;;;;;;;;;;;;;;;;;;;C;A;;C;A;;;;;
ORG;2014;430000117;;;8;;430000018;1;;;2;;;;;;;;C;A;;;;;C;A;;;;;;;;A;D;;;;;;;;;;;;;;1.9;2.58;5.36;0.9
ORG;2014;430000158;;;;;430000380;;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;G;;;;0.1;;;
ORG;2014;430000166;;;;1;430005843;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;430000174;;;1;;430006890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;430000190;;0;2;0;430000034;1;2;1;1;0;0;83;;;;;C;;;;;;;;;B;;;B;;;A;;;;;;;;;A;C;;;;;;;;
ORG;2014;430000216;;2;;;750811820;;;;1;;;17;4;A;G;;;;;;;;;;;;;;;;;A;;;;;;;;;C;A;D;C;B;;0.02;;;0.08
ORG;2014;430000299;;;2;;430000059;1;;;1;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;
ORG;2014;430000307;;;3;;430000067;1;;2;1;;;21;3;;;;A;C;;;;;C;;;;;;B;;;A;;;;;;;;;C;G;A;C;G;A;0.06;;0.71;2.6
ORG;2014;430000356;;0;3;0;430000091;1;1;0;1;0;0;50;;;;;C;G;C;;;;;;;B;;;;;;A;;;;;;;;;C;G;A;;;;1;0;1.5;2.5
ORG;2014;430003475;;;;;420001752;;;;1;;;7;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;A;C;D;;;;0.04;0;0;0
ORG;2014;440000016;;;4;;440000057;;;;1;;;;;;;;A;D;F;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;440000024;;;1;;440000065;;;;;;;;;;;;D;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;33.11
ORG;2014;440000180;;;4;;440000263;;1;1;;;;113;;;;;A;B;;;;;;;;;;C;B;;;;;;;;;;;;A;B;C;;;;0.1;0.4;0.7;1.3
ORG;2014;440000255;;;1;;440042844;;;;;;;1;;;;;D;A;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0.5;1.5;43.85;10
ORG;2014;440000396;;;2;;440000297;1;;3;1;;;18;;;;;C;B;;;;;C;;;;;;A;A;A;D;;;;;;;;;C;;;;;;0.05;1.1;2.2;1
ORG;2014;440000412;;0;1;0;440000941;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;440000503;;;;1;440000313;1;;1;;1;;4;;;;;;;;B;;;H;;;;;;B;;;;;;C;;;;;;C;C;C;;;;0;4.52;1.6;
ORG;2014;440000552;;;;;440042141;;1;1;;;;;;;;;;;;;;;;;;B;;;A;;;;;;;;;;;;;;;;;;;;;
ORG;2014;440000644;;1;1;;440000347;1;;1;;;;;;G;;;G;;;;;;H;;;;;;B;;;;;;;;;;;;;;;;;;;;;
ORG;2014;440000800;;;;;440001246;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E;;;;;;;;;
ORG;2014;440000883;;;;;440042141;;1;1;;;;;;;;;;;;;;;;;;B;;;A;;;;;;;;;;;;;;;;;;;;;
ORG;2014;440001188;;;;;440018661;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0.61;0.54;
ORG;2014;440001253;;0;0;0;440028538;1;;0;0;0;0;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;D;;;;0;0.4;0.01;0.29
ORG;2014;440001261;;0;0;0;440028538;1;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;C;D;;;;0;;;
ORG;2014;440001287;;;1;;440041531;1;;;;;;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;4.78;
ORG;2014;440001295;;;;;440000859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.35;0.15
ORG;2014;440001964;;1;;;440003267;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;
ORG;2014;440002020;;;1;;440001386;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;0.78;0.2
ORG;2014;440002459;;0;1;;440001501;;;;;;;4;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;1;0.6;0.5;0.1
ORG;2014;440002939;;1;1;;440001758;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.63;;;
ORG;2014;440005080;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440007482;;;;;440007482;;1;;;;;;;;;;;;;;;;;;;G;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;440023364;;;1;;440006377;;;;1;;;;;;;;D;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;
ORG;2014;440024669;;;1;;440042844;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;440027589;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440036176;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440036218;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440036473;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440036499;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440039568;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440041580;;;;;440041572;;;;3;;;;;;;;;;;;;;;;;;;;;;;A;B;;;;;;;;;;;;;;;;;
ORG;2014;440042513;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440043123;;;;;440043115;;;1;;;;3;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;E;C;A;;;;;;;
ORG;2014;440046910;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;440048718;;;;1;440006377;;;;1;;;;;;;;;;;D;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;
ORG;2014;440050433;;;3;;440041895;;;;2;;;4;;;;;D;A;F;;;;;;;;;;;;;A;D;;;;;;;;A;C;;;;;1.3;14.86;68.13;10.11
ORG;2014;440050441;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;450000021;;;2;;450000088;1;;1;;;;;610;C;;;D;;;;;;C;;;;;;C;;;;;;;;;C;;;A;;;A;C;E;1;1.1;;
ORG;2014;450000047;;;4;;450000096;;;;1;;;;;;;;D;D;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;
ORG;2014;450000062;;;3;;450000104;1;;;1;;0;184;;;;;A;D;B;;;;C;A;;;;;;;;D;;;;;;;;;C;A;D;;;;2.26;3.7;3.3;1.25
ORG;2014;450000211;;;2;;450000153;;;;;;;14;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;A;B;G;;;;0;0;0;0
ORG;2014;450000237;;;1;;450000534;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;4;0.5
ORG;2014;450000245;;1;;;450000542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;450000286;;1;;;750052417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;450002613;;;;;450000088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;15.76;
ORG;2014;450012935;;1;;;450001466;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;450012968;;;1;;450001474;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;450013719;;;;2;450011150;;;;;;;1;;;;;;;;B;C;A;;;;;;;;;;;;;;;;;;;A;;;;;;0.01;;;
ORG;2014;450014048;;;;2;450011150;;;;;;;1;;;;;;;;B;C;A;;;;;;;;;;;;;;;;;;;A;;;;;;0.01;;;
ORG;2014;450018395;;1;;;450001466;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;450018528;;;;2;450011150;;;;;;;1;;;;;;;;B;C;A;;;;;;;;;;;;;;;;;;;A;;;;;;0.01;;;
ORG;2014;460000060;;0;0;0;460780117;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1.2;0
ORG;2014;460000102;;;2;;460780208;1;;;;;;;;;;;C;D;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;460000110;;;2;;460780216;1;1;;1;;;229;;;;;D;C;;;;;H;;;A;;;;;;D;;;;;;;;;C;A;D;;;;;;;
ORG;2014;460006083;;;1;;460785090;;;;;;;34;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;A;D;;;;0;0;0;0
ORG;2014;460006091;;;1;;460785090;;;;;;;66;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;A;G;;;;0;0;0;0
ORG;2014;460785090;;;1;;460785090;;1;;;;;70;;;;;A;B;;;;;;;;A;;;;;;;;;;;;;;;C;A;D;;;;0.1;1.1;8.65;4
ORG;2014;470000142;;;1;;470000795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3
ORG;2014;470000175;;;1;;750826604;;1;;;;;6;;;;;A;;;;;;;;;A;;;;;;;;;;;;;;;A;C;;;;;0;0;0;0
ORG;2014;470000308;;0;1;0;930019484;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;470000423;;;1;;470000316;1;2;;1;;;;;;;;D;;;;;;H;;;A;A;;;;;D;;;;;;;;;;;;;;;1.05;3.93;34.64;41.74
ORG;2014;470000431;;;;;470000324;;1;;;;;2;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;470000480;;;;;470001660;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;
ORG;2014;470000522;;;;;470000340;;1;;;;;1;1;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;B;;;;
ORG;2014;470000530;;12;2;;470000357;1;;;;;;13;3;C;A;;A;;;;;;H;;;;;;;;;;;;;;;;;;C;A;;A;;;;;;
ORG;2014;470000555;;;;;470001660;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;
ORG;2014;470000563;;;1;;470000381;1;;;;1;;129;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;A;C;;;;;0.1;;;
ORG;2014;470000571;;;;;470000407;1;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;470005406;;;1;;470000316;1;2;;1;1;;2;;;;;D;;;;;;H;;;A;;;;;;D;;;C;;;;;;C;;;;;;0.35;5.05;34.64;41.55
ORG;2014;470008780;;;1;;470000316;1;2;;1;1;;2;;;;;D;;;;;;H;;;A;;;;;;D;;;C;;;;;;C;;;;;;0.35;5.05;34.64;41.55
ORG;2014;470009143;;5;;;470009143;;;;;;;;1;C;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;A;;5;;;0.12
ORG;2014;470012931;;;;;470001660;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;
ORG;2014;480000017;;;2;1;480780097;;;2;1;;;;1;;;;C;B;;D;;;;;;;;;B;A;;D;;;;;;;;;;;;A;;;;;;
ORG;2014;480000041;;;;;480780139;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;B;C;;;;0.01;;3.31;0.25
ORG;2014;480000058;;0;0;0;480780147;0;0;1;0;0;0;50;0;;;;;;;;;;;;;;;;D;;;;;;;;;;;;;;;;;;0;0.85;1.32;1.35
ORG;2014;480000066;;;1;;480780154;;;1;;;;;1;;;;A;;;;;;;;;;;;A;;;;;;;;;;;;;;;A;;;0.05;;;6.3
ORG;2014;480000074;;;;;480780162;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;480001403;;;;;340000264;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.27;;;
ORG;2014;480001783;;;1;;340000264;;;;;;;1;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.27;;;
ORG;2014;480001825;;;;;750047367;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;480002948;;;2;1;480780097;;;2;1;;;;1;;;;C;B;;D;;;;;;;;;B;A;;D;;;;;;;;;;;;A;;;;;;
ORG;2014;480780212;;0;0;0;480782168;0;0;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0;0;0
ORG;2014;490000049;;0;3;8;490000031;1;0;2;0;1;0;400;3;;;;B;;;A;;;H;;;;;;;;;;;;;;;;;;C;;;E;A;;2;0;7.7;5.94
ORG;2014;490000106;;;2;;490000163;1;1;2;;1;;127;;;;;A;B;;;;;C;;;A;;;B;;;;;;A;;;;;;C;;;;;;0.5;0.75;6.45;43.04
ORG;2014;490000239;;;;;490015765;;;1;;;;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;490000262;;;1;;490000171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;7
ORG;2014;490000296;;;;;490000387;;;1;;;;1;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;A;;;;;;;;;
ORG;2014;490000320;;0;3;0;490000395;0;0;0;0;0;0;8;0;;;;A;B;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.5;;;
ORG;2014;490000338;;1;;;490000403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
ORG;2014;490000601;;;2;;490015856;;;;;;;;;;;;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;3
ORG;2014;490000635;;;;;490000676;1;1;;1;1;;174;;;;;;;;;;;C;;;A;;;;;;D;;;C;;;;;;A;C;D;;;;0.5;0.2;2.35;1.95
ORG;2014;490000643;;;;;440042844;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0
ORG;2014;490000650;;;;;490007689;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;B;;;;;0;0.8;0;0
ORG;2014;490001765;;;2;;490528452;;;;1;;;139;;;;;D;B;;;;;;;;;;;;;;D;;;;;;;;;C;A;B;;;;0.5;;;
ORG;2014;490001831;;;;;490007689;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;B;;;;;0;0.1;;
ORG;2014;490002979;;;;;490535705;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0;0;0
ORG;2014;490007499;;;1;;440002590;;;;1;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;
ORG;2014;490007549;;;;;490535168;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0.1;;
