BOR;AN;FI;ORG_E5;ORG_A1;ORG_A2;ORG_A3;FI_EJ;ORG_A4;ORG_A5;ORG_A6;ORG_A7;ORG_A8;ORG_A9;ORG_A10;ORG_A11;ORG_B1;ORG_C1;ORG_D1;ORG_B2;ORG_C2;ORG_D2;ORG_B3;ORG_C3;ORG_D3;ORG_B4;ORG_C4;ORG_D4;ORG_B5;ORG_C5;ORG_D5;ORG_B6;ORG_C6;ORG_D6;ORG_B7;ORG_C7;ORG_D7;ORG_B8;ORG_C8;ORG_D8;ORG_B9;ORG_C9;ORG_D9;ORG_B10;ORG_C10;ORG_D10;ORG_B11;ORG_C11;ORG_D11;ORG_A12;ORG_A13;ORG_A14;ORG_A15
ORG;2014;590000766;;;;1;590782645;1;1;1;;1;;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;590000774;;;;;590782652;1;;1;;1;;;;;;;;;;;;;C;D;;;;;B;;;;;;D;C;;;;;;;;;;;0;0;0;0
ORG;2014;590000782;;;2;;590782660;;1;1;;;;345;;;;;E;D;;;;;;;;B;;;E;;;;;;;;;;;;A;C;;;;;;;;
ORG;2014;590000790;;0;0;0;590782678;0;0;1;0;0;0;39;0;;;;;;;;;;;;;;;;B;;;;;;;;;;;;C;D;A;;;;;;;
ORG;2014;590001004;;3;2;;590783239;1;1;1;;;;;;C;A;;B;;;;;;H;;;B;;;G;;;;;;;;;;;;;;;;;;;;;
ORG;2014;590001442;;;;;590784245;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;B;;;;0.1;0.7;0.1;
ORG;2014;590001582;;;;;590785663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0.01;;;0.45
ORG;2014;590001749;;;1;;590788956;;;;;;;20;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;A;C;D;;;;0;4.17;80.51;0
ORG;2014;590005245;;3;0;0;590005245;0;0;0;0;0;0;0;0;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;590006896;;;;;590000519;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;590009528;;;;;590782165;1;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;590025458;;;;;590782652;1;;;;;;;;;;;;;;;;;C;D;;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;0;0
ORG;2014;590032108;;0;1;0;590024469;0;0;0;0;0;0;1;0;;;;C;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;0;0;0
ORG;2014;590032199;;0;0;0;590024469;0;0;0;0;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;A;;;;0.01;0;0;0
ORG;2014;590035838;;;;;590000485;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.05;0;0;0
ORG;2014;590040267;;0;0;0;590782678;0;0;1;0;0;0;7;0;;;;;;;;;;;;;;;;B;;;;;;;;;C;;;C;;;;;;;;;
ORG;2014;590043469;;0;0;0;590024469;0;0;0;0;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;A;;;;0.01;0;0;0
ORG;2014;590045407;;;;;590780193;;;;;;;2144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;590053955;;;;;590053955;;;1;;;;;16;;;;;;;;;;;;;;;;E;;;;;;;;;;;;;;;C;A;;0;;;
ORG;2014;590780250;;0;1;0;590053955;0;0;0;0;0;0;11;0;;;;C;D;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.1;;;
ORG;2014;590780268;;0;1;0;590053955;0;0;0;0;0;0;107;0;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;590780342;;0;0;0;590053955;0;0;0;0;0;0;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;590781951;;0;0;0;590053955;0;0;0;0;0;0;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;0;0
ORG;2014;590782280;;1;;;590004552;;;;;;;15;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.15;0.05;0.05;0.03
ORG;2014;590782496;;0;0;0;590000139;0;0;0;0;0;0;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0;0;0
ORG;2014;590782546;;;1;;590000733;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;0.05
ORG;2014;590782611;;;1;;750719239;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.08;0;0
ORG;2014;590782694;;;1;;750034589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0;0;0.05
ORG;2014;590783171;;;1;;590000980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;590783189;;1;;;590004552;;;;;;;23;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.15;0.08;0.06;0.04
ORG;2014;590784484;;0;0;0;590001467;0;0;0;0;0;0;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0;0;0;0
ORG;2014;590784898;;;1;;590780193;;;;;;;;;;;;C;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;590785341;;;1;;750005068;;;;;;;;;;;;E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;590786984;;;1;;620020859;;;;;;;;;;;;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;590787529;;0;0;0;590782215;0;0;0;0;0;0;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;590790473;;;1;;620020859;;;;;;;9;4;;;;G;;;;;;;;;;;;;;;;;;;;;;;;G;;;;;;0;0;0;0
ORG;2014;590791109;;;;1;590002234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;590796975;;;8;;590780193;;2;2;;;;;2;;;;C;E;A;;;;;;;B;;;B;;;;;;;;;;;;;;;G;;;;;;
ORG;2014;590797346;;0;1;0;620020859;0;0;0;0;0;0;0;0;;;;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;590797387;;;;1;590805628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;590801106;;;;;590782421;1;;;2;2;;;;;;;;;;;;;;;;;;;;;;D;D;;;;;;;;;;;;;;1;;;
ORG;2014;590804696;;1;0;0;590781902;1;0;0;0;4;0;187;0;E;C;;;;;;;;C;D;A;;;;;;;;;;C;;;;;;C;D;A;;;;0.5;10.3;6.13;1.05
ORG;2014;590806360;;;1;;590003596;;;;;;;4;1;;;;B;;;;;;;;;;;;;;;;;;;;;;;;B;C;;B;;;0.01;0.7;0.5;0.5
ORG;2014;590809703;;1;;;590004552;;;;;;;33;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;A;;;0.2;0.12;0.08;0.05
ORG;2014;590812749;;0;0;0;590782215;0;0;0;0;0;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;590813176;;;1;;590005278;;;;;;;12;;;;;D;A;C;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.04;0.5;0.2;0.04
ORG;2014;590813507;;;;;590000485;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0.05;;;
ORG;2014;590816310;;;;;590000048;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;590817441;;;;;620003814;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;590817458;;0;0;0;590053955;0;0;0;0;0;0;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;
ORG;2014;590817839;;0;0;0;590053955;0;0;0;0;0;0;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.1;0;0;0
ORG;2014;600000012;;;;;600100028;;1;;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;1;3.13;59.79
ORG;2014;600000020;;;;;600100085;;;;;;;;;;;;;;;;;;B;C;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;600000046;;0;0;0;600100127;0;1;0;0;0;0;2;0;;;;;;;;;;;;;A;;;;;;;;;;;;;;;C;;;;;;0;0;0;0
ORG;2014;600000053;;;1;;600101984;;1;;1;;;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;0.6;0.75;0.07
ORG;2014;600000152;;;3;;600100572;1;1;1;;;;74;;;;;A;B;C;;;;A;B;C;A;;;B;;;;;;;;;;;;A;B;C;;;;0.8;0.22;2.7;0
ORG;2014;600000186;;;1;;600100648;1;;;;1;;3;2;;;;D;;;;;;;;;;;;;;;;;;C;;;;;;A;D;C;A;;;0;0;0;0
ORG;2014;600000194;;;4;;600100713;1;;;1;2;;76;;;;;B;A;;;;;H;;;;;;;;;D;;;C;;;;;;C;;;;;;;1.5;;
ORG;2014;600000467;;;4;;600101984;;1;;2;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1.2;0.62;1.48
ORG;2014;600008643;;;;;600008635;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;600010094;;;;;600100580;1;1;;;1;;64;;;;;;;;;;;H;;;F;;;;;;;;;C;;;;;;C;A;D;;;;0;0;0;0
ORG;2014;600012330;;;1;;600011175;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;600100168;;;1;;600106629;;;;;;;;;;;;A;C;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;600100176;;;1;;600010581;;;;;;;1;;;;;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;
ORG;2014;600100184;;;1;1;600010276;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;600100275;;;;;600000111;;;;;;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;0;0;0;0
ORG;2014;600100754;;1;;;600000228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;600100861;;0;0;0;440052041;0;0;0;0;0;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.4;0;0
ORG;2014;600101679;;;1;;590039863;1;;;;;;;;;;;A;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;0.07;;;
ORG;2014;600101943;;;;;750720609;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;
ORG;2014;600107049;;;;1;600107049;;;1;;;;;;;;;;;;B;;;;;;;;;B;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;600110175;;;;;600001234;;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;B;;;;;;;
ORG;2014;610000028;;;1;;610780025;;;1;;;;;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;
ORG;2014;610000044;;;2;;610780074;;;;;;;103;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;C;A;B;;;;;;;
ORG;2014;610000051;;;1;;610780082;;;1;;;;;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;0.13;;;22.41
ORG;2014;610000069;;;1;1;610780090;;;;;1;;10;;;;;A;;;C;;;;;;;;;;;;;;;C;;;;;;C;A;;;;;;;;3.74
ORG;2014;610000077;;;1;;610780124;;;1;;1;;121;;;;;B;;;;;;;;;;;;A;;;;;;C;;;;;;C;A;E;;;;;;;1
ORG;2014;610000085;;;;;610780132;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;B;;;;;;;
ORG;2014;610000093;;;;;610780140;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;610000101;;;;;610780157;;1;;;;;1;4;;;;;;;;;;;;;B;;;;;;;;;;;;;;;D;;;C;A;;;;;
ORG;2014;610000119;;1;;;610780165;;;1;;;;;;C;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;0;0;0;3.5
ORG;2014;610004269;;;;;610787038;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;
ORG;2014;610006710;;;;;140000852;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;610006728;;;;;140000852;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;610006736;;;;;140000852;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;610780108;;;;;610790594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0;;;
ORG;2014;610780116;;;;;610790594;1;;1;;1;;158;;;;;;;;;;;H;;;;;;B;;;;;;C;;;;;;C;D;;;;;0.2;3;4;
ORG;2014;610780199;;;;1;610000135;;;;;;;1;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;B;;;;;;;;;
ORG;2014;610780389;;1;;;610004939;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;0.2
ORG;2014;610784050;;;1;;610780082;;;1;;;;;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;610784423;;;;;610787285;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.15;0.82;3.75;0
ORG;2014;610788325;;1;;;610780165;;;1;;;;;;C;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;
ORG;2014;620000026;;;;;620003814;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;620000034;;1;;;620100057;;;;2;;;27;;D;;;;;;;;;;;;;;;;;;D;D;;;;;;;;;;;;;;0.2;;12.15;3.05
ORG;2014;620000059;;;1;;620100073;;;;;;;40;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;C;A;D;;;;0;0;0;0
ORG;2014;620000067;;1;;;620100081;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;620000224;;;2;;620100651;1;1;;;;;29;;;;;C;;;;;;C;;;B;;;;;;;;;;;;;;;C;C;C;;;;;;;
ORG;2014;620000232;;;1;;620100669;;;1;;;;;;;;;A;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;1;;;
ORG;2014;620000257;;;6;3;620100685;1;;;;;;485;;;;;C;;;A;B;;C;;;;;;;;;;;;;;;;;;C;E;A;;;;;;;
ORG;2014;620000281;;;;;620101287;;;4;;;;149;;;;;;;;;;;;;;;;;A;B;E;;;;;;;;;;C;A;;;;;;;0.8;
ORG;2014;620000299;;;2;;620101295;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;620000323;;;4;;620101337;;;;;1;;2;;;;;D;B;;;;;;;;;;;;;;;;;C;;;;;;C;;;;;;1;;;21.33
ORG;2014;620000596;;;;;750820680;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;620000653;;1;4;;620103440;;;3;;;;123;;C;;;C;B;A;;;;;;;;;;B;;;;;;;;;;;;C;A;D;;;;0.3;2.3;2;0.2
ORG;2014;620002154;;;2;;620112607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;620003202;;0;1;0;620103432;0;1;0;1;0;0;11;1;;;;A;;;;;;B;;;A;;;;;;D;;;;;;;;;A;C;D;C;;;0;1.26;9.14;3.44
ORG;2014;620003822;;;;;620003814;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;G;D;;;;;;;
ORG;2014;620006049;;;;;620000331;;;1;;;;20;;;;;;;;;;;;;;;;;C;;;;;;;;;;;;C;;;;;;;0;0;0
ORG;2014;620024208;;0;0;0;620002352;0;0;0;0;0;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;D;;;;;0;0;0;0
ORG;2014;620024349;;;1;;620024299;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;620025346;;;;;620001834;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;620025387;;;1;;620025361;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;620027664;;;;;620003814;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;620100099;;;;;620014779;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;620101501;;;2;;620000364;;;;;;;10;;;;;C;C;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;1;;;1
ORG;2014;620105973;;0;0;0;590039863;0;0;0;0;0;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;620108357;;;;;620103432;;1;;1;;;11;1;;;;;;;;;;;;;A;;;;;;D;;;;;;;;;A;C;D;C;;;0;;;
ORG;2014;620118513;;1;;;620002915;;;;1;;;;;C;;;;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;
ORG;2014;630000016;;;;;630180032;2;;;;;;10;;;;;;;;;;;A;D;;;;;;;;;;;;;;;;;A;C;D;;;;;0.2;1.15;0.1
ORG;2014;630000131;;;1;;630003168;;;;;1;;16;;;;;A;B;;;;;;;;;;;;;;;;;C;;;;;;C;A;;;;;;1.6;;0.5
ORG;2014;630000149;;;;;630780302;1;;;;;;30;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;B;C;D;;;;;;;
ORG;2014;630000412;;;2;;630780997;;;1;;1;;47;;;;;B;C;;;;;;;;;;;B;;;;;;C;;;;;;C;D;A;;;;0.05;1.03;1.1;0.2
ORG;2014;630000420;;;1;;630781003;1;;;1;2;;;;;;;D;;;;;;C;A;;;;;;;;A;;;C;;;;;;;;;;;;0;;;
ORG;2014;630000446;;;2;;630781029;;;1;;1;;47;;;;;B;C;;;;;;;;;;;B;;;;;;C;;;;;;C;D;A;;;;0.05;1.03;1.1;0.2
ORG;2014;630000479;;;5;;630781110;;;;;;;19;;;;;C;B;E;;;;;;;;;;;;;;;;;;;;;;C;D;E;;;;1;2.48;0.61;1.62
ORG;2014;630000487;;;1;;630781136;;;;;;;4;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;A;D;;;;;0.4;0.76;0.45;0.4
ORG;2014;630000560;;;1;;630781367;1;;;;;;;;;;;D;;;;;;H;;;;;;;;;;;;;;;;;;;;;;;;0;1.2;4;0.5
ORG;2014;630010510;;;1;;750043994;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;630011823;;;;;870015336;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;630780179;;0;1;0;630011534;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0.7;;0.8
ORG;2014;630780195;;;;;630786754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;;;;
ORG;2014;630780310;;;1;;630000156;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;630780526;;;1;;630009991;;;;;;;;;;;;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;630780559;;;;;870015336;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;630781433;;1;0;0;630000362;0;0;0;0;0;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;630781755;;;;;630011518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;
ORG;2014;630783348;;;;;750050916;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;
ORG;2014;630785756;;;1;;630001188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2
ORG;2014;640000162;;;2;;640780417;1;;;1;;;;;;;;C;;;;;;C;;;;;;;;;D;;;;;;;;;;;;;;;;;;
ORG;2014;640000402;;;;;640780813;2;;;1;1;;78;2;;;;;;;;;;H;C;;;;;;;;D;;;C;;;;;;C;D;A;C;;;0;1.19;0.36;
ORG;2014;640000410;;;;;640780821;1;1;;1;;;;;;;;;;;;;;;;;A;;;;;;D;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;640000428;;;;;640780839;1;;;;;;12;;;;;;;;;;;A;C;;;;;;;;;;;;;;;;;A;C;;;;;0.05;0;0;0
ORG;2014;640000436;;;;;640780862;1;2;;;;;;;;;;;;;;;;D;;;B;;;;;;;;;;;;;;;;;;;;;0.8;;;
ORG;2014;640000600;;;;;640781290;1;1;;;3;;;;;;;;;;;;;H;;;A;;;;;;;;;C;D;;;;;;;;;;;0;4.87;6.09;0
ORG;2014;640003836;;;;;640791976;1;1;;;;;;;;;;;;;;;;C;A;;A;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;640005591;;2;;;750043994;2;;;;;;5;;;D;;;;;;;;D;;;;;;;;;;;;;;;;;;;E;;;;;0.2;0.1;;0.1
ORG;2014;640013298;;;;;640011508;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.1;
ORG;2014;640015921;;;;;640780821;1;1;;1;;;;;;;;;;;;;;;;;A;;;;;;D;;;;;;;;;;;;;;;0;0;0;0
ORG;2014;640017646;;;1;;640017638;1;;;;;;;;;;;C;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;0.1
ORG;2014;640780334;;;;;640017893;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0.2;
ORG;2014;640780490;;;1;;640000212;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.5;;;
ORG;2014;640780631;;;;;640000295;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;
ORG;2014;640780946;;;2;;640000469;;;;;;;17;4;;;;B;A;;;;;;;;;;;;;;;;;;;;;;;C;A;D;D;;;0.2;;;
ORG;2014;640780987;;;;;640000493;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;;;;;;;;
ORG;2014;640781308;;;;;640000618;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;0.01;0.02;;0.01
ORG;2014;640786281;;;;;640791976;1;1;;;;;;;;;;;;;;;;C;;;A;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;640787156;;;1;;640001699;1;;;;;;10;;;;;A;C;;;;;A;C;;;;;;;;;;;;;;;;;A;C;D;;;;1;0;0;0
ORG;2014;650000045;;0;0;0;650780158;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;A;E;;;;;2.8;0.12;5.25
ORG;2014;650000060;;;1;;650780174;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;
ORG;2014;650000417;;0;1;0;650783160;0;1;0;1;0;0;0;0;;;;A;;;;;;;;;B;;;;;;D;;;;;;;;;;;;C;A;E;;2.96;0.3;3.51
ORG;2014;650780398;;;1;;750005068;;;;;;;8;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;D;C;A;;;;;0.1;0.3;0.4
ORG;2014;650780679;;;;3;650000243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;650780729;;;2;;650000276;;1;;;;;17;;;;;B;G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;0.05
ORG;2014;660000092;;;1;;660780198;;;;;;;250;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4.43;8.5;3.5
ORG;2014;660005182;;;;;340000264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;
ORG;2014;660005190;;;;;340000264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;
ORG;2014;660005208;;;;;340000264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;
ORG;2014;660005216;;;;;340000264;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;;;0.27;;;
ORG;2014;660005687;;;1;;660790379;;;;;;;;;;;;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;660780099;;;;1;660000043;;;;2;;;;;;;;;;;B;;;;;;;;;;;;A;;;;;;;;;;;;;;;0.4;;;6.33
ORG;2014;660780149;;;;;660006867;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;C;C;;;;0.02;0;0;0
ORG;2014;660780347;;0;0;0;660000183;0;0;0;1;0;0;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.02;0.02;0.02
ORG;2014;660780537;;;;;660006867;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;;
ORG;2014;660780628;;;;1;660000282;;;;;;;;;;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;660780636;;;;;660000290;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;D;;;;;;;;
ORG;2014;660780842;;0;0;0;660000431;0;0;0;1;0;0;19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.02;0.02;0.02
ORG;2014;660781097;;;;1;660000506;;;;2;;;;;;;;;;;B;;;;;;;;;;;;A;;;;;;;;;;;;;;;0.4;;;5.2
ORG;2014;660781287;;;1;;660000621;;;;1;;;;;;;;B;;;;;;;;;;;;;;;A;;;;;;;;;;;;;;;0.2;0;0;0.2
ORG;2014;670000033;;;3;;670780063;;;2;2;;;35;;;;;C;A;B;;;;;;;;;;A;F;;D;B;;;;;;;;C;D;E;;;;0.2;;1.43;2.18
ORG;2014;670000041;;;;;670780071;;;2;;;4;;;;;;;;;;;;;;;;;;B;A;;;;;;;;C;D;A;;;;;;;0;0;0;0
ORG;2014;670000058;;;;;670013366;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2014;670000157;;;4;;670780337;1;;1;;3;;96;;;;;C;D;E;;;;H;;;;;;A;;;;;;C;;;;;;C;D;A;;;;1;5.67;1.5;1.9
ORG;2014;670000165;;;3;1;670780345;1;1;1;;;;;;;;;D;B;A;B;;;H;;;A;;;B;;;;;;;;;;;;;;;;;;;0.1;;
ORG;2014;670000272;;;2;;670780543;1;;1;;;;;;;;;D;D;;;;;C;;;;;;B;;;;;;;;;;;;;;;;;;;;;
ORG;2014;670000306;;;;;670780584;1;;4;;;;16;;;;;;;;;;;C;;;;;;A;B;;;;;;;;;;;C;B;A;;;;;;;11.16
