BOR;AN;FI;GRP;RS;FI_ET;RS_ET
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310782065;CTRE DIALYSE ROBERT MONTHIEU
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310793542;ANTENNE D'AUTODIALYSE CARBONNE
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310793559;ANTENNE AUTODIALYSE TOULOUSE BONNEFOY
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310793567;ANTENNE D'AUTODIALYSE BLAGNAC
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310793575;ANTENNE AUTODIALYSE TOULOUSE CEPIERE
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310793849;ANTENNE D'AUTODIALYSE COLOMIERS
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310794524;ANT AUTODIALYSE ST GAUDENS ST PLANCARD
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;310797535;ANTENNE AUTODIALYSE TOULOUSE FERETRA
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;320000680;ANTENNE D'AUTODIALYSE NOGARO
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;320001050;ANTENNE D'AUTODIALYSE MIRANDE
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;320001688;ANTENNE AUTODIALYSE CONDOM
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;320784515;ANTENNE D'AUTODIALYSE PAVIE
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;320785587;ANTENNE D'AUTODIALYSE FLEURANCE
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;460004641;ANTENNE D'AUTODIALYSE PRAYSSAC
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;460786346;ANTENNE D'AUTODIALYSE CAHORS
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;460786353;ANTENNE D'AUTODIALYSE FIGEAC
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;460786478;ANTENNE D'AUTODIALYSE MONTFAUCON
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;650005044;ANTENNE D'AUTODIALYSE BIGORRE
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;650788573;ANTENNE D'AUTODIALYSE MAUBOURGUET
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;650788599;ANTENNE D'AUTODIALYSE LANNEMEZAN
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;650788607;ANTENNE D'AUTODIALYSE LOURDES
ST;2014;310000633;06;ASS AIDE INSUFFISANTS RENAUX;650788615;ANTENNE D'AUTODIALYSE TARBES
ST;2014;310002712;06;CTRE NEPHROLOGIQUE OCCITANIE;310006473;NEPHROCARE RIEUX VOLVESTRE
ST;2014;310002712;06;CTRE NEPHROLOGIQUE OCCITANIE;310011788;NEPHROCARE MURET
ST;2014;310002712;06;CTRE NEPHROLOGIQUE OCCITANIE;310011838;UN_DIALYSEMEDICALISEECORNEBARRIEU_CNO
ST;2014;310002712;06;CTRE NEPHROLOGIQUE OCCITANIE;310019880;NEPHROCARE MURET - UAD
ST;2014;310002712;06;CTRE NEPHROLOGIQUE OCCITANIE;310794417;NEPHROCARE MURET - CENTRE
ST;2014;310180013;02;LES HOPITAUX DE LUCHON;310000013;CTRE CONVAL ET GERONTO DE LUCHON
ST;2014;310180013;02;LES HOPITAUX DE LUCHON;310784558;CTREDE REEDUC FONCTION HOP LUCHON
ST;2014;310780671;02;CENTRE HOSPITALIER COMMINGES PYRENEES;310000310;CENTRE HOSPITALIER COMMINGES PYRENEES
ST;2014;310780671;02;CENTRE HOSPITALIER COMMINGES PYRENEES;310009279;CENTRE HOSPITALIER COMMINGES PYRENEES
ST;2014;310780713;02;C.H. (EX H.L.) DE REVEL;310000336;C.H. (EX H.L.) DE REVEL
ST;2014;310780754;02;CENTRE HOSPITALIER G. MARCHANT;310000369;CENTRE HOSPITALIER G. MARCHANT
ST;2014;310780754;02;CENTRE HOSPITALIER G. MARCHANT;310794094;USLD MARCEL RISER CH G.MARCHANT
ST;2014;310781406;02;CHU DE TOULOUSE;310016977;HOPITAL  DES ENFANTS  CHU TLSE
ST;2014;310781406;02;CHU DE TOULOUSE;310019351;HOPITAL LARREY CHU TOULOUSE
ST;2014;310781406;02;CHU DE TOULOUSE;310022298;UNITE DE SSR HOPITAL GARONNE
ST;2014;310781406;02;CHU DE TOULOUSE;310025333;CHU ONCOPOLE
ST;2014;310781406;02;CHU DE TOULOUSE;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE
ST;2014;310781406;02;CHU DE TOULOUSE;310783048;HOPITAL DE PURPAN CHU TOULOUSE
ST;2014;310781406;02;CHU DE TOULOUSE;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE
ST;2014;310781406;02;CHU DE TOULOUSE;310783063;HOPITAL DE LA GRAVE CHU TOULOUSE
ST;2014;310781406;02;CHU DE TOULOUSE;310787304;CENTRE DE CASSELARDIT CHU TOULOUSE
ST;2014;310786256;02;C.H. (EX H.L.) DE MURET;310013628;C.H. (EX H.L.) DE MURET
ST;2014;310789136;08;ASSOCIATION INSTITUT CLAUDIUS REGAUD;310782347;INSTITUT CLAUDIUS REGAUD
ST;2014;310797519;08;SCP DR FRANCK REDON ET AUTRES;310797527;GROUPE ONCORAD GARONNE PASTEUR
ST;2014;310797519;08;SCP DR FRANCK REDON ET AUTRES;820007102;SCM ONCOLOGIE
ST;2014;320004310;02;ETS PUBLIC DE SANTE (EX HL)DE LOMAGNE;320000110;ETPUBLICSANTEDELOMAGNESITEDEFLEURANCE
ST;2014;320780117;02;CENTRE HOSPITALIER D'AUCH;320000086;CENTRE HOSPITALIER D'AUCH
ST;2014;320780125;02;CENTRE HOSPITALIER DU GERS;320000094;CENTRE HOSPITALIER DU GERS
ST;2014;320780133;02;CENTRE  HOSPITALIER CONDOM;320000102;CENTRE HOSPITALIER DE CONDOM
ST;2014;320780158;02;C.H. (EX H.L.)  DE GIMONT;320000128;C.H. (EX H.L.) DE GIMONT
ST;2014;320780174;02;C.H.I. (EX H.L.) DE LOMBEZ SAMATAN;320000144;C.H.I. (EX H.L.) DE LOMBEZ SAMATAN
ST;2014;320780182;02;C.H. (EX H.L.) DE MAUVEZIN;320000151;C.H. (EX H.L.) DE MAUVEZIN
ST;2014;320780190;02;C.H. (EX H.L.) DE MIRANDE;320000169;C.H. (EX H.L.) DE MIRANDE
ST;2014;320780208;02;C.H. (EX H.L.) DE NOGARO;320000177;C.H. (EX H.L.) DE NOGARO
ST;2014;320780216;02;C.H. (EX H.L.) DE VIC-FEZENSAC;320000185;C.H. (EX H.L.) DE VIC-FEZENSAC
ST;2014;330000134;06;SA POLYCLINIQUE BORDEAUX RIVE DROITE;330017989;CENTRE HEMODIALYSE BX RIVE DROITE
ST;2014;330000258;06;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;330054453;Antenne d'autodialyse CTMR - MERIGNAC
ST;2014;330000258;06;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;330056516;Antenne UDM/Autodialyse CTMR-ARES
ST;2014;330000258;06;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;330780446;C.T.M.R. SAINT-AUGUSTIN
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;240002691;Antenne d'autodialyse AURAD-Aquitaine - BERGERAC
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;240002725;Antenne d'autodialyse AURAD-Aquitaine - CASTELS
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;320001076;Antenne d'autodialyse AURAD-Aquitaine - LIGARDES
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007550;Antenne d'autodialyse AURAD-Aquitaine - BORDEAUX
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007584;Antenne d'autodialyse AURAD-Aquitaine - ARTIGUES-PRES BORDEAUX
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007634;Antenne d'autodialyse AURAD-Aquitaine - LA TESTE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007642;Antenne d'autodialyse AURAD-Aquitaine - PINEUILH 2
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007667;Antenne d'autodialyse AURAD-Aquitaine - LANGON
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007683;Antenne d'autodialyse AURAD-Aquitaine - LIBOURNE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330007725;Antenne d'autodialyse AURAD-Aquitaine - GRADIGNAN
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330024639;Antenne d'autodialyse AURAD-Aquitaine LIBOURNE-DAGUEYS
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330057449;ANTENNE AUTODIALYSE AURAD PINEUILH
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;330780461;AURAD AQUITAINE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;400006706;ANTENNE AUTODIALYSE AURAD DAX
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;400006730;ANTENNE AUTODIALYSE AURAD ST VINCENT DE TYROSSE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;400006797;ANTENNE AUTODIALYSE AURAD MORCENX
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;400007332;ANTENNE AUTODIALYSE AURAD MT MARSAN
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;400010906;ANTENNE AUTODIALYSE AURAD HAGETMAU
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470001868;ANTENNE AUTODIALYSE AURAD PONT DU CASSE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002262;ANTENNE AUTODIALYSE AURAD BOE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002320;ANTENNE AUTODIALYSE AURAD MARMANDE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002346;ANTENNE AUTODIALYSE AURAD CASTELJALOUX
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002361;ANTENNE AUTODIALYSE AURAD STE LIVRADE
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002387;ANTENNE AUTODIALYSE AURAD TONNEINS
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002403;ANTENNE AUTODIALYSE AURAD FUMEL
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470002411;ANTENNE AUTODIALYSE AURAD NERAC
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;470013558;ANTENNE AUTODIALYSE AURAD PUJOLS
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;640005302;ANTENNE AUTODIALYSE AURAD ANGLET
ST;2014;330000266;06;ASSOCIATION AURAD-AQUITAINE;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ
ST;2014;330000274;06;SA NOUVELLE POLYC BX-NORD-AQUITAINE;330007436;ANTENNE d'AUTODIALYSE PBNA  - BORDEAUX
ST;2014;330000274;06;SA NOUVELLE POLYC BX-NORD-AQUITAINE;330008012;ANTENNE d' AUTODIALYSE PBNA - BLAYE
ST;2014;330000274;06;SA NOUVELLE POLYC BX-NORD-AQUITAINE;330054461;ANTENNE d' AUTODIALYSE PBNA - LESPARRE
ST;2014;330000274;06;SA NOUVELLE POLYC BX-NORD-AQUITAINE;330056680;ANTENNE  d'AUTODIALYSE PBNA - LORMONT
ST;2014;330000274;06;SA NOUVELLE POLYC BX-NORD-AQUITAINE;330783374;CENTRE D'HEMODIALYSE PBNA
ST;2014;330000308;06;SA HOPITAL PRIVE SAINT MARTIN;330780453;Centre d'Hémodialyse - HOPITAL PRIVE SAINT-MARTIN
ST;2014;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330007410;Antenne d'autodialyse CADDD - GRADIGNAN
ST;2014;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330056227;Antenne d'autodialyse CADDD - BEGLES
ST;2014;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330795295;Antenne d'autodialyse CADDD - SAINT PIERRE DE MONS
ST;2014;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330795303;Antenne d'autodialyse CADDD - CENON
ST;2014;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;330802364;Antenne d'autodialyse CADDD - ARCACHON
ST;2014;330007386;06;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;400789715;ANTENNE AUTODIALYSE CADDD
ST;2014;330015488;06;SOC FRA DEVELOP TECHNIQUES MEDICALES;740011515;CENTRE HEMODIALYSE ALPES LÉMAN
ST;2014;330015488;06;SOC FRA DEVELOP TECHNIQUES MEDICALES;740788617;CENTRE NEPHROL HEMODIALYSE MONT BLANC
ST;2014;330027509;02;CTRE HOSP INTERCOMMUNAL SUD GIRONDE;330000589;CHIC SUD GIRONDE site de Langon
ST;2014;330027509;02;CTRE HOSP INTERCOMMUNAL SUD GIRONDE;330000597;CHIC SUD GIRONDE site de La Réole
ST;2014;330029208;06;SAS CENTRE D'HEMODIALYSE DES ALPES;040003113;AUTODIALYSE CH SISTERON
ST;2014;330029208;06;SAS CENTRE D'HEMODIALYSE DES ALPES;040784860;HEMODIALYSE DES ALPES TOUTES AURES
ST;2014;330029208;06;SAS CENTRE D'HEMODIALYSE DES ALPES;040787541;AUTODIALYSE CH CHARLES ROMIEU
ST;2014;330030859;06;ASS. NEPHRO. PR DVLPT REIN ARTIFICIEL;750814824;ANDRA - CENTRE DE DIALYSES
ST;2014;330030909;06;AIDE TRAIT. INSUF. RENALE RHONE-ALPES;690030770;CENTRE DE DIALYSE ATIRRA
ST;2014;330030958;06;CIRAD BLOIS;410005011;CIRAD SAS
ST;2014;330030958;06;CIRAD BLOIS;410005953;CIRAD-CENTRE De dialyse
ST;2014;330030958;06;CIRAD BLOIS;410007553;CIRAD SAS
ST;2014;330031048;06;CENTRE DE NEPHROLOGIE DE CHATEAUROUX;360000962;UNITE DIALYSE MEDICALISEE& AUTODIALYSE
ST;2014;330031048;06;CENTRE DE NEPHROLOGIE DE CHATEAUROUX;360002133;CENTRE DE NEPHROLOGIE DE CHATEAUROUX
ST;2014;330031048;06;CENTRE DE NEPHROLOGIE DE CHATEAUROUX;360004527;CENTRE D'AUTODIALYSE
ST;2014;330031089;06;SOCIETE BRESTOISE DU REIN ARTIFICIEL;290000850;STE BRESTOISE REIN ARTIFICIEL
ST;2014;330057597;06;SAS CENTRE NEPHROLOGIE MONTARGIS;180008476;CENTRE DE NEPHROLOGIE - UAD
ST;2014;330057597;06;SAS CENTRE NEPHROLOGIE MONTARGIS;450013818;CENTRE D'HEMODIALYSE -J.D'ARC-
ST;2014;330057597;06;SAS CENTRE NEPHROLOGIE MONTARGIS;450018460;CENTRE DE NEPHROLOGIE
ST;2014;330781196;02;CHU HOPITAUX DE BORDEAUX;330781337;HOPITAL XAVIER ARNOZAN
ST;2014;330781196;02;CHU HOPITAUX DE BORDEAUX;330781352;HOPITAL ST ANDRE
ST;2014;330781196;02;CHU HOPITAUX DE BORDEAUX;330781360;CHU PELLEGRIN
ST;2014;330781196;02;CHU HOPITAUX DE BORDEAUX;330783648;HOPITAL DE HAUT LEVEQUE
ST;2014;330781196;02;CHU HOPITAUX DE BORDEAUX;330802752;CENTRE JEAN ABADIE - CHU
ST;2014;330781204;02;CENTRE HOSPITALIER D'ARCACHON;330000555;CENTRE HOSPITALIER D'ARCACHON
ST;2014;330781212;02;CENTRE HOSPITALIER DE BAZAS;330804501;CENTRE HOSPITALIER DE BAZAS
ST;2014;330781220;02;CH DE LA HAUTE GIRONDE;330000571;CH DE LA HAUTE GIRONDE
ST;2014;330781253;02;CENTRE HOSPITALIER DE LIBOURNE;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE
ST;2014;330781253;02;CENTRE HOSPITALIER DE LIBOURNE;330783721;HOPITAL GARDEROSE
ST;2014;330781261;02;CH DE SAINTE  FOY LA GRANDE;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE
ST;2014;330781279;02;CENTRE HOSPITALIER DE MONSEGUR;330000621;HOPITAL LOCAL DE MONSEGUR
ST;2014;330781287;02;CH CHARLES PERRENS;330000639;CH CHARLES PERRENS
ST;2014;330781295;02;C.H. DE  CADILLAC;330000647;C.H. DE CADILLAC
ST;2014;330781329;08;INSTITUT BERGONIE;330000662;INSTITUT BERGONIE
ST;2014;330792862;02;CENTRE DE SOINS DE  PODENSAC;330005182;EHPAD - USLD CENTRE DE SOINS PODENSAC
ST;2014;340000264;06;AIDER;110004413;AIDER
ST;2014;340000264;06;AIDER;110004421;AIDER UAD DE LIMOUX
ST;2014;340000264;06;AIDER;110004439;AIDER UAD DE TREBES
ST;2014;340000264;06;AIDER;110005311;AIDER UDM DE CARCASSONNE
ST;2014;340000264;06;AIDER;120001748;UNITE DIALYSE MEDICALISEE MILLAU
ST;2014;340000264;06;AIDER;120787254;UAD MILLAU
ST;2014;340000264;06;AIDER;300007119;AIDER D'ALES
ST;2014;340000264;06;AIDER;300007168;AIDER
ST;2014;340000264;06;AIDER;300787421;AIDER DE NIMES
ST;2014;340000264;06;AIDER;340013119;AIDER UAD DE GRABELS
ST;2014;340000264;06;AIDER;340013168;AIDER CLINIQUE JACQUES MIROUZE
ST;2014;340000264;06;AIDER;340013218;AIDER GANGES
ST;2014;340000264;06;AIDER;340013259;AIDER UAD DE BEDARIEUX
ST;2014;340000264;06;AIDER;340013309;AIDER CLERMONT L'HERAULT
ST;2014;340000264;06;AIDER;340013358;AIDER UAD DE BOUZIGUES
ST;2014;340000264;06;AIDER;340013408;AIDER UAD DE SETE
ST;2014;340000264;06;AIDER;340013499;AIDER UAD DE VILLENEUVE LES BEZIERS
ST;2014;340000264;06;AIDER;340020221;AIDER DIALYSE A DOMICILE
ST;2014;340000264;06;AIDER;480001403;AIDER MENDE
ST;2014;340000264;06;AIDER;480001783;AIDER UAD / UDM MARVEJOLS
ST;2014;340000264;06;AIDER;660005182;AIDER UAD D'ELNE
ST;2014;340000264;06;AIDER;660005190;AIDER UAD DE FONT ROMEU
ST;2014;340000264;06;AIDER;660005208;AIDER UAD DU BOULOU
ST;2014;340000264;06;AIDER;660005216;AIDER UAD DE PERPIGNAN
ST;2014;340000413;06;SAS CHLM;300008588;NEPHROCARE NIMES
ST;2014;340000413;06;SAS CHLM;300008638;NEPHROCARE BAGNOLS-SUR-CEZE
ST;2014;340000413;06;SAS CHLM;340015999;NEPHROCARE BEZIERS
ST;2014;340000413;06;SAS CHLM;340016005;AUTODIALYSE DE LUNEL NEPHROCARE LUNEL
ST;2014;340000413;06;SAS CHLM;340017086;CENTRE D'ENTRAINEMENT ET D'ORIENTATION
ST;2014;340000413;06;SAS CHLM;340017490;NEPHROCARE CASTELNAU LE ROCHET
ST;2014;340000413;06;SAS CHLM;340780840;NEPHROCARE CASTELNAU LE PARC
ST;2014;340009489;06;SOCIETE NEPHROLOGIE DIALYSE ST GUILHEM;340009539;Centre de Dialyse Saint Guilhem Bassin de Thau
ST;2014;340009489;06;SOCIETE NEPHROLOGIE DIALYSE ST GUILHEM;340017292;UNITE D'AUTODIALYSE SAINT-GUILHEM PAYS D'AGDE
ST;2014;340009893;02;CH BEDARIEUX;340780444;CH BEDARIEUX
ST;2014;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340000223;CENTRE HOSPITALIER SETE
ST;2014;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340780436;HOPITAL SAINT LOUP HBT AGDE
ST;2014;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340787266;HJ PSY INFANTO JUVENILE HBT SETE
ST;2014;340011295;02;LES HOPITAUX DU BASSIN DE THAU;340796051;USLD LES PERGOLINES HBT SETE
ST;2014;340021559;08;SCM CENTRE D'ONCOLOGIE DE MONTPELLIER;340020445;CENTRE D'ONCOLOGIE MONTPELLIER
ST;2014;340780055;02;CH BEZIERS;340000033;CENTRE HOSPITALIER BEZIERS
ST;2014;340780055;02;CH BEZIERS;340016732;PSYCHIATRIE
ST;2014;340780055;02;CH BEZIERS;340017771;SSR CH BEZIERS
ST;2014;340780055;02;CH BEZIERS;340021211;HAD CH BEZIERS
ST;2014;340780451;02;CH PEZENAS;340000173;CENTRE HOSPITALIER PEZENAS
ST;2014;340780469;02;CH SAINT PONS;340000181;CENTRE HOSPITALIER DE SAINT-PONS
ST;2014;340780469;02;CH SAINT PONS;340008176;CENTRE D' ALCOOLOGIE CH SAINT-PONS
ST;2014;340780477;02;CHU MONTPELLIER;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER
ST;2014;340780477;02;CHU MONTPELLIER;340780485;HOPITAL LA COLOMBIÈRE ADUL ENF CHU
ST;2014;340780477;02;CHU MONTPELLIER;340782036;HOPITAL SAINT-ELOI CHU MONTPELLIER
ST;2014;340780477;02;CHU MONTPELLIER;340782085;HOPITAL G. DE CHAULIAC CHU MONTPELLIER
ST;2014;340780477;02;CHU MONTPELLIER;340782481;CENTRE BELLEVUE CHU MONTPELLIER
ST;2014;340780477;02;CHU MONTPELLIER;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER
ST;2014;340780477;02;CHU MONTPELLIER;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT
ST;2014;340780493;08;ICM INSTITUT REGIONAL DU CANCER DE MTP;340000207;ICM INSTITUT REGIONAL DU CANCER DE MTP
ST;2014;340780519;02;CH LODEVE;340000215;CENTRE HOSPITALIER DE LODEVE
ST;2014;340780535;02;CH LUNEL;340000231;CH DE LUNEL
ST;2014;340780543;02;CH CLERMONT L'HERAULT;340000249;CENTRE HOSPITALIER CLERMONT-L' HERAULT
ST;2014;340796358;02;CH PAUL COSTE FLORET LAMALOU;340780220;CENTRE HOSPITALIER PAUL COSTE FLORET
ST;2014;340798503;08;ONCODOC;340798511;ONCODOC CENTRE RADIOTHÉRAPIE ONCOLOGIE
ST;2014;350000022;02;CENTRE HOSPITALIER BROUSSAIS;350000147;CENTRE HOSPITALIER SAINT-MALO
ST;2014;350000022;02;CENTRE HOSPITALIER BROUSSAIS;350013629;CENTRE LONG SEJOUR - C.H. ST MALO
ST;2014;350000030;02;CENTRE HOSPITALIER FOUGERES;350000154;C.H FOUGERES
ST;2014;350000048;02;CENTRE HOSPITALIER DE REDON;350000162;CENTRE HOSPITALIER DE REDON
ST;2014;350000055;02;CENTRE HOSPITALIER VITRE;350000188;CENTRE HOSPITALIER DE VITRE
ST;2014;350000055;02;CENTRE HOSPITALIER VITRE;350016135;SERVICE DE S.S.R. - CH VITRÉ
ST;2014;350000089;02;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE
ST;2014;350000246;02;CH GUILLAUME REGNIER RENNES;350000337;C.H.  GUILLAUME REGNIER RENNES
ST;2014;350000246;02;CH GUILLAUME REGNIER RENNES;350032280;RESIDENCE DU TERTRE DE JOUE
ST;2014;350000626;06;AUB SANTE;220013106;AUTODIALYSE BEGARD
ST;2014;350000626;06;AUB SANTE;220013122;AUTODIALYSE LANNION
ST;2014;350000626;06;AUB SANTE;220013130;AUTODIALYSE PAIMPOL
ST;2014;350000626;06;AUB SANTE;220013155;AUTODIALYSE SAINT ALBAN
ST;2014;350000626;06;AUB SANTE;220014286;AUTODIALYSE LANGUEUX
ST;2014;350000626;06;AUB SANTE;220016430;AUTODIALYSE LEHON-DINAN
ST;2014;350000626;06;AUB SANTE;220016778;CTRE D'ENTRAINEMENT ET REPLI ST BRIEUC
ST;2014;350000626;06;AUB SANTE;220018899;AUTODIALYSE SAINT BRIEUC
ST;2014;350000626;06;AUB SANTE;220019558;UDM DE SAINT BRIEUC
ST;2014;350000626;06;AUB SANTE;220019848;UNITE D'AUTODIALYSE DE LOUDEAC
ST;2014;350000626;06;AUB SANTE;220020507;CENTRE DE DIALYSE DE LANNION
ST;2014;350000626;06;AUB SANTE;290005131;CENTRE DE DIALYSE DE PL-LES-MORLAIX
ST;2014;350000626;06;AUB SANTE;290005172;AUTODIALYSE BREST- HERMITAGE 1-
ST;2014;350000626;06;AUB SANTE;290005230;AUTODIALYSE DOUARNENEZ
ST;2014;350000626;06;AUB SANTE;290016286;CTRE ENTRAINEMENT ET DE REPLI QUIMPER
ST;2014;350000626;06;AUB SANTE;290016294;CENTRE D'ENTRAINEMENT ET REPLI BREST
ST;2014;350000626;06;AUB SANTE;290018548;AUTODIALYSE DE BREST -QUESTEL-
ST;2014;350000626;06;AUB SANTE;290018555;AUTODIALYSE MORLAIX
ST;2014;350000626;06;AUB SANTE;290018563;AUTODIALYSE QUIMPER -PERROS-
ST;2014;350000626;06;AUB SANTE;290021070;AUTODIALYSE CONCARNEAU
ST;2014;350000626;06;AUB SANTE;290023779;CENTRE DE DIALYSE DE CARHAIX
ST;2014;350000626;06;AUB SANTE;290023787;AUTODIALYSE LANDIVISIAU
ST;2014;350000626;06;AUB SANTE;290023795;AUTODIALYSE LE FAOU
ST;2014;350000626;06;AUB SANTE;290023811;AUTODIALYSE CARHAIX
ST;2014;350000626;06;AUB SANTE;290024025;AUTODIALYSE BREST -HERMITAGE 2-
ST;2014;350000626;06;AUB SANTE;290024579;CTRE ENTRAINEMENT/REPLI PL-LES-MORLAIX
ST;2014;350000626;06;AUB SANTE;290025337;AUTODIALYSE PLONEOUR LANVERN
ST;2014;350000626;06;AUB SANTE;290028539;AUTODIALYSE LANDERNEAU
ST;2014;350000626;06;AUB SANTE;290029669;CENTRE DE DIALYSE DE QUIMPER
ST;2014;350000626;06;AUB SANTE;290030808;AUTODIALYSE CROZON
ST;2014;350000626;06;AUB SANTE;290031541;UNITE D'AUTODIALYSE DE QUIMPERLE
ST;2014;350000626;06;AUB SANTE;290032028;UDM DE BREST
ST;2014;350000626;06;AUB SANTE;290032655;UDM DE MELLAC
ST;2014;350000626;06;AUB SANTE;290032713;UDM DE QUIMPER
ST;2014;350000626;06;AUB SANTE;350002804;DIALYSE A DOMICILE
ST;2014;350000626;06;AUB SANTE;350030748;AUTODIALYSE FOUGERES
ST;2014;350000626;06;AUB SANTE;350030763;AUTODIALYSE SAINT MALO
ST;2014;350000626;06;AUB SANTE;350032934;CENTRE DE DIALYSE DE RENNES
ST;2014;350000626;06;AUB SANTE;350039418;AUTODIALYSE MONTGERMONT
ST;2014;350000626;06;AUB SANTE;350039707;CTRE D'ENTRAINEMENT ET REPLI ST MALO
ST;2014;350000626;06;AUB SANTE;350039715;CTRE D'ENTRAINEMENT ET DE REPLI RENNES
ST;2014;350000626;06;AUB SANTE;350040044;CENTRE DIALYSE DE SAINT MALO
ST;2014;350000626;06;AUB SANTE;350041059;AUTODIALYSE DINARD
ST;2014;350000626;06;AUB SANTE;350042131;AUTODIALYSE REDON
ST;2014;350000626;06;AUB SANTE;350042602;CENTRE DE DIALYSE DE FOUGERES
ST;2014;350000626;06;AUB SANTE;350045779;UDM DE SAINT MALO
ST;2014;350000626;06;AUB SANTE;350046744;UDM DE FOUGERES
ST;2014;350000626;06;AUB SANTE;350046751;UDM DE MONTGERMONT
ST;2014;350000626;06;AUB SANTE;500021316;CENTRE DE DIALYSE D'AVRANCHES
ST;2014;350000626;06;AUB SANTE;560004004;CENTRE DE DIALYSE DE LORIENT
ST;2014;350000626;06;AUB SANTE;560006348;CTRE ENTRAINEMENT ET DE REPLI  PONTIVY
