BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2014;440000404;440000925;0;0;0;179;42;980;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440000412;440000941;0;0;0;609;388;640;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440000487;440001014;0;0;0;687;43;3720;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440000503;440000313;1;0;1;305;289;79;0;440001113;;;303;0;289;0;41;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;303;0;0;0;0;0;0;0;0;0;0;1;;0;1;0.2;0.1;;;;;;1;1;;;1;0.3;0.25;;;0.25
CANCERO;2014;440000651;440001212;0;0;0;78;58;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440001113;490017258;1;1;1;69741;66403;126557;1;;;;18482;0;16157;0;2517;0;0;0;7;0;6;2808;46593;434;309;297;2533;372;10;6;18;5;18;55;3;1;14;;8;9.96;6.8;28.19;4.89;21.19;55;39;35;6;3161;17262;1534;2215;3;0;0;6;14260;6123;8;0;17;;7;;17.2;;51;36;;1;28;49;30;3;1;12;80.14;55.95;2.2;1.84;34.14
CANCERO;2014;440002020;440001386;0;0;0;851;171;4352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440017598;440000289;1;0;1;1608;648;8231;1;;;;1142;0;613;0;269;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;657;723;0;0;0;0;0;0;3962;0;0;0;5;;;;2.5;;9;9;0;0;0;9;5;1;0;2;14.37;12.81;0.36;0;2.26
CANCERO;2014;440023364;440006377;1;1;1;14568;14271;5375;1;;;;14393;0;14270;0;1801;0;0;0;4;0;3;0;44863;878;0;20;;20;4;3;13;3;7;0;1;0;12;0;4;4.75;3;22.23;3;9.56;52;29;;;974;14943;0;0;0;0;0;0;13266;0;0;0;2;4;0;2;1.61;5.24;46;27;;;26;4;3;4;2;2;42.5;27.48;2.25;1.59;22.46
CANCERO;2014;440024982;440000461;1;0;0;908;138;5397;1;490017258;;;43;0;42;0;8;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440029338;440041895;0;0;0;1110;207;6339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440029379;440000974;0;0;0;909;505;1093;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440033819;440006344;0;0;0;593;240;1516;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440041580;440041572;0;0;0;2443;796;10225;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;440048700;490017258;1;0;1;307;307;1;1;;;;307;0;307;0;47;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;340;0;0;0;0;0;0;0;0;0;0;;;;1;;0.4;;;;;;;;;;1;;;;;0.5
CANCERO;2014;440048718;440006377;1;0;1;1059;1059;0;1;;;;1059;0;1059;0;229;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;0;0;0;1074;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0.26;0.23;4;0;0;0;3;1;0;1;0;0;1.07;0;0.1;0;0.43
CANCERO;2014;440050433;440041895;1;1;1;26572;25914;46962;1;;;;7381;0;7135;0;981;0;0;0;2;0;0;847;17738;77;0;0;819;0;4;3;18;3;1;0;;;1;;1;3.11;3;17.54;2.08;1.5;30;24;0;0;937;7146;0;0;0;0;0;0;10300;0;0;0;3;2;2;;4.31;2;24;19;;;14;10;4;;;2;29.8;19.39;;;12.67
CANCERO;2014;450000021;450000088;1;1;0;985;498;2533;1;;;;480;0;421;0;58;0;29;0;0;;;0;0;13;0;0;12;0;;;;;;0;;;;;;;;;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450000047;450000096;1;0;0;56;47;35;0;450000237;;;45;0;72;0;6;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450000062;450000104;1;0;0;6253;5468;9051;1;;;;5749;0;5396;0;603;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450000070;450000112;1;0;0;194;190;129;0;450000062;;;194;0;190;0;22;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450000237;450000534;1;0;1;2364;2267;1057;0;450000104;;;2198;0;2197;0;230;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;2362;0;0;0;0;0;0;0;0;0;0;;;2;2;0.4;0.4;1;;;;;3;;1;;;1.62;;0.29;;
CANCERO;2014;450000245;450000542;1;0;1;2089;1537;3353;0;450000088;;;1486;0;1472;0;172;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;1443;0;0;0;0;0;0;0;0;0;0;;;2;;0.62;;;;;;;4;;;;;1.05;;;;
CANCERO;2014;450000278;450000195;1;0;1;1083;1051;308;1;;;;1082;0;1051;0;222;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;106;0;0;0;0;0;0;0;1263;0;0;0;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450000294;450000591;1;0;0;46;0;671;0;450010079;;;36;0;0;0;26;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450002613;450000088;1;1;1;35989;33172;67109;1;;;;13070;0;11155;0;1526;0;0;0;3;0;6;996;20943;340;1;88;1026;87;5;;16;;38;0;1;;5;;5;4.39;;19.68;;39.11;46;20;;;1941;9521;0;0;0;0;0;0;11947;0;0;0;3;7;;;1.9;4.8;20;13;;1;8;2;1;;;;20.99;13.99;;0.25;6.39
CANCERO;2014;450010079;450000195;1;0;1;3506;2744;5738;1;;;;2432;0;2432;0;332;0;0;0;;;;;10863;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2432;0;0;0;0;0;0;0;0;0;0;;;;;;;3;;;;2;;;1;;;2.2;;0.2;;2
CANCERO;2014;450012968;450001474;1;0;0;163;94;197;0;;;;27;0;27;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450013719;450011150;1;0;0;5;;56;0;280000134;;;;4;;5;;2;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450014048;450011150;1;0;0;19;0;83;0;280000134;;;0;9;0;10;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450018528;450011150;1;0;0;29;0;72;0;280000134;;;0;16;0;16;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450018536;370001299;1;0;0;0;0;0;0;;;;0;24;0;39;0;4;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;450019336;450018478;0;1;0;19825;19825;19825;0;;;;;;;;;;;;2;0;0;795;19030;0;0;0;780;0;2;2;8;0;7;1;1;;1;1;;2.8;2;8.5;0.5;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;460000045;460780083;0;0;0;140;43;1287;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;460000110;460780216;1;0;1;2517;1934;3479;1;;;;2108;28;1899;28;303;5;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;;;272;1931;0;0;0;0;0;0;1315;0;0;0;2;1;0;0;1.03;1.84;3;1;0;0;0;1;1;0;0;0;3.3;1.24;0;0;0
CANCERO;2014;460006075;460006067;1;0;1;966;966;966;0;120780044;;;966;3;966;85;117;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;966;0;0;0;0;0;0;0;0;0;0;;;1;3;0.2;0.6;;;;;;2;;1;1;1;1.6;;0.1;0.1;0.3
CANCERO;2014;470000027;470014069;1;0;0;1447;382;7868;0;470000159;;;254;0;254;0;57;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;470000142;470000795;0;0;0;128;8;1040;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;470000159;470014069;1;0;1;6034;6034;6034;1;;;;6034;0;6034;0;765;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;6035;0;0;0;0;0;0;0;0;0;0;3;;;2;3;0.5;4;;;;1;1;;1;1;;4.1;;0.5;0.26;1
CANCERO;2014;470000423;470000316;1;0;0;2943;1950;4996;1;;;;2805;0;1917;0;325;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;470000431;470000324;1;0;0;1523;1351;2001;1;;;;1392;0;1290;0;174;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;470000480;470001660;1;0;0;786;690;963;1;;;;715;0;678;0;75;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;470010349;470010331;0;1;0;26490;26490;26490;0;;;;;;;;;;;;2;0;0;1364;25126;;0;;1244;0;2;2;12;1;14;;;2;;;;2;4;12;1;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;480000017;480780097;1;0;1;1148;1066;1282;1;;;;1059;0;1055;0;137;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;5;10;;;283;1346;0;0;3;1;0;0;1581;0;7;0;;;1;;0.67;;3;1;;;;7;;1;;;3.59;1;0.6;;
CANCERO;2014;490000049;490000031;1;0;1;11348;8161;29970;1;;;;8968;0;7240;0;1153;0;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;8;2;0;0;302;1678;0;0;302;1651;0;1024;0;1024;1;12;1;5;1.05;12;44;32;1;0;15;26;8;1;0;2;59.61;35.19;1;0;15.03
CANCERO;2014;490000155;490017258;1;1;1;58852;56224;79485;1;;;;14853;0;12966;0;1920;0;0;0;4;;5;2059;40462;206;216;166;1974;244;7;5;15;1;6;0;1;;14;2;;5.75;3.48;19.85;2.31;4.8;42;30;26;4;2482;13891;1380;2525;0;0;0;0;8928;5087;0;0;13;26;8;12;13.3;24.1;65;50;2;0;9;49;23;1;4;4;76.61;50.11;2.13;2.41;7.34
CANCERO;2014;490000262;490000171;1;0;0;1713;1350;2502;1;;;;1444;0;1253;0;211;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;490000312;490012176;1;0;0;74;0;627;0;490000155;;;;56;;56;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;490000635;490000676;1;0;1;3379;2711;5061;1;;;;2886;0;2514;0;400;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;3546;0;0;0;0;0;0;0;0;0;0;2;16;;;0.8;1.2;4;;;;2;2;1;;;5;5.3;0.85;;;5.92
CANCERO;2014;490001765;490528452;1;0;0;924;797;505;0;490000031;;;795;0;732;0;129;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;490002037;490000890;1;0;1;3791;2943;6740;1;;;;2999;0;2767;0;309;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;0;2963;0;0;0;0;0;0;0;0;0;0;;;;;;;4;;;;;;;;;;3.88;;;;
CANCERO;2014;490007929;490000627;0;0;0;507;25;2815;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;490014909;490008109;1;0;0;2288;818;12525;1;;;;392;0;391;0;60;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;490016870;440048643;1;0;0;0;0;0;0;;;;0;10;0;32;0;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500000021;500000054;1;0;0;469;164;2678;1;;;;165;0;163;0;28;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500000146;500000500;1;0;1;4099;3659;3802;1;;;;3827;0;3569;0;424;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;19;13;;;122;3569;0;0;0;0;0;0;1653;0;0;0;1;;2;;1.5;;6;7;;;;7;2;1;;;10.21;8.31;0.7;;
CANCERO;2014;500000187;500000013;1;1;1;5945;5376;9854;1;;;;4296;3;3917;4;579;3;7;0;1;0;;89;1253;7;0;0;78;0;2;2;3;1;1;0;;;9;;5;2;2;9.96;1;4.9;14;10;;;729;4161;0;0;0;1;0;0;3995;0;0;0;3;;;;3;;13;9;1;;3;5;4;;;2;17.97;12.98;1;;5.9
CANCERO;2014;500000203;500000542;0;0;0;423;126;1975;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500000260;500000054;1;0;0;635;528;546;1;;;;603;0;503;0;88;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500000401;500000609;1;0;0;443;372;341;0;;;;68;0;304;0;14;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500000450;500000112;1;0;0;1760;1573;2065;1;;;;1636;34;1547;64;198;27;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500002357;500002233;0;0;0;734;202;2667;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500021449;500018296;0;1;0;15073;15073;256;0;;;;;;;;;;;;2;0;0;0;15679;1024;0;0;590;0;2;2;5;2;5;0;0;0;2;0;1;2;2;6.5;2;5.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;500021944;140000639;0;1;1;8715;8715;15826;0;;;;;;;;;;;;1;0;0;311;8404;0;0;0;387;0;2;2;3;1;1;0;;;5;1;3;2;2;7.5;1.2;3.2;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
CANCERO;2014;510000185;510000532;1;1;1;18597;16226;19731;1;;;;15177;0;16084;0;1856;0;0;0;;;3;0;0;22;0;37;21;29;;;;;;0;;;;;;;;;;;;32;;;0;13529;0;0;0;1;0;0;0;0;0;0;2;;3;;;;24;17;1;1;;2;;;;;26.64;13.61;0.8;0.75;
CANCERO;2014;510000193;510000557;0;0;0;637;199;3216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;510000227;510000565;1;0;1;913;844;394;0;510018559;;;829;0;828;0;99;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;828;0;0;0;0;0;0;0;0;0;0;;;2;;0.4;;2;;;;;;;1;1;;2;;0.2;0.07;
CANCERO;2014;510000235;510000060;1;0;1;717;563;1286;0;510000029;510000185;510000516;640;0;553;0;97;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;0;0;0;535;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.3;3;0;0;0;0;0;0;0;0;0;1.83;0;0;0;0
CANCERO;2014;510000516;510000136;1;1;1;36288;34526;57931;1;;;;8386;0;7511;0;1154;0;1;0;3;0;6;1405;25231;210;211;33;1314;108;3;4;17;2;5;17;0;0;1;0;3;3;4;17.5;2;7.25;60;17;18;4;2116;9407;1219;573;9;15;1;1;12552;3360;32;4;5;2;4;3;7.3;3.15;53;39;2;1;5;5;2;0;1;0;55.8;40.25;2;1.8;5
CANCERO;2014;510002447;510000029;1;0;1;9504;7715;18396;1;;;;8350;0;7456;0;993;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;0;8402;0;0;0;2;0;0;0;0;0;0;0;4;0;1;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANCERO;2014;510002454;510000029;1;0;0;12;0;416;0;;;;10;0;0;0;9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;510002470;510000029;1;0;1;1208;1018;1295;1;;;;1066;0;832;0;0;0;75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;3;;;407;1858;0;0;404;1835;0;0;2051;0;2035;0;0;9;0;1;0;4.79;7;1;0;0;5;12;1;1;0;8;16.3;1.8;0.25;0;9.1
CANCERO;2014;510004302;510000029;1;0;0;955;361;4419;1;;;;462;0;335;0;130;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;510012040;510000557;0;0;0;646;414;1337;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;510020548;750047367;1;0;0;3;0;264;0;;;;0;13;0;16;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;510022908;510018559;1;0;1;976;961;976;1;;;;976;0;961;0;117;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;0;0;0;976;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANCERO;2014;510024490;510007081;0;1;0;38886;38886;38886;0;;;;;;;;;;;;3;1;3;1911;33060;3673;202;40;1794;;5;4;14;2;2;0;0;0;3;1;0;5;4;16.53;2.25;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;520000068;520780073;1;0;0;988;759;1907;1;;;;824;0;741;0;109;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;520004060;520003781;1;0;0;597;433;1430;1;;;;497;0;421;0;74;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;520004086;520003781;1;0;;625;594;410;1;;;;623;;593;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;520780180;520000100;1;0;1;1479;1302;1188;1;;;;1290;0;1280;0;152;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1180;0;0;0;0;0;0;0;0;0;0;;;1;;0.14;;2;;;;;1;;;;;2.1;;;;
CANCERO;2014;520780214;520000118;1;1;1;1693;1613;882;1;;;;1623;0;1597;0;167;0;0;0;1;;;212;3825;;;;199;;1;;4;;1;;;2;;;;1;1.62;4;;1;;14;;;0;1597;0;0;0;0;0;0;0;0;0;0;1;;;;1;;2;;;;;;;;;;2;;;;
CANCERO;2014;530000017;530000025;1;0;0;461;303;1364;0;490000155;;;319;0;291;0;45;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;530000173;530000074;0;0;0;286;145;662;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;530000264;530000371;1;0;1;1928;1742;2320;1;;;;1828;8;1695;16;217;6;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;;;83;2185;0;0;1;1;0;0;174;0;3;0;3;;1;;1;;3;1;;;;3;0;;;;4.55;1;;;
CANCERO;2014;530005628;720002294;0;1;0;14239;;14239;0;;;;;;;;;;;;2;0;0;602;13637;;;;533;;2;2;6;;;;;;2;2;5;2;2;6.6;1;2.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;530031962;530000975;1;0;1;5469;4338;7377;1;;;;4734;0;4256;0;587;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;4708;;;;;;;;;;;0;;3;;1;;;;;;;;;1;1;;;;0.33;0.33;
CANCERO;2014;540000015;540023264;1;0;0;159;53;453;0;540002698;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540000023;540000049;0;0;0;66;9;662;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540000155;540000080;1;0;0;866;779;562;0;540000486;;;783;0;758;0;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540000163;540020112;0;0;0;97;30;428;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540000361;540003928;0;0;0;215;101;701;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540000395;540000122;1;0;0;10;0;20;0;;;;10;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540000478;540003449;1;0;1;1636;1310;3404;1;;;;1163;0;1153;0;150;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;1310;;;;;;;;;;;2;2;;2;2;2.6;4;;;;3;1;;1;1;;4.56;;0.72;0.34;3
CANCERO;2014;540000486;540000932;1;0;1;10808;9159;12343;1;;;;9726;0;9044;0;1127;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;0;7243;0;0;0;0;0;0;0;0;0;0;;;6;;4;;5;;;;1;3;;;;;6.65;;;;1
CANCERO;2014;540001070;540000767;1;0;0;522;414;1352;1;;;;377;0;349;0;41;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540001096;570010181;1;0;0;127;90;338;1;;;;82;2;75;2;13;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540001138;540023264;1;0;1;2059;828;11769;1;;;;1197;0;773;0;235;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540001286;540003019;1;1;1;45941;42849;82529;1;;;;10831;0;9188;0;1472;0;0;0;6;0;5;2032;30945;714;296;154;1835;272;9;10;23;;2;33;5;1;10;;2;10.63;10.19;26.78;;3.6;87;29;48;7;3472;10404;1755;1288;0;0;0;3;19099;8070;0;0;10;;3;;10.73;;92;46;2;1;4;28;6;1;1;;99.29;53.81;2.39;1.57;3.18
CANCERO;2014;540002698;540023264;1;0;0;14238;11231;32402;1;;;;11218;0;9484;0;1384;0;149;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2014;540010568;540010519;1;0;0;134;0;853;0;540003019;540023264;;0;51;0;53;0;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
