BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2014;570010082;570013797;M1110;0;7;2.08;0;1
DIALYSE_P;2014;570010082;570013797;N2500;;1;0.77;;
DIALYSE_P;2014;570010082;570013797;N4100;;8;4.11;;
DIALYSE_P;2014;570010082;570013797;NAUT;1;2;1.4;;
DIALYSE_P;2014;570010082;570013797;NCINF;43;4;37.42;;
DIALYSE_P;2014;570011635;540001112;M1110;;1;0.2;0;1
DIALYSE_P;2014;570011635;540001112;N2500;1;;1;;
DIALYSE_P;2014;570011635;540001112;NCINF;5;1;5.8;;
DIALYSE_P;2014;570015636;570013797;M1110;;0;0.01;0;1
DIALYSE_P;2014;570015636;570013797;N4100;;;0.02;;
DIALYSE_P;2014;570015636;570013797;NAUT;;;0.01;;
DIALYSE_P;2014;570015636;570013797;NCINF;;0;0.13;;
DIALYSE_P;2014;570022830;540001112;M1110;;1;0.02;0;1
DIALYSE_P;2014;570022830;540001112;NCINF;;1;0.24;;
DIALYSE_P;2014;570026252;570023630;M1110;;7;5.3;0;1
DIALYSE_P;2014;570026252;570023630;N2500;10;;10;;
DIALYSE_P;2014;570026252;570023630;NCINF;25;6;29.5;;
DIALYSE_P;2014;570026682;570005165;M1110;3;0;3;1;1
DIALYSE_P;2014;570026682;570005165;N2500;;6;4.58;;
DIALYSE_P;2014;570026682;570005165;NAUT;;1;0.05;;
DIALYSE_P;2014;570026682;570005165;NCINF;13;7;18.97;;
DIALYSE_P;2014;570027029;540001112;M1110;;1;0.02;0;1
DIALYSE_P;2014;570027029;540001112;NCINF;2;2;3.16;;
DIALYSE_P;2014;580004588;630000990;M1110;;4;1.07;;
DIALYSE_P;2014;580004588;630000990;NAUT;;1;0.27;;
DIALYSE_P;2014;580004588;630000990;NCINF;;15;12.89;;
DIALYSE_P;2014;580004638;630000990;M1110;;2;0.1;;
DIALYSE_P;2014;580004638;630000990;NCINF;;2;1.21;;
DIALYSE_P;2014;580972693;580780039;M1110;5;;1.5;0;1
DIALYSE_P;2014;580972693;580780039;NCINF;16;13;25.72;;
DIALYSE_P;2014;590000337;590781415;M1110;3;1;4.47;0;1
DIALYSE_P;2014;590000337;590781415;N2500;6;5;11.77;;
DIALYSE_P;2014;590000337;590781415;NAUT;3;5;7.96;;
DIALYSE_P;2014;590000337;590781415;NCINF;19;6;25.02;;
DIALYSE_P;2014;590000428;590781605;M1110;2;3;4.08;1;1
DIALYSE_P;2014;590000428;590781605;N2500;1;;1;;
DIALYSE_P;2014;590000428;590781605;NAUT;2;;1.67;;
DIALYSE_P;2014;590000428;590781605;NCINF;14;4;17.44;;
DIALYSE_P;2014;590000469;590781662;M1110;2;0;2;0;0
DIALYSE_P;2014;590000469;590781662;N2500;0;0;0.03;;
DIALYSE_P;2014;590000469;590781662;NAUT;0;0;0.33;;
DIALYSE_P;2014;590000469;590781662;NCINF;8;0;7.65;;
DIALYSE_P;2014;590000535;590781803;M1110;1;6;2.93;1;1
DIALYSE_P;2014;590000535;590781803;N2500;8;1;6.99;;
DIALYSE_P;2014;590000535;590781803;NAUT;1;;1;;
DIALYSE_P;2014;590000535;590781803;NCINF;12;;12.49;;
DIALYSE_P;2014;590000618;590782215;M1110;5;;4.33;0;0
DIALYSE_P;2014;590000618;590782215;N2500;11;11;20.91;;
DIALYSE_P;2014;590000618;590782215;NAUT;9;5;11.74;;
DIALYSE_P;2014;590000618;590782215;NCINF;40;22;56.65;;
DIALYSE_P;2014;590001004;590783239;M1110;4;1;3.8;;1
DIALYSE_P;2014;590001004;590783239;N2500;7;;6.19;;
DIALYSE_P;2014;590001004;590783239;NAUT;5;;4.06;;
DIALYSE_P;2014;590001004;590783239;NCINF;18;10;24.96;;
DIALYSE_P;2014;590006607;590780193;M1110;;;;1;1
DIALYSE_P;2014;590006607;590780193;N2500;3;3;4.91;;
DIALYSE_P;2014;590006607;590780193;NAUT;1;0;1.45;;
DIALYSE_P;2014;590006607;590780193;NCINF;5;4;7.47;;
DIALYSE_P;2014;590008041;590008033;M1110;;2;1;;1
DIALYSE_P;2014;590008041;590008033;N2500;3;1;3.48;;
DIALYSE_P;2014;590008041;590008033;NCINF;9;2;10.71;;
DIALYSE_P;2014;590008306;620112581;M1110;;10;1;0;0
DIALYSE_P;2014;590008306;620112581;NAUT;;0;0.3;;
DIALYSE_P;2014;590008306;620112581;NCINF;2;;2;;
DIALYSE_P;2014;590015418;590799995;M1110;;1;0.03;0;0
DIALYSE_P;2014;590015418;590799995;NCINF;;2;1;;
DIALYSE_P;2014;590023438;590799995;M1110;;1;0.03;0;0
DIALYSE_P;2014;590023438;590799995;NCINF;;14;8;;
DIALYSE_P;2014;590024618;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;590024618;590799995;NCINF;;5;3;;
DIALYSE_P;2014;590024659;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;590024659;590799995;NCINF;;5;3;;
DIALYSE_P;2014;590031738;590799995;M1110;;6;0.18;0;0
DIALYSE_P;2014;590031738;590799995;NCINF;;8;3;;
DIALYSE_P;2014;590034815;590001467;M1110;;1;0.1;0;1
DIALYSE_P;2014;590034815;590001467;NAUT;;1;0.6;;
DIALYSE_P;2014;590034815;590001467;NCINF;1;;1;;
DIALYSE_P;2014;590035200;590799995;M1110;;6;0.18;0;0
DIALYSE_P;2014;590035200;590799995;NCINF;;2;1.5;;
DIALYSE_P;2014;590035390;620112581;M1110;;4;0.4;0;0
DIALYSE_P;2014;590035390;620112581;NAUT;;1;0.29;;
DIALYSE_P;2014;590035390;620112581;NCINF;2;;2;;
DIALYSE_P;2014;590040317;590799995;M1110;;1;0.03;0;0
DIALYSE_P;2014;590040317;590799995;NCINF;;1;1;;
DIALYSE_P;2014;590040325;590799995;M1110;;6;0.18;0;0
DIALYSE_P;2014;590040325;590799995;NCINF;;3;2;;
DIALYSE_P;2014;590041471;620112581;M1110;;6;0.6;0;0
DIALYSE_P;2014;590041471;620112581;NAUT;;1;0.5;;
DIALYSE_P;2014;590041471;620112581;NCINF;2;;2;;
DIALYSE_P;2014;590044640;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;590044640;590799995;NCINF;;3;2;;
DIALYSE_P;2014;590045514;590799995;M1110;;8;0.24;0;0
DIALYSE_P;2014;590045514;590799995;NCINF;;5;2.5;;
DIALYSE_P;2014;590045951;590799995;M1110;;7;0.21;0;0
DIALYSE_P;2014;590045951;590799995;NCINF;;2;2;;
DIALYSE_P;2014;590046579;620112581;M1110;;6;0.6;0;0
DIALYSE_P;2014;590046579;620112581;NAUT;;1;0.86;;
DIALYSE_P;2014;590046579;620112581;NCINF;3;;3;;
DIALYSE_P;2014;590046744;590799995;M1110;;5;0.15;0;0
DIALYSE_P;2014;590046744;590799995;NCINF;;1;0.5;;
DIALYSE_P;2014;590046751;590799995;M1110;;3;0.09;0;0
DIALYSE_P;2014;590046751;590799995;NCINF;;6;2;;
DIALYSE_P;2014;590046769;590799995;M1110;;3;0.09;0;0
DIALYSE_P;2014;590046769;590799995;NCINF;;4;2;;
DIALYSE_P;2014;590047361;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;590047361;590799995;NCINF;;2;2;;
DIALYSE_P;2014;590047866;590799995;M1110;;1;0.03;0;0
DIALYSE_P;2014;590047866;590799995;NCINF;;3;2;;
DIALYSE_P;2014;590047874;590799995;M1110;;3;0.09;0;1
DIALYSE_P;2014;590047874;590799995;NCINF;;3;2;;
DIALYSE_P;2014;590780268;590053955;M1110;;4;;0;0
DIALYSE_P;2014;590780268;590053955;N2500;5;3;7.14;;
DIALYSE_P;2014;590780268;590053955;N4100;4;;4;;
DIALYSE_P;2014;590780268;590053955;NAUT;2;3;3.77;;
DIALYSE_P;2014;590780268;590053955;NCINF;35;9;40.73;;
DIALYSE_P;2014;590780383;590000204;M1110;4;;4;;
DIALYSE_P;2014;590780383;590000204;N2500;5;1;5.5;;
DIALYSE_P;2014;590780383;590000204;N4100;4;0;4;;
DIALYSE_P;2014;590780383;590000204;NAUT;1;4;2.5;;
DIALYSE_P;2014;590780383;590000204;NCINF;36;15;45.8;;
DIALYSE_P;2014;590784484;590001467;M1110;4;;4;0;1
DIALYSE_P;2014;590784484;590001467;N2500;7;1;9.02;;
DIALYSE_P;2014;590784484;590001467;NAUT;9;2;10.57;;
DIALYSE_P;2014;590784484;590001467;NCINF;19;1;19.8;;
DIALYSE_P;2014;590784914;590799995;M1110;;58;1.74;0;0
DIALYSE_P;2014;590801106;590782421;M1110;4;2;4.08;0;1
DIALYSE_P;2014;590801106;590782421;N2500;8;2;9.36;;
DIALYSE_P;2014;590801106;590782421;NAUT;3;2;3.75;;
DIALYSE_P;2014;590801106;590782421;NCINF;13;12;21.4;;
DIALYSE_P;2014;590806428;620112581;M1110;;9;0.9;0;0
DIALYSE_P;2014;590806428;620112581;NAUT;;1;0.8;;
DIALYSE_P;2014;590806428;620112581;NCINF;5;;5;;
DIALYSE_P;2014;590810099;620112581;M1110;;1;0.1;0;0
DIALYSE_P;2014;590810099;620112581;NAUT;;1;0.59;;
DIALYSE_P;2014;590810099;620112581;NCINF;2;;2;;
DIALYSE_P;2014;590811006;590001467;M1110;;1;0.1;0;1
DIALYSE_P;2014;590811006;590001467;NAUT;;1;0.6;;
DIALYSE_P;2014;590811006;590001467;NCINF;1;;1;;
DIALYSE_P;2014;590811279;590780193;M1110;;;2.6;0;1
DIALYSE_P;2014;590811279;590780193;N2500;8;5;12.97;;
DIALYSE_P;2014;590811279;590780193;NAUT;4;1;5.05;;
DIALYSE_P;2014;590811279;590780193;NCINF;16;26;33.96;;
DIALYSE_P;2014;590813341;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;590813341;590799995;NCINF;;2;1;;
DIALYSE_P;2014;590813747;590001467;M1110;;1;0.1;0;1
DIALYSE_P;2014;590813747;590001467;NAUT;;1;0.6;;
DIALYSE_P;2014;590813747;590001467;NCINF;1;;1;;
DIALYSE_P;2014;590815007;620112581;M1110;;6;0.6;0;0
DIALYSE_P;2014;590815007;620112581;NAUT;;1;0.59;;
DIALYSE_P;2014;590815007;620112581;NCINF;4;;4;;
DIALYSE_P;2014;600000194;600100713;M1110;4;4;4;0;1
DIALYSE_P;2014;600000194;600100713;N2500;5;2;6.61;;
DIALYSE_P;2014;600000194;600100713;NAUT;3;2;3.56;;
DIALYSE_P;2014;600000194;600100713;NCINF;16;3;18.55;;
DIALYSE_P;2014;600000467;600101984;M1110;4;0;4;0;1
DIALYSE_P;2014;600000467;600101984;N2500;7;3;9.02;;
DIALYSE_P;2014;600000467;600101984;NAUT;7;0;6.9;;
DIALYSE_P;2014;600000467;600101984;NCINF;20;3;21.71;;
DIALYSE_P;2014;600002067;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;600002067;590799995;NCINF;;5;2;;
DIALYSE_P;2014;600008734;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;600008734;590799995;NCINF;;4;2;;
DIALYSE_P;2014;600100754;600000228;M1110;3;;3;0;1
DIALYSE_P;2014;600100754;600000228;N2500;2;8;3.31;;
DIALYSE_P;2014;600100754;600000228;NAUT;0;17;1.97;;
DIALYSE_P;2014;600100754;600000228;NCINF;8;27;21.85;;
DIALYSE_P;2014;600109748;590799995;M1110;;4;0.12;0;0
DIALYSE_P;2014;600109748;590799995;NCINF;;18;2;;
DIALYSE_P;2014;600110399;600010201;N2500;;1;0.17;;
DIALYSE_P;2014;600110399;600010201;NAUT;;1;0.19;;
DIALYSE_P;2014;600110399;600010201;NCINF;1;;1;;
DIALYSE_P;2014;600112460;600010201;M1110;3;;1;;
DIALYSE_P;2014;600112460;600010201;N4100;;1;0.27;;
DIALYSE_P;2014;600112460;600010201;NAUT;;4;3.32;;
DIALYSE_P;2014;600112460;600010201;NCINF;10;;9.41;;
DIALYSE_P;2014;610000051;610780082;M1110;3;;3;0;1
DIALYSE_P;2014;610000051;610780082;N2500;4;1;5.46;;
DIALYSE_P;2014;610000051;610780082;NAUT;3;;2.43;;
DIALYSE_P;2014;610000051;610780082;NCINF;8;5;15.12;;
DIALYSE_P;2014;610000119;610780165;M1110;2;1;1.86;;1
DIALYSE_P;2014;610000119;610780165;N2500;5;1;6.03;;
DIALYSE_P;2014;610000119;610780165;NCINF;8;5;12.05;;
DIALYSE_P;2014;610006710;140000852;NCINF;;3;2.08;;
DIALYSE_P;2014;610006728;140000852;NCINF;;7;3.05;;
DIALYSE_P;2014;610006736;140000852;NCINF;;1;0.54;;
DIALYSE_P;2014;620000034;620100057;M1110;3;0;3;0;0
DIALYSE_P;2014;620000034;620100057;N2500;4;1;2.6;;
DIALYSE_P;2014;620000034;620100057;NAUT;1;3;2.3;;
DIALYSE_P;2014;620000034;620100057;NCINF;15;6;18.92;;
DIALYSE_P;2014;620000224;620100651;M1110;6;;6;0;1
DIALYSE_P;2014;620000224;620100651;N2500;5;3;5.14;;
DIALYSE_P;2014;620000224;620100651;NAUT;7;;2.93;;
DIALYSE_P;2014;620000224;620100651;NCINF;20;11;25.64;;
DIALYSE_P;2014;620000257;620100685;M1110;0;5;1;0;0
DIALYSE_P;2014;620000257;620100685;N2500;3;3;5.65;;
DIALYSE_P;2014;620000257;620100685;NAUT;3;0;2.02;;
DIALYSE_P;2014;620000257;620100685;NCINF;12;5;17.55;;
DIALYSE_P;2014;620000653;620103440;M1110;8;;8;0;1
DIALYSE_P;2014;620000653;620103440;N2500;10;5;14.5;;
DIALYSE_P;2014;620000653;620103440;NAUT;4;8;8.52;;
DIALYSE_P;2014;620000653;620103440;NCINF;26;22;40.32;;
DIALYSE_P;2014;620010058;590799995;M1110;;8;0.24;0;0
DIALYSE_P;2014;620010058;590799995;NCINF;;6;4;;
DIALYSE_P;2014;620011338;590799995;M1110;;8;0.24;0;0
DIALYSE_P;2014;620011338;590799995;NCINF;;2;2;;
DIALYSE_P;2014;620018705;620112581;NCINF;;1;0.5;;
DIALYSE_P;2014;620020636;620112581;M1110;;8;0.8;0;0
DIALYSE_P;2014;620020636;620112581;NAUT;;1;0.3;;
DIALYSE_P;2014;620020636;620112581;NCINF;2;;2;;
DIALYSE_P;2014;620024208;620002352;M1110;2;;2;0;1
DIALYSE_P;2014;620024208;620002352;N2500;1;;1;;
DIALYSE_P;2014;620024208;620002352;NAUT;4;7;8.54;;
DIALYSE_P;2014;620024208;620002352;NCINF;13;8;19.21;;
DIALYSE_P;2014;620025494;620112581;M1110;;6;0.6;0;0
DIALYSE_P;2014;620025494;620112581;N2500;2;;2;;
DIALYSE_P;2014;620025494;620112581;NAUT;;3;2.05;;
DIALYSE_P;2014;620025494;620112581;NCINF;8;1;7.24;;
DIALYSE_P;2014;620026997;590799995;M1110;;8;0.24;0;0
DIALYSE_P;2014;620026997;590799995;NCINF;;2;2;;
DIALYSE_P;2014;620101501;620000364;M1110;5;;5;1;0
DIALYSE_P;2014;620101501;620000364;N4100;3;;3;;
DIALYSE_P;2014;620101501;620000364;NCINF;0;2;0.25;;
DIALYSE_P;2014;620115170;620112581;M1110;;8;0.8;0;0
DIALYSE_P;2014;620115170;620112581;NAUT;;0;0.55;;
DIALYSE_P;2014;620115170;620112581;NCINF;3;;3;;
DIALYSE_P;2014;620115410;620112581;M1110;;11;1.1;0;0
DIALYSE_P;2014;620115410;620112581;NAUT;;1;0.86;;
DIALYSE_P;2014;620115410;620112581;NCINF;3;;3;;
DIALYSE_P;2014;620117309;620112581;M1110;;5;5;0;0
DIALYSE_P;2014;620117309;620112581;N4100;3;;3.72;;
DIALYSE_P;2014;620117309;620112581;NAUT;20;5;1.83;;
DIALYSE_P;2014;620117309;620112581;NCINF;17;1;17.22;;
DIALYSE_P;2014;620117325;620112581;M1110;;6;0.6;0;0
DIALYSE_P;2014;620117325;620112581;NAUT;;1;0.69;;
DIALYSE_P;2014;620117325;620112581;NCINF;4;;4;;
DIALYSE_P;2014;620117812;620112581;M1110;;11;1.1;0;0
DIALYSE_P;2014;620117812;620112581;NAUT;;1;0.59;;
DIALYSE_P;2014;620117812;620112581;NCINF;4;;3;;
DIALYSE_P;2014;620120063;620112581;M1110;;2;0.2;0;0
DIALYSE_P;2014;630000404;630780989;M1110;1;1;0.9;1;0
DIALYSE_P;2014;630000404;630780989;N2500;6;5;9.1;;
DIALYSE_P;2014;630000404;630780989;NAUT;1;2;2.75;;
DIALYSE_P;2014;630000404;630780989;NCINF;15;8;21.5;;
DIALYSE_P;2014;630005668;630000990;M1110;;7;2.5;;
DIALYSE_P;2014;630005668;630000990;N2500;9;1;8.84;;
DIALYSE_P;2014;630005668;630000990;NAUT;6;;5.66;;
DIALYSE_P;2014;630005668;630000990;NCINF;20;7;28.01;;
DIALYSE_P;2014;630007698;630000990;M1110;;2;0.2;;
DIALYSE_P;2014;630007698;630000990;NCINF;;5;2.4;;
DIALYSE_P;2014;630007748;630000990;M1110;;2;0.3;;
DIALYSE_P;2014;630007748;630000990;NCINF;2;3;3.9;;
DIALYSE_P;2014;630007789;630000990;M1110;;1;0.1;;
DIALYSE_P;2014;630007789;630000990;NCINF;;2;1.37;;
DIALYSE_P;2014;630007839;630000990;M1110;;2;0.25;;
DIALYSE_P;2014;630007839;630000990;NCINF;3;3;4.66;;
DIALYSE_P;2014;630007888;630000990;M1110;;2;0.1;;
DIALYSE_P;2014;630007888;630000990;NCINF;;3;1.6;;
DIALYSE_P;2014;630784742;630000990;M1110;;8;3.17;;
DIALYSE_P;2014;630784742;630000990;N4100;19;1;18.81;;
DIALYSE_P;2014;630784742;630000990;NAUT;17;6;20.9;;
DIALYSE_P;2014;630784742;630000990;NCINF;36;9;41.58;;
DIALYSE_P;2014;640000162;640780417;M1110;4;0;3.43;0;1
DIALYSE_P;2014;640000162;640780417;N2500;10;0;10.82;;
DIALYSE_P;2014;640000162;640780417;NAUT;3;0;1.65;;
DIALYSE_P;2014;640000162;640780417;NCINF;10;7;15.12;;
DIALYSE_P;2014;640005302;330000266;NCINF;;4;3.25;;
DIALYSE_P;2014;640005310;330000266;NCINF;;2;0.63;;
DIALYSE_P;2014;640005336;640017612;NCINF;1;;1;;
DIALYSE_P;2014;640013520;640017612;NCINF;1;;1;;
DIALYSE_P;2014;640013553;640000113;M1110;5;;0.2;0;1
DIALYSE_P;2014;640017679;640017612;NCINF;;2;0.8;;
DIALYSE_P;2014;640781332;640017612;M1110;;4;1;0;1
DIALYSE_P;2014;640781332;640017612;N2500;2;;2;;
DIALYSE_P;2014;640781332;640017612;N4100;2;;2;;
DIALYSE_P;2014;640781332;640017612;NAUT;25;3;26.82;;
DIALYSE_P;2014;640781332;640017612;NCINF;38;7;42.73;;
DIALYSE_P;2014;640789640;640000113;M1110;5;;3;0;1
DIALYSE_P;2014;640796736;640000113;M1110;5;;0.02;0;1
DIALYSE_P;2014;640796835;640000113;M1110;5;;0.2;0;1
DIALYSE_P;2014;640797155;640000113;M1110;5;;0.2;0;1
DIALYSE_P;2014;640797296;640000113;M1110;5;;0.2;0;1
DIALYSE_P;2014;650000417;650783160;M1110;4;;4;0;1
DIALYSE_P;2014;650000417;650783160;N2500;6;4;7.41;;
DIALYSE_P;2014;650000417;650783160;NAUT;1;3;2.57;;
DIALYSE_P;2014;650000417;650783160;NCINF;11;7;16.43;;
DIALYSE_P;2014;650005044;310000633;NCINF;;2;1;;
DIALYSE_P;2014;650788573;310000633;M1110;;;;;1
DIALYSE_P;2014;650788573;310000633;NCINF;;2;0.5;;
DIALYSE_P;2014;650788599;310000633;NCINF;;2;1;;
DIALYSE_P;2014;650788607;310000633;M1110;;;;;1
DIALYSE_P;2014;650788607;310000633;NCINF;;2;1;;
DIALYSE_P;2014;650788615;310000633;M1110;;;;;1
DIALYSE_P;2014;650788615;310000633;NCINF;;4;2;;
DIALYSE_P;2014;660000084;660780180;M1110;6;2;6.3;;
DIALYSE_P;2014;660000084;660780180;N2500;9;;9;;
DIALYSE_P;2014;660000084;660780180;NCINF;21;4;24.66;;
DIALYSE_P;2014;660004953;660790379;M1110;5;;5;;1
DIALYSE_P;2014;660004953;660790379;NAUT;;1;0.3;;
DIALYSE_P;2014;660004953;660790379;NCINF;1;4;3.3;;
DIALYSE_P;2014;660004961;660790379;M1110;5;;5;;1
DIALYSE_P;2014;660004961;660790379;NAUT;;1;0.3;;
DIALYSE_P;2014;660004961;660790379;NCINF;1;3;2.5;;
DIALYSE_P;2014;660004979;660790379;M1110;5;;5;;
DIALYSE_P;2014;660004979;660790379;NAUT;;1;0.3;;
DIALYSE_P;2014;660004979;660790379;NCINF;1;3;2.5;;
DIALYSE_P;2014;660005182;340000264;M1110;;;;0;1
DIALYSE_P;2014;660005182;340000264;NCINF;;4;1.03;;
DIALYSE_P;2014;660005190;340000264;M1110;;;;0;1
DIALYSE_P;2014;660005190;340000264;NCINF;;2;0.6;;
DIALYSE_P;2014;660005208;340000264;M1110;;;;0;1
DIALYSE_P;2014;660005208;340000264;NCINF;;4;0.47;;
DIALYSE_P;2014;660005216;340000264;M1110;1;;1;0;1
DIALYSE_P;2014;660005216;340000264;NAUT;;2;1.4;;
DIALYSE_P;2014;660005216;340000264;NCINF;7;8;8.24;;
DIALYSE_P;2014;660005687;660790379;NCINF;2;;2;;
DIALYSE_P;2014;660789892;660790379;M1110;5;;5;;1
DIALYSE_P;2014;660789892;660790379;N2500;8;3;8.5;;
DIALYSE_P;2014;660789892;660790379;N4100;2;1;2.7;;
DIALYSE_P;2014;660789892;660790379;NAUT;1;10;4.7;;
DIALYSE_P;2014;660789892;660790379;NCINF;28;24;36.6;;
DIALYSE_P;2014;670000025;670780055;M1110;9;;3.8;;
DIALYSE_P;2014;670000025;670780055;N2500;10;4;13.27;;
DIALYSE_P;2014;670000025;670780055;N4100;2;0;2;;
DIALYSE_P;2014;670000025;670780055;NAUT;10;0;8.79;;
DIALYSE_P;2014;670000025;670780055;NCINF;24;14;34.54;;
DIALYSE_P;2014;670000157;670780337;M1110;4;1;4.51;0;1
DIALYSE_P;2014;670000157;670780337;N2500;4;;4;;
DIALYSE_P;2014;670000157;670780337;NAUT;6;1;6.14;;
DIALYSE_P;2014;670000157;670780337;NCINF;16;3;17.45;;
DIALYSE_P;2014;670002187;670000652;M1110;4;;1;0;1
DIALYSE_P;2014;670002187;670000652;N2500;;;0.08;;
DIALYSE_P;2014;670002187;670000652;NAUT;3;1;3.2;;
DIALYSE_P;2014;670002187;670000652;NCINF;30;3;28.36;;
DIALYSE_P;2014;670013895;670000652;M1110;3;1;0.47;0;1
DIALYSE_P;2014;670013895;670000652;NAUT;2;;1.05;;
DIALYSE_P;2014;670013895;670000652;NCINF;2;6;7.13;;
DIALYSE_P;2014;670014455;670000652;M1110;4;;2.9;0;1
DIALYSE_P;2014;670014455;670000652;N2500;;1;1.42;;
DIALYSE_P;2014;670014455;670000652;NAUT;4;;2.7;;
DIALYSE_P;2014;670014455;670000652;NCINF;18;5;21.18;;
DIALYSE_P;2014;670780212;670014604;M1110;7;;7;0;1
DIALYSE_P;2014;670780212;670014604;N2500;1;;2.02;;
DIALYSE_P;2014;670780212;670014604;N4100;;1;0.6;;
DIALYSE_P;2014;670780212;670014604;NCINF;47;14;60.3;;
DIALYSE_P;2014;670781574;670000652;M1110;2;5;2.68;0;1
DIALYSE_P;2014;670783273;670780055;M1110;4;;0.6;0;1
DIALYSE_P;2014;670783273;670780055;NAUT;1;0;1.19;;
DIALYSE_P;2014;670783273;670780055;NCINF;3;2;4.29;;
DIALYSE_P;2014;670795921;670000652;M1110;;7;3.9;0;1
DIALYSE_P;2014;670795921;670000652;N2500;;;0.91;;
DIALYSE_P;2014;670795921;670000652;NAUT;5;1;2.32;;
DIALYSE_P;2014;670795921;670000652;NCINF;31;16;38;;
DIALYSE_P;2014;670799667;670000652;M1110;6;1;1;0;1
DIALYSE_P;2014;670799667;670000652;NAUT;3;2;4.8;;
DIALYSE_P;2014;670799667;670000652;NCINF;12;5;15.13;;
DIALYSE_P;2014;680000338;680000114;M1110;2;1;2.2;;
DIALYSE_P;2014;680000338;680000114;N2500;8;2;10.03;;
DIALYSE_P;2014;680000338;680000114;N4100;2;0;2;;
DIALYSE_P;2014;680000338;680000114;NAUT;9;3;10.1;;
DIALYSE_P;2014;680000338;680000114;NCINF;17;9;27.57;;
DIALYSE_P;2014;680000684;680000973;M1110;7;2;7.2;1;0
DIALYSE_P;2014;680000684;680000973;N2500;4;2;5.28;;
DIALYSE_P;2014;680000684;680000973;NAUT;3;5;6.45;;
DIALYSE_P;2014;680000684;680000973;NCINF;16;17;27.37;;
DIALYSE_P;2014;680004546;680000486;M1110;4;0;2;1;1
DIALYSE_P;2014;680004546;680000486;N2500;10;3;11.66;;
DIALYSE_P;2014;680004546;680000486;NAUT;;6;2.87;;
DIALYSE_P;2014;680004546;680000486;NCINF;18;9;22.7;;
DIALYSE_P;2014;680010824;670000652;M1110;2;2;1.97;0;1
DIALYSE_P;2014;680010824;670000652;NAUT;2;4;4.36;;
DIALYSE_P;2014;680010824;670000652;NCINF;18;10;24.5;;
DIALYSE_P;2014;680013778;670000652;M1110;;4;0.7;0;1
DIALYSE_P;2014;680013778;670000652;NAUT;2;4;4.17;;
DIALYSE_P;2014;680013778;670000652;NCINF;15;18;25.42;;
DIALYSE_P;2014;690004718;690796552;M1110;0;1;0.71;0;1
DIALYSE_P;2014;690004718;690796552;NCINF;8;1;5.75;;
DIALYSE_P;2014;690007075;690002225;M1110;5;2;5.4;;
DIALYSE_P;2014;690007075;690002225;N2500;3;5;5.71;;
DIALYSE_P;2014;690007075;690002225;N4100;1;1;1.2;;
DIALYSE_P;2014;690007075;690002225;NAUT;18;11;24.2;;
DIALYSE_P;2014;690007075;690002225;NCINF;35;20;48.14;;
DIALYSE_P;2014;690007539;690781810;M1110;;;;1;1
DIALYSE_P;2014;690007539;690781810;N2500;2;1;1.37;;
DIALYSE_P;2014;690007539;690781810;NAUT;;1;0.05;;
DIALYSE_P;2014;690007539;690781810;NCINF;5;3;5.59;;
DIALYSE_P;2014;690022009;690796552;M1110;3;7;5.99;;
DIALYSE_P;2014;690022009;690796552;N2500;1;3;2.94;;
DIALYSE_P;2014;690022009;690796552;NCINF;48;13;46.09;;
DIALYSE_P;2014;690022058;690002225;M1110;5;2;5.4;0;0
DIALYSE_P;2014;690022058;690002225;N2500;3;5;5.71;;
DIALYSE_P;2014;690022058;690002225;N4100;1;1;1.2;;
DIALYSE_P;2014;690022058;690002225;NAUT;18;11;24.2;;
DIALYSE_P;2014;690022058;690002225;NCINF;35;20;48.14;;
DIALYSE_P;2014;690022108;690000724;M1110;;4;2;0;0
DIALYSE_P;2014;690022108;690000724;N2500;2;;2;;
DIALYSE_P;2014;690022108;690000724;NAUT;2;;2;;
DIALYSE_P;2014;690022108;690000724;NCINF;13;;13;;
DIALYSE_P;2014;690023098;690002225;M1110;5;2;5.4;0;0
DIALYSE_P;2014;690023098;690002225;N2500;3;5;5.71;;
DIALYSE_P;2014;690023098;690002225;N4100;1;1;1.2;;
DIALYSE_P;2014;690023098;690002225;NAUT;18;11;24.2;;
DIALYSE_P;2014;690023098;690002225;NCINF;35;20;48.14;;
DIALYSE_P;2014;690023411;690000252;M1110;1;;1;0;0
DIALYSE_P;2014;690023411;690000252;N2500;1;3;3;;
DIALYSE_P;2014;690023411;690000252;NAUT;1;;1.1;;
DIALYSE_P;2014;690023411;690000252;NCINF;9;1;9.97;;
DIALYSE_P;2014;690024773;690002225;M1110;5;5;5.4;0;0
DIALYSE_P;2014;690024773;690002225;N2500;3;5;5.71;;
DIALYSE_P;2014;690024773;690002225;N4100;1;1;1.2;;
DIALYSE_P;2014;690024773;690002225;NAUT;18;11;24.2;;
DIALYSE_P;2014;690024773;690002225;NCINF;35;20;48.14;;
