BOR;AN;FI;FI_EJ;TELEMED_A1;TELEMED_B1;TELEMED_A2;TELEMED_B2;TELEMED_A3;TELEMED_B3;TELEMED_A4;TELEMED_B4;TELEMED_A5;TELEMED_A6;TELEMED_B6;NEPHRO_A;NEPHRO_B;NEPHRO_C;NEPHRO_D;NEURO_A;NEURO_B;NEURO_C;NEURO_D;RADIO_A;RADIO_B;RADIO_C;RADIO_D;CARDIO_A;CARDIO_B;CARDIO_C;CARDIO_D;DIABETE_A;DIABETE_B;DIABETE_C;DIABETE_D;DERMATO_A;DERMATO_B;DERMATO_C;DERMATO_D;PSY_A;PSY_B;PSY_C;PSY_D;GER_A;GER_B;GER_C;GER_D;MRARE_A;MRARE_B;MRARE_C;MRARE_D;AUTRE_A;AUTRE_B;AUTRE_C;AUTRE_D
TELEMED;2014;310013628;310786256;1;0;1;0;0;0;0;0;01/01/2014;0;0;0;;0;;0;;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;1;0;;0;;0;;;;;
TELEMED;2014;310016977;310781406;1;0;1;1;1;0;1;0;15/06/2003;0;;;;;;;;;;1;2;;;1;2;;;;;;;;;;;;;;;;;;;;;;;oncologie pédiatrique;2;oncologie pédiatrique;2
TELEMED;2014;310019351;310781406;1;0;1;1;0;0;0;0;13/12/2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;maladies respiratoires;3;;
TELEMED;2014;310022298;310781406;0;0;1;0;0;0;0;0;26/09/2014;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;
TELEMED;2014;310022330;310022322;0;1;0;1;0;1;0;1;01/01/2013;0;;0;3;1;3;0;;0;;0;;0;;0;1;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;310025333;310781406;0;0;1;1;0;0;0;0;01/05/2014;0;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;hématologie adultes Pathologie, Hématologie, Médecine Interne et Immunopathologie;;;
TELEMED;2014;310780085;310000021;0;0;1;1;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;310780259;310000096;1;0;1;0;1;0;0;0;01/01/2012;1;1;0;;0;;0;;0;;1;2;0;;1;3;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;310780283;310000112;;;;;;;1;1;;0;;;;;;;;;;1;3;1;3;1;3;1;3;;;;;;;;;;;;;;;;;;;;;Neurochirugie;2;Neurochirurgie;2
TELEMED;2014;310781067;310788898;0;0;0;1;0;0;0;0;01/01/2008;0;;0;;0;;0;;1;2;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;neurochir;2
TELEMED;2014;310781505;310000492;1;0;1;0;0;0;0;0;01/01/2013;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;Plaie et cicatrisation;1;;
TELEMED;2014;310781984;310014378;0;0;0;0;0;0;0;0;31/12/1998;0;;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;310782016;310000617;1;0;1;0;1;0;1;0;01/01/2013;0;;1;3;0;;0;;0;;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;310782339;310781406;0;0;0;0;0;0;0;0;13/06/2006;0;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;310782347;310789136;0;0;1;0;0;0;0;0;28/03/2011;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Oncologie - RCP;2;;
TELEMED;2014;310783048;310781406;1;0;1;1;;;;;15/04/1996;;;;;;;1;3;;3;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;Chir Maxillo-faciale;3;RCP Oncologie tumeurs osseuses;2
TELEMED;2014;310783055;310781406;0;0;1;1;0;0;0;0;31/03/1998;0;;;;;;1;3;;;1;3;;;1;3;;;;;;;1;1;;;;;;;;;;;;;;;Neuro-Urologie;1;Pneumo hop Joseph ducuing sollicitée par l'UCSAde SEYSSES(Médecine Pénitentiaire)rattachée au CHU Rangueil;3
TELEMED;2014;310784558;310180013;0;1;0;1;0;1;0;0;01/01/2005;1;0.01;0;;0;;0;;1;1;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;0;;0;;;;;
TELEMED;2014;310786702;750043713;0;0;0;1;0;0;0;0;01/09/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;1;0;;0;;;;;
TELEMED;2014;310787304;310781406;1;0;1;1;1;1;1;1;16/12/2004;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;1;;1;2;;;;;oncogériatrie;2;oncogériatrie;2
TELEMED;2014;310793807;310000617;0;1;0;1;0;1;0;1;01/01/2013;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;320000151;320780182;0;0;0;1;0;0;0;0;01/01/2012;0;;0;;0;;0;;0;;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Plaie et cicatrisation;1
TELEMED;2014;320780067;320000052;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Oncologie Radiothépie;2
TELEMED;2014;320784333;320000565;0;0;1;1;1;1;0;0;01/01/2006;0;;0;;0;;1;1;1;2;1;1;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;330000571;330781220;0;1;0;0;0;0;0;0;10/02/2014;1;4;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;330000605;330781253;0;0;1;1;1;1;0;0;30/06/2010;0;;;;;;;;;;1;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;Gynécologie Obstétrique;3;Gynécologie Obstétrique;3
TELEMED;2014;330781337;330781196;1;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;;;;
TELEMED;2014;330781352;330781196;0;0;1;0;0;0;0;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;330781360;330781196;0;0;1;0;1;0;0;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;330783648;330781196;0;0;1;0;1;0;0;0;;0;;0;;0;;0;;0;;1;3;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;340000033;340780055;1;0;1;1;0;1;0;1;;0;;;;;;1;2;1;2;;;1;2;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;Oncologie médicale / Obstétrique;2
TELEMED;2014;340000223;340011295;1;0;1;1;0;0;0;0;01/09/2011;0;;0;;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;1;1;0;;1;2;0;;0;;0;;;;;
TELEMED;2014;340008275;340780477;1;0;1;0;0;0;0;0;22/12/2014;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;1;;;0;;0;;;;;
TELEMED;2014;340009018;340008978;0;0;0;1;0;1;0;0;01/01/2014;0;;0;;0;;0;;0;;0;;0;;1;2;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;340013168;340000264;1;0;0;0;1;0;0;0;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;340013218;340000264;0;1;0;0;0;1;0;0;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;340017839;340784933;0;1;0;1;0;1;0;0;01/01/2014;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;3;1;3;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;340017847;340018175;0;1;0;0;0;1;0;1;;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;1;1;2;0;;;;0;;;;0;;;;;;;
TELEMED;2014;340019173;340019165;0;1;0;0;0;0;0;0;01/01/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Plaies et cicatrisation;1
TELEMED;2014;340780212;340796069;0;1;0;1;0;0;0;0;14/01/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;;;Suivi Plaies et Cicatrisation;2
TELEMED;2014;340780667;340000280;1;0;1;0;0;0;0;0;01/09/2014;1;;0;;0;;0;;0;;1;3;0;;1;3;0;;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;;;;
TELEMED;2014;340780725;340016864;0;0;0;1;0;0;0;0;29/09/2014;0;;0;;0;;0;;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;340780824;340000405;0;0;0;0;0;0;0;0;;;;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plaie et cicatrisation;2;dermatologie;2
TELEMED;2014;340781608;340015171;0;1;0;1;0;1;0;0;16/09/2013;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Réseau CICAT LR;1
TELEMED;2014;340782085;340780477;1;0;1;0;0;0;0;0;09/06/2014;0;;0;;;;1;3;1;3;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;340796663;340780477;0;0;0;0;1;0;0;0;01/01/2010;1;1;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;340798552;340798545;0;0;0;1;0;0;0;0;22/02/2012;0;0;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;350000014;350005179;1;0;1;0;0;0;1;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;
TELEMED;2014;350000147;350000022;1;1;0;1;0;0;0;0;;0;;0;;0;;0;;1;2;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;350000154;350000030;0;0;1;1;0;0;0;0;01/09/2010;0;;0;;0;;0;;1;3;1;3;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;350000204;350023248;0;0;0;1;0;0;1;1;08/12/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Plaies;;Plaies;
TELEMED;2014;350000410;350002291;0;1;0;1;0;0;0;0;23/06/2014;1;0.1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;;;;
TELEMED;2014;350000436;350002317;0;1;0;1;0;0;0;0;23/06/2014;0;0;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;;;;
TELEMED;2014;350000444;350048518;0;1;0;0;0;0;0;0;16/09/2013;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Plaies chroniques;2
TELEMED;2014;350000741;350005179;0;0;1;0;0;0;0;0;;;;1;3;;;1;3;;;1;3;;;;;;;;;;;;;;;1;3;;;;;;;1;1;;;Nepro, Infectiologie,Dermatologie, Hépatologie,NChir;3;;
TELEMED;2014;350002200;350029948;0;0;0;0;0;1;0;0;;;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;350002564;350046199;1;0;1;0;0;0;1;0;31/03/2014;1;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;PLAIES CHRONIQUES;3;;
TELEMED;2014;350002812;350023503;0;0;1;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;350007084;350005179;;;;;;;;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;360000038;360000046;0;0;0;1;0;0;0;0;01/01/2011;0;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;360000137;360000053;0;0;1;1;1;1;0;0;01/01/2000;0;;0;;0;;1;2;1;3;1;3;1;;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;360000160;360000079;0;0;0;0;0;0;0;0;09/12/2013;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;360002232;360000541;1;1;1;1;1;1;0;0;01/01/2008;1;1.2;;;1;2;;;;;;;;;;;1;2;;;;;;;1;1;;;;;;;;;;;;;DIABETOLOGIE;2;;
TELEMED;2014;370000861;370000481;0;0;1;0;0;0;0;0;01/01/2008;0;;0;;;;1;1;;;0;;;;0;;;;0;;;;0;;;;1;1;;;0;;;;0;;;;Neurochirurgie;3;;
TELEMED;2014;370004467;370000481;0;0;1;0;0;0;1;0;01/01/2012;0;;0;;;;0;;;;1;3;;;0;;;;0;;;;1;3;;;0;;;;0;;;;0;;;;hépatologie et tumeurs des tissus de soutient;3;;
TELEMED;2014;380000067;380780080;1;0;1;0;1;0;0;0;;;;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;1;2;0;;0;;0;;Neurochirurgie, Anapathologie, UCSA;;;
TELEMED;2014;380000174;380781435;0;0;1;1;0;0;0;0;29/11/2011;0;;0;;0;;1;1;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;RCP;1
TELEMED;2014;380000828;690002225;1;1;0;1;0;1;1;1;01/09/2006;1;0.34;1;3;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;380785956;380795211;0;0;1;1;0;1;0;0;;0;;;;;;;;;;1;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;390000040;390780146;0;0;0;1;0;1;0;0;;0;;;;0;;;;1;2;;;1;2;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;;
TELEMED;2014;390000065;390780161;0;0;0;1;0;0;0;0;;0;;0;;0;;1;2;1;2;1;2;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;390000222;390780609;0;1;0;1;0;0;0;0;01/01/2011;0;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;400000105;400780193;0;0;1;1;0;0;0;0;01/06/2014;0;;0;;0;;0;;1;2;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;410000020;410000087;0;1;0;1;0;0;0;0;01/12/2014;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;;obstétrique;3
TELEMED;2014;410000178;410000137;0;1;0;0;0;0;0;0;;;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;échographie;2
TELEMED;2014;420785354;420784878;1;0;1;1;0;0;0;0;01/01/2013;1;1;0;;0;;1;1;0;;0;;1;3;0;;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;440000271;440000289;1;0;1;0;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;Gynéco obs, cardio pédiat, HAD Pédiatrique;3;;
TELEMED;2014;440000503;440000313;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;1;2;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;440017598;440000289;0;0;1;0;1;0;0;0;;;;;;;;1;3;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;440039568;440002590;0;1;0;1;0;1;0;1;30/11/2011;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;440041580;440041572;0;0;0;0;1;0;0;0;01/01/2006;1;0.35;;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;440050441;440002590;0;1;0;1;0;1;0;1;30/11/2011;;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;450000062;450000104;0;0;0;1;0;0;0;0;06/08/2013;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;neurochirurgie;2
TELEMED;2014;450000211;450000153;0;0;0;1;0;0;0;0;01/10/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;1;0;;0;;0;;0;;1;2;1;2;0;;0;;;;;
TELEMED;2014;450000260;450000161;0;0;1;1;0;0;0;0;01/07/2013;0;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;1;1;;;0;;;;;;;
TELEMED;2014;460000110;460780216;0;0;0;1;0;0;0;0;;0;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;460785090;460785090;0;0;1;1;0;0;0;0;14/12/2014;0;;0;;0;;0;;1;2;0;;1;2;0;;0;;0;;0;;0;;0;;1;2;1;2;1;2;1;2;1;2;1;2;;;;
TELEMED;2014;470000027;470014069;0;0;0;0;1;0;0;0;27/09/2013;0;;0;;0;;0;;0;;0;;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;480000017;480780097;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;480000074;480780162;0;0;0;1;0;0;0;0;08/03/2008;0;;0;;0;;1;;0;;1;3;1;;1;1;0;;1;2;0;;1;2;0;;1;1;0;;1;1;0;;1;1;0;;;;;
TELEMED;2014;480001403;340000264;0;1;0;0;0;1;0;0;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;480001783;340000264;1;0;0;0;1;0;0;0;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;490000049;490000031;0;0;1;1;0;0;0;0;01/12/2010;0;0;0;;0;;1;3;1;1;1;3;1;2;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Neurotraumatologie, Neurochirurgie et Pédiatrie;3;Pédiatrie et Neurovasculaire;2
TELEMED;2014;490001765;490528452;0;0;0;1;0;0;0;0;01/01/2003;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;490007499;440002590;1;0;1;0;1;0;1;0;30/11/2011;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;490017613;440002590;0;1;0;1;0;1;0;1;30/11/2011;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;500000021;500000054;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;500000187;500000013;0;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;
TELEMED;2014;500000260;500000054;0;0;0;1;0;0;0;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;500000450;500000112;0;0;1;1;0;0;0;0;;;;;;;;;;;;;;;;1;3;1;3;;;;;;;;;;;;;;;;;;;;;Pneumo- Gastro;3;Pneumo - Gastro;3
TELEMED;2014;500000591;500000393;0;0;0;1;0;0;0;0;;0;;;;;;;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;500012687;310021118;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;510000516;510000136;0;0;1;0;0;0;0;0;10/01/2012;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;cancérologie;2;;
TELEMED;2014;510002447;510000029;0;0;1;0;1;0;0;0;01/01/1998;0;;0;;0;;1;2;0;;1;2;0;;;;;;1;3;0;;0;;0;;0;;0;;0;;0;;;;;;;;;
TELEMED;2014;510004302;510000029;0;0;1;0;0;0;0;0;01/01/1998;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;;Neurochirurgie;3;;
TELEMED;2014;520000019;520780024;0;0;0;0;0;1;0;0;05/12/2013;0;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TELEMED;2014;520000068;520780073;0;0;1;1;0;0;0;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;Cancérologie et neurochirurgie;2
TELEMED;2014;530000017;530000025;0;0;0;1;0;0;0;0;01/01/2010;0;;;;0;;;;1;3;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;0;;;;RCP;1
TELEMED;2014;540000155;540000080;0;0;1;1;0;0;0;0;10/03/2009;0;;0;;0;;0;;1;2;0;;1;2;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;540000296;540000106;0;0;0;1;0;0;0;0;01/01/2011;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;540000361;540003928;0;0;0;1;0;0;0;0;01/06/2013;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;orthopédie;2
TELEMED;2014;540000981;540001112;1;0;1;0;1;0;1;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;540001070;540000767;0;0;0;1;0;0;0;0;01/01/2008;0;;0;;0;;0;;0;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;neurochir;2
TELEMED;2014;540001138;540023264;1;0;1;0;0;0;1;0;01/01/2013;1;0.4;0;;0;;1;3;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;540001286;540003019;0;0;1;0;1;1;0;0;12/06/2006;0;;0;;0;;0;;0;;1;3;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;Oncologie médicale;2;Oncologie médicale;1
TELEMED;2014;540002698;540023264;1;0;1;1;1;1;0;0;01/01/2013;1;0.4;0;;0;;0;;0;;0;;0;;1;3;1;2;0;;;;1;2;1;1;0;;0;;1;3;1;1;0;;0;;Anesthésie, brûlés pédiatriques;3;;
TELEMED;2014;540009859;570010181;0;1;0;0;0;0;0;0;03/09/2014;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;1;0;;0;;0;;1;2;0;;0;;;;;
TELEMED;2014;550000012;550006795;0;1;0;1;0;0;0;0;13/07/2013;0;;0;;0;;0;;1;2;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;550000434;550003354;0;0;0;1;0;0;0;0;01/06/2013;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;550005219;540001112;0;1;0;1;0;1;0;1;01/03/2013;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;0;;0;;0;;0;;;;;
TELEMED;2014;560000127;560023210;0;0;1;1;1;0;0;0;01/01/2002;0;;;;;;;;1;3;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;Oncologie,cardiologie;3;Oncologie,rhumatologie,pédiatrie,pneumologie,gastro-entérologie;3
TELEMED;2014;560000382;560002032;1;0;1;1;0;0;0;0;01/09/2013;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;1;2;1;1;0;;0;;0;;0;;;;;
TELEMED;2014;560009524;440002590;0;1;0;1;0;1;0;1;30/11/2011;;;0;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;560018038;560023178;0;0;1;1;0;0;0;0;19/02/1999;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;cancérologie;3;cancérologie;2
TELEMED;2014;560023152;440002590;1;0;1;0;1;0;1;0;30/11/2011;;;1;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;560023228;560023178;0;0;1;1;0;0;0;0;10/02/1999;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;cancérologie;3;cancérologie;2
TELEMED;2014;570000091;750050759;0;0;0;1;0;0;0;0;01/01/2010;0;;0;;0;;1;;1;2;0;;1;1;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;570000349;570005165;1;0;1;1;1;0;0;0;;0;;;;;;;;1;2;1;3;1;2;1;3;;;;;;;1;3;;;;;;;;;;;;;;;cancérologie;3;cancérologie;3
TELEMED;2014;570000596;750821092;0;0;0;1;0;0;0;0;28/05/2013;1;0.5;0;;0;;0;;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;CANCERO eRCP;2
TELEMED;2014;570003079;570010181;0;0;0;0;0;1;0;0;01/01/2009;0;;0;;0;;0;;0;;0;;1;3;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;570004002;570013797;0;1;0;0;0;1;0;0;30/05/2013;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;570010082;570013797;1;0;0;0;1;1;0;0;30/05/2013;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
TELEMED;2014;570026682;570005165;1;1;1;1;1;1;0;0;;0;;;;;;;;1;2;1;3;1;2;1;3;;;;;;;1;3;;;;;;;;;;;;;;;cancérologie;3;cancérologie - hématologie;3
TELEMED;2014;570027029;540001112;0;1;0;1;0;1;0;1;01/04/2014;0;;0;;1;2;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;0;;;;;
