BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2014;920300464;910014919;2400;;1;6;0.57;7.57;4.2;11.38;;17;8.4;0.93;;18;59.91;2;;2;3.46;2;74.94
Q24;2014;920300464;910014919;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300464;910014919;9999;1.76;1;17.8;0.57;21.13;4.2;11.38;;17;8.4;0.93;;18;59.91;2;1;3;3.46;2;89.5
Q24;2014;920300480;920000924;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300480;920000924;2000;1;1;5.83;;7.83;;13;;16;10;;;3.5;42.5;;1;1;0.7;1.2;53.23
Q24;2014;920300480;920000924;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300480;920000924;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300480;920000924;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300480;920000924;2400;1;1;5.83;;7.83;;13;;16;10;;;3.5;42.5;;1;1;0.7;1.2;53.23
Q24;2014;920300480;920000924;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300480;920000924;9999;1;1;5.83;;7.83;;13;;16;10;;;3.5;42.5;;1;1;0.7;1.2;53.23
Q24;2014;920300563;920000932;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300563;920000932;2000;1;;5;;6;3;10;;11;6.95;;;7.34;38.29;;;;;;44.29
Q24;2014;920300563;920000932;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300563;920000932;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300563;920000932;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300563;920000932;2400;1;;5;;6;3;10;;11;6.95;;;7.34;38.29;;;;;;44.29
Q24;2014;920300563;920000932;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300563;920000932;9999;1;;5;;6;3;10;;11;6.95;;;7.34;38.29;;;;;;44.29
Q24;2014;920300597;920000940;1000;3.9;1.3;29.86;;35.06;;;;;;;;;;;;;;5.59;40.65
Q24;2014;920300597;920000940;2000;;;;;;4.26;52.28;0.03;30.48;40.72;0.57;7.67;0.22;136.23;;0.11;0.11;1.98;;138.32
Q24;2014;920300597;920000940;2100;;;;;;4.26;52.28;0.03;30.48;40.72;0.57;7.67;0.22;136.23;;0.11;0.11;1.98;;138.32
Q24;2014;920300597;920000940;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300597;920000940;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300597;920000940;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300597;920000940;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300597;920000940;9999;3.9;1.3;29.86;;35.06;4.26;52.28;0.03;30.48;40.72;0.57;7.67;0.22;136.23;;0.11;0.11;1.98;5.59;178.97
Q24;2014;920300670;920000965;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300670;920000965;2000;1;;9.8;;10.8;1;7;7;11.3;11;0.5;8.58;;46.38;;;;;;57.18
Q24;2014;920300670;920000965;2100;1;;9.8;;10.8;1;7;7;11.3;11;0.5;8.58;;46.38;;;;;;57.18
Q24;2014;920300670;920000965;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300670;920000965;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300670;920000965;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300670;920000965;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300670;920000965;9999;1;;9.8;;10.8;1;7;7;11.3;11;0.5;8.58;;46.38;;;;;;57.18
Q24;2014;920300712;920810736;1000;0.5;;9.26;;9.76;;;;;21.39;;;;21.39;;;;;3.32;34.47
Q24;2014;920300712;920810736;2000;;;;;;2.2;17.93;0.97;8.91;;;;0.28;30.29;;;;1;;31.29
Q24;2014;920300712;920810736;2100;;;;;;2.2;17.93;0.97;8.91;;;;0.28;30.29;;;;1;;31.29
Q24;2014;920300712;920810736;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300712;920810736;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300712;920810736;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300712;920810736;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300712;920810736;9999;0.5;;9.26;;9.76;2.2;17.93;0.97;8.91;21.39;;;0.28;51.68;;;;1;3.32;65.76
Q24;2014;920300753;920810736;1000;0.5;;50.2;;50.7;;;;;;;;;;;;;;18.8;69.5
Q24;2014;920300753;920810736;2000;;0.97;;;0.97;9.05;115.82;3.07;67.94;85.3;;;0.63;281.81;;;;15.04;;297.82
Q24;2014;920300753;920810736;2100;;0.97;;;0.97;9.05;115.82;3.07;67.94;85.3;;;0.63;281.81;;;;15.04;;297.82
Q24;2014;920300753;920810736;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300753;920810736;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300753;920810736;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300753;920810736;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300753;920810736;9999;0.5;0.97;50.2;;51.67;9.05;115.82;3.07;67.94;85.3;;;0.63;281.81;;;;15.04;18.8;367.32
Q24;2014;920300761;920000973;1000;1.17;;21.47;;22.64;;;;;35.16;;;;35.16;;;;;6.13;63.93
Q24;2014;920300761;920000973;2000;;;;;;3.83;42.22;0.97;19.46;;1;;0.28;67.76;;;;2.59;;70.35
Q24;2014;920300761;920000973;2100;;;;;;3.83;42.22;0.97;19.46;;1;;0.28;67.76;;;;2.59;;70.35
Q24;2014;920300761;920000973;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300761;920000973;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300761;920000973;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300761;920000973;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300761;920000973;9999;1.17;;21.47;;22.64;3.83;42.22;0.97;19.46;35.16;1;;0.28;102.92;;;;2.59;6.13;134.28
Q24;2014;920300787;920000981;1000;10.5;1;311.34;;322.84;4;;;7.97;;1.5;;3.29;16.76;;1;1;93;215.02;648.62
Q24;2014;920300787;920000981;2000;;;;;;12;198.57;18.94;70.28;27.56;;13.73;;341.08;;;;;;341.08
Q24;2014;920300787;920000981;2100;;;;;;12;198.57;18.94;70.28;27.56;;13.73;;341.08;;;;;;341.08
Q24;2014;920300787;920000981;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300787;920000981;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300787;920000981;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300787;920000981;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300787;920000981;9999;10.5;1;311.34;;322.84;16;198.57;18.94;78.25;27.56;1.5;13.73;3.29;357.84;;1;1;93;215.02;989.7
Q24;2014;920300837;920001005;1000;1;;18.45;;19.45;;;;;;;;;;;;;;3;22.45
Q24;2014;920300837;920001005;2000;;;;;;3;26.35;4.74;21.11;1;0.4;7.09;;63.69;;;;6.37;;70.06
Q24;2014;920300837;920001005;2100;;;;;;3;26.35;4.74;21.11;1;0.4;7.09;;63.69;;;;6.37;;70.06
Q24;2014;920300837;920001005;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300837;920001005;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300837;920001005;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300837;920001005;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300837;920001005;9999;1;;18.45;;19.45;3;26.35;4.74;21.11;1;0.4;7.09;;63.69;;;;6.37;3;92.51
Q24;2014;920300845;780020715;1000;1.32;0.25;10.79;;12.36;;;;;1.7;;;;1.7;0.4;0.7;1.1;1.01;3.78;19.95
Q24;2014;920300845;780020715;2000;;;;;;2.72;27.78;;32.17;7.57;1.56;;0.5;72.3;;;;;;72.3
Q24;2014;920300845;780020715;2100;;;;;;1.7;19.3;;20.19;4.9;1;;0.5;47.59;;;;;;47.59
Q24;2014;920300845;780020715;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300845;780020715;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300845;780020715;2400;;;;;;1.02;8.48;;11.98;2.67;0.56;;;24.71;;;;;;24.71
Q24;2014;920300845;780020715;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300845;780020715;9999;1.32;0.25;10.79;;12.36;2.72;27.78;;32.17;9.27;1.56;;0.5;74;0.4;0.7;1.1;1.01;3.78;92.25
Q24;2014;920300886;750043994;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300886;750043994;2000;2;1;3.8;;6.8;1;12.6;;18.6;10;0.5;;6;48.7;;0.8;0.8;0.5;7;63.8
Q24;2014;920300886;750043994;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300886;750043994;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300886;750043994;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300886;750043994;2400;2;1;3.8;;6.8;1;12.6;;18.6;10;0.5;;6;48.7;;0.8;0.8;0.5;7;63.8
Q24;2014;920300886;750043994;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300886;750043994;9999;2;1;3.8;;6.8;1;12.6;;18.6;10;0.5;;6;48.7;;0.8;0.8;0.5;7;63.8
Q24;2014;920300936;920006848;1000;3.11;;23.01;;26.12;;;;;;;;;;1;;1;2;4;33.12
Q24;2014;920300936;920006848;2000;;1;;;1;6.67;40.4;1;41.69;36.64;;;;126.4;;;;;;127.4
Q24;2014;920300936;920006848;2100;;1;;;1;6.67;40.4;1;41.69;36.64;;;;126.4;;;;;;127.4
Q24;2014;920300936;920006848;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300936;920006848;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300936;920006848;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300936;920006848;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300936;920006848;9999;3.11;1;23.01;;27.12;6.67;40.4;1;41.69;36.64;;;;126.4;1;;1;2;4;160.52
Q24;2014;920300985;920810330;1000;5.49;0.96;18.46;;24.91;;;;0.1;;0.89;;;0.99;;;;6.75;1.76;34.41
Q24;2014;920300985;920810330;2000;;;2.14;;2.14;3.87;24.96;;34.52;12.31;2.99;;11.5;90.15;;2.32;2.32;;;94.61
Q24;2014;920300985;920810330;2100;;;;;;;3.12;;1.97;;;;;5.09;;0.67;0.67;;;5.76
Q24;2014;920300985;920810330;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300985;920810330;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300985;920810330;2400;;;2.14;;2.14;3.87;21.84;;32.55;12.31;2.99;;11.5;85.06;;1.65;1.65;;;88.85
Q24;2014;920300985;920810330;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920300985;920810330;9999;5.49;0.96;20.6;;27.05;3.87;24.96;;34.62;12.31;3.88;;11.5;91.14;;2.32;2.32;6.75;1.76;129.02
Q24;2014;920301033;920001062;1000;;;8.87;;8.87;;;;;;;;;;;;;;2;10.87
Q24;2014;920301033;920001062;2000;1;;;;1;1;8.54;;0.3;2;0.23;;;12.07;0.1;0.17;0.27;3;;16.34
Q24;2014;920301033;920001062;2100;1;;;;1;1;8.54;;0.3;2;0.23;;;12.07;0.1;0.17;0.27;3;;16.34
Q24;2014;920301033;920001062;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920301033;920001062;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920301033;920001062;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920301033;920001062;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920301033;920001062;9999;1;;8.87;;9.87;1;8.54;;0.3;2;0.23;;;12.07;0.1;0.17;0.27;3;2;27.21
Q24;2014;920310026;920001070;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310026;920001070;2000;1;;3.27;;4.27;;14.96;;5.37;;0.31;;0.11;20.75;;0.5;0.5;;10;35.52
Q24;2014;920310026;920001070;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310026;920001070;2200;1;;3.27;;4.27;;14.96;;5.37;;0.31;;0.11;20.75;;0.5;0.5;;10;35.52
Q24;2014;920310026;920001070;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310026;920001070;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310026;920001070;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310026;920001070;9999;1;;3.27;;4.27;;14.96;;5.37;;0.31;;0.11;20.75;;0.5;0.5;;10;35.52
Q24;2014;920310034;920001088;1000;;;6.49;;6.49;;;;;11.67;;;;11.67;;;;;2.86;21.02
Q24;2014;920310034;920001088;2000;1.18;;;;1.18;1;15.61;;3.94;;0.66;;0.68;21.89;1.29;;1.29;;;24.36
Q24;2014;920310034;920001088;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310034;920001088;2200;1.18;;;;1.18;1;15.61;;3.94;;0.66;;0.68;21.89;1.29;;1.29;;;24.36
Q24;2014;920310034;920001088;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310034;920001088;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310034;920001088;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310034;920001088;9999;1.18;;6.49;;7.67;1;15.61;;3.94;11.67;0.66;;0.68;33.56;1.29;;1.29;;2.86;45.38
Q24;2014;920310059;920001104;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310059;920001104;2000;2;;4.25;;6.25;2.17;18.24;;4.4;11.8;1.16;;1;38.77;;;;;3;48.02
Q24;2014;920310059;920001104;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310059;920001104;2200;2;;4.25;;6.25;2.17;18.24;;4.4;11.8;1.16;;1;38.77;;;;;3;48.02
Q24;2014;920310059;920001104;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310059;920001104;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310059;920001104;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920310059;920001104;9999;2;;4.25;;6.25;2.17;18.24;;4.4;11.8;1.16;;1;38.77;;;;;3;48.02
Q24;2014;920420023;750043994;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920420023;750043994;2000;2;;4;;6;1;11.81;;15.06;7.21;0.4;;3.7;39.18;;1;1;1;1;48.18
Q24;2014;920420023;750043994;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920420023;750043994;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920420023;750043994;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920420023;750043994;2400;2;;4;;6;1;11.81;;15.06;7.21;0.4;;3.7;39.18;;1;1;1;1;48.18
Q24;2014;920420023;750043994;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920420023;750043994;9999;2;;4;;6;1;11.81;;15.06;7.21;0.4;;3.7;39.18;;1;1;1;1;48.18
Q24;2014;920600012;750042590;1000;2.68;;1.92;;4.6;;;;;;;;;;;;;;6.56;11.16
Q24;2014;920600012;750042590;2000;;;;;;0.97;9.8;;25.33;;;;5.25;41.35;3.5;0.04;3.54;;0;44.89
Q24;2014;920600012;750042590;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600012;750042590;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600012;750042590;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600012;750042590;2400;;;;;;0.97;9.8;;25.33;;;;5.25;41.35;3.5;0.04;3.54;;0;44.89
Q24;2014;920600012;750042590;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600012;750042590;9999;2.68;;1.92;;4.6;0.97;9.8;;25.33;;;;5.25;41.35;3.5;0.04;3.54;;6.56;56.05
Q24;2014;920600061;920001146;1000;1;;5.53;;6.53;;;;;;;;;;;;;;13.53;20.06
Q24;2014;920600061;920001146;2000;;;;;;;10.02;2.85;33.92;;1.92;;4.52;53.23;2.07;;2.07;;;55.3
Q24;2014;920600061;920001146;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600061;920001146;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600061;920001146;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600061;920001146;2400;;;;;;;10.02;2.85;33.92;;1.92;;4.52;53.23;2.07;;2.07;;;55.3
Q24;2014;920600061;920001146;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920600061;920001146;9999;1;;5.53;;6.53;;10.02;2.85;33.92;;1.92;;4.52;53.23;2.07;;2.07;;13.53;75.36
Q24;2014;920690278;920718202;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920690278;920718202;2000;1.5;;2.09;;3.59;;1;;;2.2;1.25;;1.5;5.95;8.25;0.5;8.75;;0.5;18.79
Q24;2014;920690278;920718202;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920690278;920718202;2200;1.5;;2.09;;3.59;;1;;;2.2;1.25;;1.5;5.95;8.25;0.5;8.75;;0.5;18.79
Q24;2014;920690278;920718202;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920690278;920718202;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920690278;920718202;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920690278;920718202;9999;1.5;;2.09;;3.59;;1;;;2.2;1.25;;1.5;5.95;8.25;0.5;8.75;;0.5;18.79
Q24;2014;920700010;770700029;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920700010;770700029;2000;1;;3.67;;4.67;2;7.02;1.03;26.44;;1;;10.29;47.78;4.24;1;5.24;;11.09;68.78
Q24;2014;920700010;770700029;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920700010;770700029;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920700010;770700029;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920700010;770700029;2400;1;;3.67;;4.67;2;7.02;1.03;26.44;;1;;10.29;47.78;4.24;1;5.24;;11.09;68.78
Q24;2014;920700010;770700029;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920700010;770700029;9999;1;;3.67;;4.67;2;7.02;1.03;26.44;;1;;10.29;47.78;4.24;1;5.24;;11.09;68.78
Q24;2014;920711512;920013448;1000;2;;11.16;;13.16;;;;;1.4;;;1.59;2.99;;;;;3.97;20.12
Q24;2014;920711512;920013448;2000;;1;;;1;1;28;;43;12.55;1.89;;7.25;93.69;2;1.5;3.5;1;;99.19
Q24;2014;920711512;920013448;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920711512;920013448;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920711512;920013448;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920711512;920013448;2400;;1;;;1;1;28;;43;12.55;1.89;;7.25;93.69;2;1.5;3.5;1;;99.19
Q24;2014;920711512;920013448;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920711512;920013448;9999;2;1;11.16;;14.16;1;28;;43;13.95;1.89;;8.84;96.68;2;1.5;3.5;1;3.97;119.31
Q24;2014;920803798;920002037;1000;2;;11.43;;13.43;;;0.14;;0.74;;;;0.88;;;;0.2;0.39;14.9
Q24;2014;920803798;920002037;2000;;;1.41;;1.41;3.2;36.44;0.86;30.84;4.56;0.68;;2.74;79.32;;0.62;0.62;1.25;2.42;85.02
Q24;2014;920803798;920002037;2100;;;1.41;;1.41;1.98;18.95;0.38;11.72;2.01;;;;35.04;;;;0.55;1.07;38.07
Q24;2014;920803798;920002037;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920803798;920002037;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920803798;920002037;2400;;;;;;1.22;17.49;0.48;19.12;2.55;0.68;;2.74;44.28;;0.62;0.62;0.7;1.35;46.95
Q24;2014;920803798;920002037;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920803798;920002037;9999;2;;12.84;;14.84;3.2;36.44;1;30.84;5.3;0.68;;2.74;80.2;;0.62;0.62;1.45;2.81;99.92
Q24;2014;920811635;780140059;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811635;780140059;2000;;;14.11;;14.11;8;45.23;1.75;15.35;15.7;28.61;;18.14;132.78;39.91;9.43;49.34;;0.01;196.24
Q24;2014;920811635;780140059;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811635;780140059;2200;;;14.11;;14.11;8;45.23;1.75;15.35;15.7;28.61;;18.14;132.78;39.91;9.43;49.34;;0.01;196.24
Q24;2014;920811635;780140059;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811635;780140059;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811635;780140059;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811635;780140059;9999;;;14.11;;14.11;8;45.23;1.75;15.35;15.7;28.61;;18.14;132.78;39.91;9.43;49.34;;0.01;196.24
Q24;2014;920811775;940000060;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811775;940000060;2000;;;1;;1;0.5;8.31;;;;;;;8.81;;;;;;9.81
Q24;2014;920811775;940000060;2100;;;1;;1;0.5;8.31;;;;;;;8.81;;;;;;9.81
Q24;2014;920811775;940000060;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811775;940000060;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811775;940000060;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811775;940000060;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920811775;940000060;9999;;;1;;1;0.5;8.31;;;;;;;8.81;;;;;;9.81
Q24;2014;920813623;920029097;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;920813623;920029097;2000;29.03;;93.57;;122.6;74.57;294.97;7.96;195.68;8.7;6.73;1;16.64;606.25;2.58;15.41;17.99;19.65;23.35;789.84
Q24;2014;920813623;920029097;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;920813623;920029097;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;920813623;920029097;2300;29.03;;93.57;;122.6;74.57;294.97;7.96;195.68;8.7;6.73;1;16.64;606.25;2.58;15.41;17.99;19.65;23.35;789.84
Q24;2014;920813623;920029097;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;920813623;920029097;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;920813623;920029097;9999;29.03;;93.57;;122.6;74.57;294.97;7.96;195.68;8.7;6.73;1;16.64;606.25;2.58;15.41;17.99;19.65;23.35;789.84
Q24;2014;930000286;930021480;1000;6;1;107.53;;114.53;18.57;8.17;0;12.38;7.64;0.65;;1.55;48.96;2;3.95;5.95;5.09;163;337.53
Q24;2014;930000286;930021480;2000;;;115.02;;115.02;21.21;331.47;32.55;273.34;143.98;10.83;22.13;23.69;859.2;1;7.9;8.9;90.76;18.68;1092.56
Q24;2014;930000286;930021480;2100;;;114.02;;114.02;20.88;323.81;32.55;268.61;142.98;10.83;22.13;23.62;845.41;1;7.9;8.9;90.76;18.68;1077.77
Q24;2014;930000286;930021480;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000286;930021480;2300;;;1;;1;0.33;7.66;;4.73;1;;;0.07;13.79;;;;;;14.79
Q24;2014;930000286;930021480;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000286;930021480;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000286;930021480;9999;6;1;222.55;;229.55;39.78;339.64;32.55;285.72;151.62;11.48;22.13;25.24;908.16;3;11.85;14.85;95.85;181.68;1430.09
Q24;2014;930000294;930021480;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000294;930021480;2000;1;;8.45;;9.45;2.26;30.3;;63.63;35.67;1.95;;6.12;139.93;;1.97;1.97;;13.5;164.85
Q24;2014;930000294;930021480;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000294;930021480;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000294;930021480;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000294;930021480;2400;;;2.48;;2.48;1.93;17.14;;34.56;16.33;0.95;;4.69;75.6;;1.97;1.97;;1;81.05
Q24;2014;930000294;930021480;2500;1;;5.97;;6.97;0.33;13.16;;29.07;19.34;1;;1.43;64.33;;;;;12.5;83.8
Q24;2014;930000294;930021480;9999;1;;8.45;;9.45;2.26;30.3;;63.63;35.67;1.95;;6.12;139.93;;1.97;1.97;;13.5;164.85
Q24;2014;930000302;930110036;1000;3.83;1.42;110.82;;116.07;2.33;6.21;1;11.46;7.68;0.5;1.81;0;30.99;19.99;9.27;29.26;0.53;110.72;287.57
Q24;2014;930000302;930110036;2000;;;67.93;;67.93;15.71;304.16;27.29;274.92;75.42;5.36;58.37;13.46;774.69;0.2;;0.2;63.87;9.63;916.32
Q24;2014;930000302;930110036;2100;;;66.14;;66.14;14.71;297.95;27.29;263.46;72.4;5.36;58.37;13.46;753;0.2;;0.2;63.87;9.63;892.84
Q24;2014;930000302;930110036;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000302;930110036;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000302;930110036;2400;;;1.79;;1.79;1;6.21;;11.46;3.02;;;;21.69;;;;;0;23.48
Q24;2014;930000302;930110036;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000302;930110036;9999;3.83;1.42;178.75;;184;18.04;310.37;28.29;286.38;83.1;5.86;60.18;13.46;805.68;20.19;9.27;29.46;64.4;120.35;1203.89
Q24;2014;930000328;930110051;1000;9.21;1;136.85;;147.06;2.85;7.28;3.93;31.24;26.57;1.02;2;0.99;75.88;1.97;19.31;21.28;3.28;159.07;406.57
Q24;2014;930000328;930110051;2000;;;95.1;;95.1;23.1;356.54;52.21;359.22;129.71;8.69;65.37;13.17;1008.01;3.35;1.68;5.03;105.95;25.9;1239.99
Q24;2014;930000328;930110051;2100;;;95.1;;95.1;21.28;349.26;52.21;347.51;128.15;8.69;65.37;9.21;981.68;3.35;1.68;5.03;105.95;24.05;1211.81
Q24;2014;930000328;930110051;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000328;930110051;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000328;930110051;2400;;;0;;0;1.82;7.28;;11.71;1.56;;;3.96;26.33;;;;0;1.85;28.18
Q24;2014;930000328;930110051;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;930000328;930110051;9999;9.21;1;231.95;;242.16;25.95;363.82;56.14;390.46;156.28;9.71;67.37;14.16;1083.89;5.32;20.99;26.31;109.23;184.97;1646.56
Q24;2014;930000336;930110069;1000;7.5;2;146.7;;156.2;15.91;10.36;1;30.25;12.74;1.37;;;71.63;3.33;14.85;18.18;2.42;155.26;403.69
Q24;2014;930000336;930110069;2000;;;115.31;;115.31;34.17;460.1;42.35;364.3;123.97;48.23;29.71;47.22;1150.05;24.97;4.27;29.24;102.8;40.75;1438.15
Q24;2014;930000336;930110069;2100;;;84.89;;84.89;25.25;348.39;42.35;304.65;101;8.78;29.71;10.72;870.85;4.51;;4.51;102.8;37;1100.05
Q24;2014;930000336;930110069;2200;;;26.95;;26.95;6.92;91.37;;36.71;15.35;38.7;;13.56;202.61;20.46;4.27;24.73;;3.75;258.04
Q24;2014;930000336;930110069;2300;;;;;;;;;;;;;;;;;;;;
