BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2014;290021070;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290021070;350000626;2000;;;;;;;0.75;;;;;;;0.75;;;;;;0.75
Q24;2014;290021070;350000626;2100;;;;;;;0.75;;;;;;;0.75;;;;;;0.75
Q24;2014;290021070;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290021070;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290021070;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290021070;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290021070;350000626;9999;;;;;;;0.75;;;;;;;0.75;;;;;;0.75
Q24;2014;290023431;290001049;1000;3;;14.15;;17.15;;;;;;;;;;;;;1;8.46;26.61
Q24;2014;290023431;290001049;2000;;;;;;2.8;37.9;1;20.05;17.53;0.17;;;79.45;;;;;;79.45
Q24;2014;290023431;290001049;2100;;;;;;2.8;37.9;1;20.05;17.53;0.17;;;79.45;;;;;;79.45
Q24;2014;290023431;290001049;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023431;290001049;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023431;290001049;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023431;290001049;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023431;290001049;9999;3;;14.15;;17.15;2.8;37.9;1;20.05;17.53;0.17;;;79.45;;;;1;8.46;106.06
Q24;2014;290023779;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023779;350000626;2000;;;;;;;6.6;;;;;;;6.6;;;;;;6.6
Q24;2014;290023779;350000626;2100;;;;;;;6.6;;;;;;;6.6;;;;;;6.6
Q24;2014;290023779;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023779;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023779;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023779;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023779;350000626;9999;;;;;;;6.6;;;;;;;6.6;;;;;;6.6
Q24;2014;290023787;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023787;350000626;2000;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290023787;350000626;2100;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290023787;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023787;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023787;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023787;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290023787;350000626;9999;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290024462;290000298;1000;;;;;;;0.09;;0.42;0.11;0.02;;;0.64;;;;;;0.64
Q24;2014;290024462;290000298;2000;0.05;;0.38;;0.43;0.53;8.4;;16.04;7.5;0.34;;1.66;34.47;0.58;;0.58;;0.1;35.58
Q24;2014;290024462;290000298;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024462;290000298;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024462;290000298;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024462;290000298;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024462;290000298;2500;0.05;;0.38;;0.43;0.53;8.4;;16.04;7.5;0.34;;1.66;34.47;0.58;;0.58;;0.1;35.58
Q24;2014;290024462;290000298;9999;0.05;;0.38;;0.43;0.53;8.49;;16.46;7.61;0.36;;1.66;35.11;0.58;;0.58;;0.1;36.22
Q24;2014;290024579;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024579;350000626;2000;;;;;;;0.95;;;;;;;0.95;;;;;;0.95
Q24;2014;290024579;350000626;2100;;;;;;;0.95;;;;;;;0.95;;;;;;0.95
Q24;2014;290024579;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024579;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024579;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024579;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290024579;350000626;9999;;;;;;;0.95;;;;;;;0.95;;;;;;0.95
Q24;2014;290025113;290020700;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025113;290020700;2000;;;0.15;;0.15;0.3;4.5;;8.17;3.09;;;0.24;16.3;0.15;;0.15;;0.07;16.67
Q24;2014;290025113;290020700;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025113;290020700;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025113;290020700;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025113;290020700;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025113;290020700;2500;;;0.15;;0.15;0.3;4.5;;8.17;3.09;;;0.24;16.3;0.15;;0.15;;0.07;16.67
Q24;2014;290025113;290020700;9999;;;0.15;;0.15;0.3;4.5;;8.17;3.09;;;0.24;16.3;0.15;;0.15;;0.07;16.67
Q24;2014;290025147;290020700;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025147;290020700;2000;0.15;;0.52;;0.67;0.19;4.64;;8.57;3.26;0.09;;0.5;17.25;0.23;;0.23;;;18.15
Q24;2014;290025147;290020700;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025147;290020700;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025147;290020700;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025147;290020700;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025147;290020700;2500;0.15;;0.52;;0.67;0.19;4.64;;8.57;3.26;0.09;;0.5;17.25;0.23;;0.23;;;18.15
Q24;2014;290025147;290020700;9999;0.15;;0.52;;0.67;0.19;4.64;;8.57;3.26;0.09;;0.5;17.25;0.23;;0.23;;;18.15
Q24;2014;290025337;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025337;350000626;2000;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290025337;350000626;2100;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290025337;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025337;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025337;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025337;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290025337;350000626;9999;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290028539;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290028539;350000626;2000;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290028539;350000626;2100;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290028539;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290028539;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290028539;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290028539;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290028539;350000626;9999;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290029669;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029669;350000626;2000;;;;;;;8.75;;;;;;;8.75;;;;;;8.75
Q24;2014;290029669;350000626;2100;;;;;;;8.75;;;;;;;8.75;;;;;;8.75
Q24;2014;290029669;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029669;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029669;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029669;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029669;350000626;9999;;;;;;;8.75;;;;;;;8.75;;;;;;8.75
Q24;2014;290029982;290020700;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029982;290020700;2000;;;;;;0.27;0.09;6.35;1.38;;;;;8.09;;;;;4.66;12.75
Q24;2014;290029982;290020700;2100;;;;;;0.27;0.09;6.35;1.38;;;;;8.09;;;;;4.66;12.75
Q24;2014;290029982;290020700;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029982;290020700;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029982;290020700;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029982;290020700;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290029982;290020700;9999;;;;;;0.27;0.09;6.35;1.38;;;;;8.09;;;;;4.66;12.75
Q24;2014;290030808;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290030808;350000626;2000;;;;;;;3.1;;;;;;;3.1;;;;;;3.1
Q24;2014;290030808;350000626;2100;;;;;;;3.1;;;;;;;3.1;;;;;;3.1
Q24;2014;290030808;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290030808;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290030808;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290030808;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290030808;350000626;9999;;;;;;;3.1;;;;;;;3.1;;;;;;3.1
Q24;2014;290031541;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290031541;350000626;2000;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290031541;350000626;2100;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290031541;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290031541;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290031541;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290031541;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290031541;350000626;9999;;;;;;;0.55;;;;;;;0.55;;;;;;0.55
Q24;2014;290032028;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032028;350000626;2000;;;;;;;10.8;;;;;;;10.8;;;;;;10.8
Q24;2014;290032028;350000626;2100;;;;;;;10.8;;;;;;;10.8;;;;;;10.8
Q24;2014;290032028;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032028;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032028;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032028;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032028;350000626;9999;;;;;;;10.8;;;;;;;10.8;;;;;;10.8
Q24;2014;290032655;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032655;350000626;2000;;;;;;;0.9;;;;;;;0.9;;;;;;0.9
Q24;2014;290032655;350000626;2100;;;;;;;0.9;;;;;;;0.9;;;;;;0.9
Q24;2014;290032655;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032655;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032655;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032655;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032655;350000626;9999;;;;;;;0.9;;;;;;;0.9;;;;;;0.9
Q24;2014;290032713;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032713;350000626;2000;;;;;;;4.5;;;;;;;4.5;;;;;;4.5
Q24;2014;290032713;350000626;2100;;;;;;;4.5;;;;;;;4.5;;;;;;4.5
Q24;2014;290032713;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032713;350000626;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032713;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032713;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032713;350000626;9999;;;;;;;4.5;;;;;;;4.5;;;;;;4.5
Q24;2014;290032838;290032820;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032838;290032820;2000;0.2;0.2;0.6;;1;2;;;3.8;;0.2;;;6;;0.2;0.2;;;7.2
Q24;2014;290032838;290032820;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032838;290032820;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032838;290032820;2300;0.2;0.2;0.6;;1;2;;;3.8;;0.2;;;6;;0.2;0.2;;;7.2
Q24;2014;290032838;290032820;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032838;290032820;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290032838;290032820;9999;0.2;0.2;0.6;;1;2;;;3.8;;0.2;;;6;;0.2;0.2;;;7.2
Q24;2014;290033679;350000626;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290033679;350000626;2000;0.1;0.1;;;0.2;1;;;2;;0.1;;;3.1;;0.2;0.2;;;3.5
Q24;2014;290033679;350000626;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;290033679;350000626;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290033679;350000626;2300;0.1;0.1;;;0.2;1;;;2;;0.1;;;3.1;;0.2;0.2;;;3.5
Q24;2014;290033679;350000626;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290033679;350000626;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;290033679;350000626;9999;0.1;0.1;;;0.2;1;;;2;;0.1;;;3.1;;0.2;0.2;;;3.5
Q24;2014;290034610;290000306;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;290034610;290000306;2000;;;1.07;;1.07;1;12.91;;23.04;6.91;;;;43.86;;0.43;0.43;;;45.36
Q24;2014;290034610;290000306;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;290034610;290000306;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;290034610;290000306;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;290034610;290000306;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;290034610;290000306;2500;;;1.07;;1.07;1;12.91;;23.04;6.91;;;;43.86;;0.43;0.43;;;45.36
Q24;2014;290034610;290000306;9999;;;1.07;;1.07;1;12.91;;23.04;6.91;;;;43.86;;0.43;0.43;;;45.36
Q24;2014;2A0000022;2A0000014;1000;3.07;1;113.22;;117.29;9.76;62.86;;94.06;34.8;;1.5;4.56;207.54;1.44;3;4.44;2.88;152.11;484.26
Q24;2014;2A0000022;2A0000014;2000;;;78.92;;78.92;15.35;258.51;31.9;241.86;142.04;3;23.83;6.05;722.54;;;;76.55;48.25;926.26
Q24;2014;2A0000022;2A0000014;2100;;;77.92;;77.92;12.35;241.49;31.9;191.47;124.04;3;23.83;5.1;633.18;;;;76.55;48.25;835.9
Q24;2014;2A0000022;2A0000014;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000022;2A0000014;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000022;2A0000014;2400;;;1;;1;1;7.93;;20.16;7.53;;;0.95;37.57;;;;;;38.57
Q24;2014;2A0000022;2A0000014;2500;;;;;;2;9.09;;30.23;10.47;;;;51.79;;;;;;51.79
Q24;2014;2A0000022;2A0000014;9999;3.07;1;192.14;;196.21;25.11;321.37;31.9;335.92;176.84;3;25.33;10.61;930.08;1.44;3;4.44;79.43;200.36;1410.52
Q24;2014;2A0000030;2A0000048;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000030;2A0000048;2000;2;;11;;13;3;17;;20;22;0.5;;19.4;81.9;;;;1.6;13;109.5
Q24;2014;2A0000030;2A0000048;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000030;2A0000048;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000030;2A0000048;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000030;2A0000048;2400;2;;11;;13;3;17;;20;22;0.5;;19.4;81.9;;;;1.6;13;109.5
Q24;2014;2A0000030;2A0000048;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000030;2A0000048;9999;2;;11;;13;3;17;;20;22;0.5;;19.4;81.9;;;;1.6;13;109.5
Q24;2014;2A0000097;2A0000063;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000097;2A0000063;2000;;0.16;;;0.16;;1.44;;1.44;0.32;;;;3.2;;;;;;3.36
Q24;2014;2A0000097;2A0000063;2100;;0.16;;;0.16;;1.44;;1.44;0.32;;;;3.2;;;;;;3.36
Q24;2014;2A0000097;2A0000063;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000097;2A0000063;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000097;2A0000063;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000097;2A0000063;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000097;2A0000063;9999;;0.16;;;0.16;;1.44;;1.44;0.32;;;;3.2;;;;;;3.36
Q24;2014;2A0000139;2A0000063;1000;;;;;;;;;;;;;;;;;;4.48;6;10.48
Q24;2014;2A0000139;2A0000063;2000;1;1;20.4;;22.4;3;55.71;;33.71;34.37;;;;126.79;;;;;;149.19
Q24;2014;2A0000139;2A0000063;2100;1;1;20.4;;22.4;3;55.71;;33.71;34.37;;;;126.79;;;;;;149.19
Q24;2014;2A0000139;2A0000063;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000139;2A0000063;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000139;2A0000063;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000139;2A0000063;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000139;2A0000063;9999;1;1;20.4;;22.4;3;55.71;;33.71;34.37;;;;126.79;;;;4.48;6;159.67
Q24;2014;2A0000154;2A0000204;1000;4.5;1;32.6;;38.1;;;;;;;;;;;;;7;6;51.1
Q24;2014;2A0000154;2A0000204;2000;;;;;;4;32.8;1;31.7;29.3;;6;;104.8;;;;;;104.8
Q24;2014;2A0000154;2A0000204;2100;;;;;;4;32.8;1;31.7;29.3;;6;;104.8;;;;;;104.8
Q24;2014;2A0000154;2A0000204;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000154;2A0000204;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000154;2A0000204;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000154;2A0000204;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000154;2A0000204;9999;4.5;1;32.6;;38.1;4;32.8;1;31.7;29.3;;6;;104.8;;;;7;6;155.9
Q24;2014;2A0000212;2A0000170;1000;0.25;;20.8;;21.05;;;;;;;;;;;;;5.36;50.22;76.63
Q24;2014;2A0000212;2A0000170;2000;0;;;;0;4.86;26;;42.57;32.75;;;2.09;108.27;;;;;;108.27
Q24;2014;2A0000212;2A0000170;2100;0;;;;0;4.86;26;;42.57;32.75;;;;106.18;;;;;;106.18
Q24;2014;2A0000212;2A0000170;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000212;2A0000170;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000212;2A0000170;2400;;;;;;;;;;;;;2.09;2.09;;;;;;2.09
Q24;2014;2A0000212;2A0000170;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000212;2A0000170;9999;0.25;;20.8;;21.05;4.86;26;;42.57;32.75;;;2.09;108.27;;;;5.36;50.22;184.9
Q24;2014;2A0000261;2A0000279;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000261;2A0000279;2000;2.5;;4.9;;7.4;1;7.7;;8.4;12.5;0.11;;0.27;29.98;0.11;0.08;0.19;;4.3;41.87
Q24;2014;2A0000261;2A0000279;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000261;2A0000279;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000261;2A0000279;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000261;2A0000279;2400;2.5;;4.9;;7.4;1;7.7;;8.4;12.5;0.11;;0.27;29.98;0.11;0.08;0.19;;4.3;41.87
Q24;2014;2A0000261;2A0000279;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000261;2A0000279;9999;2.5;;4.9;;7.4;1;7.7;;8.4;12.5;0.11;;0.27;29.98;0.11;0.08;0.19;;4.3;41.87
Q24;2014;2A0000287;2A0000386;1000;4;;51.74;;55.74;2.66;9.96;;5.88;10.39;0.11;;1.92;30.92;0.75;0;0.75;1.4;63.67;152.48
Q24;2014;2A0000287;2A0000386;2000;0;;35.96;;35.96;21.51;248.65;;78.08;60.75;16.76;;5.22;430.97;10.69;6.27;16.96;21.9;11.24;517.03
Q24;2014;2A0000287;2A0000386;2100;0;;14.03;;14.03;2.94;31.44;;10.91;11.6;1;;0.78;58.67;0.05;0.5;0.55;21.9;8.24;103.39
Q24;2014;2A0000287;2A0000386;2200;0;;21.05;;21.05;16.52;202.24;;56.26;42.15;15.76;;3.94;336.87;10.59;5.58;16.17;0;3;377.09
Q24;2014;2A0000287;2A0000386;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000287;2A0000386;2400;0;;0.88;;0.88;2.05;14.97;;10.91;7;0;;0.5;35.43;0.05;0.19;0.24;0;0;36.55
Q24;2014;2A0000287;2A0000386;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0000287;2A0000386;9999;4;;87.7;;91.7;24.17;258.61;;83.96;71.14;16.87;;7.14;461.89;11.44;6.27;17.71;23.3;74.91;669.51
Q24;2014;2A0001988;2A0001848;1000;0.3;;1;;1.3;0.6;;;;;;;;0.6;;;;;;1.9
Q24;2014;2A0001988;2A0001848;2000;;;;;;;11;;2;2;0.33;;;15.33;;;;;;15.33
Q24;2014;2A0001988;2A0001848;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0001988;2A0001848;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0001988;2A0001848;2300;;;;;;;11;;2;2;0.33;;;15.33;;;;;;15.33
Q24;2014;2A0001988;2A0001848;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0001988;2A0001848;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0001988;2A0001848;9999;0.3;;1;;1.3;0.6;11;;2;2;0.33;;;15.93;;;;;;17.23
Q24;2014;2A0002051;2A0000303;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0002051;2A0000303;2000;1;;8.5;;9.5;2;13;;22;;;;23;60;;1;1;1;28;99.5
Q24;2014;2A0002051;2A0000303;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0002051;2A0000303;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0002051;2A0000303;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0002051;2A0000303;2400;1;;8.5;;9.5;2;13;;22;;;;23;60;;1;1;1;28;99.5
Q24;2014;2A0002051;2A0000303;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0002051;2A0000303;9999;1;;8.5;;9.5;2;13;;22;;;;23;60;;1;1;1;28;99.5
Q24;2014;2A0002614;2A0002606;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0002614;2A0002606;2000;1;;9.52;;10.52;1.83;19.22;;17.89;7.74;;;1;47.68;;1;1;3.36;11.24;73.8
Q24;2014;2A0002614;2A0002606;2100;0.67;;4.86;;5.53;0.79;10.16;;4.74;1.58;;;0.2;17.47;;;;2.81;5.17;30.98
Q24;2014;2A0002614;2A0002606;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0002614;2A0002606;2300;;;1;;1;;1;;;;;;;1;;;;;;2
Q24;2014;2A0002614;2A0002606;2400;0.33;;2.66;;2.99;0.54;3.39;;4.74;1.4;;;0.8;10.87;;;;0.55;4.33;18.74
Q24;2014;2A0002614;2A0002606;2500;;;1;;1;0.5;4.67;;8.41;4.76;;;;18.34;;1;1;;1.74;22.08
Q24;2014;2A0002614;2A0002606;9999;1;;9.52;;10.52;1.83;19.22;;17.89;7.74;;;1;47.68;;1;1;3.36;11.24;73.8
Q24;2014;2A0003174;2A0003166;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0003174;2A0003166;2000;1;;1;;2;;3.5;;1;1.15;;;;5.65;;;;;;7.65
Q24;2014;2A0003174;2A0003166;2100;1;;1;;2;;3.5;;1;1.15;;;;5.65;;;;;;7.65
Q24;2014;2A0003174;2A0003166;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0003174;2A0003166;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0003174;2A0003166;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0003174;2A0003166;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0003174;2A0003166;9999;1;;1;;2;;3.5;;1;1.15;;;;5.65;;;;;;7.65
Q24;2014;2A0022554;2A0000311;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0022554;2A0000311;2000;3.5;;2.8;;6.3;;6;;;;1.1;;3.6;10.7;;;;;17.8;34.8
Q24;2014;2A0022554;2A0000311;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0022554;2A0000311;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0022554;2A0000311;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0022554;2A0000311;2400;3.5;;2.8;;6.3;;6;;;;1.1;;3.6;10.7;;;;;17.8;34.8
Q24;2014;2A0022554;2A0000311;2500;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0022554;2A0000311;9999;3.5;;2.8;;6.3;;6;;;;1.1;;3.6;10.7;;;;;17.8;34.8
Q24;2014;2A0023271;2A0000014;1000;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0023271;2A0000014;2000;;;;;;2;8.75;;30.86;10.89;;;;52.5;;;;;;52.5
Q24;2014;2A0023271;2A0000014;2100;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0023271;2A0000014;2200;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0023271;2A0000014;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0023271;2A0000014;2400;;;;;;;;;;;;;;;;;;;;
Q24;2014;2A0023271;2A0000014;2500;;;;;;2;8.75;;30.86;10.89;;;;52.5;;;;;;52.5
Q24;2014;2A0023271;2A0000014;9999;;;;;;2;8.75;;30.86;10.89;;;;52.5;;;;;;52.5
Q24;2014;2B0000012;2B0000020;1000;5.69;0;67.66;;73.35;0.54;15.39;0.38;30.51;11.45;0.66;0.27;1.87;61.07;0.17;1.66;1.83;4.72;115.94;256.91
Q24;2014;2B0000012;2B0000020;2000;0;0.33;97.37;;97.7;32.19;369.26;37.41;308.48;92.61;18.92;26.32;29.29;914.48;6.9;6;12.9;73.97;10.08;1109.13
Q24;2014;2B0000012;2B0000020;2100;0;0.33;87.47;;87.8;24.46;296.18;37.41;244.07;64.51;4;26.05;3.74;700.42;1;3.84;4.84;73.18;7.56;873.8
Q24;2014;2B0000012;2B0000020;2200;0;0;8.25;;8.25;5.23;53.85;0;20.34;10.41;14.12;0.27;6.54;110.76;4.9;1.76;6.66;0.79;1.26;127.72
Q24;2014;2B0000012;2B0000020;2300;;;;;;;;;;;;;;;;;;;;
Q24;2014;2B0000012;2B0000020;2400;0;0;1.65;;1.65;1.57;11.54;0;13.56;5.2;0.8;0;17.14;49.81;1;0.2;1.2;0;0;52.66
