BOR;AN;FI;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2014;130782303;920000395;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;0.2
INFOMED;2014;130782444;130001100;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;0.8;0.2
INFOMED;2014;130782675;130001233;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;1;0.1
INFOMED;2014;130783152;130001365;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.3
INFOMED;2014;130783236;130786049;;1;;;1;;1;;;;1;;0;0;0;0;0;0;0;0;0;0;;17.45;6.79
INFOMED;2014;130783293;130786049;;1;;;1;;1;;;;1;;0;0;0;0;0;0;0;0;0;0;;11.5;8
INFOMED;2014;130783327;130001415;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;1.8;0.33
INFOMED;2014;130783723;130001456;;;1;;;;;;;;;;0;0;0;0;1;1;1;0;0;0;;1;0.2
INFOMED;2014;130783772;130810336;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;130784051;0.8;0.1
INFOMED;2014;130783830;130001514;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;0.03;0.03
INFOMED;2014;130783871;130001548;;;;;;;;1;;;;;0;0;0;0;0;0;;;1;1;;1;0.1
INFOMED;2014;130783962;130001415;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.8;0.2
INFOMED;2014;130784051;130037823;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;6.35;0.6
INFOMED;2014;130784234;130786049;;1;;;1;;1;;;;1;;0;0;0;0;0;0;0;0;0;0;;5.89;2.25
INFOMED;2014;130784291;130001696;;;;;;;;;;;;1;0;0;0;0;0;1;1;;0;;;;
INFOMED;2014;130784549;130001811;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;;0.1;0.1
INFOMED;2014;130784598;130001852;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.3
INFOMED;2014;130784697;130001902;;;;;;;;;;;1;;0;0;0;0;0;0;1;1;0;0;;0.15;0.1
INFOMED;2014;130784713;130038847;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;6.5;0.12
INFOMED;2014;130784812;130001985;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2014;130784903;130002041;;;1;;;;;1;;;;;1;0;0;1;1;1;1;0;1;0;;1;0.5
INFOMED;2014;130784911;750052375;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;0.5;0.2
INFOMED;2014;130785389;130002173;;;1;;;;;;1;;;;0;0;0;0;1;1;1;1;1;0;;2;0.2
INFOMED;2014;130785462;130002207;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2014;130785652;130014228;;;1;;;1;;;1;;;1;0;0;0;0;1;1;1;0;1;1;130784952;8.67;1.35
INFOMED;2014;130785678;130002249;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;830100434;2;0.12
INFOMED;2014;130786015;130002322;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;;0;0.2
INFOMED;2014;130786296;130002421;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.5;0.26
INFOMED;2014;130786361;130002447;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;12;0.75
INFOMED;2014;130786445;130002488;1;;;;;;;;;;;;0;1;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2014;130786742;750821092;1;;;;;;1;;;1;;;0;0;0;0;0;0;;;0;0;;3;1
INFOMED;2014;130786924;130037815;;;;;;;1;;;;;;0;0;0;0;0;1;0;1;0;0;;1;0.11
INFOMED;2014;130786932;130002660;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;0.5
INFOMED;2014;130789357;130002843;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;130789357;1;0.2
INFOMED;2014;130804297;130786049;;1;;;1;;1;;;;1;;0;0;0;0;0;0;0;0;0;0;;;0
INFOMED;2014;130806011;130001183;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.21;0.07
INFOMED;2014;130806078;130016058;;1;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;;0;0
INFOMED;2014;130809015;130001928;;;1;;1;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;1.5;0.4
INFOMED;2014;130809981;920000395;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0;0
INFOMED;2014;130810740;130007362;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;2;1
INFOMED;2014;140000027;140000035;1;;;1;;;1;;;1;;;0;0;0;0;1;0;;;0;1;140000134;1.96;1
INFOMED;2014;140000076;140000084;;;1;;1;;;1;;;;;0;0;0;0;0;1;1;0;0;1;140000159;0.8;0.3
INFOMED;2014;140000209;140000100;1;;;1;;;1;;;1;;;0;0;0;0;1;0;0;0;0;0;;9.8;4.19
INFOMED;2014;140000233;140000118;;1;;1;;;;;1;;1;;0;0;0;0;0;1;1;1;0;0;;2.66;1.03
INFOMED;2014;140000258;140000415;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;
INFOMED;2014;140000290;140000449;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.5;0.2
INFOMED;2014;140000308;140000134;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;1;140000035;0.7;0.1
INFOMED;2014;140000340;140025800;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.8;0.05
INFOMED;2014;140000373;140000159;;;1;;1;;;1;;1;;;0;0;0;0;0;1;1;1;0;0;;3;0.7
INFOMED;2014;140000456;140000316;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;3;0.25
INFOMED;2014;140000555;140000639;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;;3.8;1.5
INFOMED;2014;140002452;140025800;;1;;;;;;1;;;;;0;0;0;0;0;0;1;0;0;0;;0.8;0.17
INFOMED;2014;140015975;310021092;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.25;0.1
INFOMED;2014;140016759;140003146;1;;;;;;;;;;;;1;1;1;1;1;1;0;;;0;;3;0.25
INFOMED;2014;140017237;140003278;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;4.62;0.3
INFOMED;2014;140017278;610787285;;;;;;;1;;;;;;0;0;0;0;0;1;0;0;0;0;;0.1;0.02
INFOMED;2014;140018730;140000423;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.1
INFOMED;2014;140024886;140000092;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;3;1
INFOMED;2014;140025123;310021126;;;;;;;;;1;;1;;0;0;0;0;0;0;0;0;0;0;;0.2;0.05
INFOMED;2014;140025255;310020383;;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;0;;0;0.05
INFOMED;2014;140026410;140026279;;;1;;;;;;1;;;1;0;0;0;0;0;1;1;1;1;0;;2.83;0.2
INFOMED;2014;140026709;140000415;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;0.4;0.3
INFOMED;2014;140027681;610004939;;;;;;;;1;;;;;0;0;0;0;1;0;0;;0;1;610780389;0.1;0.05
INFOMED;2014;150000024;150780047;;;1;;;;;;;;;;1;1;1;1;1;0;0;0;0;0;;;
INFOMED;2014;150000032;150780088;;1;;;;;;;;1;;;0;0;0;0;0;0;0;0;1;0;;2;0.2
INFOMED;2014;150000040;150780096;;;1;1;;;1;;;1;;;0;0;0;0;1;0;0;1;1;0;150780096;2.3;1.5
INFOMED;2014;150000164;150780468;1;;;;;;1;;;;;;0;0;0;0;0;0;;;;1;150780096;;
INFOMED;2014;150000180;150780500;;;1;;;;;;1;;;;0;0;0;0;1;0;;;0;1;150780096;;
INFOMED;2014;150002608;660006370;;;;;;;;;1;;;;0;0;0;0;1;0;0;0;1;0;;0.5;0.2
INFOMED;2014;150780120;150000065;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.4;0.1
INFOMED;2014;150780732;150000271;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;2;0.5
INFOMED;2014;160000170;160000204;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;2.5;0.5
INFOMED;2014;160000188;160000121;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;160000303;1;0.3
INFOMED;2014;160000253;160000451;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;6.5;2.33
INFOMED;2014;160000279;160000212;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.08
INFOMED;2014;160000303;160006037;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;1;160000188;2;1
INFOMED;2014;160000311;160000485;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;1;160000451;1;0.1
INFOMED;2014;160000337;160000493;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;1;160000253;2;0.2
INFOMED;2014;160000345;160000501;;;;;;;;;;;1;;0;0;0;0;0;0;;;0;0;;2;0.12
INFOMED;2014;160000360;160000519;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;1;160000451;0.2;0.05
INFOMED;2014;160002036;160009908;;;;;;1;;;;;;;0;0;0;0;0;1;0;0;1;0;;1;1.5
INFOMED;2014;160008231;160001038;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;0;0;;0.2;0.08
INFOMED;2014;160009080;160001574;;;;;;;1;;;;;;0;0;0;1;0;0;;;;0;;0.25;0.1
INFOMED;2014;160013207;160001632;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;4.74;0.25
INFOMED;2014;160015368;160014411;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;1.86;0.5
INFOMED;2014;170000038;170780050;;;1;;;;;1;;1;;;0;0;0;0;0;1;0;0;1;1;170000103;2.5;0.4
INFOMED;2014;170000079;170780142;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.2;0.2
INFOMED;2014;170000087;170023279;;1;;;1;;;;;;;;0;0;0;0;0;1;1;1;0;0;;7.1;2.6
INFOMED;2014;170000095;170780167;;1;;;;;;1;;;;;0;0;0;0;0;1;0;0;1;1;170000103;2.76;0.4
INFOMED;2014;170000103;170780175;;1;;;;1;;1;;1;;;0;0;0;0;0;1;0;0;1;0;;4.87;0.7
INFOMED;2014;170000111;170023279;;1;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;0;;0.2;0.1
INFOMED;2014;170000129;170780191;;;1;;;;;1;;;;;0;0;0;0;0;1;0;0;1;1;170780175;1.83;0.2
INFOMED;2014;170000152;170780225;;;1;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;4.36;1.8
INFOMED;2014;170000178;170780266;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;;1;170000103;0.4;0.1
INFOMED;2014;170780282;170000186;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;0;0;;0.1;0.15
INFOMED;2014;170780290;170000194;;;;;;;;;;;1;;0;0;0;0;0;1;1;1;0;1;;0.1;0.15
INFOMED;2014;170780563;170000251;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2.5;0.15
INFOMED;2014;170780613;170000277;;;1;;;;;;;;;;0;0;0;0;0;0;1;0;0;1;;1.02;
INFOMED;2014;170780621;170000285;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;3.5;0.1
INFOMED;2014;170780647;170000301;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;2;0.1
INFOMED;2014;170780662;170024053;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;;;
INFOMED;2014;170780803;170017321;;;;;;;1;;;;;;0;0;0;0;0;0;;;;0;;0.3;0.2
INFOMED;2014;170781199;170000400;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;0.1;0.1
INFOMED;2014;170782981;170023279;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2014;170784086;330785072;;;;;;;;;;1;;;1;1;1;1;1;1;0;0;0;1;170000103;0.1;0.1
INFOMED;2014;170784110;170023279;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;0;0;;0.3;0.2
INFOMED;2014;180000010;180000028;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;0;0;0;;5;0.8
INFOMED;2014;180000176;180001158;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;1;0;;2.24;0.5
INFOMED;2014;180000200;180000051;1;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;1.8;1
INFOMED;2014;180000283;180000069;;1;;;;;;1;;;;;0;0;0;0;0;1;0;1;1;0;;1.09;0.3
INFOMED;2014;180000333;180000093;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;1;1
INFOMED;2014;180000358;180000739;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;1;0.5
INFOMED;2014;180000598;180000887;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;2;0.1
INFOMED;2014;180004145;180000887;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;2;0.2
INFOMED;2014;180004533;580780971;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;1;580972636;;
INFOMED;2014;190000018;190000042;;;1;;;;;;1;;;1;0;0;0;0;0;0;0;0;1;0;;4;1.8
INFOMED;2014;190000026;190000059;;1;;;1;;;1;;;1;;0;0;0;0;0;1;1;0;1;0;;4.26;1
INFOMED;2014;190000034;190000067;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1;0.03
INFOMED;2014;190000091;190000075;;1;;;;;1;;;1;;;0;0;0;0;0;0;;0;0;0;;2;0.8
INFOMED;2014;190000117;190000117;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.91;0.11
INFOMED;2014;190000224;190000901;;;1;;;;;;;;;;0;0;0;1;1;1;1;0;1;0;;4.68;0.5
INFOMED;2014;190000257;190001131;;1;;;;;;;;;;;;0;1;1;1;1;1;0;0;0;;2;
INFOMED;2014;190005694;750056335;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.1
INFOMED;2014;210003059;210987400;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;;0.2
INFOMED;2014;210010443;210000337;;;;;;;;;1;;;;0;0;0;0;;1;1;0;0;;;0.05;0.05
INFOMED;2014;210011847;210011839;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;2.5;0.4
INFOMED;2014;210780110;210000022;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;2;0.2
INFOMED;2014;210780136;210000030;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;3;0.2
INFOMED;2014;210780144;750721235;;;;;;;1;;;;;;0;0;0;1;1;0;0;0;0;;;0.3;0.05
INFOMED;2014;210780276;210003208;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;210780789;0.4;0.2
INFOMED;2014;210780789;210003208;;;1;;;1;;;;;;;0;0;0;0;0;0;0;0;1;0;;2.15;0.6
INFOMED;2014;210780979;210000295;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;;2.5;0.2
INFOMED;2014;210986725;210986717;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;1;0;;0.05;0.1
INFOMED;2014;210987558;210780581;1;;;;;;1;;;1;;;0;0;0;0;0;0;;;0;0;;11;4.14
INFOMED;2014;210987632;210780607;1;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2.41;0.8
INFOMED;2014;210987640;210780672;1;;;1;;;1;;;1;;;0;0;0;0;0;0;;0;;0;;;
INFOMED;2014;210987657;210780714;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;1;0;0;;4;2
INFOMED;2014;210987699;210780706;;1;;;;;;;;1;;;0;0;0;0;0;0;0;0;1;0;;1.95;1
INFOMED;2014;210987731;210780417;;1;;1;;;;;;;;;0;0;0;0;0;1;1;0;0;1;510000516;21.4;3
INFOMED;2014;220000012;220000020;;1;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;6.43;2.55
INFOMED;2014;220000095;220000046;;1;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;0;;5;1.5
INFOMED;2014;220000210;220000210;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;2;0.03
INFOMED;2014;220000236;220017974;;1;;;;;;1;;;1;;0;0;0;0;0;1;1;0;1;0;220017974;1;0.2
INFOMED;2014;220000269;220000640;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;;0.5;0.1
INFOMED;2014;220000285;220000673;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;1;;1.7;
INFOMED;2014;220000301;220000673;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;1;;3.7;0.23
INFOMED;2014;220000343;220000079;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;2.5;1
INFOMED;2014;220000368;220000103;1;;;1;;;1;;;;;;0;0;0;0;0;0;;;0;0;;3.13;1
INFOMED;2014;220000467;750043994;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1.5;0
INFOMED;2014;220000541;220000152;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;1;0;;2.2;0
INFOMED;2014;220000566;220021968;1;;;;;;1;;;;;;0;0;1;1;1;0;;;0;0;;1;
INFOMED;2014;220000574;220000186;;1;;;;;;1;;;;;1;0;1;1;1;0;;;1;1;350050548;0.8;0
INFOMED;2014;220001259;220005045;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.7;0.25
INFOMED;2014;220005599;220017842;;;1;;;;;;;;;;0;0;0;0;0;1;1;;1;0;;2;0.1
INFOMED;2014;220012751;220017974;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;1;1;220017974;0.35;0.1
INFOMED;2014;220012884;220000103;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.6;
INFOMED;2014;220014708;220017974;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;220017974;0.3;0.1
INFOMED;2014;230000820;230780041;;1;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;3;0.9
INFOMED;2014;230000846;230780066;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0.18;0.3
INFOMED;2014;230000853;230780074;;;;;;;;;;;;;;;;;;;;;;;;1.32;
INFOMED;2014;230004657;230780058;1;;;;;;1;;;;;;0;1;1;1;1;0;;;0;1;;0.2;0.4
INFOMED;2014;230780082;750005068;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1.43;0.5
INFOMED;2014;230782617;750000218;;;;;;1;;1;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;240000091;240000034;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2014;240000174;240000042;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;240000083;0;0.13
INFOMED;2014;240000190;240000596;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.5;0.5
INFOMED;2014;240000208;240000612;;;1;;;;;;1;;;;;;;;;;;;;;;1;0.2
INFOMED;2014;240000216;240000620;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;2;0.25
INFOMED;2014;240000307;330056540;;;;;;;;1;;;;;0;0;0;1;1;1;1;0;0;0;;;0.1
INFOMED;2014;240000372;240000059;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;4;0.88
INFOMED;2014;240000414;240000067;;;1;;;;;;1;;;;0;0;1;0;0;;0;0;0;0;;0.8;1
INFOMED;2014;240000455;240000075;;;1;;;;;;1;;;;0;0;1;1;;0;;;;1;;0.09;0.1
INFOMED;2014;240000463;240000083;;;1;;;;1;;;1;;;0;0;0;0;0;0;0;0;1;0;;1.9;0.5
INFOMED;2014;240000471;240000109;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;240000463;0.3;0.1
INFOMED;2014;240000489;240000117;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;3.63;1.66
INFOMED;2014;240000505;240000133;1;;;;;;1;;;;;;0;0;1;1;1;0;0;0;;0;;;
INFOMED;2014;240000513;240000141;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;240000083;0.5;0.13
INFOMED;2014;240000521;240000158;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;240000083;0.1;0.1
INFOMED;2014;240000539;240000166;;;;;;;;;1;;;;1;1;1;1;1;1;1;1;0;1;240000463;0.1;0.05
INFOMED;2014;240000687;240000448;;1;;;;1;;;1;;;1;0;0;0;0;0;0;;;0;0;;0.8;1
INFOMED;2014;240002402;240003251;;;;;;;;;1;;;;;;;;;;;;;;;;
INFOMED;2014;240008318;240002428;;;;;;;1;;;;;;1;1;1;1;1;0;;;0;0;;;0.1
INFOMED;2014;240011668;240000612;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.2
INFOMED;2014;250000270;250000643;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;6.92;
INFOMED;2014;250000288;250000643;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1;0.2
INFOMED;2014;250000544;250002284;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;0;0.1
INFOMED;2014;250000635;250000239;1;;;;;;1;;;;;;0;0;1;1;0;1;1;;0;;;;
INFOMED;2014;250000700;250000452;;;1;;;;;;1;;1;;0;0;0;0;0;1;1;0;1;0;;2.2;0.85
INFOMED;2014;250000718;250000460;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;0.5;1
INFOMED;2014;250000726;250000478;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;210781621;0.5;
INFOMED;2014;250000882;250002839;;;;;;;;1;;;;;0;0;0;0;0;;1;1;0;0;;0.2;0.1
INFOMED;2014;250006954;250000015;;1;;;;;1;;;1;;;0;0;0;0;0;1;0;0;0;0;;10.08;2
INFOMED;2014;250011848;250017803;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;0;0;;2.7;0.25
INFOMED;2014;250014008;700004096;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2014;260000013;260000021;;;1;;;;;1;;;;;0;0;0;0;0;1;0;0;0;1;070780234;6.5;2
INFOMED;2014;260000120;260016910;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;3.36;1
INFOMED;2014;260000138;260000047;;1;;1;;;;1;;1;;;0;0;0;0;0;1;1;0;0;0;;4;1.6
INFOMED;2014;260000146;260000054;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;260000013;0.75;0.2
INFOMED;2014;260000153;690795331;;;;;;;;1;;;;;0;0;1;1;1;0;;;;1;260000047;0.2;0.05
INFOMED;2014;260000195;260006770;1;;;;;;1;;;;;;0;0;0;;0;0;0;0;0;0;;0.1;0.1
INFOMED;2014;260000229;260000070;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;260000138;0;0
INFOMED;2014;260000260;260000377;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.15;0.1
INFOMED;2014;260000286;260000104;;;;;;;;1;;;;;0;0;0;0;0;0;0;1;0;1;260000013;0.5;
INFOMED;2014;260000302;260000161;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;;0.2;0.2
INFOMED;2014;260000682;930019484;;;;;;;1;;;;;;;;;1;1;1;1;1;1;1;;0.5;
INFOMED;2014;260000823;260003264;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;1;0;;1.75;0.5
INFOMED;2014;260001631;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;260003017;260000781;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;1;070780424;1.8;0.2
INFOMED;2014;260003140;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;260003215;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;260006267;070000245;;;1;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;3.81;0.5
INFOMED;2014;260006820;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;260006838;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;260010418;690796552;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.01;0.01
INFOMED;2014;260012760;690796552;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.01;0.01
INFOMED;2014;260016993;380793802;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2014;260017454;260016761;;;;;;;1;;;;;;0;0;0;1;0;0;0;0;0;1;260000047;0.1;0.1
INFOMED;2014;270000045;270000060;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;2.22;0.5
INFOMED;2014;270000359;270023724;;;1;;;;;;;;;;0;0;0;0;1;0;0;0;1;0;;7.48;1
INFOMED;2014;270000367;270000086;;1;;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;0.6;1
INFOMED;2014;270000417;760025734;;;;;;;1;;;;;;0;0;0;0;0;0;;0;;0;;0;0.12
INFOMED;2014;270000425;270000102;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;;0.35
INFOMED;2014;270000441;270000110;;;1;1;;;;;1;;;;0;0;0;0;0;0;0;0;0;;;0.5;0.25
INFOMED;2014;270000458;270023724;;;1;;;;1;;;;;;0;0;0;0;1;0;0;;1;0;;1.75;0
INFOMED;2014;270000482;270000144;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0.05;
INFOMED;2014;270000532;270000185;;;1;;;;;;;;;;1;1;1;1;1;0;;;0;1;270023724;0.02;0.03
INFOMED;2014;270000573;270000219;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2;1
INFOMED;2014;270000896;930019484;;;;;;;1;;;;;;0;0;0;0;0;1;0;0;1;1;760781054;0.23;0.03
INFOMED;2014;270000912;750814030;;;;;;;1;;;;;;0;0;0;1;1;1;1;0;1;0;;2.8;0.1
INFOMED;2014;270025984;310021175;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;1;310021175;0.2;0.1
INFOMED;2014;280000050;280000142;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;2;0.2
INFOMED;2014;280000084;280000183;1;;;;;;1;;;;;;0;0;0;0;0;0;;;1;0;;4;0.8
INFOMED;2014;280000100;280000225;;;1;;;;;;1;;;;1;1;1;1;1;1;1;0;1;0;;0.23;0.1
INFOMED;2014;280000159;280000068;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1;0.25
INFOMED;2014;280000266;450018106;;;;;;;1;;;;;;0;0;0;0;0;1;0;0;0;0;;0.1;0.1
INFOMED;2014;280000431;310021167;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.1;0.1
INFOMED;2014;280000449;750055634;;;1;;;;0;0;1;;;;0;0;0;0;0;0;;;1;0;;2;0.2
