BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2014;840000418;840004659;N2510;7;1;7.75;1
USLD_P;2014;840000418;840004659;NAUT;3;;3;0
USLD_P;2014;840000483;840000087;M1320;1;;0.6;0
USLD_P;2014;840000483;840000087;MEDCH;1;;0.6;0
USLD_P;2014;840000483;840000087;N2210;7;0;5.1;0
USLD_P;2014;840000483;840000087;N2410;1;;0.5;1
USLD_P;2014;840000483;840000087;N2510;11;;10.3;0
USLD_P;2014;840000483;840000087;N3120;;1;0.23;1
USLD_P;2014;840000483;840000087;NAUT;14;2;10.88;1
USLD_P;2014;840000491;130041916;N2210;5;9;8.58;0
USLD_P;2014;840000491;130041916;N2410;;2;0.55;0
USLD_P;2014;840000491;130041916;N2460;;1;0.45;0
USLD_P;2014;840000491;130041916;N2510;23;6;23.13;0
USLD_P;2014;840000491;130041916;NAUT;15;8;16.08;0
USLD_P;2014;840001861;840006597;M1320;2;0;0.75;
USLD_P;2014;840001861;840006597;MEDCH;2;0;0.75;
USLD_P;2014;840001861;840006597;N2210;11;8;14.62;
USLD_P;2014;840001861;840006597;N2510;30;7;30.06;
USLD_P;2014;840001861;840006597;N3120;1;;0.23;
USLD_P;2014;840001861;840006597;NAUT;20;4;17.83;
USLD_P;2014;840007579;840000012;M1320;;4;2.02;0
USLD_P;2014;840007579;840000012;MEDCH;1;3;3.3;0
USLD_P;2014;840007579;840000012;N2210;4;3;6.53;0
USLD_P;2014;840007579;840000012;N2410;;1;0.5;0
USLD_P;2014;840007579;840000012;N2460;;1;0.41;0
USLD_P;2014;840007579;840000012;N2510;16;4;17.49;0
USLD_P;2014;840007579;840000012;N3120;;1;0.3;0
USLD_P;2014;840007579;840000012;NAUT;4;5;9.54;0
USLD_P;2014;850000142;850000019;M1320;;3;0.5;
USLD_P;2014;850000142;850000019;MEDCH;;3;0.5;
USLD_P;2014;850000142;850000019;N2210;11;5;13.95;
USLD_P;2014;850000142;850000019;N2410;;1;0.6;
USLD_P;2014;850000142;850000019;N2510;28;26;40.97;
USLD_P;2014;850000142;850000019;NAUT;9;11;18.78;
USLD_P;2014;850000209;850000019;MEDCH;;1;0.43;0
USLD_P;2014;850000209;850000019;N2210;;5;3.97;
USLD_P;2014;850000209;850000019;N2410;;1;0.25;
USLD_P;2014;850000209;850000019;N2510;12;6;14.53;
USLD_P;2014;850000209;850000019;NAUT;4;3;6.26;
USLD_P;2014;850000233;850009010;MEDCH;1;;0.32;1
USLD_P;2014;850000233;850009010;N2210;2;1;2.42;1
USLD_P;2014;850000233;850009010;N2410;1;;0.42;1
USLD_P;2014;850000233;850009010;N2510;9;3;11.04;1
USLD_P;2014;850000233;850009010;NAUT;10;6;12.25;1
USLD_P;2014;850000647;850011453;MEDCH;1;;1;0
USLD_P;2014;850000647;850011453;N2210;6;3;7.87;1
USLD_P;2014;850000647;850011453;N2410;;;;1
USLD_P;2014;850000647;850011453;N2460;;1;0.6;1
USLD_P;2014;850000647;850011453;N2470;;1;0.65;1
USLD_P;2014;850000647;850011453;N2510;15;6;18.35;1
USLD_P;2014;850000647;850011453;N3120;;1;0.2;0
USLD_P;2014;850000647;850011453;NAUT;;22;9.45;1
USLD_P;2014;850001116;850020280;M1320;;1;0.4;0
USLD_P;2014;850001116;850020280;MEDCH;1;1;0.64;1
USLD_P;2014;850001116;850020280;N2210;5;4;8.25;0
USLD_P;2014;850001116;850020280;N2410;1;1;0.84;1
USLD_P;2014;850001116;850020280;N2460;;1;0.07;1
USLD_P;2014;850001116;850020280;N2510;6;4;8.85;0
USLD_P;2014;850001116;850020280;NAUT;36;26;19.2;1
USLD_P;2014;850003377;850009010;MEDCH;;2;0.51;1
USLD_P;2014;850003377;850009010;N2210;5;4;7.4;1
USLD_P;2014;850003377;850009010;N2510;12;8;15.62;1
USLD_P;2014;850003377;850009010;NAUT;10;7;10.06;1
USLD_P;2014;850021049;850000084;N2210;8;3;8.84;1
USLD_P;2014;850021049;850000084;N2510;22;10;31.33;0
USLD_P;2014;850021049;850000084;N3120;;1;0.1;1
USLD_P;2014;850021049;850000084;NAUT;27;11;22.6;1
USLD_P;2014;850021866;850000092;MEDCH;;2;0.45;
USLD_P;2014;850021866;850000092;N2210;4;1;6.51;1
USLD_P;2014;850021866;850000092;N2510;5;7;11.62;1
USLD_P;2014;850021866;850000092;N3120;0;1;1.01;1
USLD_P;2014;850021866;850000092;NAUT;3;2;4.07;1
USLD_P;2014;850022013;850000100;MEDCH;;2;0.15;0
USLD_P;2014;850022013;850000100;N2210;2;3;3.6;0
USLD_P;2014;850022013;850000100;N2510;5;3;6.25;0
USLD_P;2014;860000033;860013382;MEDCH;1;;0.5;1
USLD_P;2014;860000033;860013382;N2210;5;1;4.28;1
USLD_P;2014;860000033;860013382;N2410;;1;0.06;1
USLD_P;2014;860000033;860013382;N2510;15;1;10.33;1
USLD_P;2014;860000033;860013382;N3120;;1;0.28;1
USLD_P;2014;860000033;860013382;NAUT;12;4;9.93;1
USLD_P;2014;860000058;860780097;M1320;1;;0.5;0
USLD_P;2014;860000058;860780097;MEDCH;1;;0.5;0
USLD_P;2014;860000058;860780097;N2210;7;2;7.5;0
USLD_P;2014;860000058;860780097;N2460;;1;0.2;0
USLD_P;2014;860000058;860780097;N2510;17;3;18.9;0
USLD_P;2014;860000058;860780097;N3120;1;;0.1;0
USLD_P;2014;860000058;860780097;NAUT;7;1;8.23;0
USLD_P;2014;860000223;860013077;M1320;2;2;2.91;0
USLD_P;2014;860000223;860013077;MEDCH;2;2;2.91;0
USLD_P;2014;860000223;860013077;N2210;17;10;17.24;0
USLD_P;2014;860000223;860013077;N2410;;3;0.3;0
USLD_P;2014;860000223;860013077;N2460;1;;0.3;0
USLD_P;2014;860000223;860013077;N2510;62;13;54.3;0
USLD_P;2014;860000223;860013077;N3120;1;;0.2;0
USLD_P;2014;860000223;860013077;NAUT;18;4;18.09;0
USLD_P;2014;860011014;860013077;M1320;2;1;2.3;1
USLD_P;2014;860011014;860013077;MEDCH;2;1;2.3;1
USLD_P;2014;860011014;860013077;N2210;18;6;7.8;1
USLD_P;2014;860011014;860013077;N2410;;3;0.2;0
USLD_P;2014;860011014;860013077;N2460;1;;0.3;0
USLD_P;2014;860011014;860013077;N2510;15;5;11.86;1
USLD_P;2014;860011014;860013077;N3120;;1;0.05;0
USLD_P;2014;860011014;860013077;NAUT;7;;5.32;1
USLD_P;2014;860785682;860013382;M1320;2;;1.7;1
USLD_P;2014;860785682;860013382;MEDCH;2;;1.7;1
USLD_P;2014;860785682;860013382;N2210;8;1;6.95;1
USLD_P;2014;860785682;860013382;N2410;;;;1
USLD_P;2014;860785682;860013382;N2460;;;;1
USLD_P;2014;860785682;860013382;N2470;1;;0.25;1
USLD_P;2014;860785682;860013382;N2510;24;1;17.08;1
USLD_P;2014;860785682;860013382;N3120;;1;0.23;1
USLD_P;2014;860785682;860013382;NAUT;37;17;18.95;1
USLD_P;2014;870000270;870000031;M1320;1;;0.5;0
USLD_P;2014;870000270;870000031;MEDCH;1;1;1;1
USLD_P;2014;870000270;870000031;N2210;10;1;10.24;0
USLD_P;2014;870000270;870000031;N2410;;1;0.56;0
USLD_P;2014;870000270;870000031;N2510;15;3;17.13;0
USLD_P;2014;870000270;870000031;NAUT;8;;7.38;0
USLD_P;2014;870000551;870014503;MEDCH;;2;0.8;
USLD_P;2014;870000551;870014503;N2210;2;2;4.08;
USLD_P;2014;870000551;870014503;N2510;12;2;9.13;
USLD_P;2014;870000551;870014503;NAUT;3;4;1.44;
USLD_P;2014;870000601;870014248;M1320;;2;0.5;
USLD_P;2014;870000601;870014248;MEDCH;;2;0.5;
USLD_P;2014;870000601;870014248;N2210;3;2;3.63;
USLD_P;2014;870000601;870014248;N2410;;2;0.2;
USLD_P;2014;870000601;870014248;N2460;;1;0.4;
USLD_P;2014;870000601;870014248;N2510;8;3;9.5;
USLD_P;2014;870000601;870014248;N3120;;1;0.2;
USLD_P;2014;870000601;870014248;NAUT;1;;1;
USLD_P;2014;870001567;870014503;MEDCH;;3;0.8;
USLD_P;2014;870001567;870014503;N2210;4;4;5.63;
USLD_P;2014;870001567;870014503;N2510;19;4;17.93;
USLD_P;2014;870001567;870014503;NAUT;;1;0.81;
USLD_P;2014;870003514;870000015;M1320;1;0;0.5;0
USLD_P;2014;870003514;870000015;MEDCH;2;0;0.9;0
USLD_P;2014;870003514;870000015;N2210;11;15;18.33;0
USLD_P;2014;870003514;870000015;N2410;1;0;1;0
USLD_P;2014;870003514;870000015;N2460;1;0;1;0
USLD_P;2014;870003514;870000015;N2470;0;1;0.23;0
USLD_P;2014;870003514;870000015;N2510;28;31;46.67;0
USLD_P;2014;870003514;870000015;NAUT;21;36;32.1;0
USLD_P;2014;870005931;870000023;M1320;1;1;1.15;1
USLD_P;2014;870005931;870000023;MEDCH;1;2;1.33;1
USLD_P;2014;870005931;870000023;N2210;8;12;11.48;
USLD_P;2014;870005931;870000023;N2460;;2;0.48;
USLD_P;2014;870005931;870000023;N2510;18;15;28.6;
USLD_P;2014;870005931;870000023;NAUT;6;8;11.64;
USLD_P;2014;870008042;870000015;M1320;1;0;1;0
USLD_P;2014;870008042;870000015;MEDCH;2;0;2;0
USLD_P;2014;870008042;870000015;N2210;34;11;40.73;0
USLD_P;2014;870008042;870000015;N2410;1;1;0.71;1
USLD_P;2014;870008042;870000015;N2460;1;0;0.7;1
USLD_P;2014;870008042;870000015;N2470;2;1;0.53;1
USLD_P;2014;870008042;870000015;N2510;64;15;71.87;0
USLD_P;2014;870008042;870000015;NAUT;52;3;46.5;0
USLD_P;2014;880000039;880780069;MEDCH;;;0.56;
USLD_P;2014;880000039;880780069;N2210;5;2;6.35;1
USLD_P;2014;880000039;880780069;N2460;;1;0.45;
USLD_P;2014;880000039;880780069;N2510;8;3;9.65;
USLD_P;2014;880000039;880780069;NAUT;2;4;4.96;1
USLD_P;2014;880000070;880007299;MEDCH;;1;0.36;1
USLD_P;2014;880000070;880007299;N2210;5;3;7.07;0
USLD_P;2014;880000070;880007299;N2510;10;4;12.43;0
USLD_P;2014;880000070;880007299;NAUT;6;;6.46;0
USLD_P;2014;880000104;880780259;MEDCH;;9;1.8;0
USLD_P;2014;880000104;880780259;N2210;4;4;7.03;0
USLD_P;2014;880000104;880780259;N2410;1;;1;0
USLD_P;2014;880000104;880780259;N2460;1;;0.33;0
USLD_P;2014;880000104;880780259;N2510;10;1;10.01;0
USLD_P;2014;880000104;880780259;N3120;;1;0.04;1
USLD_P;2014;880000104;880780259;NAUT;6;2;7.63;0
USLD_P;2014;880000336;880007059;MEDCH;1;;0.5;0
USLD_P;2014;880000336;880007059;N2210;3;2;4.13;0
USLD_P;2014;880000336;880007059;N2510;7;7;11.87;0
USLD_P;2014;880000336;880007059;NAUT;1;1;1.8;0
USLD_P;2014;880786637;880780093;MEDCH;2;0;1.39;0
USLD_P;2014;880786637;880780093;N2210;7;2;8.36;0
USLD_P;2014;880786637;880780093;N2510;10;1;9.65;0
USLD_P;2014;880786637;880780093;NAUT;2;6;5.35;0
USLD_P;2014;880786645;880780077;M1320;;1;0.3;0
USLD_P;2014;880786645;880780077;MEDCH;;1;0.3;0
USLD_P;2014;880786645;880780077;N2210;6;1;6.49;1
USLD_P;2014;880786645;880780077;N2510;12;1;12.99;0
USLD_P;2014;880786645;880780077;NAUT;6;1;6.43;0
USLD_P;2014;890971583;890000417;M1320;2;;1.14;1
USLD_P;2014;890971583;890000417;MEDCH;2;2;1.53;1
USLD_P;2014;890971583;890000417;N2210;14;3;16.01;0
USLD_P;2014;890971583;890000417;N2410;2;;0.34;1
USLD_P;2014;890971583;890000417;N2460;1;;0.49;1
USLD_P;2014;890971583;890000417;N2470;1;;0.5;1
USLD_P;2014;890971583;890000417;N2510;27;1;27.1;0
USLD_P;2014;890971583;890000417;NAUT;13;1;9.91;0
USLD_P;2014;890975527;890000037;MEDCH;1;;1;0
USLD_P;2014;890975527;890000037;N2210;6;;6;0
USLD_P;2014;890975527;890000037;N2510;10;1;10.5;0
USLD_P;2014;890975527;890000037;NAUT;3;2;4.03;0
USLD_P;2014;900000647;900004698;M1320;3;;1.61;1
USLD_P;2014;900000647;900004698;N2210;17;6;20.04;1
USLD_P;2014;900000647;900004698;N2510;62;14;75.46;1
USLD_P;2014;900000647;900004698;NAUT;1;;0.85;1
USLD_P;2014;910000272;910110014;MEDCH;1;;1;0
USLD_P;2014;910000272;910110014;N2210;6;3;8.53;0
USLD_P;2014;910000272;910110014;N2410;;1;0.4;0
USLD_P;2014;910000272;910110014;N2470;;2;0.35;1
USLD_P;2014;910000272;910110014;N2510;16;2;20.14;0
USLD_P;2014;910000272;910110014;N3120;;1;0.11;0
USLD_P;2014;910000272;910110014;NAUT;14;8;15.58;0
USLD_P;2014;910000280;910019447;M1320;2;;0.7;1
USLD_P;2014;910000280;910019447;MEDCH;2;;0.7;1
USLD_P;2014;910000280;910019447;N2210;5;6;6.55;0
USLD_P;2014;910000280;910019447;N2410;1;;0.5;1
USLD_P;2014;910000280;910019447;N2510;10;6;12.44;0
USLD_P;2014;910000280;910019447;NAUT;14;6;7.26;
USLD_P;2014;910000306;910110063;MEDCH;;1;0.6;
USLD_P;2014;910000306;910110063;N2210;2;3;3.77;
USLD_P;2014;910000306;910110063;N2410;;1;0.21;
USLD_P;2014;910000306;910110063;N2510;17;3;18.05;
USLD_P;2014;910000306;910110063;N3120;;1;0.2;
USLD_P;2014;910000306;910110063;NAUT;3;6;5.49;
USLD_P;2014;910001973;910019447;M1320;3;;1;1
USLD_P;2014;910001973;910019447;MEDCH;3;;1;1
USLD_P;2014;910001973;910019447;N2210;7;;6.17;
USLD_P;2014;910001973;910019447;N2510;23;8;14.53;
USLD_P;2014;910001973;910019447;NAUT;25;;12.48;
USLD_P;2014;910100015;750712184;M1320;2;1;2.5;0
USLD_P;2014;910100015;750712184;MEDCH;3;2;4;0
USLD_P;2014;910100015;750712184;N2210;23;5;27.5;0
USLD_P;2014;910100015;750712184;N2510;88;18;102.5;0
USLD_P;2014;910100015;750712184;N3120;;1;0.5;0
USLD_P;2014;910100015;750712184;NAUT;29;1;29.5;0
USLD_P;2014;910100023;750712184;M1320;3;2;4.3;0
USLD_P;2014;910100023;750712184;MEDCH;5;1;5.3;0
USLD_P;2014;910100023;750712184;N2210;27;2;28.6;0
USLD_P;2014;910100023;750712184;N2410;;1;0.8;0
USLD_P;2014;910100023;750712184;N2460;;1;0.86;0
USLD_P;2014;910100023;750712184;N2470;;1;0.5;0
USLD_P;2014;910100023;750712184;N2510;102;13;109.6;0
USLD_P;2014;910100023;750712184;N3120;1;;1;0
USLD_P;2014;910100023;750712184;NAUT;53;3;55.4;0
USLD_P;2014;910150069;910000033;M1320;1;1;1.2;0
USLD_P;2014;910150069;910000033;MEDCH;1;1;1.47;0
USLD_P;2014;910150069;910000033;N2210;11;1;11.7;0
USLD_P;2014;910150069;910000033;N2410;1;0;1.15;1
USLD_P;2014;910150069;910000033;N2510;26;2;27.5;0
USLD_P;2014;910150069;910000033;N3120;0;0;0.05;0
USLD_P;2014;910150069;910000033;NAUT;13;22;22.13;1
USLD_P;2014;920000593;920026374;M1320;1;0;1;0
USLD_P;2014;920000593;920026374;MEDCH;1;0;1;0
USLD_P;2014;920000593;920026374;N2210;14;3;17.87;0
USLD_P;2014;920000593;920026374;N2410;;2;0.25;0
USLD_P;2014;920000593;920026374;N2470;1;;0.29;0
USLD_P;2014;920000593;920026374;N2510;46;13;48.33;0
USLD_P;2014;920000593;920026374;NAUT;23;6;28.15;0
USLD_P;2014;920000619;920009909;MEDCH;2;2;2.5;
USLD_P;2014;920000619;920009909;N2210;20;3;18.68;0
USLD_P;2014;920000619;920009909;N2410;;2;1;0
USLD_P;2014;920000619;920009909;N2510;28;4;28.57;0
USLD_P;2014;920000619;920009909;NAUT;38;8;39.39;0
USLD_P;2014;920001369;920710654;MEDCH;1;3;1.85;1
USLD_P;2014;920001369;920710654;N2210;9;2;9.68;0
USLD_P;2014;920001369;920710654;N2410;;2;1.14;1
USLD_P;2014;920001369;920710654;N2460;1;;1;0
USLD_P;2014;920001369;920710654;N2470;;3;1.44;1
USLD_P;2014;920001369;920710654;N2510;32;;34.14;0
USLD_P;2014;920001369;920710654;N3120;;2;0.87;1
USLD_P;2014;920001369;920710654;NAUT;13;5;13.95;1
USLD_P;2014;920024205;920808037;M1320;3;1;1.96;
USLD_P;2014;920024205;920808037;MEDCH;3;1;1.96;
USLD_P;2014;920024205;920808037;N2210;14;;13.04;
USLD_P;2014;920024205;920808037;N2510;46;;40.91;
USLD_P;2014;920024205;920808037;NAUT;20;2;20.33;
USLD_P;2014;920100047;750712184;MEDCH;1;1;1.6;0
USLD_P;2014;920100047;750712184;N2210;10;;10;
USLD_P;2014;920100047;750712184;N2470;1;;0.16;
USLD_P;2014;920100047;750712184;N2510;32;9;39.12;
USLD_P;2014;920100047;750712184;N3120;1;;1;
USLD_P;2014;920100047;750712184;NAUT;1;;0.8;
USLD_P;2014;920100062;750712184;M1320;2;4;4.1;0
USLD_P;2014;920100062;750712184;MEDCH;2;4;4.1;0
USLD_P;2014;920100062;750712184;N2210;27;1;24.81;0
USLD_P;2014;920100062;750712184;N2510;68;1;67.84;
USLD_P;2014;920100062;750712184;NAUT;4;;4;0
USLD_P;2014;930000294;930021480;M1320;2;;1.8;
USLD_P;2014;930000294;930021480;MEDCH;2;;1.8;
USLD_P;2014;930000294;930021480;N2210;7;;6.5;
USLD_P;2014;930000294;930021480;N2510;15;;15;
USLD_P;2014;930000294;930021480;NAUT;21;1;19.14;
USLD_P;2014;930100011;750712184;MEDCH;3;;3;0
USLD_P;2014;930100011;750712184;N2210;25;4;28;0
USLD_P;2014;930100011;750712184;N2410;1;9;1.5;0
USLD_P;2014;930100011;750712184;N2460;1;1;1;0
USLD_P;2014;930100011;750712184;N2470;;2;1;0
USLD_P;2014;930100011;750712184;N2510;88;14;101.86;0
USLD_P;2014;930100011;750712184;N3120;1;;1;0
USLD_P;2014;930100011;750712184;NAUT;42;12;49;0
USLD_P;2014;930150057;750808529;MEDCH;;;0.68;
USLD_P;2014;930150057;750808529;N2210;;;3.42;
USLD_P;2014;930150057;750808529;N2510;;;9.59;
USLD_P;2014;930150057;750808529;NAUT;;;11.76;
USLD_P;2014;930706239;930110051;MEDCH;1;1;1.6;
USLD_P;2014;930706239;930110051;N2210;20;;18.45;
USLD_P;2014;930706239;930110051;N2410;2;1;1.6;
USLD_P;2014;930706239;930110051;N2460;2;;1;
USLD_P;2014;930706239;930110051;N2470;2;;0.96;
USLD_P;2014;930706239;930110051;N2510;38;4;42.76;
USLD_P;2014;930706239;930110051;NAUT;29;2;26.03;
USLD_P;2014;930815501;750034308;MEDCH;4;;4;0
USLD_P;2014;930815501;750034308;N2210;19;1;21.95;0
USLD_P;2014;930815501;750034308;N2410;1;;1;0
USLD_P;2014;930815501;750034308;N2510;45;1;44.57;0
USLD_P;2014;930815501;750034308;NAUT;30;2;26.95;0
USLD_P;2014;940000615;940140023;MEDCH;;2;1;0
USLD_P;2014;940000615;940140023;N2210;14;1;14.44;0
USLD_P;2014;940000615;940140023;N2410;;1;0.25;0
USLD_P;2014;940000615;940140023;N2510;13;5;13.38;0
USLD_P;2014;940000615;940140023;N3120;;1;0.5;0
USLD_P;2014;940000615;940140023;NAUT;10;7;12.18;0
USLD_P;2014;940100027;750712184;MEDCH;;3;0.9;0
USLD_P;2014;940100027;750712184;N2210;12;2;12.83;0
USLD_P;2014;940100027;750712184;N2410;1;1;1.4;0
USLD_P;2014;940100027;750712184;N2460;;1;0.8;0
USLD_P;2014;940100027;750712184;N2470;1;;1;0
USLD_P;2014;940100027;750712184;N2510;27;2;27.33;0
USLD_P;2014;940100027;750712184;N3120;1;;1;0
USLD_P;2014;940100027;750712184;NAUT;5;2;5.08;0
USLD_P;2014;940100035;750712184;M1320;2;2;3.1;0
USLD_P;2014;940100035;750712184;MEDCH;2;2;3.1;0
USLD_P;2014;940100035;750712184;N2210;28;5;30.6;0
USLD_P;2014;940100035;750712184;N2410;;2;0.5;0
USLD_P;2014;940100035;750712184;N2460;1;1;1.3;0
USLD_P;2014;940100035;750712184;N2470;;2;0.65;0
USLD_P;2014;940100035;750712184;N2510;88;4;90.54;0
USLD_P;2014;940100035;750712184;N3120;;2;0.5;0
USLD_P;2014;940100035;750712184;NAUT;14;5;14.29;0
USLD_P;2014;940100050;750712184;M1320;;1;0.6;
USLD_P;2014;940100050;750712184;MEDCH;3;6;5.9;
USLD_P;2014;940100050;750712184;N2210;52;22;65.74;1
USLD_P;2014;940100050;750712184;N2410;5;4;1.8;1
USLD_P;2014;940100050;750712184;N2460;3;1;0.1;1
USLD_P;2014;940100050;750712184;N2470;;;;1
USLD_P;2014;940100050;750712184;N2510;170;37;194.41;1
USLD_P;2014;940100050;750712184;N3120;1;1;1.8;1
USLD_P;2014;940100050;750712184;NAUT;;;;1
USLD_P;2014;940100068;750712184;M1320;1;4;4.5;
USLD_P;2014;940100068;750712184;MEDCH;1;4;4.5;
USLD_P;2014;940100068;750712184;N2210;34;1;34.8;
USLD_P;2014;940100068;750712184;N2410;;2;0.56;
USLD_P;2014;940100068;750712184;N2470;;1;0.25;
USLD_P;2014;940100068;750712184;N2510;97;11;107.64;
USLD_P;2014;940100068;750712184;N3120;;1;0.4;
USLD_P;2014;940100068;750712184;NAUT;9;7;11.63;
USLD_P;2014;940812506;940110042;M1320;;1;0.6;
USLD_P;2014;940812506;940110042;MEDCH;;1;0.6;
USLD_P;2014;940812506;940110042;N2210;7;4;8.99;
USLD_P;2014;940812506;940110042;N2510;15;6;18.17;
USLD_P;2014;940812506;940110042;NAUT;3;1;3.5;
USLD_P;2014;950000307;950110015;M1320;2;0;1.35;0
USLD_P;2014;950000307;950110015;MEDCH;2;0;1.35;0
USLD_P;2014;950000307;950110015;N2210;18;1;18.99;0
USLD_P;2014;950000307;950110015;N2460;0;1;0.9;0
USLD_P;2014;950000307;950110015;N2510;32;6;37.33;0
USLD_P;2014;950000307;950110015;NAUT;28;3;26.63;0
USLD_P;2014;950000331;950110049;M1320;2;3;2.11;1
USLD_P;2014;950000331;950110049;MEDCH;2;3;2.11;1
USLD_P;2014;950000331;950110049;N2210;13;1;11.44;
USLD_P;2014;950000331;950110049;N2410;3;;1.26;
USLD_P;2014;950000331;950110049;N2470;1;;0.3;
USLD_P;2014;950000331;950110049;N2510;42;3;44.15;
USLD_P;2014;950000331;950110049;N3120;;1;0.24;
USLD_P;2014;950000331;950110049;NAUT;38;5;37;
USLD_P;2014;950000406;950150037;M1320;1;;1;0
USLD_P;2014;950000406;950150037;MEDCH;1;;1;0
USLD_P;2014;950000406;950150037;N2210;4;;4;
USLD_P;2014;950000406;950150037;N2410;1;;1;
USLD_P;2014;950000406;950150037;N2510;12;;12;
USLD_P;2014;950000406;950150037;N3120;;1;0.1;
USLD_P;2014;950000406;950150037;NAUT;15;;14.5;
USLD_P;2014;950000695;950500033;NAUT;;;;1
USLD_P;2014;950016139;950015289;M1320;;1;0.25;0
USLD_P;2014;950016139;950015289;MEDCH;0;2;1;0
USLD_P;2014;950016139;950015289;N2210;12;;11.31;0
USLD_P;2014;950016139;950015289;N2410;;2;0.42;0
USLD_P;2014;950016139;950015289;N2460;;1;0.77;0
USLD_P;2014;950016139;950015289;N2470;;1;0.5;0
USLD_P;2014;950016139;950015289;N2510;19;1;17.41;0
USLD_P;2014;950016139;950015289;N3120;;1;0.3;0
USLD_P;2014;950016139;950015289;NAUT;19;1;20.72;0
USLD_P;2014;950100016;750712184;M1320;1;0;1;1
USLD_P;2014;950100016;750712184;MEDCH;2;0;2;0
USLD_P;2014;950100016;750712184;N2210;25;2;26.4;0
USLD_P;2014;950100016;750712184;N2410;0;1;0.5;0
USLD_P;2014;950100016;750712184;N2460;0;1;0.2;0
USLD_P;2014;950100016;750712184;N2470;0;1;0.5;0
USLD_P;2014;950100016;750712184;N2510;54;5;56.9;0
USLD_P;2014;950100016;750712184;N3120;1;0;1;1
USLD_P;2014;950100016;750712184;NAUT;1;0;1;1
USLD_P;2014;970100418;970100194;M1320;1;0;1;
USLD_P;2014;970100418;970100194;MEDCH;1;0;1;
USLD_P;2014;970100418;970100194;N2210;6;0;6;
USLD_P;2014;970100418;970100194;N2410;0;1;0.2;
USLD_P;2014;970100418;970100194;N2460;;1;0.2;
USLD_P;2014;970100418;970100194;N2510;13;0;11;
USLD_P;2014;970100418;970100194;N3120;2;0;1.5;
USLD_P;2014;970100418;970100194;NAUT;15;0;13.9;
USLD_P;2014;970100459;970100244;N2210;5;;2.71;0
USLD_P;2014;970100459;970100244;N2510;6;;3.96;0
USLD_P;2014;970100459;970100244;N3120;1;;0.5;0
USLD_P;2014;970100459;970100244;NAUT;3;1;3.5;0
USLD_P;2014;970112033;970100210;M1320;1;;1;
USLD_P;2014;970112033;970100210;MEDCH;4;;3.43;
USLD_P;2014;970112033;970100210;N2210;20;;19.49;
USLD_P;2014;970112033;970100210;N2410;2;;2;
USLD_P;2014;970112033;970100210;N2460;1;;0.5;
USLD_P;2014;970112033;970100210;N2510;73;;72.38;
USLD_P;2014;970112033;970100210;N3120;1;;1;
USLD_P;2014;970112033;970100210;NAUT;79;;78;
USLD_P;2014;970211215;970211207;M1320;3;;0.7;
USLD_P;2014;970211215;970211207;MEDCH;3;;0.7;
USLD_P;2014;970211215;970211207;N2210;25;;24.55;
USLD_P;2014;970211215;970211207;N2410;1;;0.62;
USLD_P;2014;970211215;970211207;N2460;1;;0.25;
USLD_P;2014;970211215;970211207;N2470;1;;0.25;
USLD_P;2014;970211215;970211207;N2510;32;;31.5;
USLD_P;2014;970211215;970211207;N3120;1;;0.3;
USLD_P;2014;970211215;970211207;NAUT;13;;12.46;
USLD_P;2014;970211223;970211207;MEDCH;1;;0.5;
USLD_P;2014;970211223;970211207;N2210;7;;6.8;
USLD_P;2014;970211223;970211207;N2510;17;;13;
USLD_P;2014;970211223;970211207;NAUT;3;;2.28;
USLD_P;2014;970300026;970302022;M1320;;1;0.03;1
USLD_P;2014;970300026;970302022;MEDCH;;2;0.03;1
USLD_P;2014;970300026;970302022;N2210;;21;7.23;1
USLD_P;2014;970300026;970302022;N2510;;43;17.37;1
USLD_P;2014;970300026;970302022;NAUT;;21;11.04;1
USLD_P;2014;970400156;970403606;MEDCH;2;;1.5;
USLD_P;2014;970400156;970403606;N2210;10;1;8.3;
USLD_P;2014;970400156;970403606;N2410;1;;0.41;
USLD_P;2014;970400156;970403606;N2460;1;;0.29;
USLD_P;2014;970400156;970403606;N2510;26;;20.42;
USLD_P;2014;970400156;970403606;N3120;3;;0.48;
USLD_P;2014;970400156;970403606;NAUT;3;;1.97;
USLD_P;2014;970463139;970408589;M1320;1;1;1.12;0
USLD_P;2014;970463139;970408589;MEDCH;1;1;1.12;0
USLD_P;2014;970463139;970408589;N2210;11;1;11.33;0
USLD_P;2014;970463139;970408589;N2410;1;0;1;0
USLD_P;2014;970463139;970408589;N2460;2;0;2;0
USLD_P;2014;970463139;970408589;N2510;25;0;25;0
USLD_P;2014;970463139;970408589;N3120;1;0;1;0
USLD_P;2014;970463139;970408589;NAUT;2;;2;0
